GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5U001
"G1800950","1960","Indiana","180","Madison","0950","Madison",120767
"G1800970","1960","Indiana","180","Marion","0970","Marion",596838
"G1800990","1960","Indiana","180","Marshall","0990","Marshall",32359
"G1801010","1960","Indiana","180","Martin","1010","Martin",10574
"G1801030","1960","Indiana","180","Miami","1030","Miami",37248
"G1801050","1960","Indiana","180","Monroe","1050","Monroe",58160
"G1801070","1960","Indiana","180","Montgomery","1070","Montgomery",31865
"G1801090","1960","Indiana","180","Morgan","1090","Morgan",33853
"G1801110","1960","Indiana","180","Newton","1110","Newton",11488
"G1801130","1960","Indiana","180","Noble","1130","Noble",28143
"G1801150","1960","Indiana","180","Ohio","1150","Ohio",4112
"G1801170","1960","Indiana","180","Orange","1170","Orange",16727
"G1801190","1960","Indiana","180","Owen","1190","Owen",11385
"G1801210","1960","Indiana","180","Parke","1210","Parke",14765
"G1801230","1960","Indiana","180","Perry","1230","Perry",17207
"G1801250","1960","Indiana","180","Pike","1250","Pike",12779
"G1801270","1960","Indiana","180","Porter","1270","Porter",60183
"G1801290","1960","Indiana","180","Posey","1290","Posey",18928
"G1801310","1960","Indiana","180","Pulaski","1310","Pulaski",12795
"G1801330","1960","Indiana","180","Putnam","1330","Putnam",24498
"G1801350","1960","Indiana","180","Randolph","1350","Randolph",28340
"G1801370","1960","Indiana","180","Ripley","1370","Ripley",20625
"G1801390","1960","Indiana","180","Rush","1390","Rush",20155
"G1801410","1960","Indiana","180","St Joseph","1410","St Joseph",224263
"G1801430","1960","Indiana","180","Scott","1430","Scott",14638
"G1801450","1960","Indiana","180","Shelby","1450","Shelby",33702
"G1801470","1960","Indiana","180","Spencer","1470","Spencer",15877
"G1801490","1960","Indiana","180","Starke","1490","Starke",17872
"G1801510","1960","Indiana","180","Steuben","1510","Steuben",17128
"G1801530","1960","Indiana","180","Sullivan","1530","Sullivan",21677
"G1801550","1960","Indiana","180","Switzerland","1550","Switzerland",7078
"G1801570","1960","Indiana","180","Tippecanoe","1570","Tippecanoe",87991
"G1801590","1960","Indiana","180","Tipton","1590","Tipton",15846
"G1801610","1960","Indiana","180","Union","1610","Union",6390
"G1801630","1960","Indiana","180","Vanderburgh","1630","Vanderburgh",156164
"G1801650","1960","Indiana","180","Vermillion","1650","Vermillion",17661
"G1801670","1960","Indiana","180","Vigo","1670","Vigo",103556
"G1801690","1960","Indiana","180","Wabash","1690","Wabash",32507
"G1801710","1960","Indiana","180","Warren","1710","Warren",8541
"G1801730","1960","Indiana","180","Warrick","1730","Warrick",23320
"G1801750","1960","Indiana","180","Washington","1750","Washington",17812
"G1801770","1960","Indiana","180","Wayne","1770","Wayne",70477
"G1801790","1960","Indiana","180","Wells","1790","Wells",21207
"G1801810","1960","Indiana","180","White","1810","White",19707
"G1801830","1960","Indiana","180","Whitley","1830","Whitley",20934
"G1900010","1960","Iowa","190","Adair","0010","Adair",10891
"G1900030","1960","Iowa","190","Adams","0030","Adams",7466
"G1900050","1960","Iowa","190","Allamakee","0050","Allamakee",15977
"G1900070","1960","Iowa","190","Appanoose","0070","Appanoose",15888
"G1900090","1960","Iowa","190","Audubon","0090","Audubon",10916
"G1900110","1960","Iowa","190","Benton","0110","Benton",23402
"G1900130","1960","Iowa","190","Black Hawk","0130","Black Hawk",117405
"G1900150","1960","Iowa","190","Boone","0150","Boone",28001
"G1900170","1960","Iowa","190","Bremer","0170","Bremer",21075
"G1900190","1960","Iowa","190","Buchanan","0190","Buchanan",22244
"G1900210","1960","Iowa","190","Buena Vista","0210","Buena Vista",21175
"G1900230","1960","Iowa","190","Butler","0230","Butler",17459
"G1900250","1960","Iowa","190","Calhoun","0250","Calhoun",15901
"G1900270","1960","Iowa","190","Carroll","0270","Carroll",23428
"G1900290","1960","Iowa","190","Cass","0290","Cass",17898
"G1900310","1960","Iowa","190","Cedar","0310","Cedar",17784
"G1900330","1960","Iowa","190","Cerro Gordo","0330","Cerro Gordo",49591
"G1900350","1960","Iowa","190","Cherokee","0350","Cherokee",18580
"G1900370","1960","Iowa","190","Chickasaw","0370","Chickasaw",15021
"G1900390","1960","Iowa","190","Clarke","0390","Clarke",8216
"G1900410","1960","Iowa","190","Clay","0410","Clay",18502
"G1900430","1960","Iowa","190","Clayton","0430","Clayton",21949
"G1900450","1960","Iowa","190","Clinton","0450","Clinton",54672
"G1900470","1960","Iowa","190","Crawford","0470","Crawford",18564
"G1900490","1960","Iowa","190","Dallas","0490","Dallas",24004
"G1900510","1960","Iowa","190","Davis","0510","Davis",9189
"G1900530","1960","Iowa","190","Decatur","0530","Decatur",10520
"G1900550","1960","Iowa","190","Delaware","0550","Delaware",18481
"G1900570","1960","Iowa","190","Des Moines","0570","Des Moines",44083
"G1900590","1960","Iowa","190","Dickinson","0590","Dickinson",12564
"G1900610","1960","Iowa","190","Dubuque","0610","Dubuque",79897
"G1900630","1960","Iowa","190","Emmet","0630","Emmet",14868
"G1900650","1960","Iowa","190","Fayette","0650","Fayette",28534
"G1900670","1960","Iowa","190","Floyd","0670","Floyd",21101
"G1900690","1960","Iowa","190","Franklin","0690","Franklin",15466
"G1900710","1960","Iowa","190","Fremont","0710","Fremont",10274
"G1900730","1960","Iowa","190","Greene","0730","Greene",14375
"G1900750","1960","Iowa","190","Grundy","0750","Grundy",14127
"G1900770","1960","Iowa","190","Guthrie","0770","Guthrie",13597
"G1900790","1960","Iowa","190","Hamilton","0790","Hamilton",19927
"G1900810","1960","Iowa","190","Hancock","0810","Hancock",14575
"G1900830","1960","Iowa","190","Hardin","0830","Hardin",22504
"G1900850","1960","Iowa","190","Harrison","0850","Harrison",17582
"G1900870","1960","Iowa","190","Henry","0870","Henry",18070
"G1900890","1960","Iowa","190","Howard","0890","Howard",12723
"G1900910","1960","Iowa","190","Humboldt","0910","Humboldt",13155
"G1900930","1960","Iowa","190","Ida","0930","Ida",10268
"G1900950","1960","Iowa","190","Iowa","0950","Iowa",16392
"G1900970","1960","Iowa","190","Jackson","0970","Jackson",20745
"G1900990","1960","Iowa","190","Jasper","0990","Jasper",35218
"G1901010","1960","Iowa","190","Jefferson","1010","Jefferson",15759
"G1901030","1960","Iowa","190","Johnson","1030","Johnson",53132
"G1901050","1960","Iowa","190","Jones","1050","Jones",20613
"G1901070","1960","Iowa","190","Keokuk","1070","Keokuk",15487
"G1901090","1960","Iowa","190","Kossuth","1090","Kossuth",25291
"G1901110","1960","Iowa","190","Lee","1110","Lee",43153
"G1901130","1960","Iowa","190","Linn","1130","Linn",135567
"G1901150","1960","Iowa","190","Louisa","1150","Louisa",10288
"G1901170","1960","Iowa","190","Lucas","1170","Lucas",10911
"G1901190","1960","Iowa","190","Lyon","1190","Lyon",14464
"G1901210","1960","Iowa","190","Madison","1210","Madison",12292
"G1901230","1960","Iowa","190","Mahaska","1230","Mahaska",23539
"G1901250","1960","Iowa","190","Marion","1250","Marion",25787
"G1901270","1960","Iowa","190","Marshall","1270","Marshall",37702
"G1901290","1960","Iowa","190","Mills","1290","Mills",13031
"G1901310","1960","Iowa","190","Mitchell","1310","Mitchell",14042
"G1901330","1960","Iowa","190","Monona","1330","Monona",13906
"G1901350","1960","Iowa","190","Monroe","1350","Monroe",10409
"G1901370","1960","Iowa","190","Montgomery","1370","Montgomery",14446
"G1901390","1960","Iowa","190","Muscatine","1390","Muscatine",33677
"G1901410","1960","Iowa","190","O Brien","1410","O Brien",18823
"G1901430","1960","Iowa","190","Osceola","1430","Osceola",10062
"G1901450","1960","Iowa","190","Page","1450","Page",20963
"G1901470","1960","Iowa","190","Palo Alto","1470","Palo Alto",14732
"G1901490","1960","Iowa","190","Plymouth","1490","Plymouth",23899
"G1901510","1960","Iowa","190","Pocahontas","1510","Pocahontas",14233
"G1901530","1960","Iowa","190","Polk","1530","Polk",255416
"G1901550","1960","Iowa","190","Pottawattamie","1550","Pottawattamie",82415
"G1901570","1960","Iowa","190","Poweshiek","1570","Poweshiek",19261
"G1901590","1960","Iowa","190","Ringgold","1590","Ringgold",7899
"G1901610","1960","Iowa","190","Sac","1610","Sac",17005
"G1901630","1960","Iowa","190","Scott","1630","Scott",117090
"G1901650","1960","Iowa","190","Shelby","1650","Shelby",15822
"G1901670","1960","Iowa","190","Sioux","1670","Sioux",26343
"G1901690","1960","Iowa","190","Story","1690","Story",48976
"G1901710","1960","Iowa","190","Tama","1710","Tama",20896
"G1901730","1960","Iowa","190","Taylor","1730","Taylor",10279
"G1901750","1960","Iowa","190","Union","1750","Union",13694
"G1901770","1960","Iowa","190","Van Buren","1770","Van Buren",9763
"G1901790","1960","Iowa","190","Wapello","1790","Wapello",45651
"G1901810","1960","Iowa","190","Warren","1810","Warren",20803
"G1901830","1960","Iowa","190","Washington","1830","Washington",19383
"G1901850","1960","Iowa","190","Wayne","1850","Wayne",9798
"G1901870","1960","Iowa","190","Webster","1870","Webster",47451
"G1901890","1960","Iowa","190","Winnebago","1890","Winnebago",13094
"G1901910","1960","Iowa","190","Winneshiek","1910","Winneshiek",21642
"G1901930","1960","Iowa","190","Woodbury","1930","Woodbury",105937
"G1901950","1960","Iowa","190","Worth","1950","Worth",10205
"G1901970","1960","Iowa","190","Wright","1970","Wright",19434
"G2000010","1960","Kansas","200","Allen","0010","Allen",16040
"G2000030","1960","Kansas","200","Anderson","0030","Anderson",9015
"G2000050","1960","Kansas","200","Atchison","0050","Atchison",19414
"G2000070","1960","Kansas","200","Barber","0070","Barber",8670
"G2000090","1960","Kansas","200","Barton","0090","Barton",31756
"G2000110","1960","Kansas","200","Bourbon","0110","Bourbon",15493
"G2000130","1960","Kansas","200","Brown","0130","Brown",12722
"G2000150","1960","Kansas","200","Butler","0150","Butler",38135
"G2000170","1960","Kansas","200","Chase","0170","Chase",3866
"G2000190","1960","Kansas","200","Chautauqua","0190","Chautauqua",5877
"G2000210","1960","Kansas","200","Cherokee","0210","Cherokee",21936
"G2000230","1960","Kansas","200","Cheyenne","0230","Cheyenne",4705
"G2000250","1960","Kansas","200","Clark","0250","Clark",3393
"G2000270","1960","Kansas","200","Clay","0270","Clay",10655
"G2000290","1960","Kansas","200","Cloud","0290","Cloud",14398
"G2000310","1960","Kansas","200","Coffey","0310","Coffey",8395
"G2000330","1960","Kansas","200","Comanche","0330","Comanche",3269
"G2000350","1960","Kansas","200","Cowley","0350","Cowley",36615
"G2000370","1960","Kansas","200","Crawford","0370","Crawford",36516
"G2000390","1960","Kansas","200","Decatur","0390","Decatur",5776
"G2000410","1960","Kansas","200","Dickinson","0410","Dickinson",21349
"G2000430","1960","Kansas","200","Doniphan","0430","Doniphan",9186
"G2000450","1960","Kansas","200","Douglas","0450","Douglas",40573
"G2000470","1960","Kansas","200","Edwards","0470","Edwards",5103
"G2000490","1960","Kansas","200","Elk","0490","Elk",5041
"G2000510","1960","Kansas","200","Ellis","0510","Ellis",21228
"G2000530","1960","Kansas","200","Ellsworth","0530","Ellsworth",7640
"G2000550","1960","Kansas","200","Finney","0550","Finney",15876
"G2000570","1960","Kansas","200","Ford","0570","Ford",20641
"G2000590","1960","Kansas","200","Franklin","0590","Franklin",19187
"G2000610","1960","Kansas","200","Geary","0610","Geary",24634
"G2000630","1960","Kansas","200","Gove","0630","Gove",4098
"G2000650","1960","Kansas","200","Graham","0650","Graham",5390
"G2000670","1960","Kansas","200","Grant","0670","Grant",5257
"G2000690","1960","Kansas","200","Gray","0690","Gray",4364
"G2000710","1960","Kansas","200","Greeley","0710","Greeley",2072
"G2000730","1960","Kansas","200","Greenwood","0730","Greenwood",11243
"G2000750","1960","Kansas","200","Hamilton","0750","Hamilton",3129
"G2000770","1960","Kansas","200","Harper","0770","Harper",9507
"G2000790","1960","Kansas","200","Harvey","0790","Harvey",25355
"G2000810","1960","Kansas","200","Haskell","0810","Haskell",2973
"G2000830","1960","Kansas","200","Hodgeman","0830","Hodgeman",3092
"G2000850","1960","Kansas","200","Jackson","0850","Jackson",9932
"G2000870","1960","Kansas","200","Jefferson","0870","Jefferson",11113
"G2000890","1960","Kansas","200","Jewell","0890","Jewell",7213
"G2000910","1960","Kansas","200","Johnson","0910","Johnson",142673
"G2000930","1960","Kansas","200","Kearny","0930","Kearny",3098
"G2000950","1960","Kansas","200","Kingman","0950","Kingman",9945
"G2000970","1960","Kansas","200","Kiowa","0970","Kiowa",4622
"G2000990","1960","Kansas","200","Labette","0990","Labette",25486
"G2001010","1960","Kansas","200","Lane","1010","Lane",3059
"G2001030","1960","Kansas","200","Leavenworth","1030","Leavenworth",43835
"G2001050","1960","Kansas","200","Lincoln","1050","Lincoln",5539
"G2001070","1960","Kansas","200","Linn","1070","Linn",8205
"G2001090","1960","Kansas","200","Logan","1090","Logan",3974
"G2001110","1960","Kansas","200","Lyon","1110","Lyon",26334
"G2001130","1960","Kansas","200","McPherson","1130","Mcpherson",24189
"G2001150","1960","Kansas","200","Marion","1150","Marion",15095
"G2001170","1960","Kansas","200","Marshall","1170","Marshall",15582
"G2001190","1960","Kansas","200","Meade","1190","Meade",5493
"G2001210","1960","Kansas","200","Miami","1210","Miami",19154
"G2001230","1960","Kansas","200","Mitchell","1230","Mitchell",8850
"G2001250","1960","Kansas","200","Montgomery","1250","Montgomery",41873
"G2001270","1960","Kansas","200","Morris","1270","Morris",7329
"G2001290","1960","Kansas","200","Morton","1290","Morton",3344
"G2001310","1960","Kansas","200","Nemaha","1310","Nemaha",12845
"G2001330","1960","Kansas","200","Neosho","1330","Neosho",19129
"G2001350","1960","Kansas","200","Ness","1350","Ness",5468
"G2001370","1960","Kansas","200","Norton","1370","Norton",8004
"G2001390","1960","Kansas","200","Osage","1390","Osage",12852
"G2001410","1960","Kansas","200","Osborne","1410","Osborne",7483
"G2001430","1960","Kansas","200","Ottawa","1430","Ottawa",6763
"G2001450","1960","Kansas","200","Pawnee","1450","Pawnee",9997
"G2001470","1960","Kansas","200","Phillips","1470","Phillips",8689
"G2001490","1960","Kansas","200","Pottawatomie","1490","Pottawatomie",11904
"G2001510","1960","Kansas","200","Pratt","1510","Pratt",11857
"G2001530","1960","Kansas","200","Rawlins","1530","Rawlins",5279
"G2001550","1960","Kansas","200","Reno","1550","Reno",57755
"G2001570","1960","Kansas","200","Republic","1570","Republic",9764
"G2001590","1960","Kansas","200","Rice","1590","Rice",13806
"G2001610","1960","Kansas","200","Riley","1610","Riley",39472
"G2001630","1960","Kansas","200","Rooks","1630","Rooks",9697
"G2001650","1960","Kansas","200","Rush","1650","Rush",6148
"G2001670","1960","Kansas","200","Russell","1670","Russell",11302
"G2001690","1960","Kansas","200","Saline","1690","Saline",52732
"G2001710","1960","Kansas","200","Scott","1710","Scott",5222
"G2001730","1960","Kansas","200","Sedgwick","1730","Sedgwick",321215
"G2001750","1960","Kansas","200","Seward","1750","Seward",15596
"G2001770","1960","Kansas","200","Shawnee","1770","Shawnee",130956
"G2001790","1960","Kansas","200","Sheridan","1790","Sheridan",4266
"G2001810","1960","Kansas","200","Sherman","1810","Sherman",6654
"G2001830","1960","Kansas","200","Smith","1830","Smith",7774
"G2001850","1960","Kansas","200","Stafford","1850","Stafford",7425
"G2001870","1960","Kansas","200","Stanton","1870","Stanton",2081
"G2001890","1960","Kansas","200","Stevens","1890","Stevens",4326
"G2001910","1960","Kansas","200","Sumner","1910","Sumner",25063
"G2001930","1960","Kansas","200","Thomas","1930","Thomas",7356
"G2001950","1960","Kansas","200","Trego","1950","Trego",5469
"G2001970","1960","Kansas","200","Wabaunsee","1970","Wabaunsee",6510
"G2001990","1960","Kansas","200","Wallace","1990","Wallace",2036
"G2002010","1960","Kansas","200","Washington","2010","Washington",10731
"G2002030","1960","Kansas","200","Wichita","2030","Wichita",2764
"G2002050","1960","Kansas","200","Wilson","2050","Wilson",13013
"G2002070","1960","Kansas","200","Woodson","2070","Woodson",5423
"G2002090","1960","Kansas","200","Wyandotte","2090","Wyandotte",154319
"G2100010","1960","Kentucky","210","Adair","0010","Adair",13919
"G2100030","1960","Kentucky","210","Allen","0030","Allen",12004
"G2100050","1960","Kentucky","210","Anderson","0050","Anderson",8232
"G2100070","1960","Kentucky","210","Ballard","0070","Ballard",7884
"G2100090","1960","Kentucky","210","Barren","0090","Barren",26192
"G2100110","1960","Kentucky","210","Bath","0110","Bath",8638
"G2100130","1960","Kentucky","210","Bell","0130","Bell",34065
"G2100150","1960","Kentucky","210","Boone","0150","Boone",21789
"G2100170","1960","Kentucky","210","Bourbon","0170","Bourbon",15556
"G2100190","1960","Kentucky","210","Boyd","0190","Boyd",51227
"G2100210","1960","Kentucky","210","Boyle","0210","Boyle",18962
"G2100230","1960","Kentucky","210","Bracken","0230","Bracken",7357
"G2100250","1960","Kentucky","210","Breathitt","0250","Breathitt",15434
"G2100270","1960","Kentucky","210","Breckinridge","0270","Breckinridge",14041
"G2100290","1960","Kentucky","210","Bullitt","0290","Bullitt",15495
"G2100310","1960","Kentucky","210","Butler","0310","Butler",9513
"G2100330","1960","Kentucky","210","Caldwell","0330","Caldwell",12149
"G2100350","1960","Kentucky","210","Calloway","0350","Calloway",20320
"G2100370","1960","Kentucky","210","Campbell","0370","Campbell",85959
"G2100390","1960","Kentucky","210","Carlisle","0390","Carlisle",5522
"G2100410","1960","Kentucky","210","Carroll","0410","Carroll",7743
"G2100430","1960","Kentucky","210","Carter","0430","Carter",20805
"G2100450","1960","Kentucky","210","Casey","0450","Casey",14282
"G2100470","1960","Kentucky","210","Christian","0470","Christian",44165
"G2100490","1960","Kentucky","210","Clark","0490","Clark",19113
"G2100510","1960","Kentucky","210","Clay","0510","Clay",20290
"G2100530","1960","Kentucky","210","Clinton","0530","Clinton",8849
"G2100550","1960","Kentucky","210","Crittenden","0550","Crittenden",8539
"G2100570","1960","Kentucky","210","Cumberland","0570","Cumberland",7351
"G2100590","1960","Kentucky","210","Daviess","0590","Daviess",67449
"G2100610","1960","Kentucky","210","Edmonson","0610","Edmonson",7983
"G2100630","1960","Kentucky","210","Elliott","0630","Elliott",6330
"G2100650","1960","Kentucky","210","Estill","0650","Estill",12425
"G2100670","1960","Kentucky","210","Fayette","0670","Fayette",111706
"G2100690","1960","Kentucky","210","Fleming","0690","Fleming",10525
"G2100710","1960","Kentucky","210","Floyd","0710","Floyd",41307
"G2100730","1960","Kentucky","210","Franklin","0730","Franklin",26944
"G2100750","1960","Kentucky","210","Fulton","0750","Fulton",9271
"G2100770","1960","Kentucky","210","Gallatin","0770","Gallatin",3767
"G2100790","1960","Kentucky","210","Garrard","0790","Garrard",8858
"G2100810","1960","Kentucky","210","Grant","0810","Grant",9430
"G2100830","1960","Kentucky","210","Graves","0830","Graves",28445
"G2100850","1960","Kentucky","210","Grayson","0850","Grayson",15748
"G2100870","1960","Kentucky","210","Green","0870","Green",10640
"G2100890","1960","Kentucky","210","Greenup","0890","Greenup",29086
"G2100910","1960","Kentucky","210","Hancock","0910","Hancock",5183
"G2100930","1960","Kentucky","210","Hardin","0930","Hardin",62761
"G2100950","1960","Kentucky","210","Harlan","0950","Harlan",47044
"G2100970","1960","Kentucky","210","Harrison","0970","Harrison",13130
"G2100990","1960","Kentucky","210","Hart","0990","Hart",12621
"G2101010","1960","Kentucky","210","Henderson","1010","Henderson",30112
"G2101030","1960","Kentucky","210","Henry","1030","Henry",10123
"G2101050","1960","Kentucky","210","Hickman","1050","Hickman",5932
"G2101070","1960","Kentucky","210","Hopkins","1070","Hopkins",35067
"G2101090","1960","Kentucky","210","Jackson","1090","Jackson",10671
"G2101110","1960","Kentucky","210","Jefferson","1110","Jefferson",532057
"G2101130","1960","Kentucky","210","Jessamine","1130","Jessamine",12312
"G2101150","1960","Kentucky","210","Johnson","1150","Johnson",19746
"G2101170","1960","Kentucky","210","Kenton","1170","Kenton",116777
"G2101190","1960","Kentucky","210","Knott","1190","Knott",17184
"G2101210","1960","Kentucky","210","Knox","1210","Knox",24849
"G2101230","1960","Kentucky","210","Larue","1230","Larue",9798
"G2101250","1960","Kentucky","210","Laurel","1250","Laurel",24637
"G2101270","1960","Kentucky","210","Lawrence","1270","Lawrence",12093
"G2101290","1960","Kentucky","210","Lee","1290","Lee",7364
"G2101310","1960","Kentucky","210","Leslie","1310","Leslie",10941
"G2101330","1960","Kentucky","210","Letcher","1330","Letcher",29373
"G2101350","1960","Kentucky","210","Lewis","1350","Lewis",13094
"G2101370","1960","Kentucky","210","Lincoln","1370","Lincoln",15593
"G2101390","1960","Kentucky","210","Livingston","1390","Livingston",6951
"G2101410","1960","Kentucky","210","Logan","1410","Logan",18578
"G2101430","1960","Kentucky","210","Lyon","1430","Lyon",5391
"G2101450","1960","Kentucky","210","McCracken","1450","Mccracken",51082
"G2101470","1960","Kentucky","210","McCreary","1470","Mccreary",12461
"G2101490","1960","Kentucky","210","McLean","1490","Mclean",9294
"G2101510","1960","Kentucky","210","Madison","1510","Madison",30861
"G2101530","1960","Kentucky","210","Magoffin","1530","Magoffin",11150
"G2101550","1960","Kentucky","210","Marion","1550","Marion",15517
"G2101570","1960","Kentucky","210","Marshall","1570","Marshall",16721
"G2101590","1960","Kentucky","210","Martin","1590","Martin",10199
"G2101610","1960","Kentucky","210","Mason","1610","Mason",16624
"G2101630","1960","Kentucky","210","Meade","1630","Meade",17983
"G2101650","1960","Kentucky","210","Menifee","1650","Menifee",4263
"G2101670","1960","Kentucky","210","Mercer","1670","Mercer",13720
"G2101690","1960","Kentucky","210","Metcalfe","1690","Metcalfe",8036
"G2101710","1960","Kentucky","210","Monroe","1710","Monroe",11444
"G2101730","1960","Kentucky","210","Montgomery","1730","Montgomery",12148
"G2101750","1960","Kentucky","210","Morgan","1750","Morgan",11049
"G2101770","1960","Kentucky","210","Muhlenberg","1770","Muhlenberg",26444
"G2101790","1960","Kentucky","210","Nelson","1790","Nelson",20406
"G2101810","1960","Kentucky","210","Nicholas","1810","Nicholas",6483
"G2101830","1960","Kentucky","210","Ohio","1830","Ohio",17387
"G2101850","1960","Kentucky","210","Oldham","1850","Oldham",12174
"G2101870","1960","Kentucky","210","Owen","1870","Owen",7883
"G2101890","1960","Kentucky","210","Owsley","1890","Owsley",5354
"G2101910","1960","Kentucky","210","Pendleton","1910","Pendleton",9877
"G2101930","1960","Kentucky","210","Perry","1930","Perry",33920
"G2101950","1960","Kentucky","210","Pike","1950","Pike",67682
"G2101970","1960","Kentucky","210","Powell","1970","Powell",6580
"G2101990","1960","Kentucky","210","Pulaski","1990","Pulaski",33781
"G2102010","1960","Kentucky","210","Robertson","2010","Robertson",2423
"G2102030","1960","Kentucky","210","Rockcastle","2030","Rockcastle",12332
"G2102050","1960","Kentucky","210","Rowan","2050","Rowan",12776
"G2102070","1960","Kentucky","210","Russell","2070","Russell",10933
"G2102090","1960","Kentucky","210","Scott","2090","Scott",13598
"G2102110","1960","Kentucky","210","Shelby","2110","Shelby",16010
"G2102130","1960","Kentucky","210","Simpson","2130","Simpson",9942
"G2102150","1960","Kentucky","210","Spencer","2150","Spencer",5322
"G2102170","1960","Kentucky","210","Taylor","2170","Taylor",15364
"G2102190","1960","Kentucky","210","Todd","2190","Todd",9475
"G2102210","1960","Kentucky","210","Trigg","2210","Trigg",7364
"G2102230","1960","Kentucky","210","Trimble","2230","Trimble",5098
"G2102250","1960","Kentucky","210","Union","2250","Union",13207
"G2102270","1960","Kentucky","210","Warren","2270","Warren",41064
"G2102290","1960","Kentucky","210","Washington","2290","Washington",10017
"G2102310","1960","Kentucky","210","Wayne","2310","Wayne",14308
"G2102330","1960","Kentucky","210","Webster","2330","Webster",13103
"G2102350","1960","Kentucky","210","Whitley","2350","Whitley",25655
"G2102370","1960","Kentucky","210","Wolfe","2370","Wolfe",6533
"G2102390","1960","Kentucky","210","Woodford","2390","Woodford",10345
"G2200010","1960","Louisiana","220","Acadia","0010","Acadia",40104
"G2200030","1960","Louisiana","220","Allen","0030","Allen",14934
"G2200050","1960","Louisiana","220","Ascension","0050","Ascension",19013
"G2200070","1960","Louisiana","220","Assumption","0070","Assumption",10573
"G2200090","1960","Louisiana","220","Avoyelles","0090","Avoyelles",27134
"G2200110","1960","Louisiana","220","Beauregard","0110","Beauregard",14886
"G2200130","1960","Louisiana","220","Bienville","0130","Bienville",8470
"G2200150","1960","Louisiana","220","Bossier","0150","Bossier",43276
"G2200170","1960","Louisiana","220","Caddo","0170","Caddo",142203
"G2200190","1960","Louisiana","220","Calcasieu","0190","Calcasieu",115100
"G2200210","1960","Louisiana","220","Caldwell","0210","Caldwell",6499
"G2200230","1960","Louisiana","220","Cameron","0230","Cameron",6470
"G2200250","1960","Louisiana","220","Catahoula","0250","Catahoula",7405
"G2200270","1960","Louisiana","220","Claiborne","0270","Claiborne",9646
"G2200290","1960","Louisiana","220","Concordia","0290","Concordia",10993
"G2200310","1960","Louisiana","220","De Soto","0310","De Soto",10294
"G2200330","1960","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",156895
"G2200350","1960","Louisiana","220","East Carroll","0350","East Carroll",5602
"G2200370","1960","Louisiana","220","East Feliciana","0370","East Feliciana",9284
"G2200390","1960","Louisiana","220","Evangeline","0390","Evangeline",23158
"G2200410","1960","Louisiana","220","Franklin","0410","Franklin",15497
"G2200430","1960","Louisiana","220","Grant","0430","Grant",10106
"G2200450","1960","Louisiana","220","Iberia","0450","Iberia",36843
"G2200470","1960","Louisiana","220","Iberville","0470","Iberville",15272
"G2200490","1960","Louisiana","220","Jackson","0490","Jackson",10696
"G2200510","1960","Louisiana","220","Jefferson","0510","Jefferson",176845
"G2200530","1960","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",23491
"G2200550","1960","Louisiana","220","Lafayette","0550","Lafayette",64323
"G2200570","1960","Louisiana","220","Lafourche","0570","Lafourche",48619
"G2200590","1960","Louisiana","220","La Salle","0590","La Salle",11355
"G2200610","1960","Louisiana","220","Lincoln","0610","Lincoln",16594
"G2200630","1960","Louisiana","220","Livingston","0630","Livingston",22921
"G2200650","1960","Louisiana","220","Madison","0650","Madison",5767
"G2200670","1960","Louisiana","220","Morehouse","0670","Morehouse",17911
"G2200690","1960","Louisiana","220","Natchitoches","0690","Natchitoches",20082
"G2200710","1960","Louisiana","220","Orleans","0710","Orleans",392594
"G2200730","1960","Louisiana","220","Ouachita","0730","Ouachita",68904
"G2200750","1960","Louisiana","220","Plaquemines","0750","Plaquemines",16041
"G2200770","1960","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",10434
"G2200790","1960","Louisiana","220","Rapides","0790","Rapides",77345
"G2200810","1960","Louisiana","220","Red River","0810","Red River",5232
"G2200830","1960","Louisiana","220","Richland","0830","Richland",13255
"G2200850","1960","Louisiana","220","Sabine","0850","Sabine",14181
"G2200870","1960","Louisiana","220","St Bernard","0870","St Bernard",29761
"G2200890","1960","Louisiana","220","St Charles","0890","St Charles",15474
"G2200910","1960","Louisiana","220","St Helena","0910","St Helena",4076
"G2200930","1960","Louisiana","220","St James","0930","St James",9315
"G2200950","1960","Louisiana","220","St John The Baptist","0950","St John The Baptist",8926
"G2200970","1960","Louisiana","220","St Landry","0970","St Landry",46443
"G2200990","1960","Louisiana","220","St Martin","0990","St Martin",18242
"G2201010","1960","Louisiana","220","St Mary","1010","St Mary",33755
"G2201030","1960","Louisiana","220","St Tammany","1030","St Tammany",28031
"G2201050","1960","Louisiana","220","Tangipahoa","1050","Tangipahoa",39315
"G2201070","1960","Louisiana","220","Tensas","1070","Tensas",4128
"G2201090","1960","Louisiana","220","Terrebonne","1090","Terrebonne",48328
"G2201110","1960","Louisiana","220","Union","1110","Union",11139
"G2201130","1960","Louisiana","220","Vermilion","1130","Vermilion",33836
"G2201150","1960","Louisiana","220","Vernon","1150","Vernon",15858
"G2201170","1960","Louisiana","220","Washington","1170","Washington",29107
"G2201190","1960","Louisiana","220","Webster","1190","Webster",26006
