GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5U001
"G3701310","1960","North Carolina","370","Northampton","1310","Northampton",9712
"G3701330","1960","North Carolina","370","Onslow","1330","Onslow",71684
"G3701350","1960","North Carolina","370","Orange","1350","Orange",32765
"G3701370","1960","North Carolina","370","Pamlico","1370","Pamlico",6239
"G3701390","1960","North Carolina","370","Pasquotank","1390","Pasquotank",15501
"G3701410","1960","North Carolina","370","Pender","1410","Pender",9602
"G3701430","1960","North Carolina","370","Perquimans","1430","Perquimans",4875
"G3701450","1960","North Carolina","370","Person","1450","Person",16911
"G3701470","1960","North Carolina","370","Pitt","1470","Pitt",39458
"G3701490","1960","North Carolina","370","Polk","1490","Polk",9972
"G3701510","1960","North Carolina","370","Randolph","1510","Randolph",56369
"G3701530","1960","North Carolina","370","Richmond","1530","Richmond",27375
"G3701550","1960","North Carolina","370","Robeson","1550","Robeson",36552
"G3701570","1960","North Carolina","370","Rockingham","1570","Rockingham",54957
"G3701590","1960","North Carolina","370","Rowan","1590","Rowan",68863
"G3701610","1960","North Carolina","370","Rutherford","1610","Rutherford",39691
"G3701630","1960","North Carolina","370","Sampson","1630","Sampson",29863
"G3701650","1960","North Carolina","370","Scotland","1650","Scotland",14037
"G3701670","1960","North Carolina","370","Stanly","1670","Stanly",36376
"G3701690","1960","North Carolina","370","Stokes","1690","Stokes",20045
"G3701710","1960","North Carolina","370","Surry","1710","Surry",45398
"G3701730","1960","North Carolina","370","Swain","1730","Swain",6720
"G3701750","1960","North Carolina","370","Transylvania","1750","Transylvania",15505
"G3701770","1960","North Carolina","370","Tyrrell","1770","Tyrrell",2544
"G3701790","1960","North Carolina","370","Union","1790","Union",35092
"G3701810","1960","North Carolina","370","Vance","1810","Vance",17973
"G3701830","1960","North Carolina","370","Wake","1830","Wake",124956
"G3701850","1960","North Carolina","370","Warren","1850","Warren",6939
"G3701870","1960","North Carolina","370","Washington","1870","Washington",7405
"G3701890","1960","North Carolina","370","Watauga","1890","Watauga",17296
"G3701910","1960","North Carolina","370","Wayne","1910","Wayne",51835
"G3701930","1960","North Carolina","370","Wilkes","1930","Wilkes",42558
"G3701950","1960","North Carolina","370","Wilson","1950","Wilson",34498
"G3701970","1960","North Carolina","370","Yadkin","1970","Yadkin",21674
"G3701990","1960","North Carolina","370","Yancey","1990","Yancey",13872
"G3800010","1960","North Dakota","380","Adams","0010","Adams",4447
"G3800030","1960","North Dakota","380","Barnes","0030","Barnes",16703
"G3800050","1960","North Dakota","380","Benson","0050","Benson",8194
"G3800070","1960","North Dakota","380","Billings","0070","Billings",1512
"G3800090","1960","North Dakota","380","Bottineau","0090","Bottineau",11289
"G3800110","1960","North Dakota","380","Bowman","0110","Bowman",4144
"G3800130","1960","North Dakota","380","Burke","0130","Burke",5880
"G3800150","1960","North Dakota","380","Burleigh","0150","Burleigh",33800
"G3800170","1960","North Dakota","380","Cass","0170","Cass",66650
"G3800190","1960","North Dakota","380","Cavalier","0190","Cavalier",10057
"G3800210","1960","North Dakota","380","Dickey","0210","Dickey",8138
"G3800230","1960","North Dakota","380","Divide","0230","Divide",5543
"G3800250","1960","North Dakota","380","Dunn","0250","Dunn",5917
"G3800270","1960","North Dakota","380","Eddy","0270","Eddy",4921
"G3800290","1960","North Dakota","380","Emmons","0290","Emmons",8462
"G3800310","1960","North Dakota","380","Foster","0310","Foster",5356
"G3800330","1960","North Dakota","380","Golden Valley","0330","Golden Valley",3100
"G3800350","1960","North Dakota","380","Grand Forks","0350","Grand Forks",48115
"G3800370","1960","North Dakota","380","Grant","0370","Grant",6234
"G3800390","1960","North Dakota","380","Griggs","0390","Griggs",5019
"G3800410","1960","North Dakota","380","Hettinger","0410","Hettinger",6315
"G3800430","1960","North Dakota","380","Kidder","0430","Kidder",5385
"G3800450","1960","North Dakota","380","La Moure","0450","La Moure",8695
"G3800470","1960","North Dakota","380","Logan","0470","Logan",5369
"G3800490","1960","North Dakota","380","McHenry","0490","Mchenry",11078
"G3800510","1960","North Dakota","380","McIntosh","0510","Mcintosh",6702
"G3800530","1960","North Dakota","380","McKenzie","0530","Mckenzie",6915
"G3800550","1960","North Dakota","380","McLean","0550","Mclean",13340
"G3800570","1960","North Dakota","380","Mercer","0570","Mercer",6671
"G3800590","1960","North Dakota","380","Morton","0590","Morton",20864
"G3800610","1960","North Dakota","380","Mountrail","0610","Mountrail",9384
"G3800630","1960","North Dakota","380","Nelson","0630","Nelson",7032
"G3800650","1960","North Dakota","380","Oliver","0650","Oliver",2609
"G3800670","1960","North Dakota","380","Pembina","0670","Pembina",12918
"G3800690","1960","North Dakota","380","Pierce","0690","Pierce",7346
"G3800710","1960","North Dakota","380","Ramsey","0710","Ramsey",13224
"G3800730","1960","North Dakota","380","Ransom","0730","Ransom",8073
"G3800750","1960","North Dakota","380","Renville","0750","Renville",4679
"G3800770","1960","North Dakota","380","Richland","0770","Richland",18586
"G3800790","1960","North Dakota","380","Rolette","0790","Rolette",5989
"G3800810","1960","North Dakota","380","Sargent","0810","Sargent",6851
"G3800830","1960","North Dakota","380","Sheridan","0830","Sheridan",4345
"G3800850","1960","North Dakota","380","Sioux","0850","Sioux",1996
"G3800870","1960","North Dakota","380","Slope","0870","Slope",1892
"G3800890","1960","North Dakota","380","Stark","0890","Stark",18401
"G3800910","1960","North Dakota","380","Steele","0910","Steele",4696
"G3800930","1960","North Dakota","380","Stutsman","0930","Stutsman",25074
"G3800950","1960","North Dakota","380","Towner","0950","Towner",5608
"G3800970","1960","North Dakota","380","Traill","0970","Traill",10572
"G3800990","1960","North Dakota","380","Walsh","0990","Walsh",17947
"G3801010","1960","North Dakota","380","Ward","1010","Ward",46491
"G3801030","1960","North Dakota","380","Wells","1030","Wells",9232
"G3801050","1960","North Dakota","380","Williams","1050","Williams",21778
"G3900010","1960","Ohio","390","Adams","0010","Adams",19911
"G3900030","1960","Ohio","390","Allen","0030","Allen",96318
"G3900050","1960","Ohio","390","Ashland","0050","Ashland",38615
"G3900070","1960","Ohio","390","Ashtabula","0070","Ashtabula",90884
"G3900090","1960","Ohio","390","Athens","0090","Athens",45904
"G3900110","1960","Ohio","390","Auglaize","0110","Auglaize",36088
"G3900130","1960","Ohio","390","Belmont","0130","Belmont",81781
"G3900150","1960","Ohio","390","Brown","0150","Brown",24637
"G3900170","1960","Ohio","390","Butler","0170","Butler",188564
"G3900190","1960","Ohio","390","Carroll","0190","Carroll",20529
"G3900210","1960","Ohio","390","Champaign","0210","Champaign",28591
"G3900230","1960","Ohio","390","Clark","0230","Clark",119093
"G3900250","1960","Ohio","390","Clermont","0250","Clermont",79501
"G3900270","1960","Ohio","390","Clinton","0270","Clinton",29290
"G3900290","1960","Ohio","390","Columbiana","0290","Columbiana",105244
"G3900310","1960","Ohio","390","Coshocton","0310","Coshocton",31858
"G3900330","1960","Ohio","390","Crawford","0330","Crawford",46433
"G3900350","1960","Ohio","390","Cuyahoga","0350","Cuyahoga",1389298
"G3900370","1960","Ohio","390","Darke","0370","Darke",45344
"G3900390","1960","Ohio","390","Defiance","0390","Defiance",31480
"G3900410","1960","Ohio","390","Delaware","0410","Delaware",35170
"G3900430","1960","Ohio","390","Erie","0430","Erie",63529
"G3900450","1960","Ohio","390","Fairfield","0450","Fairfield",63416
"G3900470","1960","Ohio","390","Fayette","0470","Fayette",23988
"G3900490","1960","Ohio","390","Franklin","0490","Franklin",601361
"G3900510","1960","Ohio","390","Fulton","0510","Fulton",29255
"G3900530","1960","Ohio","390","Gallia","0530","Gallia",24869
"G3900550","1960","Ohio","390","Geauga","0550","Geauga",46485
"G3900570","1960","Ohio","390","Greene","0570","Greene",87963
"G3900590","1960","Ohio","390","Guernsey","0590","Guernsey",37875
"G3900610","1960","Ohio","390","Hamilton","0610","Hamilton",739470
"G3900630","1960","Ohio","390","Hancock","0630","Hancock",53399
"G3900650","1960","Ohio","390","Hardin","0650","Hardin",29416
"G3900670","1960","Ohio","390","Harrison","0670","Harrison",17422
"G3900690","1960","Ohio","390","Henry","0690","Henry",25376
"G3900710","1960","Ohio","390","Highland","0710","Highland",28838
"G3900730","1960","Ohio","390","Hocking","0730","Hocking",20012
"G3900750","1960","Ohio","390","Holmes","0750","Holmes",21584
"G3900770","1960","Ohio","390","Huron","0770","Huron",46779
"G3900790","1960","Ohio","390","Jackson","0790","Jackson",29118
"G3900810","1960","Ohio","390","Jefferson","0810","Jefferson",93850
"G3900830","1960","Ohio","390","Knox","0830","Knox",38418
"G3900850","1960","Ohio","390","Lake","0850","Lake",146531
"G3900870","1960","Ohio","390","Lawrence","0870","Lawrence",53628
"G3900890","1960","Ohio","390","Licking","0890","Licking",88898
"G3900910","1960","Ohio","390","Logan","0910","Logan",34078
"G3900930","1960","Ohio","390","Lorain","0930","Lorain",205025
"G3900950","1960","Ohio","390","Lucas","0950","Lucas",413535
"G3900970","1960","Ohio","390","Madison","0970","Madison",24873
"G3900990","1960","Ohio","390","Mahoning","0990","Mahoning",265248
"G3901010","1960","Ohio","390","Marion","1010","Marion",58698
"G3901030","1960","Ohio","390","Medina","1030","Medina",64681
"G3901050","1960","Ohio","390","Meigs","1050","Meigs",21820
"G3901070","1960","Ohio","390","Mercer","1070","Mercer",32530
"G3901090","1960","Ohio","390","Miami","1090","Miami",71481
"G3901110","1960","Ohio","390","Monroe","1110","Monroe",15261
"G3901130","1960","Ohio","390","Montgomery","1130","Montgomery",464563
"G3901150","1960","Ohio","390","Morgan","1150","Morgan",12247
"G3901170","1960","Ohio","390","Morrow","1170","Morrow",19391
"G3901190","1960","Ohio","390","Muskingum","1190","Muskingum",75706
"G3901210","1960","Ohio","390","Noble","1210","Noble",10975
"G3901230","1960","Ohio","390","Ottawa","1230","Ottawa",35010
"G3901250","1960","Ohio","390","Paulding","1250","Paulding",16486
"G3901270","1960","Ohio","390","Perry","1270","Perry",27551
"G3901290","1960","Ohio","390","Pickaway","1290","Pickaway",35017
"G3901310","1960","Ohio","390","Pike","1310","Pike",19041
"G3901330","1960","Ohio","390","Portage","1330","Portage",89276
"G3901350","1960","Ohio","390","Preble","1350","Preble",32382
"G3901370","1960","Ohio","390","Putnam","1370","Putnam",28317
"G3901390","1960","Ohio","390","Richland","1390","Richland",110852
"G3901410","1960","Ohio","390","Ross","1410","Ross",58068
"G3901430","1960","Ohio","390","Sandusky","1430","Sandusky",55672
"G3901450","1960","Ohio","390","Scioto","1450","Scioto",82523
"G3901470","1960","Ohio","390","Seneca","1470","Seneca",58538
"G3901490","1960","Ohio","390","Shelby","1490","Shelby",33201
"G3901510","1960","Ohio","390","Stark","1510","Stark",321838
"G3901530","1960","Ohio","390","Summit","1530","Summit",471902
"G3901550","1960","Ohio","390","Trumbull","1550","Trumbull",196684
"G3901570","1960","Ohio","390","Tuscarawas","1570","Tuscarawas",75969
"G3901590","1960","Ohio","390","Union","1590","Union",22535
"G3901610","1960","Ohio","390","Van Wert","1610","Van Wert",28724
"G3901630","1960","Ohio","390","Vinton","1630","Vinton",10257
"G3901650","1960","Ohio","390","Warren","1650","Warren",64782
"G3901670","1960","Ohio","390","Washington","1670","Washington",50813
"G3901690","1960","Ohio","390","Wayne","1690","Wayne",74374
"G3901710","1960","Ohio","390","Williams","1710","Williams",29945
"G3901730","1960","Ohio","390","Wood","1730","Wood",72168
"G3901750","1960","Ohio","390","Wyandot","1750","Wyandot",21648
"G4000010","1960","Oklahoma","400","Adair","0010","Adair",10055
"G4000030","1960","Oklahoma","400","Alfalfa","0030","Alfalfa",8437
"G4000050","1960","Oklahoma","400","Atoka","0050","Atoka",9211
"G4000070","1960","Oklahoma","400","Beaver","0070","Beaver",6959
"G4000090","1960","Oklahoma","400","Beckham","0090","Beckham",17296
"G4000110","1960","Oklahoma","400","Blaine","0110","Blaine",10369
"G4000130","1960","Oklahoma","400","Bryan","0130","Bryan",23131
"G4000150","1960","Oklahoma","400","Caddo","0150","Caddo",24654
"G4000170","1960","Oklahoma","400","Canadian","0170","Canadian",23146
"G4000190","1960","Oklahoma","400","Carter","0190","Carter",35010
"G4000210","1960","Oklahoma","400","Cherokee","0210","Cherokee",14306
"G4000230","1960","Oklahoma","400","Choctaw","0230","Choctaw",11989
"G4000250","1960","Oklahoma","400","Cimarron","0250","Cimarron",4491
"G4000270","1960","Oklahoma","400","Cleveland","0270","Cleveland",46822
"G4000290","1960","Oklahoma","400","Coal","0290","Coal",5108
"G4000310","1960","Oklahoma","400","Comanche","0310","Comanche",80121
"G4000330","1960","Oklahoma","400","Cotton","0330","Cotton",7451
"G4000350","1960","Oklahoma","400","Craig","0350","Craig",15189
"G4000370","1960","Oklahoma","400","Creek","0370","Creek",36301
"G4000390","1960","Oklahoma","400","Custer","0390","Custer",19300
"G4000410","1960","Oklahoma","400","Delaware","0410","Delaware",11101
"G4000430","1960","Oklahoma","400","Dewey","0430","Dewey",5804
"G4000450","1960","Oklahoma","400","Ellis","0450","Ellis",5454
"G4000470","1960","Oklahoma","400","Garfield","0470","Garfield",51029
"G4000490","1960","Oklahoma","400","Garvin","0490","Garvin",27013
"G4000510","1960","Oklahoma","400","Grady","0510","Grady",27879
"G4000530","1960","Oklahoma","400","Grant","0530","Grant",8131
"G4000550","1960","Oklahoma","400","Greer","0550","Greer",8333
"G4000570","1960","Oklahoma","400","Harmon","0570","Harmon",5387
"G4000590","1960","Oklahoma","400","Harper","0590","Harper",5953
"G4000610","1960","Oklahoma","400","Haskell","0610","Haskell",8678
"G4000630","1960","Oklahoma","400","Hughes","0630","Hughes",13043
"G4000650","1960","Oklahoma","400","Jackson","0650","Jackson",27654
"G4000670","1960","Oklahoma","400","Jefferson","0670","Jefferson",8032
"G4000690","1960","Oklahoma","400","Johnston","0690","Johnston",7605
"G4000710","1960","Oklahoma","400","Kay","0710","Kay",48558
"G4000730","1960","Oklahoma","400","Kingfisher","0730","Kingfisher",9825
"G4000750","1960","Oklahoma","400","Kiowa","0750","Kiowa",13355
"G4000770","1960","Oklahoma","400","Latimer","0770","Latimer",6952
"G4000790","1960","Oklahoma","400","Le Flore","0790","Le Flore",27127
"G4000810","1960","Oklahoma","400","Lincoln","0810","Lincoln",17424
"G4000830","1960","Oklahoma","400","Logan","0830","Logan",14810
"G4000850","1960","Oklahoma","400","Love","0850","Love",5395
"G4000870","1960","Oklahoma","400","McClain","0870","Mcclain",12331
"G4000890","1960","Oklahoma","400","McCurtain","0890","Mccurtain",19292
"G4000910","1960","Oklahoma","400","McIntosh","0910","Mcintosh",9379
"G4000930","1960","Oklahoma","400","Major","0930","Major",7786
"G4000950","1960","Oklahoma","400","Marshall","0950","Marshall",6790
"G4000970","1960","Oklahoma","400","Mayes","0970","Mayes",18274
"G4000990","1960","Oklahoma","400","Murray","0990","Murray",10065
"G4001010","1960","Oklahoma","400","Muskogee","1010","Muskogee",48081
"G4001030","1960","Oklahoma","400","Noble","1030","Noble",9716
