GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G3000130","2006-2010",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",80562,72286,1083,3485,525,6,650,2527,103,2424,"Cascade County, Montana",0,227,215,365,145,9,236,439,62,433
"G3000150","2006-2010",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",5765,4452,12,1187,12,21,5,76,0,76,"Chouteau County, Montana",0,28,19,81,13,30,7,59,104,59
"G3000170","2006-2010",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",11548,11106,86,187,2,9,24,134,0,134,"Custer County, Montana",0,19,29,67,4,16,19,69,104,69
"G3000190","2006-2010",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",1649,1570,0,79,0,0,0,0,0,0,"Daniels County, Montana",149,138,104,56,104,104,104,104,104,104
"G3000210","2006-2010",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",8933,8628,46,184,22,0,0,53,0,53,"Dawson County, Montana",0,17,68,63,30,104,104,53,104,53
"G3000230","2006-2010",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",9270,8629,74,210,19,0,37,301,15,286,"Deer Lodge County, Montana",0,42,57,96,25,104,41,103,23,111
"G3000250","2006-2010",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",2813,2743,0,0,29,0,9,32,24,8,"Fallon County, Montana",0,17,104,104,32,104,10,24,25,12
"G3000270","2006-2010",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",11513,11102,141,112,50,0,77,31,0,31,"Fergus County, Montana",0,57,135,91,62,104,58,43,104,43
"G3000290","2006-2010",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",89215,85561,104,1154,449,56,208,1683,54,1629,"Flathead County, Montana",0,286,97,206,85,62,100,315,50,290
"G3000310","2006-2010",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",87676,83262,318,811,959,39,945,1342,92,1250,"Gallatin County, Montana",0,290,94,142,141,21,316,285,68,261
"G3000330","2006-2010",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",1224,1220,0,0,0,0,0,4,0,4,"Garfield County, Montana",98,98,104,104,104,104,104,6,104,6
"G3000350","2006-2010",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",13251,4213,10,8573,29,0,37,389,39,350,"Glacier County, Montana",0,93,16,191,35,104,50,180,51,181
"G3000370","2006-2010",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",810,792,0,10,0,0,3,5,0,5,"Golden Valley County, Montana",78,78,104,15,104,104,4,6,104,6
"G3000390","2006-2010",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",3044,2953,0,30,10,0,3,48,0,48,"Granite County, Montana",0,16,104,18,14,104,4,16,104,16
"G3000410","2006-2010",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",16007,11825,95,3451,76,39,24,497,204,293,"Hill County, Montana",0,78,85,151,45,43,26,153,121,116
"G3000430","2006-2010",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",11166,10677,36,219,65,0,57,112,0,112,"Jefferson County, Montana",0,37,45,51,9,104,37,67,104,67
"G3000450","2006-2010",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",1967,1935,0,0,17,0,0,15,0,15,"Judith Basin County, Montana",134,131,104,104,16,104,104,16,104,16
"G3000470","2006-2010",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",28493,20215,50,6359,159,0,49,1661,133,1528,"Lake County, Montana",0,132,53,400,42,104,36,388,110,394
"G3000490","2006-2010",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",61643,58044,247,1245,402,43,207,1455,129,1326,"Lewis and Clark County, Montana",0,170,90,239,82,44,121,290,97,273
"G3000510","2006-2010",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",2261,2232,25,0,0,0,0,4,0,4,"Liberty County, Montana",0,27,28,104,104,104,104,7,104,7
"G3000530","2006-2010",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",19507,18765,36,281,88,0,42,295,33,262,"Lincoln County, Montana",0,85,33,98,24,104,53,105,42,86
"G3000550","2006-2010",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",1714,1671,0,0,0,0,0,43,0,43,"McCone County, Montana",127,123,104,104,104,104,104,34,104,34
"G3000570","2006-2010",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",7588,7388,31,5,69,0,11,84,1,83,"Madison County, Montana",0,22,38,10,67,104,13,54,3,54
"G3000590","2006-2010",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",2024,1949,0,11,0,0,58,6,0,6,"Meagher County, Montana",134,126,104,12,104,104,37,7,104,7
"G3000610","2006-2010",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",4193,4014,42,103,27,0,2,5,0,5,"Mineral County, Montana",0,5,53,57,36,104,5,7,104,7
"G3000630","2006-2010",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",107288,100221,392,2684,1093,87,462,2349,138,2211,"Missoula County, Montana",0,231,158,341,161,99,212,392,80,379
"G3000650","2006-2010",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",4339,4226,0,22,0,0,44,47,13,34,"Musselshell County, Montana",99,89,104,33,104,104,40,51,22,47
"G3000670","2006-2010",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",15752,15202,0,58,17,9,63,403,44,359,"Park County, Montana",0,46,104,52,18,11,49,70,34,62
"G3000690","2006-2010",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",598,511,47,0,0,0,9,31,0,31,"Petroleum County, Montana",99,80,38,104,104,104,16,40,104,40
"G3000710","2006-2010",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",4206,3649,0,291,8,0,12,246,0,246,"Phillips County, Montana",0,18,104,104,13,104,19,102,104,102
"G3000730","2006-2010",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",6145,5049,46,986,0,0,10,54,6,48,"Pondera County, Montana",0,41,45,66,104,104,11,23,9,22
"G3000750","2006-2010",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",1659,1586,0,28,0,0,11,34,0,34,"Powder River County, Montana",101,110,104,26,104,104,15,28,104,28
"G3000770","2006-2010",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",7077,6556,39,194,54,14,10,210,24,186,"Powell County, Montana",0,42,22,52,27,15,18,62,27,62
"G3000790","2006-2010",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",1089,1068,0,21,0,0,0,0,0,0,"Prairie County, Montana",108,104,104,20,104,104,104,104,104,104
"G3000810","2006-2010",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",40013,38591,16,500,175,0,89,642,41,601,"Ravalli County, Montana",0,130,26,149,58,104,61,158,47,145
"G3000830","2006-2010",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",9498,9132,8,153,19,0,14,172,0,172,"Richland County, Montana",0,17,12,71,21,104,13,68,104,68
"G3000850","2006-2010",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",10273,3825,0,5038,2,15,34,1359,0,1359,"Roosevelt County, Montana",0,44,104,304,4,22,29,287,104,287
"G3000870","2006-2010",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",9134,5627,78,3035,75,8,0,311,0,311,"Rosebud County, Montana",0,85,12,133,61,12,104,134,104,134
"G3000890","2006-2010",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",11366,10481,21,606,30,0,41,187,18,169,"Sanders County, Montana",0,34,22,73,21,104,30,61,19,57
"G3000910","2006-2010",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",3505,3293,2,90,4,0,42,74,3,71,"Sheridan County, Montana",149,147,10,108,9,104,48,71,5,71
"G3000930","2006-2010",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",33797,32056,43,786,168,6,151,587,72,515,"Silver Bow County, Montana",0,163,45,199,60,11,106,180,72,158
"G3000950","2006-2010",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",8934,8613,19,58,14,18,112,100,4,96,"Stillwater County, Montana",0,28,22,35,13,25,26,37,6,37
"G3000970","2006-2010",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",3717,3608,0,22,0,0,22,65,0,65,"Sweet Grass County, Montana",0,99,104,29,104,104,24,78,104,78
"G3000990","2006-2010",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",6105,5865,0,160,0,0,49,31,3,28,"Teton County, Montana",0,31,104,22,104,104,33,23,6,22
"G3001010","2006-2010",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",5143,4804,26,155,5,0,66,87,13,74,"Toole County, Montana",0,123,30,70,8,104,37,83,21,81
"G3001030","2006-2010",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",848,801,0,0,5,0,18,24,0,24,"Treasure County, Montana",99,104,104,104,5,104,30,17,104,17
"G3001050","2006-2010",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",7345,6440,58,643,42,2,18,142,0,142,"Valley County, Montana",0,34,48,117,70,4,20,80,104,80
"G3001070","2006-2010",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",2118,2096,0,17,0,0,0,5,0,5,"Wheatland County, Montana",0,29,104,25,104,104,104,9,104,9
"G3001090","2006-2010",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",1067,1014,7,33,0,0,0,13,0,13,"Wibaux County, Montana",123,117,10,33,104,104,104,13,104,13
"G3001110","2006-2010",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",144050,131086,1019,5563,1090,223,2183,2886,283,2603,"Yellowstone County, Montana",0,457,207,321,118,45,429,420,138,411
"G3100010","2006-2010",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",31126,29464,161,139,460,4,513,385,34,351,"Adams County, Nebraska",0,231,70,87,45,7,229,114,38,103
"G3100030","2006-2010",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",6742,6642,25,3,5,0,4,63,2,61,"Antelope County, Nebraska",0,13,22,5,8,99,8,21,4,21
"G3100050","2006-2010",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",426,420,0,0,0,0,0,6,5,1,"Arthur County, Nebraska",67,67,99,99,99,99,99,10,10,2
"G3100070","2006-2010",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",720,683,0,0,0,0,17,20,0,20,"Banner County, Nebraska",74,78,99,99,99,99,19,17,99,17
"G3100090","2006-2010",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",539,504,0,0,0,0,0,35,0,35,"Blaine County, Nebraska",81,68,99,99,99,99,99,24,99,24
"G3100110","2006-2010",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",5553,5547,0,0,2,0,0,4,4,0,"Boone County, Nebraska",0,6,99,99,3,99,99,5,5,99
"G3100130","2006-2010",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",11372,10091,44,354,46,0,559,278,41,237,"Box Butte County, Nebraska",0,246,45,144,28,99,241,157,70,130
"G3100150","2006-2010",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",2107,2026,0,8,0,0,73,0,0,0,"Boyd County, Nebraska",0,61,99,10,99,99,65,99,99,99
"G3100170","2006-2010",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",3192,3138,4,3,5,0,0,42,0,42,"Brown County, Nebraska",0,46,7,6,8,99,99,40,99,40
"G3100190","2006-2010",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",45437,42396,310,42,491,0,1439,759,184,575,"Buffalo County, Nebraska",0,289,126,26,77,99,274,177,90,163
"G3100210","2006-2010",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",6964,6735,57,74,18,0,18,62,9,53,"Burt County, Nebraska",0,20,10,22,15,99,16,31,12,29
"G3100230","2006-2010",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",8382,8236,37,0,0,0,89,20,11,9,"Butler County, Nebraska",0,78,33,99,99,99,65,20,17,12
"G3100250","2006-2010",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",25246,24656,63,35,98,0,89,305,8,297,"Cass County, Nebraska",0,70,44,42,24,99,66,69,12,66
"G3100270","2006-2010",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",8906,8820,2,13,21,6,6,38,0,38,"Cedar County, Nebraska",0,15,3,14,14,8,9,15,99,15
"G3100290","2006-2010",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",3927,3768,0,10,0,0,88,61,42,19,"Chase County, Nebraska",0,101,99,12,99,99,75,60,50,28
"G3100310","2006-2010",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",5783,5312,4,308,29,24,3,103,7,96,"Cherry County, Nebraska",0,70,7,154,40,37,7,87,13,85
"G3100330","2006-2010",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",10049,9647,0,60,223,7,11,101,7,94,"Cheyenne County, Nebraska",0,67,99,59,72,12,14,61,12,60
"G3100350","2006-2010",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",6554,6361,5,82,0,26,18,62,11,51,"Clay County, Nebraska",0,36,9,47,99,34,19,48,12,45
"G3100370","2006-2010",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",10201,9005,128,90,41,10,601,326,72,254,"Colfax County, Nebraska",0,346,128,84,64,16,210,283,99,256
"G3100390","2006-2010",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",9243,8651,130,222,29,0,120,91,2,89,"Cuming County, Nebraska",0,140,142,188,6,99,102,48,4,49
"G3100410","2006-2010",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",11001,10763,7,26,0,0,53,152,21,131,"Custer County, Nebraska",0,38,9,19,99,99,35,36,28,22
"G3100430","2006-2010",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",20674,15180,496,502,678,0,3511,307,216,91,"Dakota County, Nebraska",0,567,50,33,99,99,526,191,177,75
"G3100450","2006-2010",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",9149,8374,175,407,83,3,9,98,10,88,"Dawes County, Nebraska",0,56,78,117,79,8,10,64,13,63
"G3100470","2006-2010",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",24245,18770,624,89,129,0,4204,429,213,216,"Dawson County, Nebraska",0,659,42,27,45,99,654,174,151,71
"G3100490","2006-2010",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",1963,1907,1,5,0,0,15,35,5,30,"Deuel County, Nebraska",0,28,4,10,99,99,20,18,8,15
"G3100510","2006-2010",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",6000,5808,16,54,0,0,78,44,0,44,"Dixon County, Nebraska",0,54,17,29,99,99,49,32,99,32
"G3100530","2006-2010",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",36621,34629,181,153,203,0,1019,436,47,389,"Dodge County, Nebraska",0,365,96,81,54,99,357,115,50,103
"G3100550","2006-2010",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",505545,397810,56736,2593,11875,462,21005,15064,1649,13415,"Douglas County, Nebraska",0,1557,974,514,517,100,1505,1128,339,1107
"G3100570","2006-2010",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",1963,1916,0,3,6,0,35,3,0,3,"Dundy County, Nebraska",97,100,99,5,10,99,34,5,99,5
"G3100590","2006-2010",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",5953,5743,115,33,3,0,26,33,0,33,"Fillmore County, Nebraska",0,204,165,35,5,99,38,35,99,35
"G3100610","2006-2010",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",3229,3178,0,27,7,6,3,8,8,0,"Franklin County, Nebraska",0,16,99,23,8,10,6,10,10,99
"G3100630","2006-2010",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",2808,2717,0,1,0,0,3,87,0,87,"Frontier County, Nebraska",0,67,99,3,99,99,8,67,99,67
"G3100650","2006-2010",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",4942,4856,0,47,5,0,8,26,5,21,"Furnas County, Nebraska",0,23,99,23,4,99,10,18,6,16
"G3100670","2006-2010",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",22591,22058,35,52,110,7,39,290,13,277,"Gage County, Nebraska",0,40,36,27,37,11,28,56,17,55
"G3100690","2006-2010",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",2060,2030,2,7,6,1,5,9,0,9,"Garden County, Nebraska",107,107,5,8,9,3,9,10,99,10
"G3100710","2006-2010",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",2081,2014,0,6,0,0,59,2,0,2,"Garfield County, Nebraska",126,135,99,8,99,99,58,3,99,3
"G3100730","2006-2010",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",2058,1979,12,1,0,0,54,12,0,12,"Gosper County, Nebraska",0,45,12,3,99,99,45,13,99,13
"G3100750","2006-2010",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",661,659,0,0,0,0,0,2,0,2,"Grant County, Nebraska",84,84,99,99,99,99,99,3,99,3
"G3100770","2006-2010",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",2542,2523,6,0,0,0,0,13,0,13,"Greeley County, Nebraska",0,31,18,99,99,99,99,18,99,18
"G3100790","2006-2010",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",56899,51133,1038,392,600,0,3167,569,40,529,"Hall County, Nebraska",0,806,121,185,62,99,764,183,60,175
"G3100810","2006-2010",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",9160,9055,12,4,11,0,11,67,28,39,"Hamilton County, Nebraska",0,18,14,4,14,99,15,22,31,24
"G3100830","2006-2010",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",3460,3409,0,24,0,0,19,8,5,3,"Harlan County, Nebraska",0,19,99,23,99,99,22,9,8,6
"G3100850","2006-2010",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",1025,975,0,0,8,0,14,28,0,28,"Hayes County, Nebraska",97,99,99,99,11,99,19,32,99,32
"G3100870","2006-2010",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",2925,2859,12,13,4,0,0,37,2,35,"Hitchcock County, Nebraska",0,18,13,15,4,99,99,16,4,16
"G3100890","2006-2010",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",10479,10194,20,49,31,0,133,52,12,40,"Holt County, Nebraska",0,68,27,26,34,99,72,45,18,41
"G3100910","2006-2010",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",690,684,0,0,6,0,0,0,0,0,"Hooker County, Nebraska",83,82,99,99,8,99,99,99,99,99
"G3100930","2006-2010",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",6302,6211,26,15,18,0,3,29,4,25,"Howard County, Nebraska",0,8,26,9,21,99,6,25,6,24
"G3100950","2006-2010",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",7708,7573,0,61,2,0,5,67,0,67,"Jefferson County, Nebraska",0,11,99,43,5,99,11,43,99,43
"G3100970","2006-2010",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",5211,4668,311,64,16,0,142,10,0,10,"Johnson County, Nebraska",0,80,78,40,13,99,82,14,99,14
"G3100990","2006-2010",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",6552,6382,14,2,50,0,56,48,17,31,"Kearney County, Nebraska",0,58,27,3,51,99,43,44,17,43
"G3101010","2006-2010",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",8356,8057,9,20,49,20,100,101,0,101,"Keith County, Nebraska",0,73,15,21,5,18,73,25,99,25
"G3101030","2006-2010",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",740,736,0,0,0,0,0,4,0,4,"Keya Paha County, Nebraska",94,93,99,99,99,99,99,8,99,8
"G3101050","2006-2010",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",3814,3623,0,69,16,0,60,46,0,46,"Kimball County, Nebraska",0,33,99,45,20,99,33,33,99,33
"G3101070","2006-2010",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",8762,7867,62,673,14,0,71,75,3,72,"Knox County, Nebraska",0,33,9,44,19,99,42,32,4,31
"G3101090","2006-2010",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",279428,249169,9278,1753,9790,220,3119,6099,513,5586,"Lancaster County, Nebraska",0,687,481,257,293,53,604,648,161,663
"G3101110","2006-2010",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",36167,33826,274,49,193,4,818,1003,520,483,"Lincoln County, Nebraska",0,235,91,21,53,7,240,249,236,147
"G3101130","2006-2010",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",682,655,0,15,0,0,0,12,0,12,"Logan County, Nebraska",80,77,99,19,99,99,99,17,99,17
"G3101150","2006-2010",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",635,609,0,6,0,0,20,0,0,0,"Loup County, Nebraska",103,100,99,10,99,99,22,99,99,99
"G3101170","2006-2010",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",489,477,0,0,0,0,0,12,0,12,"McPherson County, Nebraska",99,94,99,99,99,99,99,16,99,16
"G3101190","2006-2010",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",34720,32188,457,691,189,36,656,503,15,488,"Madison County, Nebraska",0,420,143,272,33,40,325,185,23,182
