GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G2001110","2006-2010",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kansas",34974,30469,811,76,779,0,1635,1204,317,887,"Lyon County, Kansas",0,614,202,47,55,109,507,283,187,199
"G2001130","2006-2010",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Kansas",29178,28057,185,196,160,28,106,446,78,368,"McPherson County, Kansas",0,126,85,70,37,34,88,141,74,121
"G2001150","2006-2010",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kansas",12689,12229,111,62,52,38,66,131,0,131,"Marion County, Kansas",0,39,42,42,15,39,39,44,109,44
"G2001170","2006-2010",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kansas",10147,9876,94,22,26,0,67,62,0,62,"Marshall County, Kansas",0,39,50,35,7,109,40,42,109,42
"G2001190","2006-2010",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kansas",4523,4160,46,4,26,0,200,87,6,81,"Meade County, Kansas",0,93,38,7,22,109,93,32,9,32
"G2001210","2006-2010",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Kansas",32116,30738,350,134,107,7,205,575,0,575,"Miami County, Kansas",0,125,132,56,49,12,115,139,109,139
"G2001230","2006-2010",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Kansas",6383,6244,9,38,14,0,32,46,2,44,"Mitchell County, Kansas",0,20,12,23,16,109,20,27,3,27
"G2001250","2006-2010",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kansas",35453,30045,1989,714,159,90,228,2228,84,2144,"Montgomery County, Kansas",0,238,252,170,183,74,128,351,66,361
"G2001270","2006-2010",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Kansas",5946,5761,0,103,25,0,10,47,5,42,"Morris County, Kansas",0,13,109,57,25,109,10,46,7,45
"G2001290","2006-2010",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morton County, Kansas",3244,2871,28,104,46,0,189,6,0,6,"Morton County, Kansas",0,122,46,49,2,109,122,9,109,9
"G2001310","2006-2010",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Kansas",10253,10034,26,37,20,0,15,121,0,121,"Nemaha County, Kansas",0,16,24,31,28,109,16,26,109,26
"G2001330","2006-2010",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neosho County, Kansas",16538,14865,308,167,129,0,22,1047,21,1026,"Neosho County, Kansas",0,772,317,108,161,109,22,397,33,398
"G2001350","2006-2010",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ness County, Kansas",3120,2982,0,9,0,0,29,100,20,80,"Ness County, Kansas",0,56,109,15,109,109,26,53,23,47
"G2001370","2006-2010",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norton County, Kansas",5692,5306,191,9,27,0,20,139,0,139,"Norton County, Kansas",0,43,73,14,32,109,22,49,109,49
"G2001390","2006-2010",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osage County, Kansas",16426,15892,99,61,66,0,56,252,42,210,"Osage County, Kansas",0,47,34,33,13,109,31,50,30,39
"G2001410","2006-2010",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osborne County, Kansas",3906,3828,5,9,13,19,7,25,14,11,"Osborne County, Kansas",0,15,7,7,12,18,8,14,12,5
"G2001430","2006-2010",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa County, Kansas",6107,5963,28,4,0,0,0,112,12,100,"Ottawa County, Kansas",0,27,18,5,109,109,109,28,23,17
"G2001450","2006-2010",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Kansas",6913,5800,453,171,0,0,108,381,21,360,"Pawnee County, Kansas",0,592,228,154,109,109,71,250,24,258
"G2001470","2006-2010",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Kansas",5601,5359,21,0,21,0,8,192,37,155,"Phillips County, Kansas",0,35,21,109,15,109,10,39,32,26
"G2001490","2006-2010",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawatomie County, Kansas",20781,19588,219,232,187,4,130,421,0,421,"Pottawatomie County, Kansas",0,182,131,167,153,8,112,143,109,143
"G2001510","2006-2010",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pratt County, Kansas",9670,9202,169,21,17,0,0,261,61,200,"Pratt County, Kansas",0,104,51,27,40,109,109,111,66,88
"G2001530","2006-2010",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rawlins County, Kansas",2594,2519,13,0,0,0,18,44,11,33,"Rawlins County, Kansas",0,22,6,109,109,109,16,15,15,6
"G2001550","2006-2010",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reno County, Kansas",64054,58707,2024,399,308,14,1078,1524,473,1051,"Reno County, Kansas",0,428,183,102,61,26,352,305,231,209
"G2001570","2006-2010",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Republic County, Kansas",5069,4946,1,13,57,0,20,32,0,32,"Republic County, Kansas",0,8,6,5,33,109,23,28,109,28
"G2001590","2006-2010",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rice County, Kansas",10128,9429,70,163,137,0,169,160,21,139,"Rice County, Kansas",0,144,53,114,71,109,135,80,18,78
"G2001610","2006-2010",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riley County, Kansas",69035,58425,4171,501,2994,90,661,2193,270,1923,"Riley County, Kansas",0,338,378,143,151,87,243,414,159,442
"G2001630","2006-2010",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rooks County, Kansas",5241,5124,12,12,9,0,11,73,0,73,"Rooks County, Kansas",0,27,17,19,8,109,18,20,109,20
"G2001650","2006-2010",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Kansas",3290,3174,23,0,0,0,3,90,0,90,"Rush County, Kansas",0,24,21,109,109,109,5,31,109,31
"G2001670","2006-2010",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kansas",6915,6676,0,16,4,0,0,219,27,192,"Russell County, Kansas",0,84,109,23,7,109,109,81,31,75
"G2001690","2006-2010",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Kansas",54982,49227,1791,251,1275,76,647,1715,311,1404,"Saline County, Kansas",0,535,212,113,145,105,250,576,200,516
"G2001710","2006-2010",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kansas",4832,4563,0,0,0,0,164,105,13,92,"Scott County, Kansas",175,199,109,109,109,109,106,77,20,64
"G2001730","2006-2010",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Kansas",486123,375567,43446,4165,19277,286,23071,20311,2975,17336,"Sedgwick County, Kansas",0,1631,920,471,465,139,1729,1272,573,1243
"G2001750","2006-2010",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Kansas",22588,15960,912,219,712,0,4276,509,252,257,"Seward County, Kansas",0,902,156,62,109,109,917,239,168,169
"G2001770","2006-2010",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee County, Kansas",175537,141464,15310,2047,2257,40,8206,6213,1276,4937,"Shawnee County, Kansas",0,736,669,351,155,47,809,802,354,700
"G2001790","2006-2010",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Kansas",2578,2518,16,8,0,0,9,27,0,27,"Sheridan County, Kansas",0,21,13,11,109,109,12,13,109,13
"G2001810","2006-2010",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Kansas",6002,5586,46,55,124,0,144,47,16,31,"Sherman County, Kansas",0,117,54,52,59,109,86,52,28,43
"G2001830","2006-2010",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Kansas",3934,3840,0,19,13,0,0,62,0,62,"Smith County, Kansas",0,42,109,22,17,109,109,41,109,41
"G2001850","2006-2010",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Kansas",4433,4187,19,28,37,0,83,79,13,66,"Stafford County, Kansas",0,51,21,15,29,109,47,33,14,32
"G2001870","2006-2010",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Kansas",2197,1931,9,5,4,0,197,51,10,41,"Stanton County, Kansas",0,107,15,5,7,109,98,37,10,36
"G2001890","2006-2010",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Kansas",5533,4187,18,22,35,34,1056,181,73,108,"Stevens County, Kansas",0,193,29,43,51,56,223,86,57,68
"G2001910","2006-2010",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumner County, Kansas",24257,23022,291,275,16,23,181,449,59,390,"Sumner County, Kansas",0,135,30,80,15,21,132,108,50,102
"G2001930","2006-2010",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Kansas",7757,7497,48,63,36,0,6,107,50,57,"Thomas County, Kansas",0,128,50,72,35,109,10,68,47,52
"G2001950","2006-2010",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trego County, Kansas",2979,2914,0,0,13,0,22,30,0,30,"Trego County, Kansas",0,56,109,109,18,109,34,32,109,32
"G2001970","2006-2010",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabaunsee County, Kansas",7004,6768,52,13,9,14,26,122,13,109,"Wabaunsee County, Kansas",0,34,16,17,13,18,19,35,12,31
"G2001990","2006-2010",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallace County, Kansas",1440,1419,4,12,5,0,0,0,0,0,"Wallace County, Kansas",121,121,7,10,9,109,109,109,109,109
"G2002010","2006-2010",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kansas",5851,5728,9,39,27,0,26,22,4,18,"Washington County, Kansas",0,28,12,31,21,109,20,15,6,13
"G2002030","2006-2010",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Kansas",2244,2121,31,3,0,10,11,68,13,55,"Wichita County, Kansas",0,66,30,5,109,18,14,59,16,55
"G2002050","2006-2010",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Kansas",9598,9249,2,70,1,0,22,254,0,254,"Wilson County, Kansas",0,33,4,40,2,109,29,39,109,39
"G2002070","2006-2010",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodson County, Kansas",3352,3262,0,12,9,0,3,66,0,66,"Woodson County, Kansas",0,12,109,14,10,109,6,14,109,14
"G2002090","2006-2010",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",155462,92725,40748,1133,3895,9,12610,4342,1034,3308,"Wyandotte County, Kansas",0,1214,410,285,111,13,1324,807,549,515
