GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A7L001
"G2901510","1920","Missouri","290","Osage","1510","Osage",13559
"G2901530","1920","Missouri","290","Ozark","1530","Ozark",11125
"G2901550","1920","Missouri","290","Pemiscot","1550","Pemiscot",26634
"G2901570","1920","Missouri","290","Perry","1570","Perry",14434
"G2901590","1920","Missouri","290","Pettis","1590","Pettis",35813
"G2901610","1920","Missouri","290","Phelps","1610","Phelps",14941
"G2901630","1920","Missouri","290","Pike","1630","Pike",20345
"G2901650","1920","Missouri","290","Platte","1650","Platte",13996
"G2901670","1920","Missouri","290","Polk","1670","Polk",20351
"G2901690","1920","Missouri","290","Pulaski","1690","Pulaski",10490
"G2901710","1920","Missouri","290","Putnam","1710","Putnam",13115
"G2901730","1920","Missouri","290","Ralls","1730","Ralls",10412
"G2901750","1920","Missouri","290","Randolph","1750","Randolph",27633
"G2901770","1920","Missouri","290","Ray","1770","Ray",20508
"G2901790","1920","Missouri","290","Reynolds","1790","Reynolds",10106
"G2901810","1920","Missouri","290","Ripley","1810","Ripley",12061
"G2901830","1920","Missouri","290","St Charles","1830","St Charles",22828
"G2901850","1920","Missouri","290","St Clair","1850","St Clair",15341
"G2901860","1920","Missouri","290","Ste Genevieve","1860","Ste Genevieve",9809
"G2901870","1920","Missouri","290","St Francois","1870","St Francois",31403
"G2901890","1920","Missouri","290","St Louis","1890","St Louis",100737
"G2901950","1920","Missouri","290","Saline","1950","Saline",28826
"G2901970","1920","Missouri","290","Schuyler","1970","Schuyler",8383
"G2901990","1920","Missouri","290","Scotland","1990","Scotland",10700
"G2902010","1920","Missouri","290","Scott","2010","Scott",23409
"G2902030","1920","Missouri","290","Shannon","2030","Shannon",11865
"G2902050","1920","Missouri","290","Shelby","2050","Shelby",13617
"G2902070","1920","Missouri","290","Stoddard","2070","Stoddard",29755
"G2902090","1920","Missouri","290","Stone","2090","Stone",11941
"G2902110","1920","Missouri","290","Sullivan","2110","Sullivan",17781
"G2902130","1920","Missouri","290","Taney","2130","Taney",8178
"G2902150","1920","Missouri","290","Texas","2150","Texas",20548
"G2902170","1920","Missouri","290","Vernon","2170","Vernon",26069
"G2902190","1920","Missouri","290","Warren","2190","Warren",8490
"G2902210","1920","Missouri","290","Washington","2210","Washington",13803
"G2902230","1920","Missouri","290","Wayne","2230","Wayne",13012
"G2902250","1920","Missouri","290","Webster","2250","Webster",16609
"G2902270","1920","Missouri","290","Worth","2270","Worth",7642
"G2902290","1920","Missouri","290","Wright","2290","Wright",17733
"G2905100","1920","Missouri","290","St Louis City","5100","St Louis City",772897
"G3000010","1920","Montana","300","Beaverhead","0010","Beaverhead",7369
"G3000030","1920","Montana","300","Big Horn","0030","Big Horn",7015
"G3000050","1920","Montana","300","Blaine","0050","Blaine",9057
"G3000070","1920","Montana","300","Broadwater","0070","Broadwater",3239
"G3000090","1920","Montana","300","Carbon","0090","Carbon",15279
"G3000110","1920","Montana","300","Carter","0110","Carter",3972
"G3000130","1920","Montana","300","Cascade","0130","Cascade",38836
"G3000150","1920","Montana","300","Chouteau","0150","Chouteau",11051
"G3000170","1920","Montana","300","Custer","0170","Custer",12194
"G3000210","1920","Montana","300","Dawson","0210","Dawson",9239
"G3000230","1920","Montana","300","Deer Lodge","0230","Deer Lodge",15323
"G3000250","1920","Montana","300","Fallon","0250","Fallon",4548
"G3000270","1920","Montana","300","Fergus","0270","Fergus",28344
"G3000290","1920","Montana","300","Flathead","0290","Flathead",21705
"G3000310","1920","Montana","300","Gallatin","0310","Gallatin",15864
"G3000330","1920","Montana","300","Garfield","0330","Garfield",5368
"G3000350","1920","Montana","300","Glacier","0350","Glacier",4178
"G3000390","1920","Montana","300","Granite","0390","Granite",4167
"G3000410","1920","Montana","300","Hill","0410","Hill",13958
"G3000430","1920","Montana","300","Jefferson","0430","Jefferson",5203
"G3000490","1920","Montana","300","Lewis And Clark","0490","Lewis And Clark",18660
"G3000510","1920","Montana","300","Liberty","0510","Liberty",2416
"G3000530","1920","Montana","300","Lincoln","0530","Lincoln",7797
"G3000550","1920","Montana","300","McCone","0550","Mccone",4747
"G3000570","1920","Montana","300","Madison","0570","Madison",7495
"G3000590","1920","Montana","300","Meagher","0590","Meagher",2622
"G3000610","1920","Montana","300","Mineral","0610","Mineral",2327
"G3000630","1920","Montana","300","Missoula","0630","Missoula",24041
"G3000650","1920","Montana","300","Musselshell","0650","Musselshell",12030
"G3000670","1920","Montana","300","Park","0670","Park",11330
"G3000710","1920","Montana","300","Phillips","0710","Phillips",9311
"G3000730","1920","Montana","300","Pondera","0730","Pondera",5741
"G3000750","1920","Montana","300","Powder River","0750","Powder River",3357
"G3000770","1920","Montana","300","Powell","0770","Powell",6909
"G3000790","1920","Montana","300","Prairie","0790","Prairie",3684
"G3000810","1920","Montana","300","Ravalli","0810","Ravalli",10098
"G3000830","1920","Montana","300","Richland","0830","Richland",8989
"G3000850","1920","Montana","300","Roosevelt","0850","Roosevelt",10347
"G3000870","1920","Montana","300","Rosebud","0870","Rosebud",8002
"G3000890","1920","Montana","300","Sanders","0890","Sanders",4903
"G3000910","1920","Montana","300","Sheridan","0910","Sheridan",13847
"G3000930","1920","Montana","300","Silver Bow","0930","Silver Bow",60313
"G3000950","1920","Montana","300","Stillwater","0950","Stillwater",7630
"G3000970","1920","Montana","300","Sweet Grass","0970","Sweet Grass",4926
"G3000990","1920","Montana","300","Teton","0990","Teton",5870
"G3001010","1920","Montana","300","Toole","1010","Toole",3724
"G3001030","1920","Montana","300","Treasure","1030","Treasure",1990
"G3001050","1920","Montana","300","Valley","1050","Valley",11542
"G3001070","1920","Montana","300","Wheatland","1070","Wheatland",5619
"G3001090","1920","Montana","300","Wibaux","1090","Wibaux",3113
"G3001110","1920","Montana","300","Yellowstone","1110","Yellowstone",29600
"G3100010","1920","Nebraska","310","Adams","0010","Adams",22621
"G3100030","1920","Nebraska","310","Antelope","0030","Antelope",15243
"G3100050","1920","Nebraska","310","Arthur","0050","Arthur",1412
"G3100070","1920","Nebraska","310","Banner","0070","Banner",1435
"G3100090","1920","Nebraska","310","Blaine","0090","Blaine",1778
"G3100110","1920","Nebraska","310","Boone","0110","Boone",14146
"G3100130","1920","Nebraska","310","Box Butte","0130","Box Butte",8407
"G3100150","1920","Nebraska","310","Boyd","0150","Boyd",8243
"G3100170","1920","Nebraska","310","Brown","0170","Brown",6749
"G3100190","1920","Nebraska","310","Buffalo","0190","Buffalo",23787
"G3100210","1920","Nebraska","310","Burt","0210","Burt",12559
"G3100230","1920","Nebraska","310","Butler","0230","Butler",14606
"G3100250","1920","Nebraska","310","Cass","0250","Cass",18029
"G3100270","1920","Nebraska","310","Cedar","0270","Cedar",16225
"G3100290","1920","Nebraska","310","Chase","0290","Chase",4939
"G3100310","1920","Nebraska","310","Cherry","0310","Cherry",11753
"G3100330","1920","Nebraska","310","Cheyenne","0330","Cheyenne",8405
"G3100350","1920","Nebraska","310","Clay","0350","Clay",14486
"G3100370","1920","Nebraska","310","Colfax","0370","Colfax",11624
"G3100390","1920","Nebraska","310","Cuming","0390","Cuming",13769
"G3100410","1920","Nebraska","310","Custer","0410","Custer",26407
"G3100430","1920","Nebraska","310","Dakota","0430","Dakota",7694
"G3100450","1920","Nebraska","310","Dawes","0450","Dawes",10160
"G3100470","1920","Nebraska","310","Dawson","0470","Dawson",16004
"G3100490","1920","Nebraska","310","Deuel","0490","Deuel",3282
"G3100510","1920","Nebraska","310","Dixon","0510","Dixon",11815
"G3100530","1920","Nebraska","310","Dodge","0530","Dodge",23197
"G3100550","1920","Nebraska","310","Douglas","0550","Douglas",204524
"G3100570","1920","Nebraska","310","Dundy","0570","Dundy",4869
"G3100590","1920","Nebraska","310","Fillmore","0590","Fillmore",13671
"G3100610","1920","Nebraska","310","Franklin","0610","Franklin",10067
"G3100630","1920","Nebraska","310","Frontier","0630","Frontier",8540
"G3100650","1920","Nebraska","310","Furnas","0650","Furnas",11657
"G3100670","1920","Nebraska","310","Gage","0670","Gage",29721
"G3100690","1920","Nebraska","310","Garden","0690","Garden",4572
"G3100710","1920","Nebraska","310","Garfield","0710","Garfield",3496
"G3100730","1920","Nebraska","310","Gosper","0730","Gosper",4669
"G3100750","1920","Nebraska","310","Grant","0750","Grant",1486
"G3100770","1920","Nebraska","310","Greeley","0770","Greeley",8685
"G3100790","1920","Nebraska","310","Hall","0790","Hall",23720
"G3100810","1920","Nebraska","310","Hamilton","0810","Hamilton",13237
"G3100830","1920","Nebraska","310","Harlan","0830","Harlan",9220
"G3100850","1920","Nebraska","310","Hayes","0850","Hayes",3327
"G3100870","1920","Nebraska","310","Hitchcock","0870","Hitchcock",6045
"G3100890","1920","Nebraska","310","Holt","0890","Holt",17151
"G3100910","1920","Nebraska","310","Hooker","0910","Hooker",1378
"G3100930","1920","Nebraska","310","Howard","0930","Howard",10739
"G3100950","1920","Nebraska","310","Jefferson","0950","Jefferson",16140
"G3100970","1920","Nebraska","310","Johnson","0970","Johnson",8940
"G3100990","1920","Nebraska","310","Kearney","0990","Kearney",8583
"G3101010","1920","Nebraska","310","Keith","1010","Keith",5294
"G3101030","1920","Nebraska","310","Keya Paha","1030","Keya Paha",3594
"G3101050","1920","Nebraska","310","Kimball","1050","Kimball",4498
"G3101070","1920","Nebraska","310","Knox","1070","Knox",18894
"G3101090","1920","Nebraska","310","Lancaster","1090","Lancaster",85902
"G3101110","1920","Nebraska","310","Lincoln","1110","Lincoln",23420
"G3101130","1920","Nebraska","310","Logan","1130","Logan",1596
"G3101150","1920","Nebraska","310","Loup","1150","Loup",1946
"G3101170","1920","Nebraska","310","McPherson","1170","Mcpherson",1692
"G3101190","1920","Nebraska","310","Madison","1190","Madison",22511
"G3101210","1920","Nebraska","310","Merrick","1210","Merrick",10763
"G3101230","1920","Nebraska","310","Morrill","1230","Morrill",9151
"G3101250","1920","Nebraska","310","Nance","1250","Nance",8712
"G3101270","1920","Nebraska","310","Nemaha","1270","Nemaha",12547
"G3101290","1920","Nebraska","310","Nuckolls","1290","Nuckolls",13236
"G3101310","1920","Nebraska","310","Otoe","1310","Otoe",19494
"G3101330","1920","Nebraska","310","Pawnee","1330","Pawnee",9578
"G3101350","1920","Nebraska","310","Perkins","1350","Perkins",3967
"G3101370","1920","Nebraska","310","Phelps","1370","Phelps",9900
"G3101390","1920","Nebraska","310","Pierce","1390","Pierce",10681
"G3101410","1920","Nebraska","310","Platte","1410","Platte",19464
"G3101430","1920","Nebraska","310","Polk","1430","Polk",10714
"G3101450","1920","Nebraska","310","Red Willow","1450","Red Willow",11434
"G3101470","1920","Nebraska","310","Richardson","1470","Richardson",18968
"G3101490","1920","Nebraska","310","Rock","1490","Rock",3703
"G3101510","1920","Nebraska","310","Saline","1510","Saline",16514
"G3101530","1920","Nebraska","310","Sarpy","1530","Sarpy",9370
"G3101550","1920","Nebraska","310","Saunders","1550","Saunders",20589
"G3101570","1920","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",20710
"G3101590","1920","Nebraska","310","Seward","1590","Seward",15867
"G3101610","1920","Nebraska","310","Sheridan","1610","Sheridan",9625
"G3101630","1920","Nebraska","310","Sherman","1630","Sherman",8877
"G3101650","1920","Nebraska","310","Sioux","1650","Sioux",4528
"G3101670","1920","Nebraska","310","Stanton","1670","Stanton",7756
"G3101690","1920","Nebraska","310","Thayer","1690","Thayer",13976
"G3101710","1920","Nebraska","310","Thomas","1710","Thomas",1773
"G3101730","1920","Nebraska","310","Thurston","1730","Thurston",9589
"G3101750","1920","Nebraska","310","Valley","1750","Valley",9823
"G3101770","1920","Nebraska","310","Washington","1770","Washington",12180
"G3101790","1920","Nebraska","310","Wayne","1790","Wayne",9725
"G3101810","1920","Nebraska","310","Webster","1810","Webster",10922
"G3101830","1920","Nebraska","310","Wheeler","1830","Wheeler",2531
"G3101850","1920","Nebraska","310","York","1850","York",17146
"G3200010","1920","Nevada","320","Churchill","0010","Churchill",4649
"G3200030","1920","Nevada","320","Clark","0030","Clark",4859
"G3200050","1920","Nevada","320","Douglas","0050","Douglas",1825
"G3200070","1920","Nevada","320","Elko","0070","Elko",8083
"G3200090","1920","Nevada","320","Esmeralda","0090","Esmeralda",2410
"G3200110","1920","Nevada","320","Eureka","0110","Eureka",1350
"G3200130","1920","Nevada","320","Humboldt","0130","Humboldt",3743
"G3200150","1920","Nevada","320","Lander","0150","Lander",1484
"G3200170","1920","Nevada","320","Lincoln","0170","Lincoln",2287
"G3200190","1920","Nevada","320","Lyon","0190","Lyon",4078
"G3200210","1920","Nevada","320","Mineral","0210","Mineral",1848
"G3200230","1920","Nevada","320","Nye","0230","Nye",6504
"G3200250","1920","Nevada","320","Ormsby","0250","Ormsby",2453
"G3200270","1920","Nevada","320","Pershing","0270","Pershing",2803
"G3200290","1920","Nevada","320","Storey","0290","Storey",1469
"G3200310","1920","Nevada","320","Washoe","0310","Washoe",18627
"G3200330","1920","Nevada","320","White Pine","0330","White Pine",8935
"G3300010","1920","New Hampshire","330","Belknap","0010","Belknap",21178
"G3300030","1920","New Hampshire","330","Carroll","0030","Carroll",15017
"G3300050","1920","New Hampshire","330","Cheshire","0050","Cheshire",30975
"G3300070","1920","New Hampshire","330","Coos","0070","Coos",36093
"G3300090","1920","New Hampshire","330","Grafton","0090","Grafton",40572
"G3300110","1920","New Hampshire","330","Hillsborough","0110","Hillsborough",135512
"G3300130","1920","New Hampshire","330","Merrimack","0130","Merrimack",51770
"G3300150","1920","New Hampshire","330","Rockingham","0150","Rockingham",52498
"G3300170","1920","New Hampshire","330","Strafford","0170","Strafford",38546
"G3300190","1920","New Hampshire","330","Sullivan","0190","Sullivan",20922
"G3400010","1920","New Jersey","340","Atlantic","0010","Atlantic",83914
"G3400030","1920","New Jersey","340","Bergen","0030","Bergen",210703
"G3400050","1920","New Jersey","340","Burlington","0050","Burlington",81770
"G3400070","1920","New Jersey","340","Camden","0070","Camden",190508
"G3400090","1920","New Jersey","340","Cape May","0090","Cape May",19460
"G3400110","1920","New Jersey","340","Cumberland","0110","Cumberland",61348
"G3400130","1920","New Jersey","340","Essex","0130","Essex",652089
"G3400150","1920","New Jersey","340","Gloucester","0150","Gloucester",48224
"G3400170","1920","New Jersey","340","Hudson","0170","Hudson",629154
"G3400190","1920","New Jersey","340","Hunterdon","0190","Hunterdon",32885
"G3400210","1920","New Jersey","340","Mercer","0210","Mercer",159881
"G3400230","1920","New Jersey","340","Middlesex","0230","Middlesex",162334
"G3400250","1920","New Jersey","340","Monmouth","0250","Monmouth",104925
"G3400270","1920","New Jersey","340","Morris","0270","Morris",82694
"G3400290","1920","New Jersey","340","Ocean","0290","Ocean",22155
"G3400310","1920","New Jersey","340","Passaic","0310","Passaic",259174
"G3400330","1920","New Jersey","340","Salem","0330","Salem",36572
"G3400350","1920","New Jersey","340","Somerset","0350","Somerset",47991
"G3400370","1920","New Jersey","340","Sussex","0370","Sussex",24905
"G3400390","1920","New Jersey","340","Union","0390","Union",200157
"G3400410","1920","New Jersey","340","Warren","0410","Warren",45057
"G3500010","1920","New Mexico","350","Bernalillo","0010","Bernalillo",29855
"G3500050","1920","New Mexico","350","Chaves","0050","Chaves",12075
"G3500070","1920","New Mexico","350","Colfax","0070","Colfax",21550
"G3500090","1920","New Mexico","350","Curry","0090","Curry",11236
"G3500110","1920","New Mexico","350","De Baca","0110","De Baca",3196
"G3500130","1920","New Mexico","350","Dona Ana","0130","Dona Ana",16548
"G3500150","1920","New Mexico","350","Eddy","0150","Eddy",9116
"G3500170","1920","New Mexico","350","Grant","0170","Grant",21939
"G3500190","1920","New Mexico","350","Guadalupe","0190","Guadalupe",8015
"G3500230","1920","New Mexico","350","Hidalgo","0230","Hidalgo",4338
"G3500250","1920","New Mexico","350","Lea","0250","Lea",3545
"G3500255","1920","New Mexico","350","Lea-Roosevelt [multi-county reporting area]","0255","Lea-Roosevelt (multi-county reporting area)",
"G3500270","1920","New Mexico","350","Lincoln","0270","Lincoln",7823
"G3500290","1920","New Mexico","350","Luna","0290","Luna",12270
"G3500310","1920","New Mexico","350","McKinley","0310","Mckinley",13731
"G3500330","1920","New Mexico","350","Mora","0330","Mora",13915
"G3500350","1920","New Mexico","350","Otero","0350","Otero",7902
"G3500370","1920","New Mexico","350","Quay","0370","Quay",10444
"G3500390","1920","New Mexico","350","Rio Arriba","0390","Rio Arriba",19552
"G3500410","1920","New Mexico","350","Roosevelt","0410","Roosevelt",6548
"G3500430","1920","New Mexico","350","Sandoval","0430","Sandoval",8863
"G3500450","1920","New Mexico","350","San Juan","0450","San Juan",8333
"G3500470","1920","New Mexico","350","San Miguel","0470","San Miguel",22867
"G3500490","1920","New Mexico","350","Santa Fe","0490","Santa Fe",15030
"G3500510","1920","New Mexico","350","Sierra","0510","Sierra",4619
"G3500530","1920","New Mexico","350","Socorro","0530","Socorro",14061
"G3500550","1920","New Mexico","350","Taos","0550","Taos",12773
"G3500570","1920","New Mexico","350","Torrance","0570","Torrance",9731
"G3500590","1920","New Mexico","350","Union","0590","Union",16680
"G3500610","1920","New Mexico","350","Valencia","0610","Valencia",13795
"G3600010","1920","New York","360","Albany","0010","Albany",186106
"G3600030","1920","New York","360","Allegany","0030","Allegany",36842
"G3600050","1920","New York","360","Bronx","0050","Bronx",732016
"G3600070","1920","New York","360","Broome","0070","Broome",113610
"G3600090","1920","New York","360","Cattaraugus","0090","Cattaraugus",71323
"G3600110","1920","New York","360","Cayuga","0110","Cayuga",65221
"G3600130","1920","New York","360","Chautauqua","0130","Chautauqua",115348
"G3600150","1920","New York","360","Chemung","0150","Chemung",65872
"G3600170","1920","New York","360","Chenango","0170","Chenango",34969
"G3600190","1920","New York","360","Clinton","0190","Clinton",43898
"G3600210","1920","New York","360","Columbia","0210","Columbia",38930
"G3600230","1920","New York","360","Cortland","0230","Cortland",29625
"G3600250","1920","New York","360","Delaware","0250","Delaware",42774
"G3600270","1920","New York","360","Dutchess","0270","Dutchess",91747
"G3600290","1920","New York","360","Erie","0290","Erie",634688
"G3600310","1920","New York","360","Essex","0310","Essex",31871
"G3600330","1920","New York","360","Franklin","0330","Franklin",43541
"G3600350","1920","New York","360","Fulton","0350","Fulton",44927
"G3600370","1920","New York","360","Genesee","0370","Genesee",37976
"G3600390","1920","New York","360","Greene","0390","Greene",25796
"G3600410","1920","New York","360","Hamilton","0410","Hamilton",3970
"G3600430","1920","New York","360","Herkimer","0430","Herkimer",64962
"G3600450","1920","New York","360","Jefferson","0450","Jefferson",82250
"G3600470","1920","New York","360","Kings","0470","Kings",2018356
"G3600490","1920","New York","360","Lewis","0490","Lewis",23704
"G3600510","1920","New York","360","Livingston","0510","Livingston",36830
"G3600530","1920","New York","360","Madison","0530","Madison",39535
"G3600550","1920","New York","360","Monroe","0550","Monroe",352034
"G3600570","1920","New York","360","Montgomery","0570","Montgomery",57928
"G3600590","1920","New York","360","Nassau","0590","Nassau",126120
"G3600610","1920","New York","360","New York","0610","New York",2284103
"G3600630","1920","New York","360","Niagara","0630","Niagara",118705
"G3600650","1920","New York","360","Oneida","0650","Oneida",182833
"G3600670","1920","New York","360","Onondaga","0670","Onondaga",241465
"G3600690","1920","New York","360","Ontario","0690","Ontario",52652
"G3600710","1920","New York","360","Orange","0710","Orange",119844
"G3600730","1920","New York","360","Orleans","0730","Orleans",28619
"G3600750","1920","New York","360","Oswego","0750","Oswego",71045
"G3600770","1920","New York","360","Otsego","0770","Otsego",46200
"G3600790","1920","New York","360","Putnam","0790","Putnam",10802
"G3600810","1920","New York","360","Queens","0810","Queens",469042
"G3600830","1920","New York","360","Rensselaer","0830","Rensselaer",113129
"G3600850","1920","New York","360","Richmond","0850","Richmond",116531
"G3600870","1920","New York","360","Rockland","0870","Rockland",45548
"G3600890","1920","New York","360","St Lawrence","0890","St Lawrence",88121
"G3600910","1920","New York","360","Saratoga","0910","Saratoga",60029
"G3600930","1920","New York","360","Schenectady","0930","Schenectady",109363
"G3600950","1920","New York","360","Schoharie","0950","Schoharie",21303
"G3600970","1920","New York","360","Schuyler","0970","Schuyler",13098
"G3600990","1920","New York","360","Seneca","0990","Seneca",24735
"G3601010","1920","New York","360","Steuben","1010","Steuben",80627
"G3601030","1920","New York","360","Suffolk","1030","Suffolk",110246
"G3601050","1920","New York","360","Sullivan","1050","Sullivan",33163
"G3601070","1920","New York","360","Tioga","1070","Tioga",24212
"G3601090","1920","New York","360","Tompkins","1090","Tompkins",35285
"G3601110","1920","New York","360","Ulster","1110","Ulster",74979
"G3601130","1920","New York","360","Warren","1130","Warren",31673
"G3601150","1920","New York","360","Washington","1150","Washington",44888
"G3601170","1920","New York","360","Wayne","1170","Wayne",48827
"G3601190","1920","New York","360","Westchester","1190","Westchester",344436
"G3601210","1920","New York","360","Wyoming","1210","Wyoming",30314
"G3601230","1920","New York","360","Yates","1230","Yates",16641
"G3700010","1920","North Carolina","370","Alamance","0010","Alamance",32718
"G3700030","1920","North Carolina","370","Alexander","0030","Alexander",12212
"G3700050","1920","North Carolina","370","Alleghany","0050","Alleghany",7403
"G3700070","1920","North Carolina","370","Anson","0070","Anson",28334
"G3700090","1920","North Carolina","370","Ashe","0090","Ashe",21001
"G3700110","1920","North Carolina","370","Avery","0110","Avery",10335
"G3700130","1920","North Carolina","370","Beaufort","0130","Beaufort",31024
"G3700150","1920","North Carolina","370","Bertie","0150","Bertie",23993
"G3700170","1920","North Carolina","370","Bladen","0170","Bladen",19761
"G3700190","1920","North Carolina","370","Brunswick","0190","Brunswick",14876
"G3700210","1920","North Carolina","370","Buncombe","0210","Buncombe",64148
"G3700230","1920","North Carolina","370","Burke","0230","Burke",23297
"G3700250","1920","North Carolina","370","Cabarrus","0250","Cabarrus",33730
"G3700270","1920","North Carolina","370","Caldwell","0270","Caldwell",19984
"G3700290","1920","North Carolina","370","Camden","0290","Camden",5382
"G3700310","1920","North Carolina","370","Carteret","0310","Carteret",15384
"G3700330","1920","North Carolina","370","Caswell","0330","Caswell",15759
"G3700350","1920","North Carolina","370","Catawba","0350","Catawba",33839
"G3700370","1920","North Carolina","370","Chatham","0370","Chatham",23814
"G3700390","1920","North Carolina","370","Cherokee","0390","Cherokee",15242
"G3700410","1920","North Carolina","370","Chowan","0410","Chowan",10649
"G3700430","1920","North Carolina","370","Clay","0430","Clay",4646
"G3700450","1920","North Carolina","370","Cleveland","0450","Cleveland",34272
"G3700470","1920","North Carolina","370","Columbus","0470","Columbus",30124
"G3700490","1920","North Carolina","370","Craven","0490","Craven",29048
"G3700510","1920","North Carolina","370","Cumberland","0510","Cumberland",35064
"G3700530","1920","North Carolina","370","Currituck","0530","Currituck",7268
"G3700550","1920","North Carolina","370","Dare","0550","Dare",5115
"G3700570","1920","North Carolina","370","Davidson","0570","Davidson",35201
"G3700590","1920","North Carolina","370","Davie","0590","Davie",13578
"G3700610","1920","North Carolina","370","Duplin","0610","Duplin",30223
"G3700630","1920","North Carolina","370","Durham","0630","Durham",42219
"G3700650","1920","North Carolina","370","Edgecombe","0650","Edgecombe",37995
"G3700670","1920","North Carolina","370","Forsyth","0670","Forsyth",77269
"G3700690","1920","North Carolina","370","Franklin","0690","Franklin",26667
"G3700710","1920","North Carolina","370","Gaston","0710","Gaston",51242
"G3700730","1920","North Carolina","370","Gates","0730","Gates",10537
"G3700750","1920","North Carolina","370","Graham","0750","Graham",4872
"G3700770","1920","North Carolina","370","Granville","0770","Granville",26846
"G3700790","1920","North Carolina","370","Greene","0790","Greene",16212
"G3700810","1920","North Carolina","370","Guilford","0810","Guilford",79272
"G3700830","1920","North Carolina","370","Halifax","0830","Halifax",43766
"G3700850","1920","North Carolina","370","Harnett","0850","Harnett",28313
"G3700870","1920","North Carolina","370","Haywood","0870","Haywood",23496
"G3700890","1920","North Carolina","370","Henderson","0890","Henderson",18248
"G3700910","1920","North Carolina","370","Hertford","0910","Hertford",16294
"G3700930","1920","North Carolina","370","Hoke","0930","Hoke",11722
"G3700950","1920","North Carolina","370","Hyde","0950","Hyde",8386
"G3700970","1920","North Carolina","370","Iredell","0970","Iredell",37956
"G3700990","1920","North Carolina","370","Jackson","0990","Jackson",13396
"G3701010","1920","North Carolina","370","Johnston","1010","Johnston",48998
"G3701030","1920","North Carolina","370","Jones","1030","Jones",9912
"G3701050","1920","North Carolina","370","Lee","1050","Lee",13400
"G3701070","1920","North Carolina","370","Lenoir","1070","Lenoir",29555
"G3701090","1920","North Carolina","370","Lincoln","1090","Lincoln",17862
"G3701110","1920","North Carolina","370","McDowell","1110","Mcdowell",16763
"G3701130","1920","North Carolina","370","Macon","1130","Macon",12887
"G3701150","1920","North Carolina","370","Madison","1150","Madison",20083
"G3701170","1920","North Carolina","370","Martin","1170","Martin",20828
"G3701190","1920","North Carolina","370","Mecklenburg","1190","Mecklenburg",80695
"G3701210","1920","North Carolina","370","Mitchell","1210","Mitchell",11278
"G3701230","1920","North Carolina","370","Montgomery","1230","Montgomery",14607
"G3701250","1920","North Carolina","370","Moore","1250","Moore",21388
"G3701270","1920","North Carolina","370","Nash","1270","Nash",41061
"G3701290","1920","North Carolina","370","New Hanover","1290","New Hanover",40620
"G3701310","1920","North Carolina","370","Northampton","1310","Northampton",23184
"G3701330","1920","North Carolina","370","Onslow","1330","Onslow",14703
"G3701350","1920","North Carolina","370","Orange","1350","Orange",17895
"G3701370","1920","North Carolina","370","Pamlico","1370","Pamlico",9060
"G3701390","1920","North Carolina","370","Pasquotank","1390","Pasquotank",17670
"G3701410","1920","North Carolina","370","Pender","1410","Pender",14788
"G3701430","1920","North Carolina","370","Perquimans","1430","Perquimans",11137
"G3701450","1920","North Carolina","370","Person","1450","Person",18973
"G3701470","1920","North Carolina","370","Pitt","1470","Pitt",45569
"G3701490","1920","North Carolina","370","Polk","1490","Polk",8832
"G3701510","1920","North Carolina","370","Randolph","1510","Randolph",30856
"G3701530","1920","North Carolina","370","Richmond","1530","Richmond",25567
"G3701550","1920","North Carolina","370","Robeson","1550","Robeson",54674
"G3701570","1920","North Carolina","370","Rockingham","1570","Rockingham",44149
"G3701590","1920","North Carolina","370","Rowan","1590","Rowan",44062
"G3701610","1920","North Carolina","370","Rutherford","1610","Rutherford",31426
"G3701630","1920","North Carolina","370","Sampson","1630","Sampson",36002
"G3701650","1920","North Carolina","370","Scotland","1650","Scotland",15600
"G3701670","1920","North Carolina","370","Stanly","1670","Stanly",27429
"G3701690","1920","North Carolina","370","Stokes","1690","Stokes",20575
"G3701710","1920","North Carolina","370","Surry","1710","Surry",32464
"G3701730","1920","North Carolina","370","Swain","1730","Swain",13224
"G3701750","1920","North Carolina","370","Transylvania","1750","Transylvania",9303
"G3701770","1920","North Carolina","370","Tyrrell","1770","Tyrrell",4849
"G3701790","1920","North Carolina","370","Union","1790","Union",36029
"G3701810","1920","North Carolina","370","Vance","1810","Vance",22799
"G3701830","1920","North Carolina","370","Wake","1830","Wake",75155
"G3701850","1920","North Carolina","370","Warren","1850","Warren",21593
"G3701870","1920","North Carolina","370","Washington","1870","Washington",11429
"G3701890","1920","North Carolina","370","Watauga","1890","Watauga",13477
"G3701910","1920","North Carolina","370","Wayne","1910","Wayne",43640
"G3701930","1920","North Carolina","370","Wilkes","1930","Wilkes",32644
"G3701950","1920","North Carolina","370","Wilson","1950","Wilson",36813
"G3701970","1920","North Carolina","370","Yadkin","1970","Yadkin",16391
"G3701990","1920","North Carolina","370","Yancey","1990","Yancey",15093
"G3800010","1920","North Dakota","380","Adams","0010","Adams",5593
"G3800030","1920","North Dakota","380","Barnes","0030","Barnes",18678
"G3800050","1920","North Dakota","380","Benson","0050","Benson",13095
"G3800070","1920","North Dakota","380","Billings","0070","Billings",3126
"G3800075","1920","North Dakota","380","Billings-Sioux [multi-county reporting area]","0075","Billings-Sioux (multi-county reporting area)",
