GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A7L001
"G3800090","1920","North Dakota","380","Bottineau","0090","Bottineau",15109
"G3800110","1920","North Dakota","380","Bowman","0110","Bowman",4768
"G3800130","1920","North Dakota","380","Burke","0130","Burke",9511
"G3800150","1920","North Dakota","380","Burleigh","0150","Burleigh",15578
"G3800170","1920","North Dakota","380","Cass","0170","Cass",41477
"G3800190","1920","North Dakota","380","Cavalier","0190","Cavalier",15555
"G3800210","1920","North Dakota","380","Dickey","0210","Dickey",10499
"G3800230","1920","North Dakota","380","Divide","0230","Divide",9637
"G3800250","1920","North Dakota","380","Dunn","0250","Dunn",8828
"G3800270","1920","North Dakota","380","Eddy","0270","Eddy",6493
"G3800290","1920","North Dakota","380","Emmons","0290","Emmons",11288
"G3800310","1920","North Dakota","380","Foster","0310","Foster",6108
"G3800330","1920","North Dakota","380","Golden Valley","0330","Golden Valley",4832
"G3800350","1920","North Dakota","380","Grand Forks","0350","Grand Forks",28795
"G3800370","1920","North Dakota","380","Grant","0370","Grant",9553
"G3800390","1920","North Dakota","380","Griggs","0390","Griggs",7402
"G3800410","1920","North Dakota","380","Hettinger","0410","Hettinger",7685
"G3800430","1920","North Dakota","380","Kidder","0430","Kidder",7798
"G3800450","1920","North Dakota","380","La Moure","0450","La Moure",11564
"G3800470","1920","North Dakota","380","Logan","0470","Logan",7723
"G3800490","1920","North Dakota","380","McHenry","0490","Mchenry",15544
"G3800510","1920","North Dakota","380","McIntosh","0510","Mcintosh",9010
"G3800530","1920","North Dakota","380","McKenzie","0530","Mckenzie",9544
"G3800550","1920","North Dakota","380","McLean","0550","Mclean",17266
"G3800570","1920","North Dakota","380","Mercer","0570","Mercer",8224
"G3800590","1920","North Dakota","380","Morton","0590","Morton",18714
"G3800610","1920","North Dakota","380","Mountrail","0610","Mountrail",12140
"G3800630","1920","North Dakota","380","Nelson","0630","Nelson",10362
"G3800650","1920","North Dakota","380","Oliver","0650","Oliver",4425
"G3800670","1920","North Dakota","380","Pembina","0670","Pembina",15177
"G3800690","1920","North Dakota","380","Pierce","0690","Pierce",9283
"G3800710","1920","North Dakota","380","Ramsey","0710","Ramsey",15427
"G3800730","1920","North Dakota","380","Ransom","0730","Ransom",11618
"G3800750","1920","North Dakota","380","Renville","0750","Renville",7776
"G3800770","1920","North Dakota","380","Richland","0770","Richland",20887
"G3800790","1920","North Dakota","380","Rolette","0790","Rolette",10061
"G3800810","1920","North Dakota","380","Sargent","0810","Sargent",9655
"G3800830","1920","North Dakota","380","Sheridan","0830","Sheridan",7935
"G3800850","1920","North Dakota","380","Sioux","0850","Sioux",3308
"G3800870","1920","North Dakota","380","Slope","0870","Slope",4940
"G3800890","1920","North Dakota","380","Stark","0890","Stark",13542
"G3800910","1920","North Dakota","380","Steele","0910","Steele",7401
"G3800930","1920","North Dakota","380","Stutsman","0930","Stutsman",24575
"G3800950","1920","North Dakota","380","Towner","0950","Towner",8327
"G3800970","1920","North Dakota","380","Traill","0970","Traill",12210
"G3800990","1920","North Dakota","380","Walsh","0990","Walsh",19078
"G3801010","1920","North Dakota","380","Ward","1010","Ward",28811
"G3801030","1920","North Dakota","380","Wells","1030","Wells",12957
"G3801050","1920","North Dakota","380","Williams","1050","Williams",17980
"G3900010","1920","Ohio","390","Adams","0010","Adams",22403
"G3900030","1920","Ohio","390","Allen","0030","Allen",68223
"G3900050","1920","Ohio","390","Ashland","0050","Ashland",24627
"G3900070","1920","Ohio","390","Ashtabula","0070","Ashtabula",65545
"G3900090","1920","Ohio","390","Athens","0090","Athens",50430
"G3900110","1920","Ohio","390","Auglaize","0110","Auglaize",29527
"G3900130","1920","Ohio","390","Belmont","0130","Belmont",93193
"G3900150","1920","Ohio","390","Brown","0150","Brown",22621
"G3900170","1920","Ohio","390","Butler","0170","Butler",87025
"G3900190","1920","Ohio","390","Carroll","0190","Carroll",15942
"G3900210","1920","Ohio","390","Champaign","0210","Champaign",25071
"G3900230","1920","Ohio","390","Clark","0230","Clark",80728
"G3900250","1920","Ohio","390","Clermont","0250","Clermont",28291
"G3900270","1920","Ohio","390","Clinton","0270","Clinton",23036
"G3900290","1920","Ohio","390","Columbiana","0290","Columbiana",83131
"G3900310","1920","Ohio","390","Coshocton","0310","Coshocton",29595
"G3900330","1920","Ohio","390","Crawford","0330","Crawford",36054
"G3900350","1920","Ohio","390","Cuyahoga","0350","Cuyahoga",943495
"G3900370","1920","Ohio","390","Darke","0370","Darke",42911
"G3900390","1920","Ohio","390","Defiance","0390","Defiance",24549
"G3900410","1920","Ohio","390","Delaware","0410","Delaware",26013
"G3900430","1920","Ohio","390","Erie","0430","Erie",39789
"G3900450","1920","Ohio","390","Fairfield","0450","Fairfield",40484
"G3900470","1920","Ohio","390","Fayette","0470","Fayette",21518
"G3900490","1920","Ohio","390","Franklin","0490","Franklin",283951
"G3900510","1920","Ohio","390","Fulton","0510","Fulton",23445
"G3900530","1920","Ohio","390","Gallia","0530","Gallia",23311
"G3900550","1920","Ohio","390","Geauga","0550","Geauga",15036
"G3900570","1920","Ohio","390","Greene","0570","Greene",31221
"G3900590","1920","Ohio","390","Guernsey","0590","Guernsey",45352
"G3900610","1920","Ohio","390","Hamilton","0610","Hamilton",493678
"G3900630","1920","Ohio","390","Hancock","0630","Hancock",38394
"G3900650","1920","Ohio","390","Hardin","0650","Hardin",29167
"G3900670","1920","Ohio","390","Harrison","0670","Harrison",19625
"G3900690","1920","Ohio","390","Henry","0690","Henry",23362
"G3900710","1920","Ohio","390","Highland","0710","Highland",27610
"G3900730","1920","Ohio","390","Hocking","0730","Hocking",23291
"G3900750","1920","Ohio","390","Holmes","0750","Holmes",16965
"G3900770","1920","Ohio","390","Huron","0770","Huron",32424
"G3900790","1920","Ohio","390","Jackson","0790","Jackson",27342
"G3900810","1920","Ohio","390","Jefferson","0810","Jefferson",77580
"G3900830","1920","Ohio","390","Knox","0830","Knox",29580
"G3900850","1920","Ohio","390","Lake","0850","Lake",28667
"G3900870","1920","Ohio","390","Lawrence","0870","Lawrence",39540
"G3900890","1920","Ohio","390","Licking","0890","Licking",56426
"G3900910","1920","Ohio","390","Logan","0910","Logan",30104
"G3900930","1920","Ohio","390","Lorain","0930","Lorain",90612
"G3900950","1920","Ohio","390","Lucas","0950","Lucas",275721
"G3900970","1920","Ohio","390","Madison","0970","Madison",19662
"G3900990","1920","Ohio","390","Mahoning","0990","Mahoning",186310
"G3901010","1920","Ohio","390","Marion","1010","Marion",42004
"G3901030","1920","Ohio","390","Medina","1030","Medina",26067
"G3901050","1920","Ohio","390","Meigs","1050","Meigs",26189
"G3901070","1920","Ohio","390","Mercer","1070","Mercer",26872
"G3901090","1920","Ohio","390","Miami","1090","Miami",48428
"G3901110","1920","Ohio","390","Monroe","1110","Monroe",20660
"G3901130","1920","Ohio","390","Montgomery","1130","Montgomery",209532
"G3901150","1920","Ohio","390","Morgan","1150","Morgan",14555
"G3901170","1920","Ohio","390","Morrow","1170","Morrow",15570
"G3901190","1920","Ohio","390","Muskingum","1190","Muskingum",57980
"G3901210","1920","Ohio","390","Noble","1210","Noble",17849
"G3901230","1920","Ohio","390","Ottawa","1230","Ottawa",22193
"G3901250","1920","Ohio","390","Paulding","1250","Paulding",18736
"G3901270","1920","Ohio","390","Perry","1270","Perry",36098
"G3901290","1920","Ohio","390","Pickaway","1290","Pickaway",25788
"G3901310","1920","Ohio","390","Pike","1310","Pike",14151
"G3901330","1920","Ohio","390","Portage","1330","Portage",36269
"G3901350","1920","Ohio","390","Preble","1350","Preble",23238
"G3901370","1920","Ohio","390","Putnam","1370","Putnam",27751
"G3901390","1920","Ohio","390","Richland","1390","Richland",55178
"G3901410","1920","Ohio","390","Ross","1410","Ross",41556
"G3901430","1920","Ohio","390","Sandusky","1430","Sandusky",37109
"G3901450","1920","Ohio","390","Scioto","1450","Scioto",62850
"G3901470","1920","Ohio","390","Seneca","1470","Seneca",43176
"G3901490","1920","Ohio","390","Shelby","1490","Shelby",25923
"G3901510","1920","Ohio","390","Stark","1510","Stark",177218
"G3901530","1920","Ohio","390","Summit","1530","Summit",286065
"G3901550","1920","Ohio","390","Trumbull","1550","Trumbull",83920
"G3901570","1920","Ohio","390","Tuscarawas","1570","Tuscarawas",63578
"G3901590","1920","Ohio","390","Union","1590","Union",20918
"G3901610","1920","Ohio","390","Van Wert","1610","Van Wert",28210
"G3901630","1920","Ohio","390","Vinton","1630","Vinton",12075
"G3901650","1920","Ohio","390","Warren","1650","Warren",25716
"G3901670","1920","Ohio","390","Washington","1670","Washington",43049
"G3901690","1920","Ohio","390","Wayne","1690","Wayne",41346
"G3901710","1920","Ohio","390","Williams","1710","Williams",24627
"G3901730","1920","Ohio","390","Wood","1730","Wood",44892
"G3901750","1920","Ohio","390","Wyandot","1750","Wyandot",19481
"G4000010","1920","Oklahoma","400","Adair","0010","Adair",13703
"G4000030","1920","Oklahoma","400","Alfalfa","0030","Alfalfa",16253
"G4000050","1920","Oklahoma","400","Atoka","0050","Atoka",20862
"G4000070","1920","Oklahoma","400","Beaver","0070","Beaver",14048
"G4000090","1920","Oklahoma","400","Beckham","0090","Beckham",18989
"G4000110","1920","Oklahoma","400","Blaine","0110","Blaine",15875
"G4000130","1920","Oklahoma","400","Bryan","0130","Bryan",40700
"G4000150","1920","Oklahoma","400","Caddo","0150","Caddo",34207
"G4000170","1920","Oklahoma","400","Canadian","0170","Canadian",22288
"G4000190","1920","Oklahoma","400","Carter","0190","Carter",40247
"G4000210","1920","Oklahoma","400","Cherokee","0210","Cherokee",19872
"G4000230","1920","Oklahoma","400","Choctaw","0230","Choctaw",32144
"G4000250","1920","Oklahoma","400","Cimarron","0250","Cimarron",3436
"G4000270","1920","Oklahoma","400","Cleveland","0270","Cleveland",19389
"G4000290","1920","Oklahoma","400","Coal","0290","Coal",18406
"G4000310","1920","Oklahoma","400","Comanche","0310","Comanche",26629
"G4000330","1920","Oklahoma","400","Cotton","0330","Cotton",16679
"G4000350","1920","Oklahoma","400","Craig","0350","Craig",19160
"G4000370","1920","Oklahoma","400","Creek","0370","Creek",62480
"G4000390","1920","Oklahoma","400","Custer","0390","Custer",18736
"G4000410","1920","Oklahoma","400","Delaware","0410","Delaware",13868
"G4000430","1920","Oklahoma","400","Dewey","0430","Dewey",12434
"G4000450","1920","Oklahoma","400","Ellis","0450","Ellis",11673
"G4000470","1920","Oklahoma","400","Garfield","0470","Garfield",37500
"G4000490","1920","Oklahoma","400","Garvin","0490","Garvin",32445
"G4000510","1920","Oklahoma","400","Grady","0510","Grady",33943
"G4000530","1920","Oklahoma","400","Grant","0530","Grant",16072
"G4000550","1920","Oklahoma","400","Greer","0550","Greer",15836
"G4000570","1920","Oklahoma","400","Harmon","0570","Harmon",11261
"G4000590","1920","Oklahoma","400","Harper","0590","Harper",7623
"G4000610","1920","Oklahoma","400","Haskell","0610","Haskell",19397
"G4000630","1920","Oklahoma","400","Hughes","0630","Hughes",26045
"G4000650","1920","Oklahoma","400","Jackson","0650","Jackson",22141
"G4000670","1920","Oklahoma","400","Jefferson","0670","Jefferson",17664
"G4000690","1920","Oklahoma","400","Johnston","0690","Johnston",20125
"G4000710","1920","Oklahoma","400","Kay","0710","Kay",34907
"G4000730","1920","Oklahoma","400","Kingfisher","0730","Kingfisher",15671
"G4000750","1920","Oklahoma","400","Kiowa","0750","Kiowa",23094
"G4000770","1920","Oklahoma","400","Latimer","0770","Latimer",13866
"G4000790","1920","Oklahoma","400","Le Flore","0790","Le Flore",42765
"G4000810","1920","Oklahoma","400","Lincoln","0810","Lincoln",33406
"G4000830","1920","Oklahoma","400","Logan","0830","Logan",27550
"G4000850","1920","Oklahoma","400","Love","0850","Love",12433
"G4000870","1920","Oklahoma","400","McClain","0870","Mcclain",19326
"G4000890","1920","Oklahoma","400","McCurtain","0890","Mccurtain",37905
"G4000910","1920","Oklahoma","400","McIntosh","0910","Mcintosh",26404
"G4000930","1920","Oklahoma","400","Major","0930","Major",12426
"G4000950","1920","Oklahoma","400","Marshall","0950","Marshall",14674
"G4000970","1920","Oklahoma","400","Mayes","0970","Mayes",16829
"G4000990","1920","Oklahoma","400","Murray","0990","Murray",13115
"G4001010","1920","Oklahoma","400","Muskogee","1010","Muskogee",61710
"G4001030","1920","Oklahoma","400","Noble","1030","Noble",13560
"G4001050","1920","Oklahoma","400","Nowata","1050","Nowata",15899
"G4001070","1920","Oklahoma","400","Okfuskee","1070","Okfuskee",25051
"G4001090","1920","Oklahoma","400","Oklahoma","1090","Oklahoma",116307
"G4001110","1920","Oklahoma","400","Okmulgee","1110","Okmulgee",55072
"G4001130","1920","Oklahoma","400","Osage","1130","Osage",36536
"G4001150","1920","Oklahoma","400","Ottawa","1150","Ottawa",41108
"G4001170","1920","Oklahoma","400","Pawnee","1170","Pawnee",19126
"G4001190","1920","Oklahoma","400","Payne","1190","Payne",30180
"G4001210","1920","Oklahoma","400","Pittsburg","1210","Pittsburg",52570
"G4001230","1920","Oklahoma","400","Pontotoc","1230","Pontotoc",30949
"G4001250","1920","Oklahoma","400","Pottowatomie","1250","Pottowatomie",46028
"G4001270","1920","Oklahoma","400","Pushmataha","1270","Pushmataha",17514
"G4001290","1920","Oklahoma","400","Roger Mills","1290","Roger Mills",10638
"G4001310","1920","Oklahoma","400","Rogers","1310","Rogers",17605
"G4001330","1920","Oklahoma","400","Seminole","1330","Seminole",23808
"G4001350","1920","Oklahoma","400","Sequoyah","1350","Sequoyah",26786
"G4001370","1920","Oklahoma","400","Stephens","1370","Stephens",24692
"G4001390","1920","Oklahoma","400","Texas","1390","Texas",13975
"G4001410","1920","Oklahoma","400","Tillman","1410","Tillman",22433
"G4001430","1920","Oklahoma","400","Tulsa","1430","Tulsa",109023
"G4001450","1920","Oklahoma","400","Wagoner","1450","Wagoner",21371
"G4001470","1920","Oklahoma","400","Washington","1470","Washington",27002
"G4001490","1920","Oklahoma","400","Washita","1490","Washita",22237
"G4001510","1920","Oklahoma","400","Woods","1510","Woods",15939
"G4001530","1920","Oklahoma","400","Woodward","1530","Woodward",14663
"G4100010","1920","Oregon","410","Baker","0010","Baker",17929
"G4100030","1920","Oregon","410","Benton","0030","Benton",13744
"G4100050","1920","Oregon","410","Clackamas","0050","Clackamas",37698
"G4100070","1920","Oregon","410","Clatsop","0070","Clatsop",23030
"G4100090","1920","Oregon","410","Columbia","0090","Columbia",13960
"G4100110","1920","Oregon","410","Coos","0110","Coos",22257
"G4100130","1920","Oregon","410","Crook","0130","Crook",3424
"G4100150","1920","Oregon","410","Curry","0150","Curry",3025
"G4100170","1920","Oregon","410","Deschutes","0170","Deschutes",9622
"G4100190","1920","Oregon","410","Douglas","0190","Douglas",21332
"G4100210","1920","Oregon","410","Gilliam","0210","Gilliam",3960
"G4100230","1920","Oregon","410","Grant","0230","Grant",5496
"G4100250","1920","Oregon","410","Harney","0250","Harney",3992
"G4100270","1920","Oregon","410","Hood River","0270","Hood River",8315
"G4100290","1920","Oregon","410","Jackson","0290","Jackson",20405
