GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A30001,A30002,A30003,A30004,A5A001
"G3100190","1910","Nebraska","310","Buffalo","0190","Buffalo",11449,10390,39,19,21839
"G3100210","1910","Nebraska","310","Burt","0210","Burt",6759,5908,2,3,12667
"G3100230","1910","Nebraska","310","Butler","0230","Butler",7954,7436,4,8,15390
"G3100250","1910","Nebraska","310","Cass","0250","Cass",10425,9330,12,18,19755
"G3100270","1910","Nebraska","310","Cedar","0270","Cedar",8114,7075,2,0,15189
"G3100290","1910","Nebraska","310","Chase","0290","Chase",1948,1665,0,0,3613
"G3100310","1910","Nebraska","310","Cherry","0310","Cherry",5651,4603,43,37,10254
"G3100330","1910","Nebraska","310","Cheyenne","0330","Cheyenne",2456,2064,4,0,4520
"G3100350","1910","Nebraska","310","Clay","0350","Clay",8174,7545,6,3,15719
"G3100370","1910","Nebraska","310","Colfax","0370","Colfax",6037,5561,5,7,11598
"G3100390","1910","Nebraska","310","Cuming","0390","Cuming",7159,6596,1,0,13755
"G3100410","1910","Nebraska","310","Custer","0410","Custer",13620,11971,29,25,25591
"G3100430","1910","Nebraska","310","Dakota","0430","Dakota",3531,3020,4,8,6551
"G3100450","1910","Nebraska","310","Dawes","0450","Dawes",4619,3467,61,44,8086
"G3100470","1910","Nebraska","310","Dawson","0470","Dawson",8523,7417,9,2,15940
"G3100490","1910","Nebraska","310","Deuel","0490","Deuel",1011,775,0,0,1786
"G3100510","1910","Nebraska","310","Dixon","0510","Dixon",6029,5433,0,0,11462
"G3100530","1910","Nebraska","310","Dodge","0530","Dodge",11473,10614,27,29,22087
"G3100550","1910","Nebraska","310","Douglas","0550","Douglas",85942,77122,2841,2367,163064
"G3100570","1910","Nebraska","310","Dundy","0570","Dundy",2192,1898,2,6,4090
"G3100590","1910","Nebraska","310","Fillmore","0590","Fillmore",7542,7124,4,4,14666
"G3100610","1910","Nebraska","310","Franklin","0610","Franklin",5402,4899,1,1,10301
"G3100630","1910","Nebraska","310","Frontier","0630","Frontier",4580,3991,1,0,8571
"G3100650","1910","Nebraska","310","Furnas","0650","Furnas",6236,5840,3,4,12076
"G3100670","1910","Nebraska","310","Gage","0670","Gage",15599,14667,29,29,30266
"G3100690","1910","Nebraska","310","Garden","0690","Garden",1962,1572,2,2,3534
"G3100710","1910","Nebraska","310","Garfield","0710","Garfield",1800,1603,8,6,3403
"G3100730","1910","Nebraska","310","Gosper","0730","Gosper",2631,2301,0,1,4932
"G3100750","1910","Nebraska","310","Grant","0750","Grant",596,484,7,8,1080
"G3100770","1910","Nebraska","310","Greeley","0770","Greeley",4225,3817,3,2,8042
"G3100790","1910","Nebraska","310","Hall","0790","Hall",10683,9523,71,58,20206
"G3100810","1910","Nebraska","310","Hamilton","0810","Hamilton",6958,6472,16,13,13430
"G3100830","1910","Nebraska","310","Harlan","0830","Harlan",5032,4522,14,10,9554
"G3100850","1910","Nebraska","310","Hayes","0850","Hayes",1594,1413,3,1,3007
"G3100870","1910","Nebraska","310","Hitchcock","0870","Hitchcock",2851,2563,0,1,5414
"G3100890","1910","Nebraska","310","Holt","0890","Holt",8132,7402,5,5,15534
"G3100910","1910","Nebraska","310","Hooker","0910","Hooker",529,452,0,0,981
"G3100930","1910","Nebraska","310","Howard","0930","Howard",5578,5202,1,2,10780
"G3100950","1910","Nebraska","310","Jefferson","0950","Jefferson",8907,7912,19,14,16819
"G3100970","1910","Nebraska","310","Johnson","0970","Johnson",5212,4973,1,0,10185
"G3100990","1910","Nebraska","310","Kearney","0990","Kearney",4729,4362,14,1,9091
"G3101010","1910","Nebraska","310","Keith","1010","Keith",2050,1633,0,0,3683
"G3101030","1910","Nebraska","310","Keya Paha","1030","Keya Paha",1847,1598,6,1,3445
"G3101050","1910","Nebraska","310","Kimball","1050","Kimball",1106,822,2,0,1928
"G3101070","1910","Nebraska","310","Knox","1070","Knox",9272,8153,5,3,17425
"G3101090","1910","Nebraska","310","Lancaster","1090","Lancaster",37065,35830,525,345,72895
"G3101110","1910","Nebraska","310","Lincoln","1110","Lincoln",8610,6952,15,10,15562
"G3101130","1910","Nebraska","310","Logan","1130","Logan",827,694,0,0,1521
"G3101150","1910","Nebraska","310","Loup","1150","Loup",1156,1028,2,2,2184
"G3101170","1910","Nebraska","310","McPherson","1170","Mcpherson",1356,1111,2,1,2467
"G3101190","1910","Nebraska","310","Madison","1190","Madison",10073,8966,31,30,19039
"G3101210","1910","Nebraska","310","Merrick","1210","Merrick",5495,4856,12,16,10351
"G3101230","1910","Nebraska","310","Morrill","1230","Morrill",2571,2007,5,1,4578
"G3101250","1910","Nebraska","310","Nance","1250","Nance",4522,4058,7,5,8580
"G3101270","1910","Nebraska","310","Nemaha","1270","Nemaha",6706,6363,8,11,13069
"G3101290","1910","Nebraska","310","Nuckolls","1290","Nuckolls",6820,6195,1,3,13015
"G3101310","1910","Nebraska","310","Otoe","1310","Otoe",9946,9296,39,42,19242
"G3101330","1910","Nebraska","310","Pawnee","1330","Pawnee",5416,5166,0,0,10582
"G3101350","1910","Nebraska","310","Perkins","1350","Perkins",1416,1151,0,0,2567
"G3101370","1910","Nebraska","310","Phelps","1370","Phelps",5446,4996,3,5,10442
"G3101390","1910","Nebraska","310","Pierce","1390","Pierce",5358,4764,0,0,10122
"G3101410","1910","Nebraska","310","Platte","1410","Platte",9951,9032,11,4,18983
"G3101430","1910","Nebraska","310","Polk","1430","Polk",5470,5045,3,3,10515
"G3101450","1910","Nebraska","310","Red Willow","1450","Red Willow",5831,5218,3,1,11049
"G3101470","1910","Nebraska","310","Richardson","1470","Richardson",8902,8374,49,34,17276
"G3101490","1910","Nebraska","310","Rock","1490","Rock",1939,1687,1,0,3626
"G3101510","1910","Nebraska","310","Saline","1510","Saline",9174,8669,13,10,17843
"G3101530","1910","Nebraska","310","Sarpy","1530","Sarpy",5192,4039,19,17,9231
"G3101550","1910","Nebraska","310","Saunders","1550","Saunders",10934,10223,8,13,21157
"G3101570","1910","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",4511,3723,12,4,8234
"G3101590","1910","Nebraska","310","Seward","1590","Seward",8342,7543,5,3,15885
"G3101610","1910","Nebraska","310","Sheridan","1610","Sheridan",3975,3350,1,0,7325
"G3101630","1910","Nebraska","310","Sherman","1630","Sherman",4411,3861,5,0,8272
"G3101650","1910","Nebraska","310","Sioux","1650","Sioux",3141,2444,10,4,5585
"G3101670","1910","Nebraska","310","Stanton","1670","Stanton",4031,3510,1,0,7541
"G3101690","1910","Nebraska","310","Thayer","1690","Thayer",7604,7131,1,1,14735
"G3101710","1910","Nebraska","310","Thomas","1710","Thomas",653,527,3,8,1180
"G3101730","1910","Nebraska","310","Thurston","1730","Thurston",3791,2985,11,2,6776
"G3101750","1910","Nebraska","310","Valley","1750","Valley",4973,4505,1,1,9478
"G3101770","1910","Nebraska","310","Washington","1770","Washington",6623,6113,1,1,12736
"G3101790","1910","Nebraska","310","Wayne","1790","Wayne",5558,4837,0,1,10395
"G3101810","1910","Nebraska","310","Webster","1810","Webster",6287,5715,3,3,12002
"G3101830","1910","Nebraska","310","Wheeler","1830","Wheeler",1226,1033,19,14,2259
"G3101850","1910","Nebraska","310","York","1850","York",9631,9054,17,11,18685
"G3200010","1910","Nevada","320","Churchill","0010","Churchill",1537,985,0,1,2522
"G3200030","1910","Nevada","320","Clark","0030","Clark",1909,1125,5,7,3034
"G3200050","1910","Nevada","320","Douglas","0050","Douglas",984,586,3,4,1570
"G3200070","1910","Nevada","320","Elko","0070","Elko",4895,2272,16,22,7167
"G3200090","1910","Nevada","320","Esmeralda","0090","Esmeralda",5546,2972,44,55,8518
"G3200110","1910","Nevada","320","Eureka","0110","Eureka",1083,580,0,1,1663
"G3200130","1910","Nevada","320","Humboldt","0130","Humboldt",4058,1800,16,20,5858
"G3200150","1910","Nevada","320","Lander","0150","Lander",1082,535,3,4,1617
"G3200170","1910","Nevada","320","Lincoln","0170","Lincoln",2286,931,6,1,3217
"G3200190","1910","Nevada","320","Lyon","0190","Lyon",2138,1076,2,2,3214
"G3200230","1910","Nevada","320","Nye","0230","Nye",4609,2244,39,35,6853
"G3200250","1910","Nevada","320","Ormsby","0250","Ormsby",1545,1237,38,18,2782
"G3200290","1910","Nevada","320","Storey","0290","Storey",1693,1221,3,7,2914
"G3200310","1910","Nevada","320","Washoe","0310","Washoe",9553,6668,67,48,16221
"G3200330","1910","Nevada","320","White Pine","0330","White Pine",4974,2152,21,25,7126
"G3300010","1910","New Hampshire","330","Belknap","0010","Belknap",10595,10670,20,21,21265
"G3300030","1910","New Hampshire","330","Carroll","0030","Carroll",8504,7796,11,2,16300
"G3300050","1910","New Hampshire","330","Cheshire","0050","Cheshire",15510,15110,16,10,30620
"G3300070","1910","New Hampshire","330","Coos","0070","Coos",16219,14501,20,11,30720
"G3300090","1910","New Hampshire","330","Grafton","0090","Grafton",21419,20168,27,17,41587
"G3300110","1910","New Hampshire","330","Hillsborough","0110","Hillsborough",62261,63708,38,39,125969
"G3300130","1910","New Hampshire","330","Merrimack","0130","Merrimack",26415,26790,68,54,53205
"G3300150","1910","New Hampshire","330","Rockingham","0150","Rockingham",25865,26148,64,94,52013
"G3300170","1910","New Hampshire","330","Strafford","0170","Strafford",19429,19491,13,12,38920
"G3300190","1910","New Hampshire","330","Sullivan","0190","Sullivan",9701,9606,11,16,19307
"G3400010","1910","New Jersey","340","Atlantic","0010","Atlantic",30765,30253,5327,5455,61018
"G3400030","1910","New Jersey","340","Bergen","0030","Bergen",67634,66988,1482,1813,134622
"G3400050","1910","New Jersey","340","Burlington","0050","Burlington",31927,31145,1740,1714,63072
"G3400070","1910","New Jersey","340","Camden","0070","Camden",66318,66218,4612,4790,132536
"G3400090","1910","New Jersey","340","Cape May","0090","Cape May",9515,8783,751,693,18298
"G3400110","1910","New Jersey","340","Cumberland","0110","Cumberland",26496,26012,1344,1297,52508
"G3400130","1910","New Jersey","340","Essex","0130","Essex",243819,250592,8102,10002,494411
"G3400150","1910","New Jersey","340","Gloucester","0150","Gloucester",18160,16825,1359,1016,34985
"G3400170","1910","New Jersey","340","Hudson","0170","Hudson",273173,256574,3637,3536,529747
"G3400190","1910","New Jersey","340","Hunterdon","0190","Hunterdon",16828,16294,191,247,33122
"G3400210","1910","New Jersey","340","Mercer","0210","Mercer",62389,58013,2749,2376,120402
"G3400230","1910","New Jersey","340","Middlesex","0230","Middlesex",60147,52392,992,854,112539
"G3400250","1910","New Jersey","340","Monmouth","0250","Monmouth",43776,42628,3937,4342,86404
"G3400270","1910","New Jersey","340","Morris","0270","Morris",37325,35413,901,1039,72738
"G3400290","1910","New Jersey","340","Ocean","0290","Ocean",10386,10475,179,259,20861
"G3400310","1910","New Jersey","340","Passaic","0310","Passaic",106225,107155,1131,1270,213380
"G3400330","1910","New Jersey","340","Salem","0330","Salem",12212,11460,1803,1521,23672
"G3400350","1910","New Jersey","340","Somerset","0350","Somerset",19236,18157,707,707,37393
"G3400370","1910","New Jersey","340","Sussex","0370","Sussex",14710,11899,88,80,26609
"G3400390","1910","New Jersey","340","Union","0390","Union",67940,66820,2379,2974,134760
"G3400410","1910","New Jersey","340","Warren","0410","Warren",22501,20316,191,173,42817
"G3550035","1910","New Mexico Territory","355","Bernalillo","0035","Bernalillo",11276,10807,154,157,22083
"G3550055","1910","New Mexico Territory","355","Chaves","0055","Chaves",8901,7692,125,108,16593
"G3550075","1910","New Mexico Territory","355","Colfax","0075","Colfax",9409,6699,118,107,16108
"G3550095","1910","New Mexico Territory","355","Curry","0095","Curry",6236,5175,2,4,11411
"G3550115","1910","New Mexico Territory","355","Dona Ana","0115","Dona Ana",6669,6148,38,27,12817
"G3550135","1910","New Mexico Territory","355","Eddy","0135","Eddy",6689,5640,27,29,12329
"G3550155","1910","New Mexico Territory","355","Grant","0155","Grant",8183,6351,97,67,14534
"G3550175","1910","New Mexico Territory","355","Guadalupe","0175","Guadalupe",5830,5083,7,3,10913
"G3550195","1910","New Mexico Territory","355","Lincoln","0195","Lincoln",4388,3393,21,6,7781
"G3550215","1910","New Mexico Territory","355","Luna","0215","Luna",2140,1725,7,4,3865
"G3550235","1910","New Mexico Territory","355","McKinley","0235","Mckinley",2853,1696,48,18,4549
"G3550255","1910","New Mexico Territory","355","Mora","0255","Mora",6514,6085,2,3,12599
"G3550275","1910","New Mexico Territory","355","Otero","0275","Otero",3524,3069,16,8,6593
"G3550295","1910","New Mexico Territory","355","Quay","0295","Quay",8084,6797,15,10,14881
"G3550315","1910","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",7780,7472,0,2,15252
"G3550335","1910","New Mexico Territory","355","Roosevelt","0335","Roosevelt",6446,5614,3,1,12060
"G3550355","1910","New Mexico Territory","355","Sandoval","0355","Sandoval",3023,2709,5,2,5732
"G3550375","1910","New Mexico Territory","355","San Juan","0375","San Juan",3040,2594,4,3,5634
"G3550395","1910","New Mexico Territory","355","San Miguel","0395","San Miguel",11688,11095,55,67,22783
"G3550435","1910","New Mexico Territory","355","Santa Fe","0435","Santa Fe",7422,6861,72,56,14283
"G3550455","1910","New Mexico Territory","355","Sierra","0455","Sierra",1958,1569,6,2,3527
"G3550475","1910","New Mexico Territory","355","Socorro","0475","Socorro",7971,6591,29,16,14562
"G3550495","1910","New Mexico Territory","355","Taos","0495","Taos",5898,5473,2,3,11371
"G3550515","1910","New Mexico Territory","355","Torrance","0515","Torrance",5456,4634,3,5,10090
"G3550535","1910","New Mexico Territory","355","Union","0535","Union",6126,5234,20,22,11360
"G3550555","1910","New Mexico Territory","355","Valencia","0555","Valencia",5938,4946,15,7,10884
"G3600010","1910","New York","360","Albany","0010","Albany",83816,88576,577,645,172392
"G3600030","1910","New York","360","Allegany","0030","Allegany",20817,20269,172,153,41086
"G3600070","1910","New York","360","Broome","0070","Broome",38192,39879,360,365,78071
"G3600090","1910","New York","360","Cattaraugus","0090","Cattaraugus",32775,31797,177,156,64572
"G3600110","1910","New York","360","Cayuga","0110","Cayuga",33695,32737,346,315,66432
"G3600130","1910","New York","360","Chautauqua","0130","Chautauqua",52830,52040,92,77,104870
"G3600150","1910","New York","360","Chemung","0150","Chemung",27019,27030,326,267,54049
"G3600170","1910","New York","360","Chenango","0170","Chenango",17795,17583,93,103,35378
"G3600190","1910","New York","360","Clinton","0190","Clinton",25434,22531,219,32,47965
"G3600210","1910","New York","360","Columbia","0210","Columbia",21833,20712,583,520,42545
"G3600230","1910","New York","360","Cortland","0230","Cortland",14661,14516,42,29,29177
"G3600250","1910","New York","360","Delaware","0250","Delaware",23236,22113,124,102,45349
"G3600270","1910","New York","360","Dutchess","0270","Dutchess",42826,42453,1253,1114,85279
"G3600290","1910","New York","360","Erie","0290","Erie",267227,258448,1090,969,525675
"G3600310","1910","New York","360","Essex","0310","Essex",17726,15647,42,40,33373
"G3600330","1910","New York","360","Franklin","0330","Franklin",22464,21782,23,30,44246
"G3600350","1910","New York","360","Fulton","0350","Fulton",21643,22567,142,175,44210
"G3600370","1910","New York","360","Genesee","0370","Genesee",19001,18009,85,77,37010
"G3600390","1910","New York","360","Greene","0390","Greene",15119,14580,263,250,29699
"G3600410","1910","New York","360","Hamilton","0410","Hamilton",2476,1876,0,0,4352
"G3600430","1910","New York","360","Herkimer","0430","Herkimer",29308,26839,91,105,56147
"G3600450","1910","New York","360","Jefferson","0450","Jefferson",40314,39785,100,144,80099
"G3600470","1910","New York","360","Kings","0470","Kings",798535,811952,10245,12463,1610487
"G3600490","1910","New York","360","Lewis","0490","Lewis",12876,11960,7,6,24836
"G3600510","1910","New York","360","Livingston","0510","Livingston",19283,18391,192,152,37674
"G3600530","1910","New York","360","Madison","0530","Madison",19532,19408,161,135,38940
"G3600550","1910","New York","360","Monroe","0550","Monroe",142116,139802,632,592,281918
"G3600570","1910","New York","360","Montgomery","0570","Montgomery",28715,28629,115,98,57344
"G3600590","1910","New York","360","Nassau","0590","Nassau",41877,39664,1119,1198,81541
"G3600610","1910","New York","360","New York","0610","New York",1349562,1343666,29935,34716,2693228
"G3600630","1910","New York","360","Niagara","0630","Niagara",47373,43826,233,202,91199
"G3600650","1910","New York","360","Oneida","0650","Oneida",76739,76737,328,304,153476
"G3600670","1910","New York","360","Onondaga","0670","Onondaga",100831,97610,677,619,198441
"G3600690","1910","New York","360","Ontario","0690","Ontario",26058,25861,175,190,51919
"G3600710","1910","New York","360","Orange","0710","Orange",57985,54877,1680,1401,112862
"G3600730","1910","New York","360","Orleans","0730","Orleans",16221,15630,66,81,31851
"G3600750","1910","New York","360","Oswego","0750","Oswego",35791,35429,325,112,71220
"G3600770","1910","New York","360","Otsego","0770","Otsego",23773,23336,44,60,47109
"G3600790","1910","New York","360","Putnam","0790","Putnam",8005,6468,133,57,14473
"G3600810","1910","New York","360","Queens","0810","Queens",142620,138071,1440,1758,280691
"G3600830","1910","New York","360","Rensselaer","0830","Rensselaer",58128,63334,362,436,121462
"G3600850","1910","New York","360","Richmond","0850","Richmond",44127,40629,523,629,84756
"G3600870","1910","New York","360","Rockland","0870","Rockland",23524,21800,840,694,45324
"G3600890","1910","New York","360","St Lawrence","0890","St Lawrence",44964,43899,25,31,88863
"G3600910","1910","New York","360","Saratoga","0910","Saratoga",30980,30203,314,383,61183
"G3600930","1910","New York","360","Schenectady","0930","Schenectady",46869,41018,131,157,87887
"G3600950","1910","New York","360","Schoharie","0950","Schoharie",12028,11603,121,103,23631
"G3600970","1910","New York","360","Schuyler","0970","Schuyler",6835,6967,94,90,13802
"G3600990","1910","New York","360","Seneca","0990","Seneca",13547,13301,56,66,26848
"G3601010","1910","New York","360","Steuben","1010","Steuben",42326,40674,190,167,83000
"G3601030","1910","New York","360","Suffolk","1030","Suffolk",47522,45551,1342,1429,93073
"G3601050","1910","New York","360","Sullivan","1050","Sullivan",17124,16618,31,33,33742
"G3601070","1910","New York","360","Tioga","1070","Tioga",12479,12900,124,118,25379
"G3601090","1910","New York","360","Tompkins","1090","Tompkins",16230,16884,223,310,33114
"G3601110","1910","New York","360","Ulster","1110","Ulster",47182,42555,1359,667,89737
"G3601130","1910","New York","360","Warren","1130","Warren",15829,16350,7,18,32179
"G3601150","1910","New York","360","Washington","1150","Washington",24291,23285,106,91,47576
"G3601170","1910","New York","360","Wayne","1170","Wayne",24697,25283,109,85,49980
"G3601190","1910","New York","360","Westchester","1190","Westchester",139309,134518,4255,4731,273827
"G3601210","1910","New York","360","Wyoming","1210","Wyoming",16024,15766,47,41,31790
"G3601230","1910","New York","360","Yates","1230","Yates",9213,9294,68,66,18507
"G3700010","1910","North Carolina","370","Alamance","0010","Alamance",10579,10957,3533,3640,21536
"G3700030","1910","North Carolina","370","Alexander","0030","Alexander",5242,5440,418,492,10682
"G3700050","1910","North Carolina","370","Alleghany","0050","Alleghany",3599,3806,162,178,7405
"G3700070","1910","North Carolina","370","Anson","0070","Anson",6267,5868,6482,6844,12135
"G3700090","1910","North Carolina","370","Ashe","0090","Ashe",9207,9317,272,278,18524
"G3700130","1910","North Carolina","370","Beaufort","0130","Beaufort",9011,8920,6326,6615,17931
"G3700150","1910","North Carolina","370","Bertie","0150","Bertie",4847,4689,6589,6914,9536
"G3700170","1910","North Carolina","370","Bladen","0170","Bladen",4809,4769,4048,4344,9578
"G3700190","1910","North Carolina","370","Brunswick","0190","Brunswick",4704,4322,2645,2761,9026
"G3700210","1910","North Carolina","370","Buncombe","0210","Buncombe",20754,21060,3633,4349,41814
"G3700230","1910","North Carolina","370","Burke","0230","Burke",9140,9698,1196,1374,18838
"G3700250","1910","North Carolina","370","Cabarrus","0250","Cabarrus",10176,9969,2933,3162,20145
"G3700270","1910","North Carolina","370","Caldwell","0270","Caldwell",9115,9048,1209,1207,18163
"G3700290","1910","North Carolina","370","Camden","0290","Camden",1802,1625,1149,1064,3427
"G3700310","1910","North Carolina","370","Carteret","0310","Carteret",5828,5656,1108,1184,11484
"G3700330","1910","North Carolina","370","Caswell","0330","Caswell",3677,3530,3739,3912,7207
"G3700350","1910","North Carolina","370","Catawba","0350","Catawba",12085,12362,1603,1868,24447
"G3700370","1910","North Carolina","370","Chatham","0370","Chatham",7488,7470,3812,3856,14958
"G3700390","1910","North Carolina","370","Cherokee","0390","Cherokee",6785,6817,250,253,13602
"G3700410","1910","North Carolina","370","Chowan","0410","Chowan",2551,2593,3006,3153,5144
"G3700430","1910","North Carolina","370","Clay","0430","Clay",1844,1907,80,78,3751
"G3700450","1910","North Carolina","370","Cleveland","0450","Cleveland",11820,11895,2858,2921,23715
"G3700470","1910","North Carolina","370","Columbus","0470","Columbus",9723,9330,4425,4530,19053
"G3700490","1910","North Carolina","370","Craven","0490","Craven",5714,5565,6817,7493,11279
"G3700510","1910","North Carolina","370","Cumberland","0510","Cumberland",9813,10068,7360,7993,19881
"G3700530","1910","North Carolina","370","Currituck","0530","Currituck",2649,2446,1370,1228,5095
"G3700550","1910","North Carolina","370","Dare","0550","Dare",2270,2076,245,250,4346
"G3700570","1910","North Carolina","370","Davidson","0570","Davidson",12848,12811,1955,1789,25659
"G3700590","1910","North Carolina","370","Davie","0590","Davie",5481,5563,1131,1219,11044
"G3700610","1910","North Carolina","370","Duplin","0610","Duplin",8205,7956,4450,4831,16161
"G3700630","1910","North Carolina","370","Durham","0630","Durham",11137,11756,5888,6495,22893
"G3700650","1910","North Carolina","370","Edgecombe","0650","Edgecombe",6340,6215,9532,9921,12555
"G3700670","1910","North Carolina","370","Forsyth","0670","Forsyth",16783,16498,6976,7051,33281
"G3700690","1910","North Carolina","370","Franklin","0690","Franklin",6734,6392,5743,5821,13126
"G3700710","1910","North Carolina","370","Gaston","0710","Gaston",14116,14445,4110,4392,28561
"G3700730","1910","North Carolina","370","Gates","0730","Gates",2915,2847,2280,2413,5762
"G3700750","1910","North Carolina","370","Graham","0750","Graham",2367,2225,0,0,4592
"G3700770","1910","North Carolina","370","Granville","0770","Granville",6430,6429,6053,6186,12859
"G3700790","1910","North Carolina","370","Greene","0790","Greene",3649,3338,3047,3049,6987
"G3700810","1910","North Carolina","370","Guilford","0810","Guilford",22435,22680,7366,8013,45115
"G3700830","1910","North Carolina","370","Halifax","0830","Halifax",6761,6555,11880,12448,13316
"G3700850","1910","North Carolina","370","Harnett","0850","Harnett",8003,7699,3104,3338,15702
"G3700870","1910","North Carolina","370","Haywood","0870","Haywood",10701,9747,283,284,20448
"G3700890","1910","North Carolina","370","Henderson","0890","Henderson",7202,7245,877,938,14447
"G3700910","1910","North Carolina","370","Hertford","0910","Hertford",3150,3188,4559,4539,6338
"G3700950","1910","North Carolina","370","Hyde","0950","Hyde",2672,2467,1818,1883,5139
"G3700970","1910","North Carolina","370","Iredell","0970","Iredell",13195,13663,3582,3874,26858
"G3700990","1910","North Carolina","370","Jackson","0990","Jackson",6055,5890,300,303,11945
"G3701010","1910","North Carolina","370","Johnston","1010","Johnston",15793,15439,5025,5144,31232
"G3701030","1910","North Carolina","370","Jones","1030","Jones",2350,2275,1998,2098,4625
"G3701050","1910","North Carolina","370","Lee","1050","Lee",3866,3983,1675,1851,7849
"G3701070","1910","North Carolina","370","Lenoir","1070","Lenoir",6270,6273,4887,5338,12543
"G3701090","1910","North Carolina","370","Lincoln","1090","Lincoln",7036,7299,1332,1465,14335
"G3701110","1910","North Carolina","370","McDowell","1110","Mcdowell",5806,5652,1021,1059,11458
"G3701130","1910","North Carolina","370","Macon","1130","Macon",5816,5799,277,299,11615
"G3701150","1910","North Carolina","370","Madison","1150","Madison",9987,9713,245,187,19700
"G3701170","1910","North Carolina","370","Martin","1170","Martin",4635,4324,4310,4528,8959
"G3701190","1910","North Carolina","370","Mecklenburg","1190","Mecklenburg",20723,20824,12070,13411,41547
"G3701210","1910","North Carolina","370","Mitchell","1210","Mitchell",8678,8224,183,160,16902
"G3701230","1910","North Carolina","370","Montgomery","1230","Montgomery",5769,5533,1748,1912,11302
"G3701250","1910","North Carolina","370","Moore","1250","Moore",5538,5825,2723,2914,11363
"G3701270","1910","North Carolina","370","Nash","1270","Nash",10098,9515,7070,7034,19613
"G3701290","1910","North Carolina","370","New Hanover","1290","New Hanover",8386,8328,7106,8196,16714
"G3701310","1910","North Carolina","370","Northampton","1310","Northampton",4712,4549,6307,6755,9261
"G3701330","1910","North Carolina","370","Onslow","1330","Onslow",5146,4741,2142,2096,9887
"G3701350","1910","North Carolina","370","Orange","1350","Orange",5144,4994,2413,2513,10138
"G3701370","1910","North Carolina","370","Pamlico","1370","Pamlico",3172,3021,1915,1858,6193
"G3701390","1910","North Carolina","370","Pasquotank","1390","Pasquotank",4171,4163,4132,4225,8334
"G3701410","1910","North Carolina","370","Pender","1410","Pender",4083,3768,3714,3906,7851
"G3701430","1910","North Carolina","370","Perquimans","1430","Perquimans",2806,2659,2803,2786,5465
"G3701450","1910","North Carolina","370","Person","1450","Person",5099,4783,3663,3811,9882
"G3701470","1910","North Carolina","370","Pitt","1470","Pitt",9422,8811,8749,9357,18233
"G3701490","1910","North Carolina","370","Polk","1490","Polk",3319,3227,530,564,6546
"G3701510","1910","North Carolina","370","Randolph","1510","Randolph",13099,12971,1646,1775,26070
"G3701530","1910","North Carolina","370","Richmond","1530","Richmond",5237,5209,4479,4746,10446
"G3701550","1910","North Carolina","370","Robeson","1550","Robeson",11814,11717,11083,11435,23531
"G3701570","1910","North Carolina","370","Rockingham","1570","Rockingham",13032,12933,4972,5502,25965
"G3701590","1910","North Carolina","370","Rowan","1590","Rowan",14362,14083,4413,4661,28445
"G3701610","1910","North Carolina","370","Rutherford","1610","Rutherford",11927,12170,2067,2221,24097
"G3701630","1910","North Carolina","370","Sampson","1630","Sampson",10035,9691,4804,5239,19726
"G3701650","1910","North Carolina","370","Scotland","1650","Scotland",3372,3443,4129,4344,6815
"G3701670","1910","North Carolina","370","Stanly","1670","Stanly",8969,8807,1129,1003,17776
"G3701690","1910","North Carolina","370","Stokes","1690","Stokes",8915,8667,1282,1287,17582
"G3701710","1910","North Carolina","370","Surry","1710","Surry",13623,13445,1292,1340,27068
"G3701730","1910","North Carolina","370","Swain","1730","Swain",4908,4498,95,90,9406
"G3701750","1910","North Carolina","370","Transylvania","1750","Transylvania",3281,3272,324,314,6553
"G3701770","1910","North Carolina","370","Tyrrell","1770","Tyrrell",1811,1766,829,813,3577
"G3701790","1910","North Carolina","370","Union","1790","Union",12251,11687,4596,4741,23938
"G3701810","1910","North Carolina","370","Vance","1810","Vance",4695,4726,4815,5189,9421
"G3701830","1910","North Carolina","370","Wake","1830","Wake",18836,18523,12570,13300,37359
"G3701850","1910","North Carolina","370","Warren","1850","Warren",3574,3461,6513,6694,7035
"G3701870","1910","North Carolina","370","Washington","1870","Washington",2844,2712,2685,2818,5556
"G3701890","1910","North Carolina","370","Watauga","1890","Watauga",6743,6546,138,108,13289
"G3701910","1910","North Carolina","370","Wayne","1910","Wayne",10162,9955,7425,8154,20117
"G3701930","1910","North Carolina","370","Wilkes","1930","Wilkes",13598,14093,1229,1362,27691
"G3701950","1910","North Carolina","370","Wilson","1950","Wilson",8196,7722,6107,6243,15918
"G3701970","1910","North Carolina","370","Yadkin","1970","Yadkin",7074,7180,592,582,14254
"G3701990","1910","North Carolina","370","Yancey","1990","Yancey",5991,5848,127,106,11839
"G3800010","1910","North Dakota","380","Adams","0010","Adams",3168,2239,0,0,5407
"G3800030","1910","North Dakota","380","Barnes","0030","Barnes",9785,8278,2,0,18063
"G3800050","1910","North Dakota","380","Benson","0050","Benson",6527,5119,2,7,11646
"G3800070","1910","North Dakota","380","Billings","0070","Billings",5996,4178,3,3,10174
"G3800090","1910","North Dakota","380","Bottineau","0090","Bottineau",9342,7943,6,4,17285
"G3800110","1910","North Dakota","380","Bowman","0110","Bowman",2732,1935,1,0,4667
