GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A30001,A30002,A30003,A30004,A5A001
"G1201110","1910","Florida","120","St Lucie","1110","St Lucie",1728,1482,491,374,3210
"G1201130","1910","Florida","120","Santa Rosa","1130","Santa Rosa",5495,5168,2338,1896,10663
"G1201190","1910","Florida","120","Sumter","1190","Sumter",2365,2076,1246,1009,4441
"G1201210","1910","Florida","120","Suwannee","1210","Suwannee",5519,5271,3901,3912,10790
"G1201230","1910","Florida","120","Taylor","1230","Taylor",2376,2038,1688,1001,4414
"G1201270","1910","Florida","120","Volusia","1270","Volusia",4972,4935,3537,3055,9907
"G1201290","1910","Florida","120","Wakulla","1290","Wakulla",1272,1146,1278,1106,2418
"G1201310","1910","Florida","120","Walton","1310","Walton",5995,5468,2705,2292,11463
"G1201330","1910","Florida","120","Washington","1330","Washington",6023,5415,2689,2276,11438
"G1300010","1910","Georgia","130","Appling","0010","Appling",4884,4571,1535,1328,9455
"G1300070","1910","Georgia","130","Baker","0070","Baker",1138,1117,2859,2859,2255
"G1300090","1910","Georgia","130","Baldwin","0090","Baldwin",3555,3793,5390,5615,7348
"G1300110","1910","Georgia","130","Banks","0110","Banks",4551,4372,1157,1164,8923
"G1300150","1910","Georgia","130","Bartow","0150","Bartow",9537,9502,3224,3124,19039
"G1300170","1910","Georgia","130","Ben Hill","0170","Ben Hill",3559,3403,2526,2375,6962
"G1300190","1910","Georgia","130","Berrien","0190","Berrien",8416,8080,3240,3023,16496
"G1300210","1910","Georgia","130","Bibb","0210","Bibb",14556,14604,12979,14502,29160
"G1300270","1910","Georgia","130","Brooks","0270","Brooks",4895,4851,7111,6975,9746
"G1300290","1910","Georgia","130","Bryan","0290","Bryan",1774,1591,1763,1574,3365
"G1300310","1910","Georgia","130","Bulloch","0310","Bulloch",8137,7721,5460,5131,15858
"G1300330","1910","Georgia","130","Burke","0330","Burke",2494,2311,10922,11540,4805
"G1300350","1910","Georgia","130","Butts","0350","Butts",3333,3091,3627,3573,6424
"G1300370","1910","Georgia","130","Calhoun","0370","Calhoun",1497,1476,4123,4238,2973
"G1300390","1910","Georgia","130","Camden","0390","Camden",1358,1219,2664,2449,2577
"G1300395","1910","Georgia","130","Campbell","0395","Campbell",3732,3526,1907,1709,7258
"G1300450","1910","Georgia","130","Carroll","0450","Carroll",12294,12178,3232,3151,24472
"G1300470","1910","Georgia","130","Catoosa","0470","Catoosa",3772,2936,242,234,6708
"G1300490","1910","Georgia","130","Charlton","0490","Charlton",1826,1707,684,505,3533
"G1300510","1910","Georgia","130","Chatham","0510","Chatham",18161,17513,20656,23325,35674
"G1300530","1910","Georgia","130","Chattahoochee","0530","Chattahoochee",894,828,1858,2006,1722
"G1300550","1910","Georgia","130","Chattooga","0550","Chattooga",5497,5657,1291,1163,11154
"G1300570","1910","Georgia","130","Cherokee","0570","Cherokee",7831,7662,574,594,15493
"G1300590","1910","Georgia","130","Clarke","0590","Clarke",5693,5809,5585,6182,11502
"G1300610","1910","Georgia","130","Clay","0610","Clay",1214,1177,3183,3386,2391
"G1300630","1910","Georgia","130","Clayton","0630","Clayton",2923,2898,2360,2272,5821
"G1300650","1910","Georgia","130","Clinch","0650","Clinch",2665,2381,1896,1482,5046
"G1300670","1910","Georgia","130","Cobb","0670","Cobb",10465,10512,3594,3824,20977
"G1300690","1910","Georgia","130","Coffee","0690","Coffee",7384,6835,4091,3643,14219
"G1300710","1910","Georgia","130","Colquitt","0710","Colquitt",7720,7452,2383,2234,15172
"G1300730","1910","Georgia","130","Columbia","0730","Columbia",1605,1519,4575,4623,3124
"G1300770","1910","Georgia","130","Coweta","0770","Coweta",6272,6259,8005,8262,12531
"G1300790","1910","Georgia","130","Crawford","0790","Crawford",1723,1665,2449,2473,3388
"G1300810","1910","Georgia","130","Crisp","0810","Crisp",4030,3776,4251,4365,7806
"G1300830","1910","Georgia","130","Dade","0830","Dade",1996,1852,148,143,3848
"G1300850","1910","Georgia","130","Dawson","0850","Dawson",2254,2280,72,80,4534
"G1300870","1910","Georgia","130","Decatur","0870","Decatur",6305,6000,8330,8408,12305
"G1300890","1910","Georgia","130","DeKalb","0890","De Kalb",9726,9793,4285,4077,19519
"G1300910","1910","Georgia","130","Dodge","0910","Dodge",6019,5647,4306,4154,11666
"G1300930","1910","Georgia","130","Dooly","0930","Dooly",4016,3810,6415,6313,7826
"G1300950","1910","Georgia","130","Dougherty","0950","Dougherty",2069,1914,5793,6256,3983
"G1300970","1910","Georgia","130","Douglas","0970","Douglas",3465,3317,1102,1069,6782
"G1300990","1910","Georgia","130","Early","0990","Early",3446,3402,5652,5621,6848
"G1301010","1910","Georgia","130","Echols","1010","Echols",1211,1108,577,413,2319
"G1301030","1910","Georgia","130","Effingham","1030","Effingham",2896,2797,2170,2108,5693
"G1301050","1910","Georgia","130","Elbert","1050","Elbert",6204,5837,6100,5982,12041
"G1301070","1910","Georgia","130","Emanuel","1070","Emanuel",7742,7408,5175,4815,15150
"G1301110","1910","Georgia","130","Fannin","1110","Fannin",6229,6183,76,86,12412
"G1301130","1910","Georgia","130","Fayette","1130","Fayette",3627,3524,1901,1914,7151
"G1301150","1910","Georgia","130","Floyd","1150","Floyd",13134,13114,5180,5302,26248
"G1301170","1910","Georgia","130","Forsyth","1170","Forsyth",5395,5447,552,546,10842
"G1301190","1910","Georgia","130","Franklin","1190","Franklin",7028,6892,2017,1957,13920
"G1301210","1910","Georgia","130","Fulton","1210","Fulton",60507,59156,26513,31472,119663
"G1301230","1910","Georgia","130","Gilmer","1230","Gilmer",4500,4666,36,35,9166
"G1301250","1910","Georgia","130","Glascock","1250","Glascock",1602,1560,725,782,3162
"G1301270","1910","Georgia","130","Glynn","1270","Glynn",3108,2831,4988,4786,5939
"G1301290","1910","Georgia","130","Gordon","1290","Gordon",7318,7187,699,657,14505
"G1301310","1910","Georgia","130","Grady","1310","Grady",5603,5451,3707,3696,11054
"G1301330","1910","Georgia","130","Greene","1330","Greene",3453,3422,5725,5911,6875
"G1301350","1910","Georgia","130","Gwinnett","1350","Gwinnett",12278,12115,2237,2194,24393
"G1301370","1910","Georgia","130","Habersham","1370","Habersham",4712,4711,337,374,9423
"G1301390","1910","Georgia","130","Hall","1390","Hall",10768,10932,1946,2084,21700
"G1301410","1910","Georgia","130","Hancock","1410","Hancock",2453,2464,7114,7154,4917
"G1301430","1910","Georgia","130","Haralson","1430","Haralson",5759,5728,952,1075,11487
"G1301450","1910","Georgia","130","Harris","1450","Harris",2486,2535,6295,6570,5021
"G1301470","1910","Georgia","130","Hart","1470","Hart",5639,5497,2522,2558,11136
"G1301490","1910","Georgia","130","Heard","1490","Heard",3735,3698,1899,1857,7433
"G1301510","1910","Georgia","130","Henry","1510","Henry",4878,4865,5048,5136,9743
"G1301530","1910","Georgia","130","Houston","1530","Houston",3111,3109,8496,8892,6220
"G1301550","1910","Georgia","130","Irwin","1550","Irwin",2921,2624,2532,2384,5545
"G1301570","1910","Georgia","130","Jackson","1570","Jackson",10836,10708,4335,4278,21544
"G1301590","1910","Georgia","130","Jasper","1590","Jasper",2602,2465,5738,5746,5067
"G1301610","1910","Georgia","130","Jeff Davis","1610","Jeff Davis",2287,2170,821,772,4457
"G1301630","1910","Georgia","130","Jefferson","1630","Jefferson",4260,4140,6273,6706,8400
"G1301650","1910","Georgia","130","Jenkins","1650","Jenkins",2214,2010,3632,3664,4224
"G1301670","1910","Georgia","130","Johnson","1670","Johnson",3714,3626,2755,2802,7340
"G1301690","1910","Georgia","130","Jones","1690","Jones",1979,1836,4598,4690,3815
"G1301750","1910","Georgia","130","Laurens","1750","Laurens",9215,8741,8624,8920,17956
"G1301770","1910","Georgia","130","Lee","1770","Lee",855,832,5058,4934,1687
"G1301790","1910","Georgia","130","Liberty","1790","Liberty",2373,2196,4271,4084,4569
"G1301810","1910","Georgia","130","Lincoln","1810","Lincoln",1795,1744,2588,2587,3539
"G1301850","1910","Georgia","130","Lowndes","1850","Lowndes",5788,5693,6615,6340,11481
"G1301870","1910","Georgia","130","Lumpkin","1870","Lumpkin",2503,2621,157,163,5124
"G1301890","1910","Georgia","130","McDuffie","1890","Mcduffie",2171,2167,2966,3019,4338
"G1301910","1910","Georgia","130","McIntosh","1910","Mcintosh",748,716,2382,2596,1464
"G1301930","1910","Georgia","130","Macon","1930","Macon",2252,2182,5093,5488,4434
"G1301950","1910","Georgia","130","Madison","1950","Madison",5911,5791,2524,2625,11702
"G1301970","1910","Georgia","130","Marion","1970","Marion",1889,1894,2581,2783,3783
"G1301990","1910","Georgia","130","Meriwether","1990","Meriwether",5279,5171,7307,7423,10450
"G1302010","1910","Georgia","130","Miller","2010","Miller",2394,2324,1724,1533,4718
"G1302015","1910","Georgia","130","Milton","2015","Milton",3346,3175,377,341,6521
"G1302050","1910","Georgia","130","Mitchell","2050","Mitchell",5334,5131,5735,5914,10465
"G1302070","1910","Georgia","130","Monroe","2070","Monroe",3421,3372,6600,7056,6793
"G1302090","1910","Georgia","130","Montgomery","2090","Montgomery",6378,5950,3722,3588,12328
"G1302110","1910","Georgia","130","Morgan","2110","Morgan",3235,3068,6658,6756,6303
"G1302130","1910","Georgia","130","Murray","2130","Murray",4794,4567,219,183,9361
"G1302150","1910","Georgia","130","Muscogee","2150","Muscogee",9365,10107,7688,9059,19472
"G1302170","1910","Georgia","130","Newton","2170","Newton",4507,4483,4621,4837,8990
"G1302190","1910","Georgia","130","Oconee","2190","Oconee",3003,2939,2654,2508,5942
"G1302210","1910","Georgia","130","Oglethorpe","2210","Oglethorpe",3729,3613,5712,5626,7342
"G1302230","1910","Georgia","130","Paulding","2230","Paulding",6311,6225,804,784,12536
"G1302270","1910","Georgia","130","Pickens","2270","Pickens",4298,4303,225,215,8601
"G1302290","1910","Georgia","130","Pierce","2290","Pierce",4205,3802,1542,1200,8007
"G1302310","1910","Georgia","130","Pike","2310","Pike",4588,4746,4951,5208,9334
"G1302330","1910","Georgia","130","Polk","2330","Polk",7357,7147,2849,2848,14504
"G1302350","1910","Georgia","130","Pulaski","2350","Pulaski",4785,4544,6611,6893,9329
"G1302370","1910","Georgia","130","Putnam","2370","Putnam",1916,1781,5015,5163,3697
"G1302390","1910","Georgia","130","Quitman","2390","Quitman",502,492,1762,1826,994
"G1302410","1910","Georgia","130","Rabun","2410","Rabun",2720,2680,75,81,5400
"G1302430","1910","Georgia","130","Randolph","2430","Randolph",2914,2940,6315,6671,5854
"G1302450","1910","Georgia","130","Richmond","2450","Richmond",14879,15568,13110,15280,30447
"G1302470","1910","Georgia","130","Rockdale","2470","Rockdale",2629,2695,1775,1817,5324
"G1302490","1910","Georgia","130","Schley","2490","Schley",962,960,1593,1698,1922
"G1302510","1910","Georgia","130","Screven","2510","Screven",4117,3920,6132,6033,8037
"G1302550","1910","Georgia","130","Spalding","2550","Spalding",4867,4813,4953,5107,9680
"G1302570","1910","Georgia","130","Stephens","2570","Stephens",3743,3763,1085,1137,7506
"G1302590","1910","Georgia","130","Stewart","2590","Stewart",1529,1527,5131,5250,3056
"G1302610","1910","Georgia","130","Sumter","2610","Sumter",3935,3912,10524,10719,7847
"G1302630","1910","Georgia","130","Talbot","2630","Talbot",1774,1692,4033,4197,3466
"G1302650","1910","Georgia","130","Taliaferro","2650","Taliaferro",1160,1156,3161,3289,2316
"G1302670","1910","Georgia","130","Tattnall","2670","Tattnall",6502,6225,2999,2842,12727
"G1302690","1910","Georgia","130","Taylor","2690","Taylor",2760,2700,2612,2767,5460
"G1302710","1910","Georgia","130","Telfair","2710","Telfair",4390,4137,2414,2347,8527
"G1302730","1910","Georgia","130","Terrell","2730","Terrell",2707,2689,8117,8490,5396
"G1302750","1910","Georgia","130","Thomas","2750","Thomas",6025,5959,8267,8819,11984
"G1302770","1910","Georgia","130","Tift","2770","Tift",3968,3740,1960,1817,7708
"G1302790","1910","Georgia","130","Toombs","2790","Toombs",4034,3759,1777,1634,7793
"G1302810","1910","Georgia","130","Towns","2810","Towns",1911,2006,7,8,3917
"G1302850","1910","Georgia","130","Troup","2850","Troup",5343,5484,7548,7851,10827
"G1302870","1910","Georgia","130","Turner","2870","Turner",3075,2979,2055,1963,6054
"G1302890","1910","Georgia","130","Twiggs","2890","Twiggs",1681,1659,3629,3767,3340
"G1302910","1910","Georgia","130","Union","2910","Union",3369,3485,33,31,6854
"G1302930","1910","Georgia","130","Upson","2930","Upson",2921,2838,3467,3531,5759
"G1302950","1910","Georgia","130","Walker","2950","Walker",8317,7924,1289,1162,16241
"G1302970","1910","Georgia","130","Walton","2970","Walton",7693,7628,4942,5128,15321
"G1302990","1910","Georgia","130","Ware","2990","Ware",7557,6484,4966,3948,14041
"G1303010","1910","Georgia","130","Warren","3010","Warren",1874,1854,3923,4209,3728
"G1303030","1910","Georgia","130","Washington","3030","Washington",5470,5311,8391,9002,10781
"G1303050","1910","Georgia","130","Wayne","3050","Wayne",5071,4689,1725,1584,9760
"G1303070","1910","Georgia","130","Webster","3070","Webster",983,986,2015,2167,1969
"G1303110","1910","Georgia","130","White","3110","White",2342,2371,215,182,4713
"G1303130","1910","Georgia","130","Whitfield","3130","Whitfield",7184,7030,829,890,14214
"G1303150","1910","Georgia","130","Wilcox","3150","Wilcox",4054,3927,2788,2717,7981
"G1303170","1910","Georgia","130","Wilkes","3170","Wilkes",3481,3361,8186,8412,6842
"G1303190","1910","Georgia","130","Wilkinson","3190","Wilkinson",2483,2440,2577,2578,4923
"G1303210","1910","Georgia","130","Worth","3210","Worth",4947,4683,4840,4677,9630
"G1550015","1910","Hawaii Territory","155","Hawaii","0015","Hawaii",6642,5462,94,46,12104
"G1550035","1910","Hawaii Territory","155","Honolulu","0035","Honolulu",12482,9130,225,174,21612
"G1550055","1910","Hawaii Territory","155","Kalawao","0055","Kalawao",56,25,1,2,81
"G1550075","1910","Hawaii Territory","155","Kauai","0075","Kauai",2626,2037,45,14,4663
"G1550095","1910","Hawaii Territory","155","Maui","0095","Maui",2976,2612,50,44,5588
"G1600010","1910","Idaho","160","Ada","0010","Ada",16008,12602,100,68,28610
"G1600050","1910","Idaho","160","Bannock","0050","Bannock",10702,7489,96,33,18191
"G1600070","1910","Idaho","160","Bear Lake","0070","Bear Lake",4022,3671,1,0,7693
"G1600110","1910","Idaho","160","Bingham","0110","Bingham",12053,10258,25,19,22311
"G1600130","1910","Idaho","160","Blaine","0130","Blaine",4754,3565,7,3,8319
"G1600150","1910","Idaho","160","Boise","0150","Boise",3054,2104,2,1,5158
"G1600170","1910","Idaho","160","Bonner","0170","Bonner",7916,5367,8,8,13283
"G1600270","1910","Idaho","160","Canyon","0270","Canyon",13653,11437,16,17,25090
"G1600310","1910","Idaho","160","Cassia","0310","Cassia",3959,3228,1,0,7187
"G1600370","1910","Idaho","160","Custer","0370","Custer",1853,1134,1,0,2987
"G1600390","1910","Idaho","160","Elmore","0390","Elmore",2833,1801,1,0,4634
"G1600430","1910","Idaho","160","Fremont","0430","Fremont",13081,11298,11,9,24379
"G1600490","1910","Idaho","160","Idaho","0490","Idaho",6883,5244,2,3,12127
"G1600550","1910","Idaho","160","Kootenai","0550","Kootenai",12984,9251,22,22,22235
"G1600570","1910","Idaho","160","Latah","0570","Latah",10288,8443,15,13,18731
"G1600590","1910","Idaho","160","Lemhi","0590","Lemhi",3194,1551,3,2,4745
"G1600630","1910","Idaho","160","Lincoln","0630","Lincoln",7547,5012,17,11,12559
"G1600690","1910","Idaho","160","Nez Perce","0690","Nez Perce",13333,10468,29,19,23801
"G1600710","1910","Idaho","160","Oneida","0710","Oneida",7858,7105,1,1,14963
"G1600730","1910","Idaho","160","Owyhee","0730","Owyhee",2397,1395,0,3,3792
"G1600790","1910","Idaho","160","Shoshone","0790","Shoshone",8816,5088,10,8,13904
"G1600830","1910","Idaho","160","Twin Falls","0830","Twin Falls",7870,5596,20,11,13466
"G1600870","1910","Idaho","160","Washington","0870","Washington",6179,4877,10,2,11056
"G1700010","1910","Illinois","170","Adams","0010","Adams",32131,30563,975,905,62694
"G1700030","1910","Illinois","170","Alexander","0030","Alexander",7858,7102,3983,3792,14960
"G1700050","1910","Illinois","170","Bond","0050","Bond",8612,8302,78,82,16914
"G1700070","1910","Illinois","170","Boone","0070","Boone",7987,7451,20,23,15438
"G1700090","1910","Illinois","170","Brown","0090","Brown",5259,5132,5,1,10391
"G1700110","1910","Illinois","170","Bureau","0110","Bureau",23208,20544,114,109,43752
"G1700130","1910","Illinois","170","Calhoun","0130","Calhoun",4629,3981,0,0,8610
"G1700150","1910","Illinois","170","Carroll","0150","Carroll",9238,8783,8,5,18021
"G1700170","1910","Illinois","170","Cass","0170","Cass",8981,8387,2,2,17368
"G1700190","1910","Illinois","170","Champaign","0190","Champaign",26136,24721,476,474,50857
"G1700210","1910","Illinois","170","Christian","0210","Christian",17752,16659,94,87,34411
"G1700230","1910","Illinois","170","Clark","0230","Clark",11846,11596,37,37,23442
"G1700250","1910","Illinois","170","Clay","0250","Clay",9396,9239,10,16,18635
"G1700270","1910","Illinois","170","Clinton","0270","Clinton",11738,10809,147,138,22547
"G1700290","1910","Illinois","170","Coles","0290","Coles",17441,16867,93,108,34308
"G1700310","1910","Illinois","170","Cook","0310","Cook",1213922,1142457,23915,22712,2356379
"G1700330","1910","Illinois","170","Crawford","0330","Crawford",13734,12509,22,16,26243
"G1700350","1910","Illinois","170","Cumberland","0350","Cumberland",7292,6982,5,2,14274
