GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFQ001
"G3000390","1930","Montana","300","Granite","0390","Granite",2986
"G3000410","1930","Montana","300","Hill","0410","Hill",13026
"G3000430","1930","Montana","300","Jefferson","0430","Jefferson",4069
"G3000450","1930","Montana","300","Judith Basin","0450","Judith Basin",5202
"G3000470","1930","Montana","300","Lake","0470","Lake",7727
"G3000490","1930","Montana","300","Lewis And Clark","0490","Lewis And Clark",17686
"G3000510","1930","Montana","300","Liberty","0510","Liberty",2198
"G3000530","1930","Montana","300","Lincoln","0530","Lincoln",6982
"G3000550","1930","Montana","300","McCone","0550","Mccone",4788
"G3000570","1930","Montana","300","Madison","0570","Madison",6310
"G3000590","1930","Montana","300","Meagher","0590","Meagher",2258
"G3000610","1930","Montana","300","Mineral","0610","Mineral",1597
"G3000630","1930","Montana","300","Missoula","0630","Missoula",21365
"G3000650","1930","Montana","300","Musselshell","0650","Musselshell",7240
"G3000670","1930","Montana","300","Park","0670","Park",10805
"G3000690","1930","Montana","300","Petroleum","0690","Petroleum",2040
"G3000710","1930","Montana","300","Phillips","0710","Phillips",7739
"G3000730","1930","Montana","300","Pondera","0730","Pondera",6492
"G3000750","1930","Montana","300","Powder River","0750","Powder River",3905
"G3000770","1930","Montana","300","Powell","0770","Powell",6019
"G3000790","1930","Montana","300","Prairie","0790","Prairie",3889
"G3000810","1930","Montana","300","Ravalli","0810","Ravalli",10081
"G3000830","1930","Montana","300","Richland","0830","Richland",9456
"G3000850","1930","Montana","300","Roosevelt","0850","Roosevelt",8646
"G3000870","1930","Montana","300","Rosebud","0870","Rosebud",6370
"G3000890","1930","Montana","300","Sanders","0890","Sanders",5216
"G3000910","1930","Montana","300","Sheridan","0910","Sheridan",9588
"G3000930","1930","Montana","300","Silver Bow","0930","Silver Bow",56329
"G3000950","1930","Montana","300","Stillwater","0950","Stillwater",6205
"G3000970","1930","Montana","300","Sweet Grass","0970","Sweet Grass",3927
"G3000990","1930","Montana","300","Teton","0990","Teton",5976
"G3001010","1930","Montana","300","Toole","1010","Toole",6658
"G3001030","1930","Montana","300","Treasure","1030","Treasure",1511
"G3001050","1930","Montana","300","Valley","1050","Valley",10775
"G3001070","1930","Montana","300","Wheatland","1070","Wheatland",3713
"G3001090","1930","Montana","300","Wibaux","1090","Wibaux",2767
"G3001110","1930","Montana","300","Yellowstone","1110","Yellowstone",29788
"G3001130","1930","Montana","300","Yellowstone National Park","1130","Yellowstone National Park",52
"G3100010","1930","Nebraska","310","Adams","0010","Adams",26087
"G3100030","1930","Nebraska","310","Antelope","0030","Antelope",15199
"G3100050","1930","Nebraska","310","Arthur","0050","Arthur",1344
"G3100070","1930","Nebraska","310","Banner","0070","Banner",1672
"G3100090","1930","Nebraska","310","Blaine","0090","Blaine",1581
"G3100110","1930","Nebraska","310","Boone","0110","Boone",14737
"G3100130","1930","Nebraska","310","Box Butte","0130","Box Butte",11446
"G3100150","1930","Nebraska","310","Boyd","0150","Boyd",7168
"G3100170","1930","Nebraska","310","Brown","0170","Brown",5771
"G3100190","1930","Nebraska","310","Buffalo","0190","Buffalo",24190
"G3100210","1930","Nebraska","310","Burt","0210","Burt",13033
"G3100230","1930","Nebraska","310","Butler","0230","Butler",14396
"G3100250","1930","Nebraska","310","Cass","0250","Cass",17664
"G3100270","1930","Nebraska","310","Cedar","0270","Cedar",16427
"G3100290","1930","Nebraska","310","Chase","0290","Chase",5483
"G3100310","1930","Nebraska","310","Cherry","0310","Cherry",10784
"G3100330","1930","Nebraska","310","Cheyenne","0330","Cheyenne",10080
"G3100350","1930","Nebraska","310","Clay","0350","Clay",13570
"G3100370","1930","Nebraska","310","Colfax","0370","Colfax",11421
"G3100390","1930","Nebraska","310","Cuming","0390","Cuming",14323
"G3100410","1930","Nebraska","310","Custer","0410","Custer",26172
"G3100430","1930","Nebraska","310","Dakota","0430","Dakota",9401
"G3100450","1930","Nebraska","310","Dawes","0450","Dawes",11291
"G3100470","1930","Nebraska","310","Dawson","0470","Dawson",17746
"G3100490","1930","Nebraska","310","Deuel","0490","Deuel",3902
"G3100510","1930","Nebraska","310","Dixon","0510","Dixon",11585
"G3100530","1930","Nebraska","310","Dodge","0530","Dodge",25199
"G3100550","1930","Nebraska","310","Douglas","0550","Douglas",220558
"G3100570","1930","Nebraska","310","Dundy","0570","Dundy",5610
"G3100590","1930","Nebraska","310","Fillmore","0590","Fillmore",12943
"G3100610","1930","Nebraska","310","Franklin","0610","Franklin",9094
"G3100630","1930","Nebraska","310","Frontier","0630","Frontier",8109
"G3100650","1930","Nebraska","310","Furnas","0650","Furnas",12138
"G3100670","1930","Nebraska","310","Gage","0670","Gage",30106
"G3100690","1930","Nebraska","310","Garden","0690","Garden",4948
"G3100710","1930","Nebraska","310","Garfield","0710","Garfield",3207
"G3100730","1930","Nebraska","310","Gosper","0730","Gosper",4287
"G3100750","1930","Nebraska","310","Grant","0750","Grant",1421
"G3100770","1930","Nebraska","310","Greeley","0770","Greeley",8438
"G3100790","1930","Nebraska","310","Hall","0790","Hall",26817
"G3100810","1930","Nebraska","310","Hamilton","0810","Hamilton",12155
"G3100830","1930","Nebraska","310","Harlan","0830","Harlan",8944
"G3100850","1930","Nebraska","310","Hayes","0850","Hayes",3603
"G3100870","1930","Nebraska","310","Hitchcock","0870","Hitchcock",7257
"G3100890","1930","Nebraska","310","Holt","0890","Holt",16501
"G3100910","1930","Nebraska","310","Hooker","0910","Hooker",1180
"G3100930","1930","Nebraska","310","Howard","0930","Howard",10019
"G3100950","1930","Nebraska","310","Jefferson","0950","Jefferson",16338
"G3100970","1930","Nebraska","310","Johnson","0970","Johnson",9157
"G3100990","1930","Nebraska","310","Kearney","0990","Kearney",8062
"G3101010","1930","Nebraska","310","Keith","1010","Keith",6607
"G3101030","1930","Nebraska","310","Keya Paha","1030","Keya Paha",3202
"G3101050","1930","Nebraska","310","Kimball","1050","Kimball",4573
"G3101070","1930","Nebraska","310","Knox","1070","Knox",18406
"G3101090","1930","Nebraska","310","Lancaster","1090","Lancaster",98788
"G3101110","1930","Nebraska","310","Lincoln","1110","Lincoln",24835
"G3101130","1930","Nebraska","310","Logan","1130","Logan",2004
"G3101150","1930","Nebraska","310","Loup","1150","Loup",1818
"G3101170","1930","Nebraska","310","McPherson","1170","Mcpherson",1356
"G3101190","1930","Nebraska","310","Madison","1190","Madison",25981
"G3101210","1930","Nebraska","310","Merrick","1210","Merrick",10566
"G3101230","1930","Nebraska","310","Morrill","1230","Morrill",9377
"G3101250","1930","Nebraska","310","Nance","1250","Nance",8709
"G3101270","1930","Nebraska","310","Nemaha","1270","Nemaha",12345
"G3101290","1930","Nebraska","310","Nuckolls","1290","Nuckolls",12581
"G3101310","1930","Nebraska","310","Otoe","1310","Otoe",19827
"G3101330","1930","Nebraska","310","Pawnee","1330","Pawnee",9423
"G3101350","1930","Nebraska","310","Perkins","1350","Perkins",5827
"G3101370","1930","Nebraska","310","Phelps","1370","Phelps",9236
"G3101390","1930","Nebraska","310","Pierce","1390","Pierce",11080
"G3101410","1930","Nebraska","310","Platte","1410","Platte",21175
"G3101430","1930","Nebraska","310","Polk","1430","Polk",10092
"G3101450","1930","Nebraska","310","Red Willow","1450","Red Willow",13765
"G3101470","1930","Nebraska","310","Richardson","1470","Richardson",19646
"G3101490","1930","Nebraska","310","Rock","1490","Rock",3365
"G3101510","1930","Nebraska","310","Saline","1510","Saline",16353
"G3101530","1930","Nebraska","310","Sarpy","1530","Sarpy",10359
"G3101550","1930","Nebraska","310","Saunders","1550","Saunders",20128
"G3101570","1930","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",26015
"G3101590","1930","Nebraska","310","Seward","1590","Seward",15925
"G3101610","1930","Nebraska","310","Sheridan","1610","Sheridan",10697
"G3101630","1930","Nebraska","310","Sherman","1630","Sherman",9121
"G3101650","1930","Nebraska","310","Sioux","1650","Sioux",4479
"G3101670","1930","Nebraska","310","Stanton","1670","Stanton",7806
"G3101690","1930","Nebraska","310","Thayer","1690","Thayer",13674
"G3101710","1930","Nebraska","310","Thomas","1710","Thomas",1506
"G3101730","1930","Nebraska","310","Thurston","1730","Thurston",8563
"G3101750","1930","Nebraska","310","Valley","1750","Valley",9533
"G3101770","1930","Nebraska","310","Washington","1770","Washington",12092
"G3101790","1930","Nebraska","310","Wayne","1790","Wayne",10561
"G3101810","1930","Nebraska","310","Webster","1810","Webster",10207
"G3101830","1930","Nebraska","310","Wheeler","1830","Wheeler",2335
"G3101850","1930","Nebraska","310","York","1850","York",17200
"G3200010","1930","Nevada","320","Churchill","0010","Churchill",4521
"G3200030","1930","Nevada","320","Clark","0030","Clark",7364
"G3200050","1930","Nevada","320","Douglas","0050","Douglas",1579
"G3200070","1930","Nevada","320","Elko","0070","Elko",8499
"G3200090","1930","Nevada","320","Esmeralda","0090","Esmeralda",1021
"G3200110","1930","Nevada","320","Eureka","0110","Eureka",1097
"G3200130","1930","Nevada","320","Humboldt","0130","Humboldt",3185
"G3200150","1930","Nevada","320","Lander","0150","Lander",1352
"G3200170","1930","Nevada","320","Lincoln","0170","Lincoln",3310
"G3200190","1930","Nevada","320","Lyon","0190","Lyon",3347
"G3200210","1930","Nevada","320","Mineral","0210","Mineral",1332
"G3200230","1930","Nevada","320","Nye","0230","Nye",3436
"G3200250","1930","Nevada","320","Ormsby","0250","Ormsby",1896
"G3200270","1930","Nevada","320","Pershing","0270","Pershing",2345
"G3200290","1930","Nevada","320","Storey","0290","Storey",638
"G3200310","1930","Nevada","320","Washoe","0310","Washoe",25551
"G3200330","1930","Nevada","320","White Pine","0330","White Pine",10952
"G3300010","1930","New Hampshire","330","Belknap","0010","Belknap",22576
"G3300030","1930","New Hampshire","330","Carroll","0030","Carroll",14260
"G3300050","1930","New Hampshire","330","Cheshire","0050","Cheshire",33635
"G3300070","1930","New Hampshire","330","Coos","0070","Coos",38952
"G3300090","1930","New Hampshire","330","Grafton","0090","Grafton",42750
"G3300110","1930","New Hampshire","330","Hillsborough","0110","Hillsborough",140013
"G3300130","1930","New Hampshire","330","Merrimack","0130","Merrimack",56034
"G3300150","1930","New Hampshire","330","Rockingham","0150","Rockingham",53355
"G3300170","1930","New Hampshire","330","Strafford","0170","Strafford",38537
"G3300190","1930","New Hampshire","330","Sullivan","0190","Sullivan",24238
"G3400010","1930","New Jersey","340","Atlantic","0010","Atlantic",105001
"G3400030","1930","New Jersey","340","Bergen","0030","Bergen",355870
"G3400050","1930","New Jersey","340","Burlington","0050","Burlington",86749
"G3400070","1930","New Jersey","340","Camden","0070","Camden",235398
"G3400090","1930","New Jersey","340","Cape May","0090","Cape May",26663
"G3400110","1930","New Jersey","340","Cumberland","0110","Cumberland",65122
"G3400130","1930","New Jersey","340","Essex","0130","Essex",772184
"G3400150","1930","New Jersey","340","Gloucester","0150","Gloucester",64692
"G3400170","1930","New Jersey","340","Hudson","0170","Hudson",674232
"G3400190","1930","New Jersey","340","Hunterdon","0190","Hunterdon",34313
"G3400210","1930","New Jersey","340","Mercer","0210","Mercer",175089
"G3400230","1930","New Jersey","340","Middlesex","0230","Middlesex",206152
"G3400250","1930","New Jersey","340","Monmouth","0250","Monmouth",133188
"G3400270","1930","New Jersey","340","Morris","0270","Morris",107077
"G3400290","1930","New Jersey","340","Ocean","0290","Ocean",31781
"G3400310","1930","New Jersey","340","Passaic","0310","Passaic",296401
"G3400330","1930","New Jersey","340","Salem","0330","Salem",32059
"G3400350","1930","New Jersey","340","Somerset","0350","Somerset",63449
"G3400370","1930","New Jersey","340","Sussex","0370","Sussex",27629
"G3400390","1930","New Jersey","340","Union","0390","Union",287156
"G3400410","1930","New Jersey","340","Warren","0410","Warren",49004
"G3500010","1930","New Mexico","350","Bernalillo","0010","Bernalillo",42466
"G3500030","1930","New Mexico","350","Catron","0030","Catron",2284
"G3500050","1930","New Mexico","350","Chaves","0050","Chaves",16319
"G3500070","1930","New Mexico","350","Colfax","0070","Colfax",17096
"G3500090","1930","New Mexico","350","Curry","0090","Curry",15057
"G3500110","1930","New Mexico","350","De Baca","0110","De Baca",1991
"G3500130","1930","New Mexico","350","Dona Ana","0130","Dona Ana",11804
"G3500150","1930","New Mexico","350","Eddy","0150","Eddy",10439
"G3500170","1930","New Mexico","350","Grant","0170","Grant",8863
"G3500190","1930","New Mexico","350","Guadalupe","0190","Guadalupe",6900
"G3500210","1930","New Mexico","350","Harding","0210","Harding",4404
"G3500230","1930","New Mexico","350","Hidalgo","0230","Hidalgo",2875
"G3500250","1930","New Mexico","350","Lea","0250","Lea",6062
"G3500270","1930","New Mexico","350","Lincoln","0270","Lincoln",4303
"G3500290","1930","New Mexico","350","Luna","0290","Luna",3738
"G3500310","1930","New Mexico","350","McKinley","0310","Mckinley",6891
"G3500330","1930","New Mexico","350","Mora","0330","Mora",10298
"G3500350","1930","New Mexico","350","Otero","0350","Otero",5930
"G3500370","1930","New Mexico","350","Quay","0370","Quay",10642
"G3500390","1930","New Mexico","350","Rio Arriba","0390","Rio Arriba",19748
"G3500410","1930","New Mexico","350","Roosevelt","0410","Roosevelt",10990
"G3500430","1930","New Mexico","350","Sandoval","0430","Sandoval",8075
"G3500450","1930","New Mexico","350","San Juan","0450","San Juan",6388
"G3500470","1930","New Mexico","350","San Miguel","0470","San Miguel",23335
"G3500490","1930","New Mexico","350","Santa Fe","0490","Santa Fe",18203
"G3500510","1930","New Mexico","350","Sierra","0510","Sierra",2802
"G3500530","1930","New Mexico","350","Socorro","0530","Socorro",8360
"G3500550","1930","New Mexico","350","Taos","0550","Taos",13597
"G3500570","1930","New Mexico","350","Torrance","0570","Torrance",9172
"G3500590","1930","New Mexico","350","Union","0590","Union",10796
"G3500610","1930","New Mexico","350","Valencia","0610","Valencia",11927
"G3600010","1930","New York","360","Albany","0010","Albany",209093
"G3600030","1930","New York","360","Allegany","0030","Allegany",37848
"G3600050","1930","New York","360","Bronx","0050","Bronx",1251747
"G3600070","1930","New York","360","Broome","0070","Broome",146170
"G3600090","1930","New York","360","Cattaraugus","0090","Cattaraugus",70955
"G3600110","1930","New York","360","Cayuga","0110","Cayuga",64190
"G3600130","1930","New York","360","Chautauqua","0130","Chautauqua",125917
"G3600150","1930","New York","360","Chemung","0150","Chemung",73763
"G3600170","1930","New York","360","Chenango","0170","Chenango",34495
"G3600190","1930","New York","360","Clinton","0190","Clinton",46240
"G3600210","1930","New York","360","Columbia","0210","Columbia",40538
"G3600230","1930","New York","360","Cortland","0230","Cortland",31647
"G3600250","1930","New York","360","Delaware","0250","Delaware",41040
"G3600270","1930","New York","360","Dutchess","0270","Dutchess",102250
"G3600290","1930","New York","360","Erie","0290","Erie",743754
"G3600310","1930","New York","360","Essex","0310","Essex",33864
"G3600330","1930","New York","360","Franklin","0330","Franklin",44534
"G3600350","1930","New York","360","Fulton","0350","Fulton",46291
"G3600370","1930","New York","360","Genesee","0370","Genesee",43709
"G3600390","1930","New York","360","Greene","0390","Greene",25308
"G3600410","1930","New York","360","Hamilton","0410","Hamilton",3923
"G3600430","1930","New York","360","Herkimer","0430","Herkimer",63931
"G3600450","1930","New York","360","Jefferson","0450","Jefferson",83373
"G3600470","1930","New York","360","Kings","0470","Kings",2488448
"G3600490","1930","New York","360","Lewis","0490","Lewis",23416
"G3600510","1930","New York","360","Livingston","0510","Livingston",37082
"G3600530","1930","New York","360","Madison","0530","Madison",39574
"G3600550","1930","New York","360","Monroe","0550","Monroe",420739
"G3600570","1930","New York","360","Montgomery","0570","Montgomery",59859
"G3600590","1930","New York","360","Nassau","0590","Nassau",294747
"G3600610","1930","New York","360","New York","0610","New York",1631756
"G3600630","1930","New York","360","Niagara","0630","Niagara",147656
"G3600650","1930","New York","360","Oneida","0650","Oneida",197724
"G3600670","1930","New York","360","Onondaga","0670","Onondaga",288568
"G3600690","1930","New York","360","Ontario","0690","Ontario",53968
"G3600710","1930","New York","360","Orange","0710","Orange",127196
"G3600730","1930","New York","360","Orleans","0730","Orleans",28697
"G3600750","1930","New York","360","Oswego","0750","Oswego",69557
"G3600770","1930","New York","360","Otsego","0770","Otsego",46567
"G3600790","1930","New York","360","Putnam","0790","Putnam",13621
"G3600810","1930","New York","360","Queens","0810","Queens",1059680
"G3600830","1930","New York","360","Rensselaer","0830","Rensselaer",118989
"G3600850","1930","New York","360","Richmond","0850","Richmond",155594
"G3600870","1930","New York","360","Rockland","0870","Rockland",57266
"G3600890","1930","New York","360","St Lawrence","0890","St Lawrence",90586
"G3600910","1930","New York","360","Saratoga","0910","Saratoga",62673
"G3600930","1930","New York","360","Schenectady","0930","Schenectady",124302
"G3600950","1930","New York","360","Schoharie","0950","Schoharie",19550
"G3600970","1930","New York","360","Schuyler","0970","Schuyler",12800
"G3600990","1930","New York","360","Seneca","0990","Seneca",24845
"G3601010","1930","New York","360","Steuben","1010","Steuben",82313
"G3601030","1930","New York","360","Suffolk","1030","Suffolk",155217
"G3601050","1930","New York","360","Sullivan","1050","Sullivan",35175
"G3601070","1930","New York","360","Tioga","1070","Tioga",25329
"G3601090","1930","New York","360","Tompkins","1090","Tompkins",40723
"G3601110","1930","New York","360","Ulster","1110","Ulster",78793
"G3601130","1930","New York","360","Warren","1130","Warren",34085
"G3601150","1930","New York","360","Washington","1150","Washington",46087
"G3601170","1930","New York","360","Wayne","1170","Wayne",49860
"G3601190","1930","New York","360","Westchester","1190","Westchester",497247
"G3601210","1930","New York","360","Wyoming","1210","Wyoming",28683
"G3601230","1930","New York","360","Yates","1230","Yates",16741
"G3700010","1930","North Carolina","370","Alamance","0010","Alamance",33785
"G3700030","1930","North Carolina","370","Alexander","0030","Alexander",11878
"G3700050","1930","North Carolina","370","Alleghany","0050","Alleghany",6843
"G3700070","1930","North Carolina","370","Anson","0070","Anson",14101
"G3700090","1930","North Carolina","370","Ashe","0090","Ashe",20600
"G3700110","1930","North Carolina","370","Avery","0110","Avery",11526
"G3700130","1930","North Carolina","370","Beaufort","0130","Beaufort",21491
"G3700150","1930","North Carolina","370","Bertie","0150","Bertie",11227
"G3700170","1930","North Carolina","370","Bladen","0170","Bladen",13052
"G3700190","1930","North Carolina","370","Brunswick","0190","Brunswick",9890
"G3700210","1930","North Carolina","370","Buncombe","0210","Buncombe",81276
"G3700230","1930","North Carolina","370","Burke","0230","Burke",26803
"G3700250","1930","North Carolina","370","Cabarrus","0250","Cabarrus",36418
"G3700270","1930","North Carolina","370","Caldwell","0270","Caldwell",25610
"G3700290","1930","North Carolina","370","Camden","0290","Camden",3273
"G3700310","1930","North Carolina","370","Carteret","0310","Carteret",14365
"G3700330","1930","North Carolina","370","Caswell","0330","Caswell",9741
"G3700350","1930","North Carolina","370","Catawba","0350","Catawba",39053
"G3700370","1930","North Carolina","370","Chatham","0370","Chatham",16159
"G3700390","1930","North Carolina","370","Cherokee","0390","Cherokee",15756
"G3700410","1930","North Carolina","370","Chowan","0410","Chowan",5959
"G3700430","1930","North Carolina","370","Clay","0430","Clay",5317
"G3700450","1930","North Carolina","370","Cleveland","0450","Cleveland",39846
"G3700470","1930","North Carolina","370","Columbus","0470","Columbus",25901
"G3700490","1930","North Carolina","370","Craven","0490","Craven",15855
"G3700510","1930","North Carolina","370","Cumberland","0510","Cumberland",28086
"G3700530","1930","North Carolina","370","Currituck","0530","Currituck",4455
"G3700550","1930","North Carolina","370","Dare","0550","Dare",4798
"G3700570","1930","North Carolina","370","Davidson","0570","Davidson",42629
"G3700590","1930","North Carolina","370","Davie","0590","Davie",11960
"G3700610","1930","North Carolina","370","Duplin","0610","Duplin",22116
"G3700630","1930","North Carolina","370","Durham","0630","Durham",43707
"G3700650","1930","North Carolina","370","Edgecombe","0650","Edgecombe",20628
"G3700670","1930","North Carolina","370","Forsyth","0670","Forsyth",74496
"G3700690","1930","North Carolina","370","Franklin","0690","Franklin",16509
"G3700710","1930","North Carolina","370","Gaston","0710","Gaston",65701
"G3700730","1930","North Carolina","370","Gates","0730","Gates",5509
"G3700750","1930","North Carolina","370","Graham","0750","Graham",5639
"G3700770","1930","North Carolina","370","Granville","0770","Granville",14667
"G3700790","1930","North Carolina","370","Greene","0790","Greene",9711
"G3700810","1930","North Carolina","370","Guilford","0810","Guilford",104297
"G3700830","1930","North Carolina","370","Halifax","0830","Halifax",22394
"G3700850","1930","North Carolina","370","Harnett","0850","Harnett",27459
"G3700870","1930","North Carolina","370","Haywood","0870","Haywood",27578
"G3700890","1930","North Carolina","370","Henderson","0890","Henderson",21210
"G3700910","1930","North Carolina","370","Hertford","0910","Hertford",7239
"G3700930","1930","North Carolina","370","Hoke","0930","Hoke",5248
"G3700950","1930","North Carolina","370","Hyde","0950","Hyde",5053
"G3700970","1930","North Carolina","370","Iredell","0970","Iredell",37392
"G3700990","1930","North Carolina","370","Jackson","0990","Jackson",16382
"G3701010","1930","North Carolina","370","Johnston","1010","Johnston",44492
"G3701030","1930","North Carolina","370","Jones","1030","Jones",5748
"G3701050","1930","North Carolina","370","Lee","1050","Lee",11590
"G3701070","1930","North Carolina","370","Lenoir","1070","Lenoir",20276
"G3701090","1930","North Carolina","370","Lincoln","1090","Lincoln",19550
"G3701110","1930","North Carolina","370","McDowell","1110","Mcdowell",18335
"G3701130","1930","North Carolina","370","Macon","1130","Macon",13223
"G3701150","1930","North Carolina","370","Madison","1150","Madison",20039
"G3701170","1930","North Carolina","370","Martin","1170","Martin",12391
"G3701190","1930","North Carolina","370","Mecklenburg","1190","Mecklenburg",89926
"G3701210","1930","North Carolina","370","Mitchell","1210","Mitchell",13906
"G3701230","1930","North Carolina","370","Montgomery","1230","Montgomery",12488
"G3701250","1930","North Carolina","370","Moore","1250","Moore",18413
"G3701270","1930","North Carolina","370","Nash","1270","Nash",29288
"G3701290","1930","North Carolina","370","New Hanover","1290","New Hanover",26220
"G3701310","1930","North Carolina","370","Northampton","1310","Northampton",10118
"G3701330","1930","North Carolina","370","Onslow","1330","Onslow",11210
"G3701350","1930","North Carolina","370","Orange","1350","Orange",14266
"G3701370","1930","North Carolina","370","Pamlico","1370","Pamlico",6146
"G3701390","1930","North Carolina","370","Pasquotank","1390","Pasquotank",10936
"G3701410","1930","North Carolina","370","Pender","1410","Pender",8118
"G3701430","1930","North Carolina","370","Perquimans","1430","Perquimans",5381
"G3701450","1930","North Carolina","370","Person","1450","Person",13279
"G3701470","1930","North Carolina","370","Pitt","1470","Pitt",28096
"G3701490","1930","North Carolina","370","Polk","1490","Polk",8686
"G3701510","1930","North Carolina","370","Randolph","1510","Randolph",32418
"G3701530","1930","North Carolina","370","Richmond","1530","Richmond",20699
"G3701550","1930","North Carolina","370","Robeson","1550","Robeson",31323
"G3701570","1930","North Carolina","370","Rockingham","1570","Rockingham",39596
"G3701590","1930","North Carolina","370","Rowan","1590","Rowan",45167
"G3701610","1930","North Carolina","370","Rutherford","1610","Rutherford",35081
"G3701630","1930","North Carolina","370","Sampson","1630","Sampson",26018
"G3701650","1930","North Carolina","370","Scotland","1650","Scotland",8819
"G3701670","1930","North Carolina","370","Stanly","1670","Stanly",26685
"G3701690","1930","North Carolina","370","Stokes","1690","Stokes",19852
"G3701710","1930","North Carolina","370","Surry","1710","Surry",37033
"G3701730","1930","North Carolina","370","Swain","1730","Swain",10315
"G3701750","1930","North Carolina","370","Transylvania","1750","Transylvania",8944
"G3701770","1930","North Carolina","370","Tyrrell","1770","Tyrrell",3457
"G3701790","1930","North Carolina","370","Union","1790","Union",30930
"G3701810","1930","North Carolina","370","Vance","1810","Vance",15285
"G3701830","1930","North Carolina","370","Wake","1830","Wake",60827
"G3701850","1930","North Carolina","370","Warren","1850","Warren",8518
"G3701870","1930","North Carolina","370","Washington","1870","Washington",6162
"G3701890","1930","North Carolina","370","Watauga","1890","Watauga",14913
"G3701910","1930","North Carolina","370","Wayne","1910","Wayne",29808
"G3701930","1930","North Carolina","370","Wilkes","1930","Wilkes",33465
"G3701950","1930","North Carolina","370","Wilson","1950","Wilson",25577
"G3701970","1930","North Carolina","370","Yadkin","1970","Yadkin",17024
"G3701990","1930","North Carolina","370","Yancey","1990","Yancey",14323
"G3800010","1930","North Dakota","380","Adams","0010","Adams",6337
"G3800030","1930","North Dakota","380","Barnes","0030","Barnes",18803
"G3800050","1930","North Dakota","380","Benson","0050","Benson",12245
"G3800070","1930","North Dakota","380","Billings","0070","Billings",3139
"G3800090","1930","North Dakota","380","Bottineau","0090","Bottineau",14779
"G3800110","1930","North Dakota","380","Bowman","0110","Bowman",5114
"G3800130","1930","North Dakota","380","Burke","0130","Burke",9998
"G3800150","1930","North Dakota","380","Burleigh","0150","Burleigh",19532
"G3800170","1930","North Dakota","380","Cass","0170","Cass",48598
"G3800190","1930","North Dakota","380","Cavalier","0190","Cavalier",14467
"G3800210","1930","North Dakota","380","Dickey","0210","Dickey",10873
"G3800230","1930","North Dakota","380","Divide","0230","Divide",9617
"G3800250","1930","North Dakota","380","Dunn","0250","Dunn",9222
"G3800270","1930","North Dakota","380","Eddy","0270","Eddy",6281
"G3800290","1930","North Dakota","380","Emmons","0290","Emmons",12463
"G3800310","1930","North Dakota","380","Foster","0310","Foster",6345
"G3800330","1930","North Dakota","380","Golden Valley","0330","Golden Valley",4122
"G3800350","1930","North Dakota","380","Grand Forks","0350","Grand Forks",31707
"G3800370","1930","North Dakota","380","Grant","0370","Grant",10130
"G3800390","1930","North Dakota","380","Griggs","0390","Griggs",6878
"G3800410","1930","North Dakota","380","Hettinger","0410","Hettinger",8796
"G3800430","1930","North Dakota","380","Kidder","0430","Kidder",8030
"G3800450","1930","North Dakota","380","La Moure","0450","La Moure",11516
"G3800470","1930","North Dakota","380","Logan","0470","Logan",8088
"G3800490","1930","North Dakota","380","McHenry","0490","Mchenry",15425
"G3800510","1930","North Dakota","380","McIntosh","0510","Mcintosh",9621
"G3800530","1930","North Dakota","380","McKenzie","0530","Mckenzie",9681
"G3800550","1930","North Dakota","380","McLean","0550","Mclean",17194
"G3800570","1930","North Dakota","380","Mercer","0570","Mercer",9368
"G3800590","1930","North Dakota","380","Morton","0590","Morton",19622
"G3800610","1930","North Dakota","380","Mountrail","0610","Mountrail",13470
"G3800630","1930","North Dakota","380","Nelson","0630","Nelson",10182
"G3800650","1930","North Dakota","380","Oliver","0650","Oliver",4262
"G3800670","1930","North Dakota","380","Pembina","0670","Pembina",14418
"G3800690","1930","North Dakota","380","Pierce","0690","Pierce",9066
"G3800710","1930","North Dakota","380","Ramsey","0710","Ramsey",15994
"G3800730","1930","North Dakota","380","Ransom","0730","Ransom",10974
"G3800750","1930","North Dakota","380","Renville","0750","Renville",7262
"G3800770","1930","North Dakota","380","Richland","0770","Richland",20980
"G3800790","1930","North Dakota","380","Rolette","0790","Rolette",7347
"G3800810","1930","North Dakota","380","Sargent","0810","Sargent",9263
"G3800830","1930","North Dakota","380","Sheridan","0830","Sheridan",7371
"G3800850","1930","North Dakota","380","Sioux","0850","Sioux",3290
"G3800870","1930","North Dakota","380","Slope","0870","Slope",4150
"G3800890","1930","North Dakota","380","Stark","0890","Stark",15338
"G3800910","1930","North Dakota","380","Steele","0910","Steele",6972
"G3800930","1930","North Dakota","380","Stutsman","0930","Stutsman",26077
"G3800950","1930","North Dakota","380","Towner","0950","Towner",8370
"G3800970","1930","North Dakota","380","Traill","0970","Traill",12585
"G3800990","1930","North Dakota","380","Walsh","0990","Walsh",19941
"G3801010","1930","North Dakota","380","Ward","1010","Ward",33368
"G3801030","1930","North Dakota","380","Wells","1030","Wells",13283
"G3801050","1930","North Dakota","380","Williams","1050","Williams",19289
"G3900010","1930","Ohio","390","Adams","0010","Adams",20307
"G3900030","1930","Ohio","390","Allen","0030","Allen",67712
"G3900050","1930","Ohio","390","Ashland","0050","Ashland",26802
"G3900070","1930","Ohio","390","Ashtabula","0070","Ashtabula",67995
