GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFQ001
"G3900090","1930","Ohio","390","Athens","0090","Athens",43083
"G3900110","1930","Ohio","390","Auglaize","0110","Auglaize",27985
"G3900130","1930","Ohio","390","Belmont","0130","Belmont",92017
"G3900150","1930","Ohio","390","Brown","0150","Brown",19330
"G3900170","1930","Ohio","390","Butler","0170","Butler",108454
"G3900190","1930","Ohio","390","Carroll","0190","Carroll",15774
"G3900210","1930","Ohio","390","Champaign","0210","Champaign",22942
"G3900230","1930","Ohio","390","Clark","0230","Clark",82158
"G3900250","1930","Ohio","390","Clermont","0250","Clermont",28938
"G3900270","1930","Ohio","390","Clinton","0270","Clinton",20911
"G3900290","1930","Ohio","390","Columbiana","0290","Columbiana",84930
"G3900310","1930","Ohio","390","Coshocton","0310","Coshocton",28746
"G3900330","1930","Ohio","390","Crawford","0330","Crawford",34990
"G3900350","1930","Ohio","390","Cuyahoga","0350","Cuyahoga",1125035
"G3900370","1930","Ohio","390","Darke","0370","Darke",37769
"G3900390","1930","Ohio","390","Defiance","0390","Defiance",22672
"G3900410","1930","Ohio","390","Delaware","0410","Delaware",25369
"G3900430","1930","Ohio","390","Erie","0430","Erie",40980
"G3900450","1930","Ohio","390","Fairfield","0450","Fairfield",43544
"G3900470","1930","Ohio","390","Fayette","0470","Fayette",19797
"G3900490","1930","Ohio","390","Franklin","0490","Franklin",325062
"G3900510","1930","Ohio","390","Fulton","0510","Fulton",23443
"G3900530","1930","Ohio","390","Gallia","0530","Gallia",21717
"G3900550","1930","Ohio","390","Geauga","0550","Geauga",15322
"G3900570","1930","Ohio","390","Greene","0570","Greene",29207
"G3900590","1930","Ohio","390","Guernsey","0590","Guernsey",40913
"G3900610","1930","Ohio","390","Hamilton","0610","Hamilton",533784
"G3900630","1930","Ohio","390","Hancock","0630","Hancock",40122
"G3900650","1930","Ohio","390","Hardin","0650","Hardin",27253
"G3900670","1930","Ohio","390","Harrison","0670","Harrison",18203
"G3900690","1930","Ohio","390","Henry","0690","Henry",22500
"G3900710","1930","Ohio","390","Highland","0710","Highland",24504
"G3900730","1930","Ohio","390","Hocking","0730","Hocking",20291
"G3900750","1930","Ohio","390","Holmes","0750","Holmes",16726
"G3900770","1930","Ohio","390","Huron","0770","Huron",33253
"G3900790","1930","Ohio","390","Jackson","0790","Jackson",24665
"G3900810","1930","Ohio","390","Jefferson","0810","Jefferson",83830
"G3900830","1930","Ohio","390","Knox","0830","Knox",28944
"G3900850","1930","Ohio","390","Lake","0850","Lake",41051
"G3900870","1930","Ohio","390","Lawrence","0870","Lawrence",42865
"G3900890","1930","Ohio","390","Licking","0890","Licking",59160
"G3900910","1930","Ohio","390","Logan","0910","Logan",28434
"G3900930","1930","Ohio","390","Lorain","0930","Lorain",104616
"G3900950","1930","Ohio","390","Lucas","0950","Lucas",333352
"G3900970","1930","Ohio","390","Madison","0970","Madison",19274
"G3900990","1930","Ohio","390","Mahoning","0990","Mahoning",218348
"G3901010","1930","Ohio","390","Marion","1010","Marion",44922
"G3901030","1930","Ohio","390","Medina","1030","Medina",29422
"G3901050","1930","Ohio","390","Meigs","1050","Meigs",23364
"G3901070","1930","Ohio","390","Mercer","1070","Mercer",25030
"G3901090","1930","Ohio","390","Miami","1090","Miami",49993
"G3901110","1930","Ohio","390","Monroe","1110","Monroe",18389
"G3901130","1930","Ohio","390","Montgomery","1130","Montgomery",255079
"G3901150","1930","Ohio","390","Morgan","1150","Morgan",13308
"G3901170","1930","Ohio","390","Morrow","1170","Morrow",14465
"G3901190","1930","Ohio","390","Muskingum","1190","Muskingum",65280
"G3901210","1930","Ohio","390","Noble","1210","Noble",14933
"G3901230","1930","Ohio","390","Ottawa","1230","Ottawa",23942
"G3901250","1930","Ohio","390","Paulding","1250","Paulding",14836
"G3901270","1930","Ohio","390","Perry","1270","Perry",31022
"G3901290","1930","Ohio","390","Pickaway","1290","Pickaway",26536
"G3901310","1930","Ohio","390","Pike","1310","Pike",13363
"G3901330","1930","Ohio","390","Portage","1330","Portage",41886
"G3901350","1930","Ohio","390","Preble","1350","Preble",22276
"G3901370","1930","Ohio","390","Putnam","1370","Putnam",25073
"G3901390","1930","Ohio","390","Richland","1390","Richland",63837
"G3901410","1930","Ohio","390","Ross","1410","Ross",42666
"G3901430","1930","Ohio","390","Sandusky","1430","Sandusky",39321
"G3901450","1930","Ohio","390","Scioto","1450","Scioto",79213
"G3901470","1930","Ohio","390","Seneca","1470","Seneca",47443
"G3901490","1930","Ohio","390","Shelby","1490","Shelby",24713
"G3901510","1930","Ohio","390","Stark","1510","Stark",215738
"G3901530","1930","Ohio","390","Summit","1530","Summit",331394
"G3901550","1930","Ohio","390","Trumbull","1550","Trumbull",118746
"G3901570","1930","Ohio","390","Tuscarawas","1570","Tuscarawas",67195
"G3901590","1930","Ohio","390","Union","1590","Union",18881
"G3901610","1930","Ohio","390","Van Wert","1610","Van Wert",26122
"G3901630","1930","Ohio","390","Vinton","1630","Vinton",10069
"G3901650","1930","Ohio","390","Warren","1650","Warren",26606
"G3901670","1930","Ohio","390","Washington","1670","Washington",41246
"G3901690","1930","Ohio","390","Wayne","1690","Wayne",46704
"G3901710","1930","Ohio","390","Williams","1710","Williams",24272
"G3901730","1930","Ohio","390","Wood","1730","Wood",49750
"G3901750","1930","Ohio","390","Wyandot","1750","Wyandot",19022
"G4000010","1930","Oklahoma","400","Adair","0010","Adair",9820
"G4000030","1930","Oklahoma","400","Alfalfa","0030","Alfalfa",15216
"G4000050","1930","Oklahoma","400","Atoka","0050","Atoka",12476
"G4000070","1930","Oklahoma","400","Beaver","0070","Beaver",11450
"G4000090","1930","Oklahoma","400","Beckham","0090","Beckham",28374
"G4000110","1930","Oklahoma","400","Blaine","0110","Blaine",17641
"G4000130","1930","Oklahoma","400","Bryan","0130","Bryan",28059
"G4000150","1930","Oklahoma","400","Caddo","0150","Caddo",45667
"G4000170","1930","Oklahoma","400","Canadian","0170","Canadian",26586
"G4000190","1930","Oklahoma","400","Carter","0190","Carter",36822
"G4000210","1930","Oklahoma","400","Cherokee","0210","Cherokee",12424
"G4000230","1930","Oklahoma","400","Choctaw","0230","Choctaw",17091
"G4000250","1930","Oklahoma","400","Cimarron","0250","Cimarron",5292
"G4000270","1930","Oklahoma","400","Cleveland","0270","Cleveland",23982
"G4000290","1930","Oklahoma","400","Coal","0290","Coal",10346
"G4000310","1930","Oklahoma","400","Comanche","0310","Comanche",31192
"G4000330","1930","Oklahoma","400","Cotton","0330","Cotton",14752
"G4000350","1930","Oklahoma","400","Craig","0350","Craig",14903
"G4000370","1930","Oklahoma","400","Creek","0370","Creek",55971
"G4000390","1930","Oklahoma","400","Custer","0390","Custer",26274
"G4000410","1930","Oklahoma","400","Delaware","0410","Delaware",11544
"G4000430","1930","Oklahoma","400","Dewey","0430","Dewey",12941
"G4000450","1930","Oklahoma","400","Ellis","0450","Ellis",10510
"G4000470","1930","Oklahoma","400","Garfield","0470","Garfield",44380
"G4000490","1930","Oklahoma","400","Garvin","0490","Garvin",29279
"G4000510","1930","Oklahoma","400","Grady","0510","Grady",44850
"G4000530","1930","Oklahoma","400","Grant","0530","Grant",14089
"G4000550","1930","Oklahoma","400","Greer","0550","Greer",19228
"G4000570","1930","Oklahoma","400","Harmon","0570","Harmon",13263
"G4000590","1930","Oklahoma","400","Harper","0590","Harper",7707
"G4000610","1930","Oklahoma","400","Haskell","0610","Haskell",15046
"G4000630","1930","Oklahoma","400","Hughes","0630","Hughes",26119
"G4000650","1930","Oklahoma","400","Jackson","0650","Jackson",26884
"G4000670","1930","Oklahoma","400","Jefferson","0670","Jefferson",17008
"G4000690","1930","Oklahoma","400","Johnston","0690","Johnston",11566
"G4000710","1930","Oklahoma","400","Kay","0710","Kay",47119
"G4000730","1930","Oklahoma","400","Kingfisher","0730","Kingfisher",13916
"G4000750","1930","Oklahoma","400","Kiowa","0750","Kiowa",27379
"G4000770","1930","Oklahoma","400","Latimer","0770","Latimer",10232
"G4000790","1930","Oklahoma","400","Le Flore","0790","Le Flore",39258
"G4000810","1930","Oklahoma","400","Lincoln","0810","Lincoln",30105
"G4000830","1930","Oklahoma","400","Logan","0830","Logan",21234
"G4000850","1930","Oklahoma","400","Love","0850","Love",8755
"G4000870","1930","Oklahoma","400","McClain","0870","Mcclain",20634
"G4000890","1930","Oklahoma","400","McCurtain","0890","Mccurtain",24627
"G4000910","1930","Oklahoma","400","McIntosh","0910","Mcintosh",18334
"G4000930","1930","Oklahoma","400","Major","0930","Major",12159
"G4000950","1930","Oklahoma","400","Marshall","0950","Marshall",9974
"G4000970","1930","Oklahoma","400","Mayes","0970","Mayes",13860
"G4000990","1930","Oklahoma","400","Murray","0990","Murray",11716
"G4001010","1930","Oklahoma","400","Muskogee","1010","Muskogee",45636
"G4001030","1930","Oklahoma","400","Noble","1030","Noble",13842
"G4001050","1930","Oklahoma","400","Nowata","1050","Nowata",10453
"G4001070","1930","Oklahoma","400","Okfuskee","1070","Okfuskee",20266
"G4001090","1930","Oklahoma","400","Oklahoma","1090","Oklahoma",202341
"G4001110","1930","Oklahoma","400","Okmulgee","1110","Okmulgee",42858
"G4001130","1930","Oklahoma","400","Osage","1130","Osage",42895
"G4001150","1930","Oklahoma","400","Ottawa","1150","Ottawa",35465
"G4001170","1930","Oklahoma","400","Pawnee","1170","Pawnee",17990
"G4001190","1930","Oklahoma","400","Payne","1190","Payne",34664
"G4001210","1930","Oklahoma","400","Pittsburg","1210","Pittsburg",43092
"G4001230","1930","Oklahoma","400","Pontotoc","1230","Pontotoc",30263
"G4001250","1930","Oklahoma","400","Pottowatomie","1250","Pottowatomie",62601
"G4001270","1930","Oklahoma","400","Pushmataha","1270","Pushmataha",13099
"G4001290","1930","Oklahoma","400","Roger Mills","1290","Roger Mills",14019
"G4001310","1930","Oklahoma","400","Rogers","1310","Rogers",15740
"G4001330","1930","Oklahoma","400","Seminole","1330","Seminole",71518
"G4001350","1930","Oklahoma","400","Sequoyah","1350","Sequoyah",14696
"G4001370","1930","Oklahoma","400","Stephens","1370","Stephens",32383
"G4001390","1930","Oklahoma","400","Texas","1390","Texas",14057
"G4001410","1930","Oklahoma","400","Tillman","1410","Tillman",21332
"G4001430","1930","Oklahoma","400","Tulsa","1430","Tulsa",165570
"G4001450","1930","Oklahoma","400","Wagoner","1450","Wagoner",14893
"G4001470","1930","Oklahoma","400","Washington","1470","Washington",24725
"G4001490","1930","Oklahoma","400","Washita","1490","Washita",28869
"G4001510","1930","Oklahoma","400","Woods","1510","Woods",16346
"G4001530","1930","Oklahoma","400","Woodward","1530","Woodward",15757
"G4100010","1930","Oregon","410","Baker","0010","Baker",16578
"G4100030","1930","Oregon","410","Benton","0030","Benton",16438
"G4100050","1930","Oregon","410","Clackamas","0050","Clackamas",45919
"G4100070","1930","Oregon","410","Clatsop","0070","Clatsop",20590
"G4100090","1930","Oregon","410","Columbia","0090","Columbia",19754
"G4100110","1930","Oregon","410","Coos","0110","Coos",28130
"G4100130","1930","Oregon","410","Crook","0130","Crook",3335
"G4100150","1930","Oregon","410","Curry","0150","Curry",3067
"G4100170","1930","Oregon","410","Deschutes","0170","Deschutes",14721
"G4100190","1930","Oregon","410","Douglas","0190","Douglas",21773
"G4100210","1930","Oregon","410","Gilliam","0210","Gilliam",3419
"G4100230","1930","Oregon","410","Grant","0230","Grant",5892
"G4100250","1930","Oregon","410","Harney","0250","Harney",5749
"G4100270","1930","Oregon","410","Hood River","0270","Hood River",8370
"G4100290","1930","Oregon","410","Jackson","0290","Jackson",32694
"G4100310","1930","Oregon","410","Jefferson","0310","Jefferson",1937
"G4100330","1930","Oregon","410","Josephine","0330","Josephine",11417
"G4100350","1930","Oregon","410","Klamath","0350","Klamath",30618
"G4100370","1930","Oregon","410","Lake","0370","Lake",4795
"G4100390","1930","Oregon","410","Lane","0390","Lane",54142
"G4100410","1930","Oregon","410","Lincoln","0410","Lincoln",9523
"G4100430","1930","Oregon","410","Linn","0430","Linn",24505
"G4100450","1930","Oregon","410","Malheur","0450","Malheur",11220
"G4100470","1930","Oregon","410","Marion","0470","Marion",59673
"G4100490","1930","Oregon","410","Morrow","0490","Morrow",4913
"G4100510","1930","Oregon","410","Multnomah","0510","Multnomah",331512
"G4100530","1930","Oregon","410","Polk","0530","Polk",16547
"G4100550","1930","Oregon","410","Sherman","0550","Sherman",2855
"G4100570","1930","Oregon","410","Tillamook","0570","Tillamook",11756
"G4100590","1930","Oregon","410","Umatilla","0590","Umatilla",23445
"G4100610","1930","Oregon","410","Union","0610","Union",17372
"G4100630","1930","Oregon","410","Wallowa","0630","Wallowa",7751
"G4100650","1930","Oregon","410","Wasco","0650","Wasco",12052
"G4100670","1930","Oregon","410","Washington","0670","Washington",30020
"G4100690","1930","Oregon","410","Wheeler","0690","Wheeler",2798
"G4100710","1930","Oregon","410","Yamhill","0710","Yamhill",21749
"G4200010","1930","Pennsylvania","420","Adams","0010","Adams",36877
"G4200030","1930","Pennsylvania","420","Allegheny","0030","Allegheny",1289391
"G4200050","1930","Pennsylvania","420","Armstrong","0050","Armstrong",78105
"G4200070","1930","Pennsylvania","420","Beaver","0070","Beaver",142849
"G4200090","1930","Pennsylvania","420","Bedford","0090","Bedford",37029
"G4200110","1930","Pennsylvania","420","Berks","0110","Berks",229364
"G4200130","1930","Pennsylvania","420","Blair","0130","Blair",138531
"G4200150","1930","Pennsylvania","420","Bradford","0150","Bradford",48918
"G4200170","1930","Pennsylvania","420","Bucks","0170","Bucks",94601
"G4200190","1930","Pennsylvania","420","Butler","0190","Butler",80134
"G4200210","1930","Pennsylvania","420","Cambria","0210","Cambria",200651
"G4200230","1930","Pennsylvania","420","Cameron","0230","Cameron",5286
"G4200250","1930","Pennsylvania","420","Carbon","0250","Carbon",63279
"G4200270","1930","Pennsylvania","420","Centre","0270","Centre",45870
"G4200290","1930","Pennsylvania","420","Chester","0290","Chester",113383
"G4200310","1930","Pennsylvania","420","Clarion","0310","Clarion",34525
"G4200330","1930","Pennsylvania","420","Clearfield","0330","Clearfield",86405
"G4200350","1930","Pennsylvania","420","Clinton","0350","Clinton",32223
"G4200370","1930","Pennsylvania","420","Columbia","0370","Columbia",48718
"G4200390","1930","Pennsylvania","420","Crawford","0390","Crawford",62167
"G4200410","1930","Pennsylvania","420","Cumberland","0410","Cumberland",66930
"G4200430","1930","Pennsylvania","420","Dauphin","0430","Dauphin",154815
"G4200450","1930","Pennsylvania","420","Delaware","0450","Delaware",258234
"G4200470","1930","Pennsylvania","420","Elk","0470","Elk",33296
"G4200490","1930","Pennsylvania","420","Erie","0490","Erie",173861
"G4200510","1930","Pennsylvania","420","Fayette","0510","Fayette",187917
"G4200530","1930","Pennsylvania","420","Forest","0530","Forest",5180
"G4200550","1930","Pennsylvania","420","Franklin","0550","Franklin",63703
"G4200570","1930","Pennsylvania","420","Fulton","0570","Fulton",9130
"G4200590","1930","Pennsylvania","420","Greene","0590","Greene",41249
"G4200610","1930","Pennsylvania","420","Huntingdon","0610","Huntingdon",38089
"G4200630","1930","Pennsylvania","420","Indiana","0630","Indiana",74644
