GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV2001
"G4600670","1890","South Dakota","460","Hutchinson","0670","Hutchinson",0,0,0,0,0,0,0,0,0,1,0,0,10468
"G4600690","1890","South Dakota","460","Hyde","0690","Hyde",0,0,0,0,0,0,0,0,0,1,0,0,1859
"G4600711","1890","South Dakota","460","Jackson (old)","0711","Jackson (Old)",0,0,0,0,0,0,0,0,0,0,0,0,30
"G4600730","1890","South Dakota","460","Jerauld","0730","Jerauld",0,0,0,0,0,0,0,0,0,0,0,0,3605
"G4600770","1890","South Dakota","460","Kingsbury","0770","Kingsbury",13,0,0,0,0,0,0,0,0,0,0,0,8549
"G4600790","1890","South Dakota","460","Lake","0790","Lake",1,0,0,0,0,0,0,0,0,0,0,0,7507
"G4600810","1890","South Dakota","460","Lawrence","0810","Lawrence",63,97,0,152,220,0,0,0,0,2,10,0,11456
"G4600830","1890","South Dakota","460","Lincoln","0830","Lincoln",4,1,0,0,0,0,0,0,0,0,0,0,9139
"G4600835","1890","South Dakota","460","Lugenbeel","0835","Lugenbeel",0,0,0,0,0,0,0,0,0,0,0,0,
"G4600850","1890","South Dakota","460","Lyman","0850","Lyman",0,2,0,0,0,0,0,0,0,2,9,0,231
"G4600870","1890","South Dakota","460","McCook","0870","Mccook",0,0,0,0,0,0,0,0,0,0,0,0,6448
"G4600890","1890","South Dakota","460","McPherson","0890","Mcpherson",1,0,0,0,0,0,0,0,0,0,0,0,5939
"G4600910","1890","South Dakota","460","Marshall","0910","Marshall",7,0,0,0,0,0,0,0,0,0,0,0,4537
"G4600915","1890","South Dakota","460","Martin","0915","Martin",0,0,0,0,0,0,0,0,0,0,0,0,7
"G4600930","1890","South Dakota","460","Meade","0930","Meade",40,0,0,4,0,0,0,0,0,0,0,0,4596
"G4600955","1890","South Dakota","460","Meyer","0955","Meyer",0,3,0,0,0,0,0,0,0,0,0,0,
"G4600970","1890","South Dakota","460","Miner","0970","Miner",4,0,0,0,0,0,0,0,0,0,0,0,5161
"G4600990","1890","South Dakota","460","Minnehaha","0990","Minnehaha",56,25,0,2,0,0,0,0,0,4,23,54,21817
"G4601010","1890","South Dakota","460","Moody","1010","Moody",0,5,0,0,0,0,0,0,0,147,221,0,5794
"G4601015","1890","South Dakota","460","Nowlin","1015","Nowlin",0,0,0,0,0,0,0,0,0,8,0,0,141
"G4601030","1890","South Dakota","460","Pennington","1030","Pennington",116,8,0,14,10,0,0,0,0,0,0,0,6410
"G4601070","1890","South Dakota","460","Potter","1070","Potter",0,0,0,1,0,0,0,0,0,0,0,0,2909
"G4601073","1890","South Dakota","460","Pratt","1073","Pratt",0,0,0,0,0,0,0,0,0,0,0,0,23
"G4601075","1890","South Dakota","460","Presho","1075","Presho",0,0,0,0,0,0,0,0,0,0,0,0,181
"G4601077","1890","South Dakota","460","Pyatt","1077","Pyatt",0,0,0,0,0,0,0,0,0,11,0,0,23
"G4601079","1890","South Dakota","460","Rinehart","1079","Rinehart",0,0,0,0,0,0,0,0,0,0,0,0,
"G4601090","1890","South Dakota","460","Roberts","1090","Roberts",0,0,0,0,0,0,0,0,0,0,0,0,1997
"G4601110","1890","South Dakota","460","Sanborn","1110","Sanborn",3,0,0,0,0,0,0,0,0,0,0,0,4607
"G4601113","1890","South Dakota","460","Schnasse","1113","Schnasse",0,0,0,0,0,0,0,0,0,0,0,0,
"G4601117","1890","South Dakota","460","Scobey","1117","Scobey",0,0,0,0,0,0,0,0,0,0,0,0,32
"G4601130","1890","South Dakota","460","Shannon","1130","Shannon",0,7,0,0,0,0,0,0,0,0,0,0,
"G4601150","1890","South Dakota","460","Spink","1150","Spink",2,0,0,0,0,0,0,0,0,0,4,0,10579
"G4601170","1890","South Dakota","460","Stanley","1170","Stanley",1,7,0,0,0,0,0,0,0,392,102,0,635
"G4601175","1890","South Dakota","460","Sterling","1175","Sterling",0,0,0,0,0,0,0,0,0,52,0,0,44
"G4601190","1890","South Dakota","460","Sully","1190","Sully",7,5,0,0,0,0,0,0,0,0,10,0,2405
"G4601215","1890","South Dakota","460","Todd","1215","Todd",2,1,16,1,0,0,0,0,0,0,8,0,185
"G4601230","1890","South Dakota","460","Tripp","1230","Tripp",0,0,0,0,0,0,0,0,0,0,0,0,
"G4601250","1890","South Dakota","460","Turner","1250","Turner",0,0,0,0,0,0,0,0,0,0,0,0,10256
"G4601265","1890","South Dakota","460","Unorganized Territory","1265","Unorganized Territory",0,2,18,0,0,0,0,0,0,0,21,3,
"G4601270","1890","South Dakota","460","Union","1270","Union",1,0,0,0,0,0,0,0,0,0,11,11,9129
"G4601277","1890","South Dakota","460","Wagner","1277","Wagner",0,0,0,0,0,0,0,0,0,0,0,0,
"G4601290","1890","South Dakota","460","Walworth","1290","Walworth",0,0,0,0,0,0,0,0,0,0,28,0,2153
"G4601310","1890","South Dakota","460","Washabaugh","1310","Washabaugh",0,0,0,0,0,0,0,0,0,0,0,0,
"G4601330","1890","South Dakota","460","Washington","1330","Washington",0,0,0,0,0,0,0,0,0,0,0,0,40
"G4601350","1890","South Dakota","460","Yankton","1350","Yankton",62,55,19,1,0,0,0,0,0,3,2,1,10378
"G4601375","1890","South Dakota","460","Ziebach (old)","1375","Ziebach (Old)",0,0,0,0,0,0,0,0,0,1,0,0,509
"G4700010","1890","Tennessee","470","Anderson","0010","Anderson",1184,903,928,0,0,0,0,0,0,8,0,3,13936
"G4700030","1890","Tennessee","470","Bedford","0030","Bedford",6196,7489,6484,0,0,0,0,0,0,1,0,0,18542
"G4700050","1890","Tennessee","470","Benton","0050","Benton",617,633,452,0,0,0,0,0,0,0,0,0,10613
"G4700070","1890","Tennessee","470","Bledsoe","0070","Bledsoe",500,747,709,0,0,0,0,0,0,0,32,0,5634
"G4700090","1890","Tennessee","470","Blount","0090","Blount",1577,1705,1456,0,0,0,1,0,0,0,7,0,16011
"G4700110","1890","Tennessee","470","Bradley","0110","Bradley",1771,1845,1700,2,0,0,0,0,0,1,21,0,11833
"G4700130","1890","Tennessee","470","Campbell","0130","Campbell",559,432,428,0,0,0,0,0,0,0,2,0,12927
"G4700150","1890","Tennessee","470","Cannon","0150","Cannon",952,1116,927,0,0,0,0,0,0,1,47,0,11244
"G4700170","1890","Tennessee","470","Carroll","0170","Carroll",5664,5579,4799,0,0,0,0,0,0,0,0,0,17966
"G4700190","1890","Tennessee","470","Carter","0190","Carter",697,628,573,0,0,0,0,0,0,0,6,0,12692
"G4700210","1890","Tennessee","470","Cheatham","0210","Cheatham",1528,1661,1470,0,0,0,0,0,0,1,0,0,7316
"G4700230","1890","Tennessee","470","Chester","0230","Chester",1776,0,0,0,0,0,0,0,0,0,0,0,7293
"G4700250","1890","Tennessee","470","Claiborne","0250","Claiborne",518,789,758,0,0,0,0,0,0,1,0,0,14584
"G4700270","1890","Tennessee","470","Clay","0270","Clay",374,399,0,0,0,0,0,0,0,0,0,0,6886
"G4700290","1890","Tennessee","470","Cocke","0290","Cocke",1307,1447,1274,0,0,0,0,0,0,5,0,0,15211
"G4700310","1890","Tennessee","470","Coffee","0310","Coffee",1723,1723,1501,0,0,0,0,0,0,0,7,0,12104
"G4700330","1890","Tennessee","470","Crockett","0330","Crockett",4186,3612,0,0,0,0,0,0,0,0,4,0,10960
"G4700350","1890","Tennessee","470","Cumberland","0350","Cumberland",51,42,98,0,0,0,0,0,0,0,0,0,5325
"G4700370","1890","Tennessee","470","Davidson","0370","Davidson",41315,31331,25412,13,6,0,0,0,0,0,11,17,66846
"G4700390","1890","Tennessee","470","Decatur","0390","Decatur",1304,1222,1056,0,0,0,0,0,0,0,0,0,7691
"G4700410","1890","Tennessee","470","DeKalb","0410","De Kalb",1159,1151,1104,0,0,0,0,0,0,0,2,0,14491
"G4700430","1890","Tennessee","470","Dickson","0430","Dickson",2101,2231,1677,0,0,0,0,0,0,0,0,0,11544
"G4700450","1890","Tennessee","470","Dyer","0450","Dyer",4690,3912,2893,0,0,0,0,0,0,3,0,0,15185
"G4700470","1890","Tennessee","470","Fayette","0470","Fayette",20492,22238,16987,0,0,0,0,0,0,0,0,0,8386
"G4700490","1890","Tennessee","470","Fentress","0490","Fentress",46,103,170,0,0,0,0,0,0,0,0,0,5180
"G4700510","1890","Tennessee","470","Franklin","0510","Franklin",3570,3530,2972,0,0,0,0,0,0,0,2,0,15359
"G4700530","1890","Tennessee","470","Gibson","0530","Gibson",9337,9145,6865,0,0,0,0,0,0,0,0,0,26522
"G4700550","1890","Tennessee","470","Giles","0550","Giles",12320,14189,12738,0,0,0,0,0,0,2,1,0,22635
"G4700570","1890","Tennessee","470","Grainger","0570","Grainger",685,829,1030,0,0,0,0,0,0,1,0,0,12510
"G4700590","1890","Tennessee","470","Greene","0590","Greene",1519,2152,2064,0,0,0,0,0,0,1,3,0,25094
"G4700610","1890","Tennessee","470","Grundy","0610","Grundy",438,438,137,0,0,0,0,0,0,0,0,0,5907
"G4700630","1890","Tennessee","470","Hamblen","0630","Hamblen",1520,1706,0,0,0,0,0,0,0,0,0,0,9898
"G4700650","1890","Tennessee","470","Hamilton","0650","Hamilton",17717,7399,4188,10,0,0,2,0,0,6,4,0,35747
"G4700670","1890","Tennessee","470","Hancock","0670","Hancock",727,482,585,0,0,0,0,0,0,0,0,0,9615
"G4700690","1890","Tennessee","470","Hardeman","0690","Hardeman",8787,9608,6854,0,0,0,0,0,0,0,0,2,12242
"G4700710","1890","Tennessee","470","Hardin","0710","Hardin",2401,2016,1447,0,0,0,0,0,0,0,2,0,15297
"G4700730","1890","Tennessee","470","Hawkins","0730","Hawkins",2268,2641,1889,0,0,0,0,0,0,31,13,1,19947
"G4700750","1890","Tennessee","470","Haywood","0750","Haywood",15569,17556,13832,0,0,0,0,0,0,0,0,1,7989
"G4700770","1890","Tennessee","470","Henderson","0770","Henderson",2365,3016,2408,0,0,0,0,0,0,0,0,0,13971
"G4700790","1890","Tennessee","470","Henry","0790","Henry",5853,6654,5204,0,0,0,0,0,0,0,0,0,15217
"G4700810","1890","Tennessee","470","Hickman","0810","Hickman",2744,2246,1471,0,0,0,0,0,0,0,0,0,11755
"G4700830","1890","Tennessee","470","Houston","0830","Houston",827,808,0,0,0,0,0,0,0,0,0,0,4563
"G4700850","1890","Tennessee","470","Humphreys","0850","Humphreys",1562,1671,1295,0,0,0,0,0,0,0,0,0,10158
"G4700870","1890","Tennessee","470","Jackson","0870","Jackson",479,433,767,0,0,0,0,0,0,1,0,0,12845
"G4700875","1890","Tennessee","470","James","0875","James",535,667,0,0,0,0,0,0,0,6,42,0,4362
"G4700890","1890","Tennessee","470","Jefferson","0890","Jefferson",2153,2500,2910,0,0,0,0,0,0,3,7,0,14322
"G4700910","1890","Tennessee","470","Johnson","0910","Johnson",350,470,418,0,0,0,0,0,0,0,1,0,8508
"G4700930","1890","Tennessee","470","Knox","0930","Knox",10940,7244,4840,2,0,0,0,0,0,6,0,0,48609
"G4700950","1890","Tennessee","470","Lake","0950","Lake",1075,691,393,0,0,0,0,0,0,4,3,0,4225
"G4700970","1890","Tennessee","470","Lauderdale","0970","Lauderdale",7810,5837,3484,0,0,0,0,0,0,0,0,0,10946
"G4700990","1890","Tennessee","470","Lawrence","0990","Lawrence",779,784,565,0,0,0,0,0,0,0,0,0,11507
"G4701010","1890","Tennessee","470","Lewis","1010","Lewis",252,218,188,0,0,0,2,0,0,0,0,0,2301
"G4701030","1890","Tennessee","470","Lincoln","1030","Lincoln",6259,6310,5953,0,0,0,0,0,0,0,7,0,21123
"G4701050","1890","Tennessee","470","Loudon","1050","Loudon",1436,1758,0,0,0,0,0,0,0,5,8,0,7832
"G4701070","1890","Tennessee","470","McMinn","1070","Mcminn",2128,2325,1830,0,0,0,0,0,0,1,21,0,15761
"G4701090","1890","Tennessee","470","McNairy","1090","Mcnairy",1881,2426,1500,0,0,0,0,0,0,0,0,0,13629
"G4701110","1890","Tennessee","470","Macon","1110","Macon",781,890,791,0,0,0,0,0,0,1,2,0,10096
"G4701130","1890","Tennessee","470","Madison","1130","Madison",14669,15467,10152,0,0,0,0,0,0,4,1,0,15824
"G4701150","1890","Tennessee","470","Marion","1150","Marion",2379,1369,915,0,0,0,0,0,0,1,0,0,13031
"G4701170","1890","Tennessee","470","Marshall","1170","Marshall",4494,4830,4385,0,0,0,0,0,0,0,0,0,14412
"G4701190","1890","Tennessee","470","Maury","1190","Maury",15910,18171,16265,0,0,0,0,0,0,1,2,2,22201
"G4701210","1890","Tennessee","470","Meigs","1210","Meigs",698,814,436,0,0,0,0,0,0,1,0,0,6231
"G4701230","1890","Tennessee","470","Monroe","1230","Monroe",1247,1292,1235,0,0,0,0,0,0,12,0,15,14070
"G4701250","1890","Tennessee","470","Montgomery","1250","Montgomery",13814,13694,11670,0,0,0,1,0,0,0,1,0,15882
"G4701270","1890","Tennessee","470","Moore","1270","Moore",540,785,0,0,0,0,0,0,0,0,0,0,5435
"G4701290","1890","Tennessee","470","Morgan","1290","Morgan",333,289,101,0,0,0,0,0,0,0,0,0,7306
"G4701310","1890","Tennessee","470","Obion","1310","Obion",4333,4069,2182,2,2,0,0,0,0,0,0,0,22938
"G4701330","1890","Tennessee","470","Overton","1330","Overton",264,342,550,0,0,0,0,0,0,0,0,0,11775
"G4701350","1890","Tennessee","470","Perry","1350","Perry",670,565,472,0,0,0,0,0,0,0,0,0,7115
"G4701370","1890","Tennessee","470","Pickett","1370","Pickett",12,0,0,0,0,0,0,0,0,0,0,0,4724
"G4701390","1890","Tennessee","470","Polk","1390","Polk",566,344,313,0,0,0,0,0,0,10,32,7,7785
"G4701410","1890","Tennessee","470","Putnam","1410","Putnam",622,598,530,0,0,0,0,0,0,0,0,0,13061
"G4701430","1890","Tennessee","470","Rhea","1430","Rhea",1721,773,531,0,0,0,0,0,0,5,0,0,10921
"G4701450","1890","Tennessee","470","Roane","1450","Roane",1937,1906,2128,1,0,0,0,0,0,2,21,0,15478
"G4701470","1890","Tennessee","470","Robertson","1470","Robertson",5525,5618,4813,0,0,0,0,0,0,1,1,0,14552
"G4701490","1890","Tennessee","470","Rutherford","1490","Rutherford",14415,16493,16478,0,0,0,0,0,0,0,0,4,20682
"G4701510","1890","Tennessee","470","Scott","1510","Scott",366,157,39,0,0,0,0,0,0,0,0,0,9428
"G4701530","1890","Tennessee","470","Sequatchie","1530","Sequatchie",70,56,175,0,0,0,0,0,0,3,0,0,2954
"G4701550","1890","Tennessee","470","Sevier","1550","Sevier",599,693,533,0,0,0,0,0,0,0,0,0,18162
"G4701570","1890","Tennessee","470","Shelby","1570","Shelby",61613,43903,36640,20,17,0,0,0,0,7,2,1,51100
"G4701590","1890","Tennessee","470","Smith","1590","Smith",2979,3578,3536,1,0,0,0,0,0,1,6,0,15423
"G4701610","1890","Tennessee","470","Stewart","1610","Stewart",2177,2757,2700,0,0,0,0,0,0,1,0,0,10015
"G4701630","1890","Tennessee","470","Sullivan","1630","Sullivan",1400,1305,857,0,0,0,0,0,0,0,5,0,19479
"G4701650","1890","Tennessee","470","Sumner","1650","Sumner",6354,7331,7777,0,0,0,0,0,0,2,0,0,17312
"G4701670","1890","Tennessee","470","Tipton","1670","Tipton",11770,10543,6891,0,0,0,0,0,0,0,8,5,12501
"G4701690","1890","Tennessee","470","Trousdale","1690","Trousdale",1827,2141,0,0,0,0,0,0,0,0,0,0,4023
"G4701710","1890","Tennessee","470","Unicoi","1710","Unicoi",219,119,0,0,0,0,0,0,0,0,0,0,4400
"G4701730","1890","Tennessee","470","Union","1730","Union",103,218,214,0,0,0,0,0,0,1,0,0,11355
"G4701750","1890","Tennessee","470","Van Buren","1750","Van Buren",67,186,156,0,0,0,0,0,0,2,0,0,2794
"G4701770","1890","Tennessee","470","Warren","1770","Warren",2011,2276,1955,0,0,0,0,0,0,0,2,6,12402
"G4701790","1890","Tennessee","470","Washington","1790","Washington",1945,1577,1614,0,0,0,0,0,0,1,0,0,18408
"G4701810","1890","Tennessee","470","Wayne","1810","Wayne",884,1069,893,0,0,0,0,0,0,0,0,0,10587
"G4701830","1890","Tennessee","470","Weakley","1830","Weakley",4520,4413,3899,0,0,0,0,0,0,2,0,0,24433
"G4701850","1890","Tennessee","470","White","1850","White",849,988,1080,0,0,0,0,0,0,0,15,0,11499
"G4701870","1890","Tennessee","470","Williamson","1870","Williamson",10084,12390,11411,0,0,0,0,0,0,0,1,0,16237
"G4701890","1890","Tennessee","470","Wilson","1890","Wilson",7338,8455,7331,0,0,0,0,0,0,0,0,6,19810
"G4800010","1890","Texas","480","Anderson","0010","Anderson",9502,7775,4436,1,1,0,0,0,0,0,0,0,11420
"G4800030","1890","Texas","480","Andrews","0030","Andrews",0,0,0,0,0,0,0,0,0,0,0,0,24
"G4800050","1890","Texas","480","Angelina","0050","Angelina",601,834,742,0,0,0,0,0,0,0,0,0,5705
"G4800070","1890","Texas","480","Aransas","0070","Aransas",137,79,0,3,0,0,0,0,0,0,0,0,1684
"G4800090","1890","Texas","480","Archer","0090","Archer",12,7,0,0,0,0,0,0,0,0,0,0,2089
"G4800110","1890","Texas","480","Armstrong","0110","Armstrong",0,0,0,1,0,0,0,0,0,0,1,0,943
"G4800130","1890","Texas","480","Atascosa","0130","Atascosa",285,279,160,0,0,0,0,0,0,17,0,22,6157
"G4800150","1890","Texas","480","Austin","0150","Austin",5185,3939,6574,1,0,0,0,0,0,0,0,0,12673
"G4800170","1890","Texas","480","Bailey","0170","Bailey",0,0,0,0,0,0,0,0,0,0,0,0,
"G4800190","1890","Texas","480","Bandera","0190","Bandera",126,31,18,0,0,0,0,0,0,0,0,0,3669
"G4800210","1890","Texas","480","Bastrop","0210","Bastrop",8898,7306,5233,0,0,0,0,0,0,2,0,1,11836
"G4800230","1890","Texas","480","Baylor","0230","Baylor",6,6,0,0,0,0,0,0,0,0,0,0,2589
"G4800250","1890","Texas","480","Bee","0250","Bee",317,153,69,1,0,0,0,0,0,1,0,0,3401
"G4800270","1890","Texas","480","Bell","0270","Bell",2650,1734,1104,11,0,0,0,0,0,0,1,0,30716
"G4800290","1890","Texas","480","Bexar","0290","Bexar",5504,3867,2303,46,0,0,0,0,0,54,0,1,43662
"G4800295","1890","Texas","480","Bexar District","0295","Bexar District",0,0,63,0,0,0,0,0,0,0,0,0,
"G4800310","1890","Texas","480","Blanco","0310","Blanco",210,168,44,0,0,0,0,0,0,0,0,0,4439
"G4800330","1890","Texas","480","Borden","0330","Borden",5,0,0,0,0,0,0,0,0,0,0,0,217
"G4800350","1890","Texas","480","Bosque","0350","Bosque",641,498,528,0,1,0,0,0,0,0,0,0,13583
"G4800370","1890","Texas","480","Bowie","0370","Bowie",7591,4331,2249,4,0,0,0,0,0,13,6,1,12659
"G4800390","1890","Texas","480","Brazoria","0390","Brazoria",8523,7524,5736,0,0,0,0,0,0,0,0,0,2983
"G4800410","1890","Texas","480","Brazos","0410","Brazos",8433,6250,3759,1,0,0,0,0,0,3,1,0,8213
"G4800430","1890","Texas","480","Brewster","0430","Brewster",13,0,0,2,0,0,0,0,0,1,0,0,694
"G4800450","1890","Texas","480","Briscoe","0450","Briscoe",0,0,0,0,0,0,0,0,0,0,0,0,
"G4800490","1890","Texas","480","Brown","0490","Brown",73,114,37,0,0,0,0,0,0,0,9,0,11348
"G4800497","1890","Texas","480","Buchel","0497","Buchel",11,0,0,0,0,0,0,0,0,0,0,0,287
"G4800510","1890","Texas","480","Burleson","0510","Burleson",5727,3886,3021,0,0,0,0,0,0,0,1,0,7274
"G4800530","1890","Texas","480","Burnet","0530","Burnet",307,248,358,0,0,0,0,0,0,0,0,0,10440
"G4800550","1890","Texas","480","Caldwell","0550","Caldwell",4878,4034,2531,0,0,0,0,0,0,1,0,0,10890
"G4800570","1890","Texas","480","Calhoun","0570","Calhoun",168,547,907,0,0,0,0,0,0,0,0,0,647
"G4800590","1890","Texas","480","Callahan","0590","Callahan",31,24,0,0,0,0,0,0,0,0,10,0,5426
"G4800610","1890","Texas","480","Cameron","0610","Cameron",108,117,157,1,0,0,1,0,0,7,0,0,14307
"G4800630","1890","Texas","480","Camp","0630","Camp",3296,2845,0,0,0,0,0,0,0,0,1,0,3328
"G4800650","1890","Texas","480","Carson","0650","Carson",1,0,0,0,0,0,0,0,0,0,0,0,355
"G4800670","1890","Texas","480","Cass","0670","Cass",8512,6444,3379,0,0,0,0,0,0,1,6,0,14041
"G4800690","1890","Texas","480","Castro","0690","Castro",0,0,0,0,0,0,0,0,0,0,0,0,9
"G4800710","1890","Texas","480","Chambers","0710","Chambers",757,693,452,0,0,0,0,0,0,5,0,0,1479
"G4800730","1890","Texas","480","Cherokee","0730","Cherokee",7705,5708,3285,1,0,0,0,0,0,4,1,0,15265
"G4800750","1890","Texas","480","Childress","0750","Childress",2,1,0,2,0,0,0,0,0,0,0,0,1171
"G4800770","1890","Texas","480","Clay","0770","Clay",102,26,0,1,0,0,0,0,0,0,0,0,7400
"G4800790","1890","Texas","480","Cochran","0790","Cochran",0,0,0,0,0,0,0,0,0,0,0,0,
"G4800810","1890","Texas","480","Coke","0810","Coke",0,0,0,0,0,0,0,0,0,1,0,0,2058
"G4800830","1890","Texas","480","Coleman","0830","Coleman",69,35,7,1,0,0,0,0,0,0,0,0,6042
"G4800850","1890","Texas","480","Collin","0850","Collin",2525,1979,1653,1,0,0,0,0,0,2,1,12,34208
"G4800870","1890","Texas","480","Collingsworth","0870","Collingsworth",0,3,0,0,0,0,0,0,0,0,0,0,357
"G4800890","1890","Texas","480","Colorado","0890","Colorado",8845,7686,3701,1,0,0,0,0,0,0,0,0,10666
"G4800910","1890","Texas","480","Comal","0910","Comal",180,270,377,0,0,0,0,0,0,0,0,0,6218
"G4800930","1890","Texas","480","Comanche","0930","Comanche",8,79,24,0,0,0,0,0,0,0,0,0,15600
"G4800950","1890","Texas","480","Concho","0950","Concho",14,17,0,0,0,0,0,0,0,0,0,0,1051
"G4800970","1890","Texas","480","Cooke","0970","Cooke",1351,814,471,11,2,0,0,0,0,11,15,17,23323
"G4800990","1890","Texas","480","Coryell","0990","Coryell",459,385,279,1,0,0,0,0,0,0,0,0,16413
"G4801010","1890","Texas","480","Cottle","1010","Cottle",0,0,0,0,0,0,0,0,0,0,0,0,240
"G4801030","1890","Texas","480","Crane","1030","Crane",0,0,0,0,0,0,0,0,0,0,0,0,15
"G4801050","1890","Texas","480","Crockett","1050","Crockett",0,0,0,0,0,0,0,0,0,0,0,0,194
"G4801070","1890","Texas","480","Crosby","1070","Crosby",1,1,0,0,0,0,0,0,0,0,0,0,345
"G4801110","1890","Texas","480","Dallam","1110","Dallam",0,0,0,0,0,0,0,0,0,0,0,0,112
"G4801130","1890","Texas","480","Dallas","1130","Dallas",11177,4947,2109,63,6,0,1,0,0,6,5,8,55795
"G4801150","1890","Texas","480","Dawson","1150","Dawson",1,1,0,0,0,0,0,0,0,0,0,0,28
"G4801170","1890","Texas","480","Deaf Smith","1170","Deaf Smith",0,1,0,0,0,0,0,0,0,0,0,0,179
"G4801190","1890","Texas","480","Delta","1190","Delta",728,598,0,0,0,0,0,0,0,0,0,0,8389
"G4801210","1890","Texas","480","Denton","1210","Denton",1707,1070,500,1,0,0,0,0,0,1,2,0,19580
"G4801230","1890","Texas","480","De Witt","1230","De Witt",3995,2938,1757,1,0,0,0,0,0,0,0,0,10311
"G4801250","1890","Texas","480","Dickens","1250","Dickens",0,0,0,0,0,0,0,0,0,0,0,0,295
"G4801270","1890","Texas","480","Dimmit","1270","Dimmit",37,16,6,0,0,0,0,0,0,0,0,0,1012
"G4801290","1890","Texas","480","Donley","1290","Donley",40,0,0,4,0,0,0,0,0,0,1,0,1012
"G4801310","1890","Texas","480","Duval","1310","Duval",7,37,3,0,0,0,0,0,0,0,8,0,7591
"G4801330","1890","Texas","480","Eastland","1330","Eastland",25,18,1,0,0,0,0,0,0,1,0,0,10347
"G4801350","1890","Texas","480","Ector","1350","Ector",1,0,0,0,0,0,0,0,0,0,0,0,223
"G4801370","1890","Texas","480","Edwards","1370","Edwards",6,1,0,0,0,0,0,0,0,0,0,0,1964
"G4801390","1890","Texas","480","Ellis","1390","Ellis",3376,2539,1506,1,0,0,0,0,0,0,0,0,28397
"G4801410","1890","Texas","480","El Paso","1410","El Paso",377,47,306,225,0,0,0,0,0,80,200,136,14996
"G4801415","1890","Texas","480","Encinal","1415","Encinal",6,1,0,0,0,0,0,0,0,0,0,0,2738
"G4801430","1890","Texas","480","Erath","1430","Erath",723,257,89,0,0,0,0,0,0,2,0,0,20869
"G4801450","1890","Texas","480","Falls","1450","Falls",7961,6673,4681,0,0,0,0,0,0,0,2,25,12745
"G4801470","1890","Texas","480","Fannin","1470","Fannin",4241,3416,2484,6,0,0,0,0,0,3,4,2,34459
"G4801490","1890","Texas","480","Fayette","1490","Fayette",8446,8763,5901,1,0,0,0,0,0,3,66,9,23031
"G4801510","1890","Texas","480","Fisher","1510","Fisher",15,1,0,0,0,0,0,0,0,0,0,0,2981
"G4801530","1890","Texas","480","Floyd","1530","Floyd",0,0,0,0,0,0,0,0,0,0,0,0,529
"G4801555","1890","Texas","480","Foley","1555","Foley",17,0,0,0,0,0,0,0,0,0,0,0,8
"G4801570","1890","Texas","480","Fort Bend","1570","Fort Bend",8981,7508,5510,0,0,0,0,0,0,0,1,0,1605
"G4801590","1890","Texas","480","Franklin","1590","Franklin",819,614,0,0,0,0,0,0,0,1,0,0,5661
"G4801610","1890","Texas","480","Freestone","1610","Freestone",6675,6652,3368,0,0,0,0,0,0,1,0,0,9311
"G4801630","1890","Texas","480","Frio","1630","Frio",102,65,15,0,0,0,0,0,0,0,0,0,3010
"G4801650","1890","Texas","480","Gaines","1650","Gaines",0,0,0,0,0,0,0,0,0,0,0,0,68
"G4801670","1890","Texas","480","Galveston","1670","Galveston",7009,5651,3236,42,15,0,0,0,0,3,1,1,24422
"G4801690","1890","Texas","480","Garza","1690","Garza",0,1,0,0,0,0,0,0,0,0,0,0,14
"G4801710","1890","Texas","480","Gillespie","1710","Gillespie",108,132,77,0,0,0,0,0,0,1,0,0,6947
"G4801730","1890","Texas","480","Glasscock","1730","Glasscock",0,0,0,0,0,0,0,0,0,0,0,0,208
"G4801750","1890","Texas","480","Goliad","1750","Goliad",1644,1666,876,0,0,0,0,0,0,0,0,1,4266
"G4801770","1890","Texas","480","Gonzales","1770","Gonzales",5869,4861,3670,1,0,0,0,0,0,0,5,12,12146
"G4801790","1890","Texas","480","Gray","1790","Gray",1,1,0,0,0,0,0,0,0,0,0,0,202
"G4801810","1890","Texas","480","Grayson","1810","Grayson",6712,4548,2145,8,2,0,0,0,0,38,9,5,46453
"G4801830","1890","Texas","480","Gregg","1830","Gregg",5349,4711,0,0,0,0,0,0,0,1,2,0,4052
"G4801850","1890","Texas","480","Grimes","1850","Grimes",11664,10276,7921,0,0,0,0,0,0,0,4,3,9648
"G4801870","1890","Texas","480","Guadalupe","1870","Guadalupe",4415,3455,2534,0,0,0,0,0,0,3,0,0,10799
"G4801890","1890","Texas","480","Hale","1890","Hale",3,0,0,0,0,0,0,0,0,0,0,0,718
"G4801910","1890","Texas","480","Hall","1910","Hall",1,1,0,0,0,0,0,0,0,0,0,0,702
"G4801930","1890","Texas","480","Hamilton","1930","Hamilton",13,24,17,0,0,0,0,0,0,0,0,1,9300
"G4801950","1890","Texas","480","Hansford","1950","Hansford",0,0,0,0,0,0,0,0,0,0,0,0,133
"G4801970","1890","Texas","480","Hardeman","1970","Hardeman",21,1,0,3,0,0,0,0,0,0,0,0,3880
"G4801990","1890","Texas","480","Hardin","1990","Hardin",967,236,242,0,0,0,0,0,0,0,0,0,2989
