GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AZ2001
"G1301990","1900","Georgia","130","Meriwether","1990","Meriwether",9522
"G1302010","1900","Georgia","130","Miller","2010","Miller",3611
"G1302015","1900","Georgia","130","Milton","2015","Milton",6000
"G1302050","1900","Georgia","130","Mitchell","2050","Mitchell",6778
"G1302070","1900","Georgia","130","Monroe","2070","Monroe",6817
"G1302090","1900","Georgia","130","Montgomery","2090","Montgomery",9653
"G1302110","1900","Georgia","130","Morgan","2110","Morgan",5207
"G1302130","1900","Georgia","130","Murray","2130","Murray",8102
"G1302150","1900","Georgia","130","Muscogee","2150","Muscogee",14229
"G1302170","1900","Georgia","130","Newton","2170","Newton",8589
"G1302190","1900","Georgia","130","Oconee","2190","Oconee",4189
"G1302210","1900","Georgia","130","Oglethorpe","2210","Oglethorpe",5638
"G1302230","1900","Georgia","130","Paulding","2230","Paulding",11624
"G1302270","1900","Georgia","130","Pickens","2270","Pickens",8226
"G1302290","1900","Georgia","130","Pierce","2290","Pierce",5916
"G1302310","1900","Georgia","130","Pike","2310","Pike",9158
"G1302330","1900","Georgia","130","Polk","2330","Polk",12937
"G1302350","1900","Georgia","130","Pulaski","2350","Pulaski",7460
"G1302370","1900","Georgia","130","Putnam","2370","Putnam",3379
"G1302390","1900","Georgia","130","Quitman","2390","Quitman",1254
"G1302410","1900","Georgia","130","Rabun","2410","Rabun",6104
"G1302430","1900","Georgia","130","Randolph","2430","Randolph",5550
"G1302450","1900","Georgia","130","Richmond","2450","Richmond",27439
"G1302470","1900","Georgia","130","Rockdale","2470","Rockdale",4419
"G1302490","1900","Georgia","130","Schley","2490","Schley",1916
"G1302510","1900","Georgia","130","Screven","2510","Screven",8306
"G1302550","1900","Georgia","130","Spalding","2550","Spalding",8465
"G1302590","1900","Georgia","130","Stewart","2590","Stewart",4019
"G1302610","1900","Georgia","130","Sumter","2610","Sumter",7399
"G1302630","1900","Georgia","130","Talbot","2630","Talbot",3658
"G1302650","1900","Georgia","130","Taliaferro","2650","Taliaferro",2391
"G1302670","1900","Georgia","130","Tattnall","2670","Tattnall",13306
"G1302690","1900","Georgia","130","Taylor","2690","Taylor",4820
"G1302710","1900","Georgia","130","Telfair","2710","Telfair",5957
"G1302730","1900","Georgia","130","Terrell","2730","Terrell",5674
"G1302750","1900","Georgia","130","Thomas","2750","Thomas",13626
"G1302810","1900","Georgia","130","Towns","2810","Towns",4677
"G1302850","1900","Georgia","130","Troup","2850","Troup",8668
"G1302890","1900","Georgia","130","Twiggs","2890","Twiggs",2911
"G1302910","1900","Georgia","130","Union","2910","Union",8353
"G1302930","1900","Georgia","130","Upson","2930","Upson",6189
"G1302950","1900","Georgia","130","Walker","2950","Walker",13197
"G1302970","1900","Georgia","130","Walton","2970","Walton",12601
"G1302990","1900","Georgia","130","Ware","2990","Ware",8652
"G1303010","1900","Georgia","130","Warren","3010","Warren",3842
"G1303030","1900","Georgia","130","Washington","3030","Washington",10805
"G1303050","1900","Georgia","130","Wayne","3050","Wayne",7222
"G1303070","1900","Georgia","130","Webster","3070","Webster",2504
"G1303110","1900","Georgia","130","White","3110","White",5312
"G1303130","1900","Georgia","130","Whitfield","3130","Whitfield",12683
"G1303150","1900","Georgia","130","Wilcox","3150","Wilcox",6893
"G1303170","1900","Georgia","130","Wilkes","3170","Wilkes",6423
"G1303190","1900","Georgia","130","Wilkinson","3190","Wilkinson",5409
"G1303210","1900","Georgia","130","Worth","3210","Worth",10252
"G1550015","1900","Hawaii Territory","155","Hawaii","0015","Hawaii",18750
"G1550075","1900","Hawaii Territory","155","Kauai","0075","Kauai",6070
"G1550095","1900","Hawaii Territory","155","Maui","0095","Maui",10951
"G1550115","1900","Hawaii Territory","155","Molokai","0115","Molokai",2008
"G1550135","1900","Hawaii Territory","155","Niihau","0135","Niihau",171
"G1550155","1900","Hawaii Territory","155","Oahu","0155","Oahu",28940
"G1600010","1900","Idaho","160","Ada","0010","Ada",11023
"G1600050","1900","Idaho","160","Bannock","0050","Bannock",10812
"G1600070","1900","Idaho","160","Bear Lake","0070","Bear Lake",7013
"G1600110","1900","Idaho","160","Bingham","0110","Bingham",9523
"G1600130","1900","Idaho","160","Blaine","0130","Blaine",4772
"G1600150","1900","Idaho","160","Boise","0150","Boise",3842
"G1600270","1900","Idaho","160","Canyon","0270","Canyon",7379
"G1600310","1900","Idaho","160","Cassia","0310","Cassia",3947
"G1600370","1900","Idaho","160","Custer","0370","Custer",2009
"G1600390","1900","Idaho","160","Elmore","0390","Elmore",2169
"G1600430","1900","Idaho","160","Fremont","0430","Fremont",12726
"G1600490","1900","Idaho","160","Idaho","0490","Idaho",8565
"G1600550","1900","Idaho","160","Kootenai","0550","Kootenai",9141
"G1600570","1900","Idaho","160","Latah","0570","Latah",13400
"G1600590","1900","Idaho","160","Lemhi","0590","Lemhi",2918
"G1600630","1900","Idaho","160","Lincoln","0630","Lincoln",1698
"G1600690","1900","Idaho","160","Nez Perce","0690","Nez Perce",12525
"G1600710","1900","Idaho","160","Oneida","0710","Oneida",8926
"G1600730","1900","Idaho","160","Owyhee","0730","Owyhee",3564
"G1600790","1900","Idaho","160","Shoshone","0790","Shoshone",11762
"G1600870","1900","Idaho","160","Washington","0870","Washington",6781
"G1609015","1900","Idaho","160","Coeur d'Alane Indian Reservation","9015","Coeur d'Alane Indian Reservation",
"G1609035","1900","Idaho","160","Fort Hall Indian Reservation","9035","Fort Hall Indian Reservation",
"G1609055","1900","Idaho","160","Lemhi Indian Reservation","9055","Lemhi Indian Reservation",
"G1700010","1900","Illinois","170","Adams","0010","Adams",64736
"G1700030","1900","Illinois","170","Alexander","0030","Alexander",13063
"G1700050","1900","Illinois","170","Bond","0050","Bond",15863
"G1700070","1900","Illinois","170","Boone","0070","Boone",15734
"G1700090","1900","Illinois","170","Brown","0090","Brown",11542
"G1700110","1900","Illinois","170","Bureau","0110","Bureau",40813
"G1700130","1900","Illinois","170","Calhoun","0130","Calhoun",8917
"G1700150","1900","Illinois","170","Carroll","0150","Carroll",18938
"G1700170","1900","Illinois","170","Cass","0170","Cass",17218
"G1700190","1900","Illinois","170","Champaign","0190","Champaign",47067
"G1700210","1900","Illinois","170","Christian","0210","Christian",32625
"G1700230","1900","Illinois","170","Clark","0230","Clark",23988
"G1700250","1900","Illinois","170","Clay","0250","Clay",19504
"G1700270","1900","Illinois","170","Clinton","0270","Clinton",19493
"G1700290","1900","Illinois","170","Coles","0290","Coles",33844
"G1700310","1900","Illinois","170","Cook","0310","Cook",1805561
"G1700330","1900","Illinois","170","Crawford","0330","Crawford",19219
"G1700350","1900","Illinois","170","Cumberland","0350","Cumberland",16106
"G1700370","1900","Illinois","170","DeKalb","0370","De Kalb",31672
"G1700390","1900","Illinois","170","De Witt","0390","De Witt",18884
"G1700410","1900","Illinois","170","Douglas","0410","Douglas",19017
"G1700430","1900","Illinois","170","Du Page","0430","Du Page",28021
"G1700450","1900","Illinois","170","Edgar","0450","Edgar",27979
"G1700470","1900","Illinois","170","Edwards","0470","Edwards",10242
"G1700490","1900","Illinois","170","Effingham","0490","Effingham",20447
"G1700510","1900","Illinois","170","Fayette","0510","Fayette",28052
"G1700530","1900","Illinois","170","Ford","0530","Ford",18260
"G1700550","1900","Illinois","170","Franklin","0550","Franklin",19659
"G1700570","1900","Illinois","170","Fulton","0570","Fulton",45988
"G1700590","1900","Illinois","170","Gallatin","0590","Gallatin",15197
"G1700610","1900","Illinois","170","Greene","0610","Greene",23280
"G1700630","1900","Illinois","170","Grundy","0630","Grundy",24035
"G1700650","1900","Illinois","170","Hamilton","0650","Hamilton",20160
"G1700670","1900","Illinois","170","Hancock","0670","Hancock",32120
"G1700690","1900","Illinois","170","Hardin","0690","Hardin",7255
"G1700710","1900","Illinois","170","Henderson","0710","Henderson",10814
"G1700730","1900","Illinois","170","Henry","0730","Henry",39857
"G1700750","1900","Illinois","170","Iroquois","0750","Iroquois",37817
"G1700770","1900","Illinois","170","Jackson","0770","Jackson",31747
"G1700790","1900","Illinois","170","Jasper","0790","Jasper",20076
"G1700810","1900","Illinois","170","Jefferson","0810","Jefferson",27814
"G1700830","1900","Illinois","170","Jersey","0830","Jersey",14460
"G1700850","1900","Illinois","170","Jo Daviess","0850","Jo Daviess",24504
"G1700870","1900","Illinois","170","Johnson","0870","Johnson",15408
"G1700890","1900","Illinois","170","Kane","0890","Kane",78165
"G1700910","1900","Illinois","170","Kankakee","0910","Kankakee",36916
"G1700930","1900","Illinois","170","Kendall","0930","Kendall",11424
"G1700950","1900","Illinois","170","Knox","0950","Knox",42758
"G1700970","1900","Illinois","170","Lake","0970","Lake",34316
"G1700990","1900","Illinois","170","La Salle","0990","La Salle",87539
"G1701010","1900","Illinois","170","Lawrence","1010","Lawrence",16251
"G1701030","1900","Illinois","170","Lee","1030","Lee",29823
"G1701050","1900","Illinois","170","Livingston","1050","Livingston",41532
"G1701070","1900","Illinois","170","Logan","1070","Logan",28366
"G1701090","1900","Illinois","170","McDonough","1090","Mcdonough",28232
"G1701110","1900","Illinois","170","McHenry","1110","Mchenry",29735
"G1701130","1900","Illinois","170","McLean","1130","Mclean",66778
"G1701150","1900","Illinois","170","Macon","1150","Macon",43344
"G1701170","1900","Illinois","170","Macoupin","1170","Macoupin",41947
"G1701190","1900","Illinois","170","Madison","1190","Madison",61861
"G1701210","1900","Illinois","170","Marion","1210","Marion",29924
"G1701230","1900","Illinois","170","Marshall","1230","Marshall",16253
"G1701250","1900","Illinois","170","Mason","1250","Mason",17473
"G1701270","1900","Illinois","170","Massac","1270","Massac",10943
"G1701290","1900","Illinois","170","Menard","1290","Menard",14203
"G1701310","1900","Illinois","170","Mercer","1310","Mercer",20798
"G1701330","1900","Illinois","170","Monroe","1330","Monroe",13824
"G1701350","1900","Illinois","170","Montgomery","1350","Montgomery",30562
"G1701370","1900","Illinois","170","Morgan","1370","Morgan",33828
"G1701390","1900","Illinois","170","Moultrie","1390","Moultrie",15213
"G1701410","1900","Illinois","170","Ogle","1410","Ogle",29075
"G1701430","1900","Illinois","170","Peoria","1430","Peoria",87058
"G1701450","1900","Illinois","170","Perry","1450","Perry",19111
"G1701470","1900","Illinois","170","Piatt","1470","Piatt",17660
"G1701490","1900","Illinois","170","Pike","1490","Pike",31290
"G1701510","1900","Illinois","170","Pope","1510","Pope",12896
"G1701530","1900","Illinois","170","Pulaski","1530","Pulaski",8728
"G1701550","1900","Illinois","170","Putnam","1550","Putnam",4728
"G1701570","1900","Illinois","170","Randolph","1570","Randolph",26666
"G1701590","1900","Illinois","170","Richland","1590","Richland",16379
"G1701610","1900","Illinois","170","Rock Island","1610","Rock Island",54648
"G1701630","1900","Illinois","170","St Clair","1630","St Clair",82679
"G1701650","1900","Illinois","170","Saline","1650","Saline",20816
"G1701670","1900","Illinois","170","Sangamon","1670","Sangamon",68480
"G1701690","1900","Illinois","170","Schuyler","1690","Schuyler",16122
"G1701710","1900","Illinois","170","Scott","1710","Scott",10421
"G1701730","1900","Illinois","170","Shelby","1730","Shelby",32058
"G1701750","1900","Illinois","170","Stark","1750","Stark",10180
"G1701770","1900","Illinois","170","Stephenson","1770","Stephenson",34871
"G1701790","1900","Illinois","170","Tazewell","1790","Tazewell",33193
"G1701810","1900","Illinois","170","Union","1810","Union",22416
"G1701830","1900","Illinois","170","Vermilion","1830","Vermilion",64509
"G1701850","1900","Illinois","170","Wabash","1850","Wabash",12530
"G1701870","1900","Illinois","170","Warren","1870","Warren",22784
"G1701890","1900","Illinois","170","Washington","1890","Washington",19446
"G1701910","1900","Illinois","170","Wayne","1910","Wayne",27621
"G1701930","1900","Illinois","170","White","1930","White",24840
"G1701950","1900","Illinois","170","Whiteside","1950","Whiteside",34656
"G1701970","1900","Illinois","170","Will","1970","Will",73504
"G1701990","1900","Illinois","170","Williamson","1990","Williamson",27185
"G1702010","1900","Illinois","170","Winnebago","2010","Winnebago",47603
"G1702030","1900","Illinois","170","Woodford","2030","Woodford",21716
"G1789015","1900","Indian Territory","178","Cherokee Nation","9015","Cherokee Nation",66951
"G1789035","1900","Indian Territory","178","Chickasaw Nation","9035","Chickasaw Nation",124306
"G1789055","1900","Indian Territory","178","Choctaw Nation","9055","Choctaw Nation",79332
"G1789075","1900","Indian Territory","178","Creek Nation","9075","Creek Nation",25187
"G1789095","1900","Indian Territory","178","Seminole Nation","9095","Seminole Nation",1143
"G1789115","1900","Indian Territory","178","Modoc Indian Reservation","9115","Modoc Indian Reservation",96
"G1789135","1900","Indian Territory","178","Ottawa Indian Reservation","9135","Ottawa Indian Reservation",2029
"G1789155","1900","Indian Territory","178","Peroria Indian Reservation","9155","Peroria Indian Reservation",995
"G1789177","1900","Indian Territory","178","Quapaw Indian Reservation","9177","Quapaw Indian Reservation",611
"G1789195","1900","Indian Territory","178","Seneca Indian Reservation","9195","Seneca Indian Reservation",799
"G1789215","1900","Indian Territory","178","Shawnee Indian Reservation","9215","Shawnee Indian Reservation",239
"G1789235","1900","Indian Territory","178","Wyandotte Indian Reservation","9235","Wyandotte Indian Reservation",992
"G1800010","1900","Indiana","180","Adams","0010","Adams",22232
"G1800030","1900","Indiana","180","Allen","0030","Allen",76939
"G1800050","1900","Indiana","180","Bartholomew","0050","Bartholomew",24259
"G1800070","1900","Indiana","180","Benton","0070","Benton",13051
"G1800090","1900","Indiana","180","Blackford","0090","Blackford",17189
"G1800110","1900","Indiana","180","Boone","0110","Boone",26201
"G1800130","1900","Indiana","180","Brown","0130","Brown",9726
"G1800150","1900","Indiana","180","Carroll","0150","Carroll",19926
"G1800170","1900","Indiana","180","Cass","0170","Cass",34300
"G1800190","1900","Indiana","180","Clark","0190","Clark",28651
"G1800210","1900","Indiana","180","Clay","0210","Clay",33869
"G1800230","1900","Indiana","180","Clinton","0230","Clinton",28101
"G1800250","1900","Indiana","180","Crawford","0250","Crawford",13474
"G1800270","1900","Indiana","180","Daviess","0270","Daviess",29535
"G1800290","1900","Indiana","180","Dearborn","0290","Dearborn",22043
"G1800310","1900","Indiana","180","Decatur","0310","Decatur",19385
"G1800330","1900","Indiana","180","DeKalb","0330","De Kalb",25700
"G1800350","1900","Indiana","180","Delaware","0350","Delaware",48622
"G1800370","1900","Indiana","180","Dubois","0370","Dubois",20338
"G1800390","1900","Indiana","180","Elkhart","0390","Elkhart",44989
"G1800410","1900","Indiana","180","Fayette","0410","Fayette",13061
"G1800430","1900","Indiana","180","Floyd","0430","Floyd",28011
"G1800450","1900","Indiana","180","Fountain","0450","Fountain",21416
"G1800470","1900","Indiana","180","Franklin","0470","Franklin",16381
"G1800490","1900","Indiana","180","Fulton","0490","Fulton",17427
"G1800510","1900","Indiana","180","Gibson","0510","Gibson",28616
"G1800530","1900","Indiana","180","Grant","0530","Grant",53275
"G1800550","1900","Indiana","180","Greene","0550","Greene",28396
"G1800570","1900","Indiana","180","Hamilton","0570","Hamilton",29316
"G1800590","1900","Indiana","180","Hancock","0590","Hancock",19075
"G1800610","1900","Indiana","180","Harrison","0610","Harrison",21344
