GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AZ2001
"G2900650","1900","Missouri","290","Dent","0650","Dent",12958
"G2900670","1900","Missouri","290","Douglas","0670","Douglas",16775
"G2900690","1900","Missouri","290","Dunklin","0690","Dunklin",21500
"G2900710","1900","Missouri","290","Franklin","0710","Franklin",28756
"G2900730","1900","Missouri","290","Gasconade","0730","Gasconade",12230
"G2900750","1900","Missouri","290","Gentry","0750","Gentry",20538
"G2900770","1900","Missouri","290","Greene","0770","Greene",49415
"G2900790","1900","Missouri","290","Grundy","0790","Grundy",17600
"G2900810","1900","Missouri","290","Harrison","0810","Harrison",24347
"G2900830","1900","Missouri","290","Henry","0830","Henry",26962
"G2900850","1900","Missouri","290","Hickory","0850","Hickory",9984
"G2900870","1900","Missouri","290","Holt","0870","Holt",16945
"G2900890","1900","Missouri","290","Howard","0890","Howard",14155
"G2900910","1900","Missouri","290","Howell","0910","Howell",21612
"G2900930","1900","Missouri","290","Iron","0930","Iron",8468
"G2900950","1900","Missouri","290","Jackson","0950","Jackson",176053
"G2900970","1900","Missouri","290","Jasper","0970","Jasper",82576
"G2900990","1900","Missouri","290","Jefferson","0990","Jefferson",24593
"G2901010","1900","Missouri","290","Johnson","1010","Johnson",26128
"G2901030","1900","Missouri","290","Knox","1030","Knox",13303
"G2901050","1900","Missouri","290","Laclede","1050","Laclede",16159
"G2901070","1900","Missouri","290","Lafayette","1070","Lafayette",28002
"G2901090","1900","Missouri","290","Lawrence","1090","Lawrence",31379
"G2901110","1900","Missouri","290","Lewis","1110","Lewis",15680
"G2901130","1900","Missouri","290","Lincoln","1130","Lincoln",16621
"G2901150","1900","Missouri","290","Linn","1150","Linn",24717
"G2901170","1900","Missouri","290","Livingston","1170","Livingston",21507
"G2901190","1900","Missouri","290","McDonald","1190","Mcdonald",13560
"G2901210","1900","Missouri","290","Macon","1210","Macon",31438
"G2901230","1900","Missouri","290","Madison","1230","Madison",9732
"G2901250","1900","Missouri","290","Maries","1250","Maries",9615
"G2901270","1900","Missouri","290","Marion","1270","Marion",22974
"G2901290","1900","Missouri","290","Mercer","1290","Mercer",14648
"G2901310","1900","Missouri","290","Miller","1310","Miller",14995
"G2901330","1900","Missouri","290","Mississippi","1330","Mississippi",9572
"G2901350","1900","Missouri","290","Moniteau","1350","Moniteau",15223
"G2901370","1900","Missouri","290","Monroe","1370","Monroe",18108
"G2901390","1900","Missouri","290","Montgomery","1390","Montgomery",15160
"G2901410","1900","Missouri","290","Morgan","1410","Morgan",11737
"G2901430","1900","Missouri","290","New Madrid","1430","New Madrid",9253
"G2901450","1900","Missouri","290","Newton","1450","Newton",26280
"G2901470","1900","Missouri","290","Nodaway","1470","Nodaway",32809
"G2901490","1900","Missouri","290","Oregon","1490","Oregon",13899
"G2901510","1900","Missouri","290","Osage","1510","Osage",13822
"G2901530","1900","Missouri","290","Ozark","1530","Ozark",12119
"G2901550","1900","Missouri","290","Pemiscot","1550","Pemiscot",11253
"G2901570","1900","Missouri","290","Perry","1570","Perry",14694
"G2901590","1900","Missouri","290","Pettis","1590","Pettis",29541
"G2901610","1900","Missouri","290","Phelps","1610","Phelps",14009
"G2901630","1900","Missouri","290","Pike","1630","Pike",21503
"G2901650","1900","Missouri","290","Platte","1650","Platte",15098
"G2901670","1900","Missouri","290","Polk","1670","Polk",23070
"G2901690","1900","Missouri","290","Pulaski","1690","Pulaski",10357
"G2901710","1900","Missouri","290","Putnam","1710","Putnam",16672
"G2901730","1900","Missouri","290","Ralls","1730","Ralls",11360
"G2901750","1900","Missouri","290","Randolph","1750","Randolph",21600
"G2901770","1900","Missouri","290","Ray","1770","Ray",23197
"G2901790","1900","Missouri","290","Reynolds","1790","Reynolds",8161
"G2901810","1900","Missouri","290","Ripley","1810","Ripley",13185
"G2901830","1900","Missouri","290","St Charles","1830","St Charles",22332
"G2901850","1900","Missouri","290","St Clair","1850","St Clair",17645
"G2901860","1900","Missouri","290","Ste Genevieve","1860","Ste Genevieve",9885
"G2901870","1900","Missouri","290","St Francois","1870","St Francois",23440
"G2901890","1900","Missouri","290","St Louis","1890","St Louis",46511
"G2901950","1900","Missouri","290","Saline","1950","Saline",28939
"G2901970","1900","Missouri","290","Schuyler","1970","Schuyler",10840
"G2901990","1900","Missouri","290","Scotland","1990","Scotland",13152
"G2902010","1900","Missouri","290","Scott","2010","Scott",12587
"G2902030","1900","Missouri","290","Shannon","2030","Shannon",11241
"G2902050","1900","Missouri","290","Shelby","2050","Shelby",15488
"G2902070","1900","Missouri","290","Stoddard","2070","Stoddard",24622
"G2902090","1900","Missouri","290","Stone","2090","Stone",9888
"G2902110","1900","Missouri","290","Sullivan","2110","Sullivan",20168
"G2902130","1900","Missouri","290","Taney","2130","Taney",10125
"G2902150","1900","Missouri","290","Texas","2150","Texas",22187
"G2902170","1900","Missouri","290","Vernon","2170","Vernon",31378
"G2902190","1900","Missouri","290","Warren","2190","Warren",9297
"G2902210","1900","Missouri","290","Washington","2210","Washington",13622
"G2902230","1900","Missouri","290","Wayne","2230","Wayne",15194
"G2902250","1900","Missouri","290","Webster","2250","Webster",16524
"G2902270","1900","Missouri","290","Worth","2270","Worth",9824
"G2902290","1900","Missouri","290","Wright","2290","Wright",17091
"G2905100","1900","Missouri","290","St Louis City","5100","St Louis City",539385
"G3000010","1900","Montana","300","Beaverhead","0010","Beaverhead",5440
"G3000070","1900","Montana","300","Broadwater","0070","Broadwater",2610
"G3000090","1900","Montana","300","Carbon","0090","Carbon",7485
"G3000130","1900","Montana","300","Cascade","0130","Cascade",25143
"G3000150","1900","Montana","300","Chouteau","0150","Chouteau",8667
"G3000170","1900","Montana","300","Custer","0170","Custer",6470
"G3000210","1900","Montana","300","Dawson","0210","Dawson",2436
"G3000230","1900","Montana","300","Deer Lodge","0230","Deer Lodge",17018
"G3000270","1900","Montana","300","Fergus","0270","Fergus",6528
"G3000290","1900","Montana","300","Flathead","0290","Flathead",8954
"G3000310","1900","Montana","300","Gallatin","0310","Gallatin",9462
"G3000390","1900","Montana","300","Granite","0390","Granite",4253
"G3000430","1900","Montana","300","Jefferson","0430","Jefferson",5258
"G3000490","1900","Montana","300","Lewis And Clark","0490","Lewis And Clark",18418
"G3000570","1900","Montana","300","Madison","0570","Madison",7584
"G3000590","1900","Montana","300","Meagher","0590","Meagher",2493
"G3000630","1900","Montana","300","Missoula","0630","Missoula",11502
"G3000670","1900","Montana","300","Park","0670","Park",6961
"G3000810","1900","Montana","300","Ravalli","0810","Ravalli",7730
"G3000930","1900","Montana","300","Silver Bow","0930","Silver Bow",46905
"G3000970","1900","Montana","300","Sweet Grass","0970","Sweet Grass",2986
"G3000990","1900","Montana","300","Teton","0990","Teton",2931
"G3001050","1900","Montana","300","Valley","1050","Valley",2253
"G3001110","1900","Montana","300","Yellowstone","1110","Yellowstone",6001
"G3009015","1900","Montana","300","Blackfeet Indian Reservation","9015","Blackfeet Indian Reservation",
"G3009035","1900","Montana","300","Crow Indian Reservation","9035","Crow Indian Reservation",795
"G3009055","1900","Montana","300","Flathead Indian Reservation","9055","Flathead Indian Reservation",
"G3009075","1900","Montana","300","Fort Peck Indian Reservation","9075","Fort Peck Indian Reservation",
"G3009095","1900","Montana","300","Northern Cheyenne Indian Reservation","9095","Northern Cheyenne Indian Reservation",
"G3100010","1900","Nebraska","310","Adams","0010","Adams",18773
"G3100030","1900","Nebraska","310","Antelope","0030","Antelope",11342
"G3100070","1900","Nebraska","310","Banner","0070","Banner",1114
"G3100090","1900","Nebraska","310","Blaine","0090","Blaine",603
"G3100110","1900","Nebraska","310","Boone","0110","Boone",11687
"G3100130","1900","Nebraska","310","Box Butte","0130","Box Butte",5487
"G3100150","1900","Nebraska","310","Boyd","0150","Boyd",7324
"G3100170","1900","Nebraska","310","Brown","0170","Brown",3470
"G3100190","1900","Nebraska","310","Buffalo","0190","Buffalo",20220
"G3100210","1900","Nebraska","310","Burt","0210","Burt",12994
"G3100230","1900","Nebraska","310","Butler","0230","Butler",15697
"G3100250","1900","Nebraska","310","Cass","0250","Cass",21295
"G3100270","1900","Nebraska","310","Cedar","0270","Cedar",12466
"G3100290","1900","Nebraska","310","Chase","0290","Chase",2558
"G3100310","1900","Nebraska","310","Cherry","0310","Cherry",6506
"G3100330","1900","Nebraska","310","Cheyenne","0330","Cheyenne",5565
"G3100350","1900","Nebraska","310","Clay","0350","Clay",15718
"G3100370","1900","Nebraska","310","Colfax","0370","Colfax",11184
"G3100390","1900","Nebraska","310","Cuming","0390","Cuming",14572
"G3100410","1900","Nebraska","310","Custer","0410","Custer",19696
"G3100430","1900","Nebraska","310","Dakota","0430","Dakota",6272
"G3100450","1900","Nebraska","310","Dawes","0450","Dawes",6147
"G3100470","1900","Nebraska","310","Dawson","0470","Dawson",12164
"G3100490","1900","Nebraska","310","Deuel","0490","Deuel",2629
"G3100510","1900","Nebraska","310","Dixon","0510","Dixon",10531
"G3100530","1900","Nebraska","310","Dodge","0530","Dodge",22225
"G3100550","1900","Nebraska","310","Douglas","0550","Douglas",136430
"G3100570","1900","Nebraska","310","Dundy","0570","Dundy",2431
"G3100590","1900","Nebraska","310","Fillmore","0590","Fillmore",15062
"G3100610","1900","Nebraska","310","Franklin","0610","Franklin",9447
"G3100630","1900","Nebraska","310","Frontier","0630","Frontier",8779
"G3100650","1900","Nebraska","310","Furnas","0650","Furnas",12357
"G3100670","1900","Nebraska","310","Gage","0670","Gage",30022
"G3100710","1900","Nebraska","310","Garfield","0710","Garfield",2116
"G3100730","1900","Nebraska","310","Gosper","0730","Gosper",5297
"G3100750","1900","Nebraska","310","Grant","0750","Grant",761
"G3100770","1900","Nebraska","310","Greeley","0770","Greeley",5679
"G3100790","1900","Nebraska","310","Hall","0790","Hall",17162
"G3100810","1900","Nebraska","310","Hamilton","0810","Hamilton",13316
"G3100830","1900","Nebraska","310","Harlan","0830","Harlan",9361
"G3100850","1900","Nebraska","310","Hayes","0850","Hayes",2705
"G3100870","1900","Nebraska","310","Hitchcock","0870","Hitchcock",4408
"G3100890","1900","Nebraska","310","Holt","0890","Holt",12210
"G3100910","1900","Nebraska","310","Hooker","0910","Hooker",432
"G3100930","1900","Nebraska","310","Howard","0930","Howard",10339
"G3100950","1900","Nebraska","310","Jefferson","0950","Jefferson",15174
"G3100970","1900","Nebraska","310","Johnson","0970","Johnson",11190
"G3100990","1900","Nebraska","310","Kearney","0990","Kearney",9865
"G3101010","1900","Nebraska","310","Keith","1010","Keith",1951
"G3101030","1900","Nebraska","310","Keya Paha","1030","Keya Paha",3076
"G3101050","1900","Nebraska","310","Kimball","1050","Kimball",753
"G3101070","1900","Nebraska","310","Knox","1070","Knox",13374
"G3101090","1900","Nebraska","310","Lancaster","1090","Lancaster",63929
"G3101110","1900","Nebraska","310","Lincoln","1110","Lincoln",11399
"G3101130","1900","Nebraska","310","Logan","1130","Logan",960
"G3101150","1900","Nebraska","310","Loup","1150","Loup",1300
"G3101170","1900","Nebraska","310","McPherson","1170","Mcpherson",517
"G3101190","1900","Nebraska","310","Madison","1190","Madison",16920
"G3101210","1900","Nebraska","310","Merrick","1210","Merrick",9245
"G3101250","1900","Nebraska","310","Nance","1250","Nance",7951
"G3101270","1900","Nebraska","310","Nemaha","1270","Nemaha",14911
"G3101290","1900","Nebraska","310","Nuckolls","1290","Nuckolls",12406
"G3101310","1900","Nebraska","310","Otoe","1310","Otoe",22136
"G3101330","1900","Nebraska","310","Pawnee","1330","Pawnee",11770
"G3101350","1900","Nebraska","310","Perkins","1350","Perkins",1702
"G3101370","1900","Nebraska","310","Phelps","1370","Phelps",10756
"G3101390","1900","Nebraska","310","Pierce","1390","Pierce",8441
"G3101410","1900","Nebraska","310","Platte","1410","Platte",17727
"G3101430","1900","Nebraska","310","Polk","1430","Polk",10541
"G3101450","1900","Nebraska","310","Red Willow","1450","Red Willow",9601
"G3101470","1900","Nebraska","310","Richardson","1470","Richardson",19504
"G3101490","1900","Nebraska","310","Rock","1490","Rock",2807
"G3101510","1900","Nebraska","310","Saline","1510","Saline",18227
"G3101530","1900","Nebraska","310","Sarpy","1530","Sarpy",9058
"G3101550","1900","Nebraska","310","Saunders","1550","Saunders",22067
"G3101570","1900","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",2551
"G3101590","1900","Nebraska","310","Seward","1590","Seward",15671
"G3101610","1900","Nebraska","310","Sheridan","1610","Sheridan",6022
"G3101630","1900","Nebraska","310","Sherman","1630","Sherman",6550
"G3101650","1900","Nebraska","310","Sioux","1650","Sioux",2054
"G3101670","1900","Nebraska","310","Stanton","1670","Stanton",6958
"G3101690","1900","Nebraska","310","Thayer","1690","Thayer",14319
"G3101710","1900","Nebraska","310","Thomas","1710","Thomas",628
"G3101730","1900","Nebraska","310","Thurston","1730","Thurston",4562
"G3101750","1900","Nebraska","310","Valley","1750","Valley",7336
"G3101770","1900","Nebraska","310","Washington","1770","Washington",13081
"G3101790","1900","Nebraska","310","Wayne","1790","Wayne",9858
"G3101810","1900","Nebraska","310","Webster","1810","Webster",11614
"G3101830","1900","Nebraska","310","Wheeler","1830","Wheeler",1338
"G3101850","1900","Nebraska","310","York","1850","York",18173
"G3200010","1900","Nevada","320","Churchill","0010","Churchill",537
"G3200050","1900","Nevada","320","Douglas","0050","Douglas",1453
"G3200070","1900","Nevada","320","Elko","0070","Elko",4660
"G3200090","1900","Nevada","320","Esmeralda","0090","Esmeralda",1024
"G3200110","1900","Nevada","320","Eureka","0110","Eureka",1664
"G3200130","1900","Nevada","320","Humboldt","0130","Humboldt",3514
"G3200150","1900","Nevada","320","Lander","0150","Lander",1293
"G3200170","1900","Nevada","320","Lincoln","0170","Lincoln",2897
"G3200190","1900","Nevada","320","Lyon","0190","Lyon",1920
"G3200230","1900","Nevada","320","Nye","0230","Nye",760
"G3200250","1900","Nevada","320","Ormsby","0250","Ormsby",2495
"G3200290","1900","Nevada","320","Storey","0290","Storey",3475
"G3200310","1900","Nevada","320","Washoe","0310","Washoe",7991
"G3200330","1900","Nevada","320","White Pine","0330","White Pine",1722
"G3209015","1900","Nevada","320","Duck Valley Indian Reservation","9015","Duck Valley Indian Reservation",
"G3209035","1900","Nevada","320","Pyramid Lake Indian Reservation","9035","Pyramid Lake Indian Reservation",
"G3209055","1900","Nevada","320","Walker River Indian Reservation","9055","Wlaker River Indian Reservation",
"G3300010","1900","New Hampshire","330","Belknap","0010","Belknap",19463
"G3300030","1900","New Hampshire","330","Carroll","0030","Carroll",16881
"G3300050","1900","New Hampshire","330","Cheshire","0050","Cheshire",31282
"G3300070","1900","New Hampshire","330","Coos","0070","Coos",29450
"G3300090","1900","New Hampshire","330","Grafton","0090","Grafton",40773
"G3300110","1900","New Hampshire","330","Hillsborough","0110","Hillsborough",112455
"G3300130","1900","New Hampshire","330","Merrimack","0130","Merrimack",52296
"G3300150","1900","New Hampshire","330","Rockingham","0150","Rockingham",50919
"G3300170","1900","New Hampshire","330","Strafford","0170","Strafford",39303
"G3300190","1900","New Hampshire","330","Sullivan","0190","Sullivan",17969
"G3400010","1900","New Jersey","340","Atlantic","0010","Atlantic",39422
"G3400030","1900","New Jersey","340","Bergen","0030","Bergen",75784
"G3400050","1900","New Jersey","340","Burlington","0050","Burlington",55061
"G3400070","1900","New Jersey","340","Camden","0070","Camden",98973
"G3400090","1900","New Jersey","340","Cape May","0090","Cape May",12328
"G3400110","1900","New Jersey","340","Cumberland","0110","Cumberland",48785
"G3400130","1900","New Jersey","340","Essex","0130","Essex",346133
"G3400150","1900","New Jersey","340","Gloucester","0150","Gloucester",29844
"G3400170","1900","New Jersey","340","Hudson","0170","Hudson",381231
"G3400190","1900","New Jersey","340","Hunterdon","0190","Hunterdon",33981
"G3400210","1900","New Jersey","340","Mercer","0210","Mercer",91119
"G3400230","1900","New Jersey","340","Middlesex","0230","Middlesex",77822
"G3400250","1900","New Jersey","340","Monmouth","0250","Monmouth",75089
"G3400270","1900","New Jersey","340","Morris","0270","Morris",63503
"G3400290","1900","New Jersey","340","Ocean","0290","Ocean",19466
"G3400310","1900","New Jersey","340","Passaic","0310","Passaic",153098
"G3400330","1900","New Jersey","340","Salem","0330","Salem",22493
"G3400350","1900","New Jersey","340","Somerset","0350","Somerset",31374
"G3400370","1900","New Jersey","340","Sussex","0370","Sussex",23970
"G3400390","1900","New Jersey","340","Union","0390","Union",95432
"G3400410","1900","New Jersey","340","Warren","0410","Warren",37409
"G3550035","1900","New Mexico Territory","355","Bernalillo","0035","Bernalillo",23485
"G3550055","1900","New Mexico Territory","355","Chaves","0055","Chaves",4691
"G3550075","1900","New Mexico Territory","355","Colfax","0075","Colfax",9776
"G3550115","1900","New Mexico Territory","355","Dona Ana","0115","Dona Ana",10152
"G3550135","1900","New Mexico Territory","355","Eddy","0135","Eddy",3179
"G3550155","1900","New Mexico Territory","355","Grant","0155","Grant",12522
"G3550175","1900","New Mexico Territory","355","Guadalupe","0175","Guadalupe",5420
"G3550195","1900","New Mexico Territory","355","Lincoln","0195","Lincoln",4921
"G3550255","1900","New Mexico Territory","355","Mora","0255","Mora",10288
"G3550275","1900","New Mexico Territory","355","Otero","0275","Otero",4276
"G3550315","1900","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",12461
"G3550375","1900","New Mexico Territory","355","San Juan","0375","San Juan",3059
"G3550395","1900","New Mexico Territory","355","San Miguel","0395","San Miguel",21867
"G3550435","1900","New Mexico Territory","355","Santa Fe","0435","Santa Fe",13567
"G3550455","1900","New Mexico Territory","355","Sierra","0455","Sierra",3136
"G3550475","1900","New Mexico Territory","355","Socorro","0475","Socorro",12021
"G3550495","1900","New Mexico Territory","355","Taos","0495","Taos",10376
"G3550535","1900","New Mexico Territory","355","Union","0535","Union",4520
"G3550555","1900","New Mexico Territory","355","Valencia","0555","Valencia",10490
"G3559015","1900","New Mexico Territory","355","Jicarilla Apache Indian Reservation","9015","Jicarilla Apache Indian Reservation",
"G3559035","1900","New Mexico Territory","355","Pueblo Indian Reservation","9035","Pueblo Indian Reservation",
"G3559055","1900","New Mexico Territory","355","Zuni Indian Reservation","9055","Zuni Indian Reservation",
"G3600010","1900","New York","360","Albany","0010","Albany",164013
"G3600030","1900","New York","360","Allegany","0030","Allegany",41146
"G3600070","1900","New York","360","Broome","0070","Broome",68512
"G3600090","1900","New York","360","Cattaraugus","0090","Cattaraugus",64196
"G3600110","1900","New York","360","Cayuga","0110","Cayuga",65532
"G3600130","1900","New York","360","Chautauqua","0130","Chautauqua",88124
"G3600150","1900","New York","360","Chemung","0150","Chemung",53152
"G3600170","1900","New York","360","Chenango","0170","Chenango",36355
"G3600190","1900","New York","360","Clinton","0190","Clinton",47278
"G3600210","1900","New York","360","Columbia","0210","Columbia",41779
"G3600230","1900","New York","360","Cortland","0230","Cortland",27494
"G3600250","1900","New York","360","Delaware","0250","Delaware",46203
"G3600270","1900","New York","360","Dutchess","0270","Dutchess",79424
"G3600290","1900","New York","360","Erie","0290","Erie",430516
"G3600310","1900","New York","360","Essex","0310","Essex",30641
"G3600330","1900","New York","360","Franklin","0330","Franklin",41492
"G3600350","1900","New York","360","Fulton","0350","Fulton",42476
"G3600370","1900","New York","360","Genesee","0370","Genesee",34053
"G3600390","1900","New York","360","Greene","0390","Greene",30670
"G3600410","1900","New York","360","Hamilton","0410","Hamilton",4920
"G3600430","1900","New York","360","Herkimer","0430","Herkimer",50828
"G3600450","1900","New York","360","Jefferson","0450","Jefferson",76521
"G3600470","1900","New York","360","Kings","0470","Kings",1146909
"G3600490","1900","New York","360","Lewis","0490","Lewis",27397
"G3600510","1900","New York","360","Livingston","0510","Livingston",36816
"G3600530","1900","New York","360","Madison","0530","Madison",40185
"G3600550","1900","New York","360","Monroe","0550","Monroe",217005
"G3600570","1900","New York","360","Montgomery","0570","Montgomery",47273
"G3600590","1900","New York","360","Nassau","0590","Nassau",53093
"G3600610","1900","New York","360","New York","0610","New York",2006891
"G3600630","1900","New York","360","Niagara","0630","Niagara",74066
"G3600650","1900","New York","360","Oneida","0650","Oneida",132306
"G3600670","1900","New York","360","Onondaga","0670","Onondaga",166978
"G3600690","1900","New York","360","Ontario","0690","Ontario",49159
"G3600710","1900","New York","360","Orange","0710","Orange",101018
"G3600730","1900","New York","360","Orleans","0730","Orleans",30059
"G3600750","1900","New York","360","Oswego","0750","Oswego",70726
"G3600770","1900","New York","360","Otsego","0770","Otsego",48793
"G3600790","1900","New York","360","Putnam","0790","Putnam",13669
"G3600810","1900","New York","360","Queens","0810","Queens",150235
"G3600830","1900","New York","360","Rensselaer","0830","Rensselaer",121005
"G3600850","1900","New York","360","Richmond","0850","Richmond",65863
"G3600870","1900","New York","360","Rockland","0870","Rockland",36238
"G3600890","1900","New York","360","St Lawrence","0890","St Lawrence",88997
"G3600910","1900","New York","360","Saratoga","0910","Saratoga",60228
"G3600930","1900","New York","360","Schenectady","0930","Schenectady",46659
"G3600950","1900","New York","360","Schoharie","0950","Schoharie",26554
"G3600970","1900","New York","360","Schuyler","0970","Schuyler",15631
"G3600990","1900","New York","360","Seneca","0990","Seneca",27979
"G3601010","1900","New York","360","Steuben","1010","Steuben",82321
"G3601030","1900","New York","360","Suffolk","1030","Suffolk",74298
"G3601050","1900","New York","360","Sullivan","1050","Sullivan",32219
"G3601070","1900","New York","360","Tioga","1070","Tioga",27641
"G3601090","1900","New York","360","Tompkins","1090","Tompkins",33366
"G3601110","1900","New York","360","Ulster","1110","Ulster",87057
"G3601130","1900","New York","360","Warren","1130","Warren",29849
"G3601150","1900","New York","360","Washington","1150","Washington",45379
"G3601170","1900","New York","360","Wayne","1170","Wayne",48401
"G3601190","1900","New York","360","Westchester","1190","Westchester",178742
"G3601210","1900","New York","360","Wyoming","1210","Wyoming",30366
"G3601230","1900","New York","360","Yates","1230","Yates",20185
"G3700010","1900","North Carolina","370","Alamance","0010","Alamance",18939
"G3700030","1900","North Carolina","370","Alexander","0030","Alexander",10104
"G3700050","1900","North Carolina","370","Alleghany","0050","Alleghany",7293
"G3700070","1900","North Carolina","370","Anson","0070","Anson",10196
"G3700090","1900","North Carolina","370","Ashe","0090","Ashe",18897
"G3700130","1900","North Carolina","370","Beaufort","0130","Beaufort",15066
"G3700150","1900","North Carolina","370","Bertie","0150","Bertie",8717
"G3700170","1900","North Carolina","370","Bladen","0170","Bladen",9452
"G3700190","1900","North Carolina","370","Brunswick","0190","Brunswick",7613
"G3700210","1900","North Carolina","370","Buncombe","0210","Buncombe",36167
"G3700230","1900","North Carolina","370","Burke","0230","Burke",15023
"G3700250","1900","North Carolina","370","Cabarrus","0250","Cabarrus",16355
"G3700270","1900","North Carolina","370","Caldwell","0270","Caldwell",13751
"G3700290","1900","North Carolina","370","Camden","0290","Camden",3283
"G3700310","1900","North Carolina","370","Carteret","0310","Carteret",9684
"G3700330","1900","North Carolina","370","Caswell","0330","Caswell",6829
"G3700350","1900","North Carolina","370","Catawba","0350","Catawba",19148
"G3700370","1900","North Carolina","370","Chatham","0370","Chatham",15573
"G3700390","1900","North Carolina","370","Cherokee","0390","Cherokee",11391
"G3700410","1900","North Carolina","370","Chowan","0410","Chowan",4406
"G3700430","1900","North Carolina","370","Clay","0430","Clay",4398
"G3700450","1900","North Carolina","370","Cleveland","0450","Cleveland",20258
"G3700470","1900","North Carolina","370","Columbus","0470","Columbus",14541
"G3700490","1900","North Carolina","370","Craven","0490","Craven",9613
"G3700510","1900","North Carolina","370","Cumberland","0510","Cumberland",16677
"G3700530","1900","North Carolina","370","Currituck","0530","Currituck",4752
"G3700550","1900","North Carolina","370","Dare","0550","Dare",4183
"G3700570","1900","North Carolina","370","Davidson","0570","Davidson",20229
"G3700590","1900","North Carolina","370","Davie","0590","Davie",9476
"G3700610","1900","North Carolina","370","Duplin","0610","Duplin",13877
"G3700630","1900","North Carolina","370","Durham","0630","Durham",16483
"G3700650","1900","North Carolina","370","Edgecombe","0650","Edgecombe",10004
"G3700670","1900","North Carolina","370","Forsyth","0670","Forsyth",24718
"G3700690","1900","North Carolina","370","Franklin","0690","Franklin",12678
"G3700710","1900","North Carolina","370","Gaston","0710","Gaston",20661
"G3700730","1900","North Carolina","370","Gates","0730","Gates",5609
"G3700750","1900","North Carolina","370","Graham","0750","Graham",4190
"G3700770","1900","North Carolina","370","Granville","0770","Granville",11376
"G3700790","1900","North Carolina","370","Greene","0790","Greene",6260
"G3700810","1900","North Carolina","370","Guilford","0810","Guilford",27969
"G3700830","1900","North Carolina","370","Halifax","0830","Halifax",11060
"G3700850","1900","North Carolina","370","Harnett","0850","Harnett",10930
"G3700870","1900","North Carolina","370","Haywood","0870","Haywood",15609
"G3700890","1900","North Carolina","370","Henderson","0890","Henderson",12345
"G3700910","1900","North Carolina","370","Hertford","0910","Hertford",5895
"G3700950","1900","North Carolina","370","Hyde","0950","Hyde",5264
"G3700970","1900","North Carolina","370","Iredell","0970","Iredell",21732
"G3700990","1900","North Carolina","370","Jackson","0990","Jackson",10922
"G3701010","1900","North Carolina","370","Johnston","1010","Johnston",24079
"G3701030","1900","North Carolina","370","Jones","1030","Jones",4466
"G3701070","1900","North Carolina","370","Lenoir","1070","Lenoir",10592
"G3701090","1900","North Carolina","370","Lincoln","1090","Lincoln",12537
"G3701110","1900","North Carolina","370","McDowell","1110","Mcdowell",10673
"G3701130","1900","North Carolina","370","Macon","1130","Macon",11431
"G3701150","1900","North Carolina","370","Madison","1150","Madison",20086
"G3701170","1900","North Carolina","370","Martin","1170","Martin",8056
"G3701190","1900","North Carolina","370","Mecklenburg","1190","Mecklenburg",31393
"G3701210","1900","North Carolina","370","Mitchell","1210","Mitchell",14685
"G3701230","1900","North Carolina","370","Montgomery","1230","Montgomery",10515
"G3701250","1900","North Carolina","370","Moore","1250","Moore",15773
"G3701270","1900","North Carolina","370","Nash","1270","Nash",14856
"G3701290","1900","North Carolina","370","New Hanover","1290","New Hanover",12663
"G3701310","1900","North Carolina","370","Northampton","1310","Northampton",9031
"G3701330","1900","North Carolina","370","Onslow","1330","Onslow",8330
"G3701350","1900","North Carolina","370","Orange","1350","Orange",9429
"G3701370","1900","North Carolina","370","Pamlico","1370","Pamlico",5408
"G3701390","1900","North Carolina","370","Pasquotank","1390","Pasquotank",6630
"G3701410","1900","North Carolina","370","Pender","1410","Pender",6472
"G3701430","1900","North Carolina","370","Perquimans","1430","Perquimans",5088
"G3701450","1900","North Carolina","370","Person","1450","Person",9662
"G3701470","1900","North Carolina","370","Pitt","1470","Pitt",15397
"G3701490","1900","North Carolina","370","Polk","1490","Polk",5797
"G3701510","1900","North Carolina","370","Randolph","1510","Randolph",24560
"G3701530","1900","North Carolina","370","Richmond","1530","Richmond",8092
"G3701550","1900","North Carolina","370","Robeson","1550","Robeson",19577
"G3701570","1900","North Carolina","370","Rockingham","1570","Rockingham",21544
"G3701590","1900","North Carolina","370","Rowan","1590","Rowan",22948
"G3701610","1900","North Carolina","370","Rutherford","1610","Rutherford",20659
"G3701630","1900","North Carolina","370","Sampson","1630","Sampson",17250
"G3701650","1900","North Carolina","370","Scotland","1650","Scotland",5709
"G3701670","1900","North Carolina","370","Stanly","1670","Stanly",13421
"G3701690","1900","North Carolina","370","Stokes","1690","Stokes",16875
"G3701710","1900","North Carolina","370","Surry","1710","Surry",22609
"G3701730","1900","North Carolina","370","Swain","1730","Swain",7352
"G3701750","1900","North Carolina","370","Transylvania","1750","Transylvania",6005
"G3701770","1900","North Carolina","370","Tyrrell","1770","Tyrrell",3518
"G3701790","1900","North Carolina","370","Union","1790","Union",19157
"G3701810","1900","North Carolina","370","Vance","1810","Vance",6929
"G3701830","1900","North Carolina","370","Wake","1830","Wake",30267
"G3701850","1900","North Carolina","370","Warren","1850","Warren",6082
"G3701870","1900","North Carolina","370","Washington","1870","Washington",5242
