GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLOCKA,BLCK_GRPA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015
"G3400350","1980","1","2","New Jersey","34","5640","Somerset","035",,,,,,,,"70",,,,,"SOMERSET COUNTY",188544,10123,143,1,7,180,939,398,315,799,164,2,16,4,1494
"G3400370","1980","1","2","New Jersey","34",,"Sussex","037",,,,,,,,,,,,,"SUSSEX COUNTY",114470,680,107,1,0,33,143,94,106,131,25,1,0,0,328
"G3400390","1980","1","2","New Jersey","34","5640","Union","039",,,,,,,,"70",,,,,"UNION COUNTY",405560,81207,449,9,8,431,1564,1435,799,1788,185,30,3,3,10623
"G3400410","1980","1","2","New Jersey","34","0240","Warren","041",,,,,,,,,,,,,"WARREN COUNTY",82788,933,59,0,0,33,72,56,117,81,8,1,0,1,280
"G3500010","1980","4","8","New Mexico","35","0200","Bernalillo","001",,,,,,,,,,,,,"BERNALILLO COUNTY",334490,9795,11228,36,25,587,827,516,316,334,840,86,23,30,60567
"G3500030","1980","4","8","New Mexico","35",,"Catron","003",,,,,,,,,,,,,"CATRON COUNTY",2423,10,40,0,0,0,0,2,0,0,0,0,0,1,244
"G3500050","1980","4","8","New Mexico","35",,"Chaves","005",,,,,,,,,,,,,"CHAVES COUNTY",43846,1137,324,4,0,26,28,26,17,16,26,14,10,2,5627
"G3500070","1980","4","8","New Mexico","35",,"Colfax","007",,,,,,,,,,,,,"COLFAX COUNTY",11763,56,73,0,0,3,0,0,3,10,0,5,0,0,1754
"G3500090","1980","4","8","New Mexico","35",,"Curry","009",,,,,,,,,,,,,"CURRY COUNTY",33785,2873,170,1,0,74,23,116,65,35,20,11,8,6,4832
"G3500110","1980","4","8","New Mexico","35",,"De Baca","011",,,,,,,,,,,,,"DE BACA COUNTY",2230,1,2,0,0,0,0,1,0,0,0,0,0,0,220
"G3500130","1980","4","8","New Mexico","35","4100","Dona Ana","013",,,,,,,,,,,,,"DONA ANA COUNTY",75301,1597,759,5,1,103,131,98,93,108,21,23,12,5,18083
"G3500150","1980","4","8","New Mexico","35",,"Eddy","015",,,,,,,,,,,,,"EDDY COUNTY",38917,866,167,0,1,15,10,22,11,22,11,2,0,0,7811
"G3500170","1980","4","8","New Mexico","35",,"Grant","017",,,,,,,,,,,,,"GRANT COUNTY",22077,132,119,3,2,4,20,3,3,6,1,6,1,0,3827
"G3500190","1980","4","8","New Mexico","35",,"Guadalupe","019",,,,,,,,,,,,,"GUADALUPE COUNTY",3712,5,11,0,0,0,4,3,0,11,0,0,0,0,750
"G3500210","1980","4","8","New Mexico","35",,"Harding","021",,,,,,,,,,,,,"HARDING COUNTY",1024,0,1,0,0,0,0,0,0,0,0,0,0,0,65
"G3500230","1980","4","8","New Mexico","35",,"Hidalgo","023",,,,,,,,,,,,,"HIDALGO COUNTY",5763,13,6,0,0,0,31,0,1,5,1,1,0,0,228
"G3500250","1980","4","8","New Mexico","35",,"Lea","025",,,,,,,,,,,,,"LEA COUNTY",46584,2700,295,6,0,15,12,12,28,26,6,3,1,2,6303
"G3500270","1980","4","8","New Mexico","35",,"Lincoln","027",,,,,,,,,,,,,"LINCOLN COUNTY",9873,52,66,0,0,1,1,3,1,2,2,3,0,0,993
"G3500280","1980","4","8","New Mexico","35",,"Los Alamos","028",,,,,,,,,,,,,"LOS ALAMOS COUNTY",16727,73,95,3,1,52,85,15,12,16,9,2,0,0,509
"G3500290","1980","4","8","New Mexico","35",,"Luna","029",,,,,,,,,,,,,"LUNA COUNTY",13335,254,77,1,0,5,5,9,1,8,3,0,0,0,1887
"G3500310","1980","4","8","New Mexico","35",,"McKinley","031",,,,,,,,,,,,,"MCKINLEY COUNTY",14617,319,37092,4,0,69,27,39,11,50,6,6,0,1,4208
"G3500330","1980","4","8","New Mexico","35",,"Mora","033",,,,,,,,,,,,,"MORA COUNTY",2616,2,7,0,0,1,0,0,0,0,1,0,0,0,1578
"G3500350","1980","4","8","New Mexico","35",,"Otero","035",,,,,,,,,,,,,"OTERO COUNTY",35649,2162,2151,3,3,127,66,174,71,13,17,12,16,3,4198
"G3500370","1980","4","8","New Mexico","35",,"Quay","037",,,,,,,,,,,,,"QUAY COUNTY",8752,136,39,0,0,0,3,2,1,11,8,0,0,1,1624
"G3500390","1980","4","8","New Mexico","35",,"Rio Arriba","039",,,,,,,,,,,,,"RIO ARRIBA COUNTY",13012,35,3331,0,0,2,1,6,3,1,1,0,1,0,12889
"G3500410","1980","4","8","New Mexico","35",,"Roosevelt","041",,,,,,,,,,,,,"ROOSEVELT COUNTY",13033,210,108,0,0,14,46,4,4,14,0,1,0,0,2261
"G3500430","1980","4","8","New Mexico","35","0200","Sandoval","043",,,,,,,,,,,,,"SANDOVAL COUNTY",20521,300,9493,2,4,14,11,14,14,4,2,6,0,0,4414
"G3500450","1980","4","8","New Mexico","35",,"San Juan","045",,,,,,,,,,,,,"SAN JUAN COUNTY",49305,333,26889,3,1,40,19,31,22,6,21,11,0,4,4748
"G3500470","1980","4","8","New Mexico","35",,"San Miguel","047",,,,,,,,,,,,,"SAN MIGUEL COUNTY",16937,88,90,0,0,7,19,3,5,2,0,3,0,0,5597
"G3500490","1980","4","8","New Mexico","35",,"Santa Fe","049",,,,,,,,,,,,,"SANTA FE COUNTY",59287,402,2117,11,10,70,29,18,15,50,21,15,4,1,13310
"G3500510","1980","4","8","New Mexico","35",,"Sierra","051",,,,,,,,,,,,,"SIERRA COUNTY",8082,12,49,0,0,1,0,0,2,3,0,0,0,1,304
"G3500530","1980","4","8","New Mexico","35",,"Socorro","053",,,,,,,,,,,,,"SOCORRO COUNTY",10291,53,1246,0,1,11,19,9,1,27,14,1,1,2,890
"G3500550","1980","4","8","New Mexico","35",,"Taos","055",,,,,,,,,,,,,"TAOS COUNTY",10268,45,1246,1,4,7,3,2,4,1,0,1,0,1,7873
"G3500570","1980","4","8","New Mexico","35",,"Torrance","057",,,,,,,,,,,,,"TORRANCE COUNTY",5507,15,39,0,0,9,0,2,0,5,0,2,0,0,1912
"G3500590","1980","4","8","New Mexico","35",,"Union","059",,,,,,,,,,,,,"UNION COUNTY",4534,0,15,0,0,2,1,2,0,1,0,0,0,0,170
"G3500610","1980","4","8","New Mexico","35",,"Valencia","061",,,,,,,,,,,,,"VALENCIA COUNTY",43326,344,8631,5,2,27,21,50,2,19,12,3,5,1,8667
"G3600010","1980","1","2","New York","36","0160","Albany","001",,,,,,,,,,,,,"ALBANY COUNTY",262779,18839,320,4,3,143,764,258,297,716,203,21,1,4,1557
"G3600030","1980","1","2","New York","36",,"Allegany","003",,,,,,,,,,,,,"ALLEGANY COUNTY",51210,161,120,1,1,19,32,10,17,32,5,4,0,1,129
"G3600050","1980","1","2","New York","36","5600","Bronx","005",,,,,,,,"70",,,,,"BRONX COUNTY",554046,371926,2343,47,19,1615,5081,1384,2017,4327,404,169,142,24,225428
"G3600070","1980","1","2","New York","36","0960","Broome","007",,,,,,,,,,,,,"BROOME COUNTY",207791,3131,248,3,1,103,458,127,237,368,135,8,2,1,1035
"G3600090","1980","1","2","New York","36",,"Cattaraugus","009",,,,,,,,,,,,,"CATTARAUGUS COUNTY",83094,615,1645,4,0,18,56,13,35,77,5,3,1,0,131
"G3600110","1980","1","2","New York","36",,"Cayuga","011",,,,,,,,,,,,,"CAYUGA COUNTY",77157,1941,147,0,0,48,21,28,29,42,9,1,6,1,464
"G3600130","1980","1","2","New York","36",,"Chautauqua","013",,,,,,,,,,,,,"CHAUTAUQUA COUNTY",142928,1901,356,1,0,25,43,48,105,93,46,0,10,4,1365
"G3600150","1980","1","2","New York","36","2335","Chemung","015",,,,,,,,,,,,,"CHEMUNG COUNTY",92636,3939,149,0,0,44,76,31,67,131,34,7,5,2,535
"G3600170","1980","1","2","New York","36",,"Chenango","017",,,,,,,,,,,,,"CHENANGO COUNTY",48819,235,66,0,0,17,33,32,13,43,1,0,0,0,85
"G3600190","1980","1","2","New York","36",,"Clinton","019",,,,,,,,,,,,,"CLINTON COUNTY",76991,2330,173,1,5,58,83,63,70,57,23,15,7,0,874
"G3600210","1980","1","2","New York","36",,"Columbia","021",,,,,,,,,,,,,"COLUMBIA COUNTY",57038,2010,87,1,0,13,18,8,28,33,23,9,6,0,213
"G3600230","1980","1","2","New York","36",,"Cortland","023",,,,,,,,,,,,,"CORTLAND COUNTY",48133,314,89,0,0,16,44,20,43,35,6,1,0,0,119
"G3600250","1980","1","2","New York","36",,"Delaware","025",,,,,,,,,,,,,"DELAWARE COUNTY",46206,285,88,0,0,26,18,26,12,23,11,8,0,0,121
"G3600270","1980","1","2","New York","36","6460","Dutchess","027",,,,,,,,,,,,,"DUTCHESS COUNTY",221833,17131,381,3,9,218,1063,165,306,940,134,17,6,1,2848
"G3600290","1980","1","2","New York","36","1280","Erie","029",,,,,,,,,,,,,"ERIE COUNTY",893195,102947,5046,6,12,492,1393,450,884,1851,282,56,12,4,8842
"G3600310","1980","1","2","New York","36",,"Essex","031",,,,,,,,,,,,,"ESSEX COUNTY",35857,137,63,0,1,12,3,4,14,10,0,2,0,0,73
"G3600330","1980","1","2","New York","36",,"Franklin","033",,,,,,,,,,,,,"FRANKLIN COUNTY",42640,88,2083,0,0,13,5,17,12,18,5,0,1,0,47
"G3600350","1980","1","2","New York","36",,"Fulton","035",,,,,,,,,,,,,"FULTON COUNTY",54369,473,77,0,0,20,16,8,24,33,31,7,3,1,91
"G3600370","1980","1","2","New York","36",,"Genesee","037",,,,,,,,,,,,,"GENESEE COUNTY",57414,1122,613,0,0,20,7,8,31,31,3,0,0,1,150
"G3600390","1980","1","2","New York","36",,"Greene","039",,,,,,,,,,,,,"GREENE COUNTY",39259,1225,64,2,1,8,10,8,10,14,10,2,3,0,245
"G3600410","1980","1","2","New York","36",,"Hamilton","041",,,,,,,,,,,,,"HAMILTON COUNTY",5011,0,12,0,0,1,0,0,1,2,0,0,0,0,7
"G3600430","1980","1","2","New York","36","8680","Herkimer","043",,,,,,,,,,,,,"HERKIMER COUNTY",66327,118,82,1,0,23,11,16,10,31,1,7,1,1,85
"G3600450","1980","1","2","New York","36",,"Jefferson","045",,,,,,,,,,,,,"JEFFERSON COUNTY",87318,274,206,0,2,16,41,57,49,24,15,6,4,1,138
"G3600470","1980","1","2","New York","36","5600","Kings","047",,,,,,,,"70",,,,,"KINGS COUNTY",1249486,722812,3113,28,41,720,26880,3939,2827,7258,859,231,218,33,212491
"G3600490","1980","1","2","New York","36",,"Lewis","049",,,,,,,,,,,,,"LEWIS COUNTY",24918,15,32,0,0,2,0,21,3,5,4,0,0,0,35
"G3600510","1980","1","2","New York","36","6840","Livingston","051",,,,,,,,,,,,,"LIVINGSTON COUNTY",55887,666,129,2,1,13,20,19,25,45,22,1,0,0,176
"G3600530","1980","1","2","New York","36","8160","Madison","053",,,,,,,,,,,,,"MADISON COUNTY",64236,472,157,3,1,13,40,16,33,14,23,10,5,1,126
"G3600550","1980","1","2","New York","36","6840","Monroe","055",,,,,,,,,,,,,"MONROE COUNTY",613525,71041,1633,13,11,465,1436,352,720,1696,653,52,13,10,10618
"G3600570","1980","1","2","New York","36","0160","Montgomery","057",,,,,,,,,,,,,"MONTGOMERY COUNTY",52424,262,65,0,0,11,23,16,21,30,2,2,2,0,581
"G3600590","1980","1","2","New York","36","5380","Nassau","059",,,,,,,,"70",,,,,"NASSAU COUNTY",1204208,90743,872,15,5,1460,5226,2317,1886,3251,259,41,22,10,11267
"G3600610","1980","1","2","New York","36","5600","New York","061",,,,,,,,"70",,,,,"NEW YORK COUNTY",841204,309854,2922,49,65,5737,51846,5373,2791,6037,570,369,72,89,201307
"G3600630","1980","1","2","New York","36","1280","Niagara","063",,,,,,,,,,,,,"NIAGARA COUNTY",212873,11028,2325,1,3,74,70,44,99,144,42,10,3,0,638
"G3600650","1980","1","2","New York","36","8680","Oneida","065",,,,,,,,,,,,,"ONEIDA COUNTY",243022,7719,375,4,4,131,170,129,148,180,28,32,19,4,1501
"G3600670","1980","1","2","New York","36","8160","Onondaga","067",,,,,,,,,,,,,"ONONDAGA COUNTY",424786,30117,3257,12,5,265,712,365,425,774,233,24,11,5,2929
"G3600690","1980","1","2","New York","36","6840","Ontario","069",,,,,,,,,,,,,"ONTARIO COUNTY",86629,1458,141,0,0,26,39,20,44,48,10,4,1,1,488
"G3600710","1980","1","2","New York","36","5660","Orange","071",,,,,,,,,,,,,"ORANGE COUNTY",237359,16225,426,6,1,162,350,209,265,275,38,28,4,1,4254
"G3600730","1980","1","2","New York","36","6840","Orleans","073",,,,,,,,,,,,,"ORLEANS COUNTY",36023,1988,156,0,3,9,3,14,12,19,16,6,0,0,247
"G3600750","1980","1","2","New York","36","8160","Oswego","075",,,,,,,,,,,,,"OSWEGO COUNTY",112603,434,306,1,1,67,62,27,41,123,26,2,1,0,207
"G3600770","1980","1","2","New York","36",,"Otsego","077",,,,,,,,,,,,,"OTSEGO COUNTY",58283,355,65,3,2,31,45,21,34,68,2,4,0,2,160
"G3600790","1980","1","2","New York","36","5600","Putnam","079",,,,,,,,"70",,,,,"PUTNAM COUNTY",76091,417,33,1,0,50,117,43,64,105,7,0,3,0,262
"G3600810","1980","1","2","New York","36","5600","Queens","081",,,,,,,,"70",,,,,"QUEENS COUNTY",1335805,354129,2748,34,32,5487,39135,11196,14486,21736,1418,192,92,38,104797
"G3600830","1980","1","2","New York","36","0160","Rensselaer","083",,,,,,,,,,,,,"RENSSELAER COUNTY",146213,4117,170,4,1,103,251,88,114,228,31,1,0,2,643
"G3600850","1980","1","2","New York","36","5600","Richmond","085",,,,,,,,"70",,,,,"RICHMOND COUNTY",313534,25616,374,5,4,171,1822,1918,1136,1587,32,23,12,8,5879
"G3600870","1980","1","2","New York","36","5600","Rockland","087",,,,,,,,"70",,,,,"ROCKLAND COUNTY",232666,18016,538,12,6,225,1042,1497,408,966,134,16,10,3,3991
"G3600890","1980","1","2","New York","36",,"St Lawrence","089",,,,,,,,,,,,,"ST. LAWRENCE COUNTY",112997,230,441,1,1,39,93,30,57,148,12,13,3,0,189
"G3600910","1980","1","2","New York","36","0160","Saratoga","091",,,,,,,,,,,,,"SARATOGA COUNTY",151277,1409,184,0,0,40,148,76,88,181,29,10,2,2,313
"G3600930","1980","1","2","New York","36","0160","Schenectady","093",,,,,,,,,,,,,"SCHENECTADY COUNTY",143439,4682,195,2,0,63,344,87,160,297,65,5,1,0,606
"G3600950","1980","1","2","New York","36",,"Schoharie","095",,,,,,,,,,,,,"SCHOHARIE COUNTY",29247,252,50,1,2,6,6,8,17,17,2,2,1,0,99
"G3600970","1980","1","2","New York","36",,"Schuyler","097",,,,,,,,,,,,,"SCHUYLER COUNTY",17508,72,34,1,3,6,2,6,6,3,0,0,1,0,44
"G3600990","1980","1","2","New York","36",,"Seneca","099",,,,,,,,,,,,,"SENECA COUNTY",33113,337,48,0,2,25,26,13,30,30,9,0,5,4,91
"G3601010","1980","1","2","New York","36",,"Steuben","101",,,,,,,,,,,,,"STEUBEN COUNTY",97635,893,142,0,0,30,79,37,31,129,9,3,3,0,226
"G3601030","1980","1","2","New York","36","5380","Suffolk","103",,,,,,,,"70",,,,,"SUFFOLK COUNTY",1185109,71741,1925,23,18,862,3711,1710,1608,2013,310,44,21,18,15118
"G3601050","1980","1","2","New York","36",,"Sullivan","105",,,,,,,,,,,,,"SULLIVAN COUNTY",59071,4446,122,0,0,23,204,40,24,74,12,4,1,1,1133
"G3601070","1980","1","2","New York","36","0960","Tioga","107",,,,,,,,,,,,,"TIOGA COUNTY",49192,277,59,1,0,14,48,22,39,34,43,3,1,0,79
"G3601090","1980","1","2","New York","36",,"Tompkins","109",,,,,,,,,,,,,"TOMPKINS COUNTY",81455,2721,121,8,4,321,843,70,236,351,65,9,4,7,870
"G3601110","1980","1","2","New York","36",,"Ulster","111",,,,,,,,,,,,,"ULSTER COUNTY",148634,6474,277,2,1,96,385,89,113,126,55,15,4,4,1883
"G3601130","1980","1","2","New York","36","2975","Warren","113",,,,,,,,,,,,,"WARREN COUNTY",54343,240,65,1,0,9,21,18,33,37,4,2,6,0,75
"G3601150","1980","1","2","New York","36","2975","Washington","115",,,,,,,,,,,,,"WASHINGTON COUNTY",53429,913,58,0,1,10,9,15,25,14,1,0,0,0,320
"G3601170","1980","1","2","New York","36","6840","Wayne","117",,,,,,,,,,,,,"WAYNE COUNTY",81035,2728,168,6,0,16,30,17,43,28,22,2,0,0,486
"G3601190","1980","1","2","New York","36","5600","Westchester","119",,,,,,,,"70",,,,,"WESTCHESTER COUNTY",729831,104815,693,16,13,4762,3566,1299,1715,3484,211,60,22,7,16105
"G3601210","1980","1","2","New York","36",,"Wyoming","121",,,,,,,,,,,,,"WYOMING COUNTY",38499,1020,70,1,0,10,15,14,29,15,0,3,0,0,219
"G3601230","1980","1","2","New York","36",,"Yates","123",,,,,,,,,,,,,"YATES COUNTY",21228,130,20,0,0,2,10,0,10,4,0,0,0,0,55
"G3700010","1980","3","5","North Carolina","37","1300","Alamance","001",,,,,,,,,,,,,"ALAMANCE COUNTY",79775,19113,143,0,1,23,19,7,40,39,19,9,2,2,127
"G3700030","1980","3","5","North Carolina","37","3290","Alexander","003",,,,,,,,,,,,,"ALEXANDER COUNTY",23250,1668,25,0,0,2,2,4,16,8,1,1,3,0,19
"G3700050","1980","3","5","North Carolina","37",,"Alleghany","005",,,,,,,,,,,,,"ALLEGHANY COUNTY",9367,203,3,0,0,1,0,0,0,4,0,1,0,0,8
"G3700070","1980","3","5","North Carolina","37",,"Anson","007",,,,,,,,,,,,,"ANSON COUNTY",13616,11935,60,0,0,3,3,2,1,1,4,2,0,0,22
"G3700090","1980","3","5","North Carolina","37",,"Ashe","009",,,,,,,,,,,,,"ASHE COUNTY",22097,182,15,0,0,1,1,2,6,5,0,1,0,0,15
"G3700110","1980","3","5","North Carolina","37",,"Avery","011",,,,,,,,,,,,,"AVERY COUNTY",14226,136,33,0,0,0,1,0,0,1,6,0,0,0,6
"G3700130","1980","3","5","North Carolina","37",,"Beaufort","013",,,,,,,,,,,,,"BEAUFORT COUNTY",27501,12783,16,0,0,5,10,1,1,2,7,6,1,0,22
"G3700150","1980","3","5","North Carolina","37",,"Bertie","015",,,,,,,,,,,,,"BERTIE COUNTY",8544,12441,11,1,0,6,0,5,0,6,0,4,0,0,6
"G3700170","1980","3","5","North Carolina","37",,"Bladen","017",,,,,,,,,,,,,"BLADEN COUNTY",18299,11801,321,0,0,2,5,7,1,4,4,10,0,0,37
"G3700190","1980","3","5","North Carolina","37","9200","Brunswick","019",,,,,,,,,,,,,"BRUNSWICK COUNTY",27281,8287,113,0,0,5,6,15,7,9,9,5,0,4,36
"G3700210","1980","3","5","North Carolina","37","0480","Buncombe","021",,,,,,,,,,,,,"BUNCOMBE COUNTY",145990,13997,295,3,1,47,47,51,66,63,30,20,3,8,313
"G3700230","1980","3","5","North Carolina","37",,"Burke","023",,,,,,,,,,,,,"BURKE COUNTY",66953,5213,95,0,0,22,4,13,31,59,9,6,1,0,98
"G3700250","1980","3","5","North Carolina","37","7140","Cabarrus","025",,,,,,,,,,,,,"CABARRUS COUNTY",73342,12201,134,1,0,12,16,12,44,30,23,7,4,0,69
"G3700270","1980","3","5","North Carolina","37",,"Caldwell","027",,,,,,,,,,,,,"CALDWELL COUNTY",63739,3874,47,0,1,11,9,5,1,22,0,5,0,0,32
"G3700290","1980","3","5","North Carolina","37",,"Camden","029",,,,,,,,,,,,,"CAMDEN COUNTY",3932,1876,3,0,0,3,0,1,3,1,1,0,0,0,9
"G3700310","1980","3","5","North Carolina","37",,"Carteret","031",,,,,,,,,,,,,"CARTERET COUNTY",36871,3859,124,0,1,53,0,43,5,22,10,8,0,1,95
"G3700330","1980","3","5","North Carolina","37",,"Caswell","033",,,,,,,,,,,,,"CASWELL COUNTY",11645,9016,13,0,0,6,0,0,0,4,2,8,0,0,11
"G3700350","1980","3","5","North Carolina","37","3290","Catawba","035",,,,,,,,,,,,,"CATAWBA COUNTY",94974,9746,105,0,1,20,44,24,25,31,122,4,1,0,111
"G3700370","1980","3","5","North Carolina","37",,"Chatham","037",,,,,,,,,,,,,"CHATHAM COUNTY",24316,8987,32,0,0,4,10,6,2,13,0,0,0,0,45
"G3700390","1980","3","5","North Carolina","37",,"Cherokee","039",,,,,,,,,,,,,"CHEROKEE COUNTY",18275,401,189,0,0,3,5,6,2,35,1,5,0,0,11
"G3700410","1980","3","5","North Carolina","37",,"Chowan","041",,,,,,,,,,,,,"CHOWAN COUNTY",7294,5210,19,0,0,1,5,2,4,15,1,2,0,0,5
"G3700430","1980","3","5","North Carolina","37",,"Clay","043",,,,,,,,,,,,,"CLAY COUNTY",6569,34,10,0,0,1,0,0,0,0,2,0,0,1,2
"G3700450","1980","3","5","North Carolina","37",,"Cleveland","045",,,,,,,,,,,,,"CLEVELAND COUNTY",65803,17400,62,0,0,14,19,6,15,32,9,4,2,0,69
"G3700470","1980","3","5","North Carolina","37",,"Columbus","047",,,,,,,,,,,,,"COLUMBUS COUNTY",34406,15394,1175,0,0,5,4,1,4,15,4,3,0,0,26
"G3700490","1980","3","5","North Carolina","37",,"Craven","049",,,,,,,,,,,,,"CRAVEN COUNTY",50408,19287,182,0,2,183,10,189,26,16,1,13,34,12,680
"G3700510","1980","3","5","North Carolina","37","2560","Cumberland","051",,,,,,,,,,,,,"CUMBERLAND COUNTY",158237,75726,3644,9,7,686,236,505,1394,200,412,228,272,109,5495
"G3700530","1980","3","5","North Carolina","37","5720","Currituck","053",,,,,,,,,,,,,"CURRITUCK COUNTY",9256,1758,23,0,3,6,2,13,0,2,1,1,0,0,24
"G3700550","1980","3","5","North Carolina","37",,"Dare","055",,,,,,,,,,,,,"DARE COUNTY",12468,827,18,0,0,5,1,15,10,2,6,0,1,0,24
"G3700570","1980","3","5","North Carolina","37","3120","Davidson","057",,,,,,,,,,,,,"DAVIDSON COUNTY",101392,11319,205,0,1,13,16,17,21,39,29,3,3,0,104
"G3700590","1980","3","5","North Carolina","37",,"Davie","059",,,,,,,,,,,,,"DAVIE COUNTY",21959,2556,47,1,0,2,2,3,4,2,2,0,0,0,21
"G3700610","1980","3","5","North Carolina","37",,"Duplin","061",,,,,,,,,,,,,"DUPLIN COUNTY",26835,14003,51,0,0,6,1,1,1,8,0,2,0,0,44
"G3700630","1980","3","5","North Carolina","37","6640","Durham","063",,,,,,,,,,,,,"DURHAM COUNTY",95818,55424,170,4,1,154,253,89,118,309,39,14,0,3,389
"G3700650","1980","3","5","North Carolina","37",,"Edgecombe","065",,,,,,,,,,,,,"EDGECOMBE COUNTY",27428,28433,29,0,1,8,1,7,10,24,3,6,1,0,37
"G3700670","1980","3","5","North Carolina","37","3120","Forsyth","067",,,,,,,,,,,,,"FORSYTH COUNTY",182647,59403,451,1,0,109,119,50,96,169,91,26,0,0,521
"G3700690","1980","3","5","North Carolina","37",,"Franklin","069",,,,,,,,,,,,,"FRANKLIN COUNTY",17648,12301,38,0,0,6,2,0,1,3,31,0,0,0,25
"G3700710","1980","3","5","North Carolina","37","1520","Gaston","071",,,,,,,,,,,,,"GASTON COUNTY",141827,19868,257,1,1,40,40,9,20,177,28,9,16,0,275
"G3700730","1980","3","5","North Carolina","37",,"Gates","073",,,,,,,,,,,,,"GATES COUNTY",4192,4664,4,0,0,2,0,8,0,3,1,0,0,0,1
"G3700750","1980","3","5","North Carolina","37",,"Graham","075",,,,,,,,,,,,,"GRAHAM COUNTY",6826,1,379,0,0,0,0,1,0,1,0,0,0,0,9
"G3700770","1980","3","5","North Carolina","37",,"Granville","077",,,,,,,,,,,,,"GRANVILLE COUNTY",18917,14941,53,0,0,2,5,9,1,35,6,4,0,0,70
"G3700790","1980","3","5","North Carolina","37",,"Greene","079",,,,,,,,,,,,,"GREENE COUNTY",8785,7298,2,0,0,4,0,2,1,1,0,1,0,0,23
"G3700810","1980","3","5","North Carolina","37","3120","Guilford","081",,,,,,,,,,,,,"GUILFORD COUNTY",234579,79374,1348,0,0,110,209,52,302,263,113,44,8,6,746
"G3700830","1980","3","5","North Carolina","37",,"Halifax","083",,,,,,,,,,,,,"HALIFAX COUNTY",27559,26053,1217,0,0,7,5,12,4,21,21,16,0,0,371
"G3700850","1980","3","5","North Carolina","37",,"Harnett","085",,,,,,,,,,,,,"HARNETT COUNTY",44861,13850,487,0,1,48,13,11,41,16,7,9,4,3,219
"G3700870","1980","3","5","North Carolina","37",,"Haywood","087",,,,,,,,,,,,,"HAYWOOD COUNTY",45550,743,121,0,1,4,3,4,4,20,5,0,0,0,40
"G3700890","1980","3","5","North Carolina","37",,"Henderson","089",,,,,,,,,,,,,"HENDERSON COUNTY",56226,2122,71,0,0,12,12,11,18,18,1,0,0,0,89
"G3700910","1980","3","5","North Carolina","37",,"Hertford","091",,,,,,,,,,,,,"HERTFORD COUNTY",10285,12810,148,0,0,12,5,0,2,10,0,5,1,0,90
"G3700930","1980","3","5","North Carolina","37",,"Hoke","093",,,,,,,,,,,,,"HOKE COUNTY",8838,8875,2578,0,0,6,4,0,12,8,5,1,0,1,55
"G3700950","1980","3","5","North Carolina","37",,"Hyde","095",,,,,,,,,,,,,"HYDE COUNTY",3777,2088,0,0,0,0,0,0,0,2,0,0,0,0,6
"G3700970","1980","3","5","North Carolina","37",,"Iredell","097",,,,,,,,,,,,,"IREDELL COUNTY",67942,14264,129,0,0,20,15,11,43,22,6,0,0,0,86
"G3700990","1980","3","5","North Carolina","37",,"Jackson","099",,,,,,,,,,,,,"JACKSON COUNTY",22797,520,2411,1,0,4,3,5,10,18,4,0,0,0,38
"G3701010","1980","3","5","North Carolina","37",,"Johnston","101",,,,,,,,,,,,,"JOHNSTON COUNTY",56436,13915,94,1,0,11,4,5,19,37,1,2,0,2,72
"G3701030","1980","3","5","North Carolina","37",,"Jones","103",,,,,,,,,,,,,"JONES COUNTY",5462,4212,20,0,0,1,0,3,0,0,1,0,1,0,5
"G3701050","1980","3","5","North Carolina","37",,"Lee","105",,,,,,,,,,,,,"LEE COUNTY",28468,8098,60,0,0,4,14,9,13,13,7,1,0,0,31
"G3701070","1980","3","5","North Carolina","37",,"Lenoir","107",,,,,,,,,,,,,"LENOIR COUNTY",36811,22795,56,0,0,7,20,14,9,25,7,9,0,1,65
"G3701090","1980","3","5","North Carolina","37",,"Lincoln","109",,,,,,,,,,,,,"LINCOLN COUNTY",38374,3832,30,0,7,3,17,0,12,17,13,0,0,1,66
"G3701110","1980","3","5","North Carolina","37",,"McDowell","111",,,,,,,,,,,,,"MCDOWELL COUNTY",33415,1549,34,0,0,4,3,8,17,32,5,3,0,0,65
"G3701130","1980","3","5","North Carolina","37",,"Macon","113",,,,,,,,,,,,,"MACON COUNTY",19730,382,25,0,0,5,3,1,2,6,1,1,0,0,22
"G3701150","1980","3","5","North Carolina","37","0480","Madison","115",,,,,,,,,,,,,"MADISON COUNTY",16640,135,35,1,1,3,0,0,1,3,1,0,0,0,7
"G3701170","1980","3","5","North Carolina","37",,"Martin","117",,,,,,,,,,,,,"MARTIN COUNTY",14334,11555,2,0,0,2,5,8,5,12,0,2,0,0,23
"G3701190","1980","3","5","North Carolina","37","1520","Mecklenburg","119",,,,,,,,,,,,,"MECKLENBURG COUNTY",291442,107006,1404,3,5,225,507,157,191,1245,425,31,18,5,1606
"G3701210","1980","3","5","North Carolina","37",,"Mitchell","121",,,,,,,,,,,,,"MITCHELL COUNTY",14351,18,21,0,0,4,10,2,0,7,0,0,0,0,15
