GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLOCKA,BLCK_GRPA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015
"G3000710","1980","4","8","Montana","30",,"Phillips","071",,,,,,,,,,,,,"PHILLIPS COUNTY",4971,0,362,0,0,2,5,0,1,5,0,0,0,0,21
"G3000730","1980","4","8","Montana","30",,"Pondera","073",,,,,,,,,,,,,"PONDERA COUNTY",6050,1,655,0,0,1,0,4,2,0,0,0,0,0,18
"G3000750","1980","4","8","Montana","30",,"Powder River","075",,,,,,,,,,,,,"POWDER RIVER COUNTY",2475,0,33,0,0,0,0,0,0,2,3,1,0,0,6
"G3000770","1980","4","8","Montana","30",,"Powell","077",,,,,,,,,,,,,"POWELL COUNTY",6735,12,169,0,0,7,0,5,1,1,0,1,0,0,27
"G3000790","1980","4","8","Montana","30",,"Prairie","079",,,,,,,,,,,,,"PRAIRIE COUNTY",1799,0,24,0,0,6,0,0,0,0,0,0,0,0,7
"G3000810","1980","4","8","Montana","30",,"Ravalli","081",,,,,,,,,,,,,"RAVALLI COUNTY",21996,37,155,5,0,12,7,4,3,3,25,2,1,0,243
"G3000830","1980","4","8","Montana","30",,"Richland","083",,,,,,,,,,,,,"RICHLAND COUNTY",11949,5,114,0,0,8,0,3,0,4,1,0,0,0,159
"G3000850","1980","4","8","Montana","30",,"Roosevelt","085",,,,,,,,,,,,,"ROOSEVELT COUNTY",6527,0,3865,0,0,27,1,1,2,2,2,0,0,1,39
"G3000870","1980","4","8","Montana","30",,"Rosebud","087",,,,,,,,,,,,,"ROSEBUD COUNTY",7377,8,2433,0,0,4,13,5,4,4,1,1,0,3,46
"G3000890","1980","4","8","Montana","30",,"Sanders","089",,,,,,,,,,,,,"SANDERS COUNTY",8241,6,392,1,0,10,1,5,1,1,2,1,0,0,14
"G3000910","1980","4","8","Montana","30",,"Sheridan","091",,,,,,,,,,,,,"SHERIDAN COUNTY",5346,5,38,0,0,1,1,0,1,0,15,0,1,0,6
"G3000930","1980","4","8","Montana","30",,"Silver Bow","093",,,,,,,,,,,,,"SILVER BOW COUNTY",37106,42,538,0,1,24,30,33,19,6,8,15,0,0,270
"G3000950","1980","4","8","Montana","30",,"Stillwater","095",,,,,,,,,,,,,"STILLWATER COUNTY",5558,0,31,0,0,0,0,0,0,0,0,0,0,0,9
"G3000970","1980","4","8","Montana","30",,"Sweet Grass","097",,,,,,,,,,,,,"SWEET GRASS COUNTY",3195,0,14,0,0,3,0,1,0,0,2,0,0,0,1
"G3000990","1980","4","8","Montana","30",,"Teton","099",,,,,,,,,,,,,"TETON COUNTY",6398,0,81,0,0,0,0,1,2,0,0,1,0,0,8
"G3001010","1980","4","8","Montana","30",,"Toole","101",,,,,,,,,,,,,"TOOLE COUNTY",5468,1,83,0,0,1,0,1,1,0,0,0,0,0,4
"G3001030","1980","4","8","Montana","30",,"Treasure","103",,,,,,,,,,,,,"TREASURE COUNTY",958,0,4,0,0,1,0,0,0,0,0,0,0,0,18
"G3001050","1980","4","8","Montana","30",,"Valley","105",,,,,,,,,,,,,"VALLEY COUNTY",9292,5,889,1,0,9,1,6,10,2,8,0,0,0,27
"G3001070","1980","4","8","Montana","30",,"Wheatland","107",,,,,,,,,,,,,"WHEATLAND COUNTY",2345,0,8,0,0,2,0,0,0,1,0,0,0,0,3
"G3001090","1980","4","8","Montana","30",,"Wibaux","109",,,,,,,,,,,,,"WIBAUX COUNTY",1466,0,5,0,0,0,0,0,0,0,0,0,0,0,5
"G3001110","1980","4","8","Montana","30","0880","Yellowstone","111",,,,,,,,,,,,,"YELLOWSTONE COUNTY",103546,289,2244,16,8,146,54,48,45,21,37,18,1,2,1560
"G3001130","1980","4","8","Montana","30",,"Yellowstone National Park","113",,,,,,,,,,,,,"YELLOWSTONE NATIONAL PARK",270,0,1,0,0,0,0,0,0,0,3,1,0,0,0
"G3100010","1980","2","4","Nebraska","31",,"Adams","001",,,,,,,,,,,,,"ADAMS COUNTY",30228,125,65,1,0,19,20,2,6,14,25,3,0,0,148
"G3100030","1980","2","4","Nebraska","31",,"Antelope","003",,,,,,,,,,,,,"ANTELOPE COUNTY",8647,3,15,0,0,4,0,0,1,1,0,0,0,0,4
"G3100050","1980","2","4","Nebraska","31",,"Arthur","005",,,,,,,,,,,,,"ARTHUR COUNTY",513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100070","1980","2","4","Nebraska","31",,"Banner","007",,,,,,,,,,,,,"BANNER COUNTY",909,0,4,0,0,0,0,0,0,0,0,0,0,0,5
"G3100090","1980","2","4","Nebraska","31",,"Blaine","009",,,,,,,,,,,,,"BLAINE COUNTY",862,0,4,0,0,0,0,0,0,0,0,0,0,0,1
"G3100110","1980","2","4","Nebraska","31",,"Boone","011",,,,,,,,,,,,,"BOONE COUNTY",7377,0,4,0,0,1,0,0,3,0,0,0,0,0,6
"G3100130","1980","2","4","Nebraska","31",,"Box Butte","013",,,,,,,,,,,,,"BOX BUTTE COUNTY",13058,47,227,0,0,37,0,2,4,0,0,3,0,0,318
"G3100150","1980","2","4","Nebraska","31",,"Boyd","015",,,,,,,,,,,,,"BOYD COUNTY",3319,0,7,0,0,0,0,1,4,0,0,0,0,0,0
"G3100170","1980","2","4","Nebraska","31",,"Brown","017",,,,,,,,,,,,,"BROWN COUNTY",4357,0,7,0,0,5,0,0,4,1,0,0,0,0,3
"G3100190","1980","2","4","Nebraska","31",,"Buffalo","019",,,,,,,,,,,,,"BUFFALO COUNTY",34159,51,70,0,0,9,13,6,19,18,37,2,0,0,413
"G3100210","1980","2","4","Nebraska","31",,"Burt","021",,,,,,,,,,,,,"BURT COUNTY",8718,1,58,0,0,0,0,1,14,4,1,0,0,0,16
"G3100230","1980","2","4","Nebraska","31",,"Butler","023",,,,,,,,,,,,,"BUTLER COUNTY",9306,1,11,0,0,1,0,0,2,4,1,0,0,0,4
"G3100250","1980","2","4","Nebraska","31",,"Cass","025",,,,,,,,,,,,,"CASS COUNTY",20124,38,41,0,0,9,9,12,8,1,2,1,0,0,52
"G3100270","1980","2","4","Nebraska","31",,"Cedar","027",,,,,,,,,,,,,"CEDAR COUNTY",11342,1,12,0,1,0,0,0,4,0,7,0,0,0,8
"G3100290","1980","2","4","Nebraska","31",,"Chase","029",,,,,,,,,,,,,"CHASE COUNTY",4701,1,17,0,0,0,0,2,0,0,4,0,0,0,33
"G3100310","1980","2","4","Nebraska","31",,"Cherry","031",,,,,,,,,,,,,"CHERRY COUNTY",6645,1,90,0,0,4,1,4,0,0,0,1,0,0,12
"G3100330","1980","2","4","Nebraska","31",,"Cheyenne","033",,,,,,,,,,,,,"CHEYENNE COUNTY",9850,13,74,0,0,14,1,1,2,1,1,0,0,0,100
"G3100350","1980","2","4","Nebraska","31",,"Clay","035",,,,,,,,,,,,,"CLAY COUNTY",8044,1,10,0,0,2,0,3,1,0,5,0,0,0,40
"G3100370","1980","2","4","Nebraska","31",,"Colfax","037",,,,,,,,,,,,,"COLFAX COUNTY",9848,2,7,0,0,1,0,1,0,1,2,0,0,0,28
"G3100390","1980","2","4","Nebraska","31",,"Cuming","039",,,,,,,,,,,,,"CUMING COUNTY",11642,4,1,0,0,1,0,5,1,1,4,0,0,0,5
"G3100410","1980","2","4","Nebraska","31",,"Custer","041",,,,,,,,,,,,,"CUSTER COUNTY",13825,0,29,0,0,3,0,1,4,2,0,0,0,0,13
"G3100430","1980","2","4","Nebraska","31","7720","Dakota","043",,,,,,,,,,,,,"DAKOTA COUNTY",16026,51,177,0,0,3,4,5,29,2,4,0,1,0,271
"G3100450","1980","2","4","Nebraska","31",,"Dawes","045",,,,,,,,,,,,,"DAWES COUNTY",9300,81,127,0,0,11,13,2,5,4,1,1,2,0,62
"G3100470","1980","2","4","Nebraska","31",,"Dawson","047",,,,,,,,,,,,,"DAWSON COUNTY",21890,14,32,0,3,14,1,1,8,9,19,2,0,0,311
"G3100490","1980","2","4","Nebraska","31",,"Deuel","049",,,,,,,,,,,,,"DEUEL COUNTY",2385,0,6,0,0,4,0,2,2,0,5,0,0,0,58
"G3100510","1980","2","4","Nebraska","31",,"Dixon","051",,,,,,,,,,,,,"DIXON COUNTY",7098,2,5,0,0,2,0,0,5,0,24,0,0,0,1
"G3100530","1980","2","4","Nebraska","31",,"Dodge","053",,,,,,,,,,,,,"DODGE COUNTY",35558,56,77,0,0,11,2,15,5,9,42,0,0,1,71
"G3100550","1980","2","4","Nebraska","31","5920","Douglas","055",,,,,,,,,,,,,"DOUGLAS COUNTY",348459,39832,1925,9,11,410,443,271,309,384,301,54,34,5,4591
"G3100570","1980","2","4","Nebraska","31",,"Dundy","057",,,,,,,,,,,,,"DUNDY COUNTY",2841,0,3,0,0,0,0,1,7,0,0,0,0,0,9
"G3100590","1980","2","4","Nebraska","31",,"Fillmore","059",,,,,,,,,,,,,"FILLMORE COUNTY",7885,7,13,0,0,1,0,0,0,5,0,0,0,0,9
"G3100610","1980","2","4","Nebraska","31",,"Franklin","061",,,,,,,,,,,,,"FRANKLIN COUNTY",4355,3,4,0,0,1,0,0,2,2,1,0,0,0,9
"G3100630","1980","2","4","Nebraska","31",,"Frontier","063",,,,,,,,,,,,,"FRONTIER COUNTY",3626,1,2,0,0,0,2,0,1,0,7,0,0,0,8
"G3100650","1980","2","4","Nebraska","31",,"Furnas","065",,,,,,,,,,,,,"FURNAS COUNTY",6472,0,4,0,0,0,0,0,2,3,0,0,0,0,5
"G3100670","1980","2","4","Nebraska","31",,"Gage","067",,,,,,,,,,,,,"GAGE COUNTY",24270,30,41,0,0,8,5,3,1,5,8,0,1,0,84
"G3100690","1980","2","4","Nebraska","31",,"Garden","069",,,,,,,,,,,,,"GARDEN COUNTY",2793,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"G3100710","1980","2","4","Nebraska","31",,"Garfield","071",,,,,,,,,,,,,"GARFIELD COUNTY",2357,0,0,0,0,0,0,0,2,0,0,0,0,0,4
"G3100730","1980","2","4","Nebraska","31",,"Gosper","073",,,,,,,,,,,,,"GOSPER COUNTY",2125,0,0,0,0,4,0,3,0,0,0,0,0,0,8
"G3100750","1980","2","4","Nebraska","31",,"Grant","075",,,,,,,,,,,,,"GRANT COUNTY",873,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"G3100770","1980","2","4","Nebraska","31",,"Greeley","077",,,,,,,,,,,,,"GREELEY COUNTY",3455,0,2,0,0,0,0,0,0,4,0,0,0,0,1
"G3100790","1980","2","4","Nebraska","31",,"Hall","079",,,,,,,,,,,,,"HALL COUNTY",46788,120,109,5,0,11,11,14,11,15,24,15,2,0,565
"G3100810","1980","2","4","Nebraska","31",,"Hamilton","081",,,,,,,,,,,,,"HAMILTON COUNTY",9270,2,6,0,0,2,0,5,2,0,0,0,0,0,14
"G3100830","1980","2","4","Nebraska","31",,"Harlan","083",,,,,,,,,,,,,"HARLAN COUNTY",4288,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"G3100850","1980","2","4","Nebraska","31",,"Hayes","085",,,,,,,,,,,,,"HAYES COUNTY",1354,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"G3100870","1980","2","4","Nebraska","31",,"Hitchcock","087",,,,,,,,,,,,,"HITCHCOCK COUNTY",4050,2,8,0,0,0,0,7,3,3,0,0,0,0,6
"G3100890","1980","2","4","Nebraska","31",,"Holt","089",,,,,,,,,,,,,"HOLT COUNTY",13524,1,15,0,0,0,0,4,2,1,0,0,0,0,5
"G3100910","1980","2","4","Nebraska","31",,"Hooker","091",,,,,,,,,,,,,"HOOKER COUNTY",974,0,3,0,0,0,0,5,0,0,0,0,0,0,8
"G3100930","1980","2","4","Nebraska","31",,"Howard","093",,,,,,,,,,,,,"HOWARD COUNTY",6729,2,21,0,0,0,0,2,1,0,0,3,0,0,15
"G3100950","1980","2","4","Nebraska","31",,"Jefferson","095",,,,,,,,,,,,,"JEFFERSON COUNTY",9735,7,11,0,0,2,0,0,3,1,1,0,1,1,55
"G3100970","1980","2","4","Nebraska","31",,"Johnson","097",,,,,,,,,,,,,"JOHNSON COUNTY",5274,0,2,0,0,0,0,3,0,0,2,0,0,0,4
"G3100990","1980","2","4","Nebraska","31",,"Kearney","099",,,,,,,,,,,,,"KEARNEY COUNTY",6987,6,3,0,0,0,0,0,3,1,2,0,0,0,51
"G3101010","1980","2","4","Nebraska","31",,"Keith","101",,,,,,,,,,,,,"KEITH COUNTY",9161,2,40,0,0,1,0,1,2,1,30,2,0,0,124
"G3101030","1980","2","4","Nebraska","31",,"Keya Paha","103",,,,,,,,,,,,,"KEYA PAHA COUNTY",1300,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"G3101050","1980","2","4","Nebraska","31",,"Kimball","105",,,,,,,,,,,,,"KIMBALL COUNTY",4793,1,16,0,0,0,0,3,0,0,5,0,0,0,64
"G3101070","1980","2","4","Nebraska","31",,"Knox","107",,,,,,,,,,,,,"KNOX COUNTY",10985,1,461,0,0,2,0,0,0,1,3,0,0,0,4
"G3101090","1980","2","4","Nebraska","31","4360","Lancaster","109",,,,,,,,,,,,,"LANCASTER COUNTY",184902,3521,942,3,7,217,449,71,138,266,543,16,20,3,1786
"G3101110","1980","2","4","Nebraska","31",,"Lincoln","111",,,,,,,,,,,,,"LINCOLN COUNTY",35175,100,91,0,1,71,21,13,7,8,14,2,0,2,950
"G3101130","1980","2","4","Nebraska","31",,"Logan","113",,,,,,,,,,,,,"LOGAN COUNTY",980,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"G3101150","1980","2","4","Nebraska","31",,"Loup","115",,,,,,,,,,,,,"LOUP COUNTY",858,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3101170","1980","2","4","Nebraska","31",,"McPherson","117",,,,,,,,,,,,,"MCPHERSON COUNTY",592,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"G3101190","1980","2","4","Nebraska","31",,"Madison","119",,,,,,,,,,,,,"MADISON COUNTY",31038,29,179,0,0,2,0,16,23,21,12,0,1,1,60
"G3101210","1980","2","4","Nebraska","31",,"Merrick","121",,,,,,,,,,,,,"MERRICK COUNTY",8888,4,14,0,0,4,0,1,6,1,3,0,0,1,23
"G3101230","1980","2","4","Nebraska","31",,"Morrill","123",,,,,,,,,,,,,"MORRILL COUNTY",5850,2,32,0,0,0,1,1,0,0,1,0,0,0,198
"G3101250","1980","2","4","Nebraska","31",,"Nance","125",,,,,,,,,,,,,"NANCE COUNTY",4718,0,2,0,0,2,3,0,0,0,0,0,0,0,15
"G3101270","1980","2","4","Nebraska","31",,"Nemaha","127",,,,,,,,,,,,,"NEMAHA COUNTY",8240,84,9,0,0,3,0,3,1,0,0,0,0,1,26
"G3101290","1980","2","4","Nebraska","31",,"Nuckolls","129",,,,,,,,,,,,,"NUCKOLLS COUNTY",6700,1,9,0,0,0,1,0,2,5,2,0,0,0,6
"G3101310","1980","2","4","Nebraska","31",,"Otoe","131",,,,,,,,,,,,,"OTOE COUNTY",15105,9,21,0,0,9,1,1,1,2,8,0,0,0,26
"G3101330","1980","2","4","Nebraska","31",,"Pawnee","133",,,,,,,,,,,,,"PAWNEE COUNTY",3930,0,4,0,0,0,0,0,1,0,2,0,0,0,0
"G3101350","1980","2","4","Nebraska","31",,"Perkins","135",,,,,,,,,,,,,"PERKINS COUNTY",3605,0,6,0,0,1,0,0,0,0,0,0,0,0,25
"G3101370","1980","2","4","Nebraska","31",,"Phelps","137",,,,,,,,,,,,,"PHELPS COUNTY",9715,1,14,0,0,0,0,4,5,1,0,0,0,0,29
"G3101390","1980","2","4","Nebraska","31",,"Pierce","139",,,,,,,,,,,,,"PIERCE COUNTY",8463,1,11,0,0,2,0,0,0,1,0,0,0,0,3
"G3101410","1980","2","4","Nebraska","31",,"Platte","141",,,,,,,,,,,,,"PLATTE COUNTY",28728,4,24,1,0,3,7,12,7,15,16,0,0,0,35
"G3101430","1980","2","4","Nebraska","31",,"Polk","143",,,,,,,,,,,,,"POLK COUNTY",6302,1,9,0,0,0,1,0,1,3,0,3,0,0,0
"G3101450","1980","2","4","Nebraska","31",,"Red Willow","145",,,,,,,,,,,,,"RED WILLOW COUNTY",12429,16,39,0,0,9,0,0,2,5,10,1,0,3,101
"G3101470","1980","2","4","Nebraska","31",,"Richardson","147",,,,,,,,,,,,,"RICHARDSON COUNTY",11117,2,153,0,0,0,0,1,0,5,13,1,0,0,23
"G3101490","1980","2","4","Nebraska","31",,"Rock","149",,,,,,,,,,,,,"ROCK COUNTY",2375,0,2,0,0,0,1,0,1,0,0,0,0,0,4
"G3101510","1980","2","4","Nebraska","31",,"Saline","151",,,,,,,,,,,,,"SALINE COUNTY",13001,43,17,0,0,4,0,8,5,2,37,0,0,1,13
"G3101530","1980","2","4","Nebraska","31","5920","Sarpy","153",,,,,,,,,,,,,"SARPY COUNTY",79546,3756,265,3,1,268,74,302,249,37,150,43,40,4,1277
"G3101550","1980","2","4","Nebraska","31",,"Saunders","155",,,,,,,,,,,,,"SAUNDERS COUNTY",18601,15,33,0,0,5,1,6,4,6,6,0,1,2,36
"G3101570","1980","2","4","Nebraska","31",,"Scotts Bluff","157",,,,,,,,,,,,,"SCOTTS BLUFF COUNTY",35278,62,454,1,0,152,2,11,10,6,7,4,0,1,2356
"G3101590","1980","2","4","Nebraska","31",,"Seward","159",,,,,,,,,,,,,"SEWARD COUNTY",15625,52,37,0,0,5,9,7,3,3,17,2,0,0,29
"G3101610","1980","2","4","Nebraska","31",,"Sheridan","161",,,,,,,,,,,,,"SHERIDAN COUNTY",7054,4,392,0,0,7,4,5,12,4,1,0,0,0,61
"G3101630","1980","2","4","Nebraska","31",,"Sherman","163",,,,,,,,,,,,,"SHERMAN COUNTY",4214,1,0,0,0,0,0,0,1,0,0,0,0,0,10
"G3101650","1980","2","4","Nebraska","31",,"Sioux","165",,,,,,,,,,,,,"SIOUX COUNTY",1803,2,2,0,0,4,0,0,0,1,0,0,0,0,33
"G3101670","1980","2","4","Nebraska","31",,"Stanton","167",,,,,,,,,,,,,"STANTON COUNTY",6512,0,14,0,0,1,0,2,0,8,0,0,0,0,12
"G3101690","1980","2","4","Nebraska","31",,"Thayer","169",,,,,,,,,,,,,"THAYER COUNTY",7536,3,19,0,0,0,2,0,1,1,0,0,1,0,19
"G3101710","1980","2","4","Nebraska","31",,"Thomas","171",,,,,,,,,,,,,"THOMAS COUNTY",971,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"G3101730","1980","2","4","Nebraska","31",,"Thurston","173",,,,,,,,,,,,,"THURSTON COUNTY",4759,12,2405,1,0,0,0,0,1,0,0,0,1,0,7
"G3101750","1980","2","4","Nebraska","31",,"Valley","175",,,,,,,,,,,,,"VALLEY COUNTY",5618,2,3,0,0,2,0,0,4,0,0,0,0,0,4
"G3101770","1980","2","4","Nebraska","31",,"Washington","177",,,,,,,,,,,,,"WASHINGTON COUNTY",15361,60,28,0,0,0,0,1,6,3,22,0,0,0,27
"G3101790","1980","2","4","Nebraska","31",,"Wayne","179",,,,,,,,,,,,,"WAYNE COUNTY",9776,38,15,0,0,1,1,3,0,14,1,0,0,0,9
"G3101810","1980","2","4","Nebraska","31",,"Webster","181",,,,,,,,,,,,,"WEBSTER COUNTY",4843,1,1,0,0,1,0,6,1,5,0,0,0,0,0
"G3101830","1980","2","4","Nebraska","31",,"Wheeler","183",,,,,,,,,,,,,"WHEELER COUNTY",1051,0,0,1,0,0,2,0,3,0,3,0,0,0,0
"G3101850","1980","2","4","Nebraska","31",,"York","185",,,,,,,,,,,,,"YORK COUNTY",14668,52,21,1,0,5,1,5,15,5,2,0,0,1,22
"G3200010","1980","4","8","Nevada","32",,"Churchill","001",,,,,,,,,,,,,"CHURCHILL COUNTY",12654,95,662,4,0,30,1,230,5,0,0,13,21,4,198
"G3200030","1980","4","8","Nevada","32","4120","Clark","003",,,,,,,,,,,,,"CLARK COUNTY",390959,46268,2994,35,12,1576,1725,2743,1550,366,603,390,176,78,13612
"G3200050","1980","4","8","Nevada","32",,"Douglas","005",,,,,,,,,,,,,"DOUGLAS COUNTY",18737,34,345,2,2,28,24,24,5,2,23,13,1,1,180
"G3200070","1980","4","8","Nevada","32",,"Elko","007",,,,,,,,,,,,,"ELKO COUNTY",14747,81,1464,1,3,19,34,20,3,19,0,9,2,0,867
"G3200090","1980","4","8","Nevada","32",,"Esmeralda","009",,,,,,,,,,,,,"ESMERALDA COUNTY",728,3,20,0,0,0,0,3,0,1,0,1,0,0,21
"G3200110","1980","4","8","Nevada","32",,"Eureka","011",,,,,,,,,,,,,"EUREKA COUNTY",1113,0,37,0,0,0,7,0,0,0,0,0,0,0,41
"G3200130","1980","4","8","Nevada","32",,"Humboldt","013",,,,,,,,,,,,,"HUMBOLDT COUNTY",7796,36,659,1,0,11,3,6,2,0,0,1,0,0,919
"G3200150","1980","4","8","Nevada","32",,"Lander","015",,,,,,,,,,,,,"LANDER COUNTY",3711,4,132,0,0,0,1,4,2,3,0,3,0,0,216
"G3200170","1980","4","8","Nevada","32",,"Lincoln","017",,,,,,,,,,,,,"LINCOLN COUNTY",3517,13,65,0,0,4,5,12,1,2,0,0,0,0,113
"G3200190","1980","4","8","Nevada","32",,"Lyon","019",,,,,,,,,,,,,"LYON COUNTY",12746,17,526,0,0,8,15,15,3,1,8,7,1,12,235
"G3200210","1980","4","8","Nevada","32",,"Mineral","021",,,,,,,,,,,,,"MINERAL COUNTY",4928,384,644,0,1,9,2,14,12,9,0,0,11,0,203
"G3200230","1980","4","8","Nevada","32",,"Nye","023",,,,,,,,,,,,,"NYE COUNTY",8414,55,352,1,1,7,10,24,8,6,1,0,1,0,168
"G3200270","1980","4","8","Nevada","32",,"Pershing","027",,,,,,,,,,,,,"PERSHING COUNTY",3072,3,188,2,0,12,1,0,0,1,0,0,0,0,129
"G3200290","1980","4","8","Nevada","32",,"Storey","029",,,,,,,,,,,,,"STOREY COUNTY",1438,5,36,0,1,6,1,2,5,0,0,0,1,1,7
"G3200310","1980","4","8","Nevada","32","6720","Washoe","031",,,,,,,,,,,,,"WASHOE COUNTY",178793,3552,3377,25,8,518,1089,923,402,196,453,155,28,39,4065
"G3200330","1980","4","8","Nevada","32",,"White Pine","033",,,,,,,,,,,,,"WHITE PINE COUNTY",7617,12,227,0,0,23,11,3,3,6,1,2,0,0,262
"G3205100","1980","4","8","Nevada","32",,"Carson City","510",,,,,,,,,,,,,"CARSON CITY",29375,437,1477,3,1,64,50,41,56,10,35,15,17,0,441
"G3300010","1980","1","1","New Hampshire","33",,"Belknap","001",,,,,,,,,,,,,"BELKNAP COUNTY",42545,55,94,7,0,18,37,11,19,29,5,6,0,0,58
"G3300030","1980","1","1","New Hampshire","33",,"Carroll","003",,,,,,,,,,,,,"CARROLL COUNTY",27843,11,31,1,0,5,2,1,5,8,1,0,0,0,23
"G3300050","1980","1","1","New Hampshire","33",,"Cheshire","005",,,,,,,,,,,,,"CHESHIRE COUNTY",61657,132,93,6,0,14,15,10,28,13,13,7,0,0,128
"G3300070","1980","1","1","New Hampshire","33",,"Coos","007",,,,,,,,,,,,,"COOS COUNTY",34975,26,34,0,0,5,12,13,8,8,2,0,0,0,64
"G3300090","1980","1","1","New Hampshire","33",,"Grafton","009",,,,,,,,,,,,,"GRAFTON COUNTY",64816,412,134,3,3,56,84,29,38,45,20,5,1,1,159
"G3300110","1980","1","1","New Hampshire","33",,"Hillsborough","011",,,,,,,,,,,,,"HILLSBOROUGH COUNTY",273099,1388,353,15,3,103,348,77,148,189,102,28,2,0,753
"G3300130","1980","1","1","New Hampshire","33",,"Merrimack","013",,,,,,,,,,,,,"MERRIMACK COUNTY",97509,214,134,1,2,41,35,17,41,62,6,0,1,2,237
"G3300150","1980","1","1","New Hampshire","33",,"Rockingham","015",,,,,,,,,,,,,"ROCKINGHAM COUNTY",187320,1469,272,4,4,126,156,109,174,153,33,13,4,4,504
"G3300170","1980","1","1","New Hampshire","33",,"Strafford","017",,,,,,,,,,,,,"STRAFFORD COUNTY",84483,241,102,4,2,64,98,32,39,49,24,3,5,6,256
"G3300190","1980","1","1","New Hampshire","33",,"Sullivan","019",,,,,,,,,,,,,"SULLIVAN COUNTY",35852,42,50,0,0,16,3,15,15,7,3,2,0,0,58
"G3400010","1980","1","2","New Jersey","34","0560","Atlantic","001",,,,,,,,,,,,,"ATLANTIC COUNTY",154831,34134,254,8,9,105,270,223,118,173,21,35,12,1,3925
"G3400030","1980","1","2","New Jersey","34","5600","Bergen","003",,,,,,,,"70",,,,,"BERGEN COUNTY",784834,33043,676,14,16,4745,4126,3384,3087,4069,251,35,15,11,7079
"G3400050","1980","1","2","New Jersey","34","6160","Burlington","005",,,,,,,,"77",,,,,"BURLINGTON COUNTY",306987,45471,510,5,1,700,699,844,1165,801,158,89,46,11,5055
"G3400070","1980","1","2","New Jersey","34","6160","Camden","007",,,,,,,,"77",,,,,"CAMDEN COUNTY",383245,67232,538,10,1,261,1021,1279,689,1503,222,49,8,4,15588
"G3400090","1980","1","2","New Jersey","34",,"Cape May","009",,,,,,,,,,,,,"CAPE MAY COUNTY",76138,5157,96,2,2,20,45,109,30,56,11,14,0,4,582
"G3400110","1980","1","2","New Jersey","34","8760","Cumberland","011",,,,,,,,,,,,,"CUMBERLAND COUNTY",103712,19868,743,1,1,411,45,141,72,141,12,22,6,0,7691
"G3400130","1980","1","2","New Jersey","34","5640","Essex","013",,,,,,,,"70",,,,,"ESSEX COUNTY",482193,316440,1018,19,13,478,2495,3440,798,3341,283,130,43,11,40414
"G3400150","1980","1","2","New Jersey","34","6160","Gloucester","015",,,,,,,,"77",,,,,"GLOUCESTER COUNTY",180281,16936,291,8,4,104,172,365,139,234,17,21,0,0,1345
"G3400170","1980","1","2","New Jersey","34","3640","Hudson","017",,,,,,,,"70",,,,,"HUDSON COUNTY",425291,70050,552,6,10,345,1754,6451,1394,4798,411,27,24,9,45850
"G3400190","1980","1","2","New Jersey","34",,"Hunterdon","019",,,,,,,,,,,,,"HUNTERDON COUNTY",85402,1123,57,0,0,39,138,31,90,163,29,8,0,0,281
"G3400210","1980","1","2","New Jersey","34","8480","Mercer","021",,,,,,,,"77",,,,,"MERCER COUNTY",242097,55545,267,1,3,348,1337,363,571,1059,90,21,4,2,6155
"G3400230","1980","1","2","New Jersey","34","5460","Middlesex","023",,,,,,,,"70",,,,,"MIDDLESEX COUNTY",533974,35768,536,15,3,482,3328,2042,1267,4773,327,36,16,4,13322
"G3400250","1980","1","2","New Jersey","34","4410","Monmouth","025",,,,,,,,"70",,,,,"MONMOUTH COUNTY",449259,42985,506,9,4,397,1784,961,716,1142,241,56,21,16,5076
"G3400270","1980","1","2","New Jersey","34","5640","Morris","027",,,,,,,,"70",,,,,"MORRIS COUNTY",388099,10017,211,8,3,354,2362,844,720,2239,243,11,6,3,2510
"G3400290","1980","1","2","New Jersey","34",,"Ocean","029",,,,,,,,,,,,,"OCEAN COUNTY",331977,9439,384,4,3,164,330,620,215,266,77,20,8,8,2523
"G3400310","1980","1","2","New Jersey","34","6040","Passaic","031",,,,,,,,"70",,,,,"PASSAIC COUNTY",353796,59171,655,4,0,223,729,1261,413,1919,82,22,6,0,29304
"G3400330","1980","1","2","New Jersey","34","9160","Salem","033",,,,,,,,"77",,,,,"SALEM COUNTY",53989,9744,124,5,0,52,16,36,24,34,27,2,0,0,623
