GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A3Y001,A3Y002
"G1301210","1910","Georgia","130","Fulton","1210","Fulton",177733,117363
"G1301230","1910","Georgia","130","Gilmer","1230","Gilmer",9237,10198
"G1301250","1910","Georgia","130","Glascock","1250","Glascock",4669,4516
"G1301270","1910","Georgia","130","Glynn","1270","Glynn",15720,14317
"G1301290","1910","Georgia","130","Gordon","1290","Gordon",15861,14119
"G1301310","1910","Georgia","130","Grady","1310","Grady",18457,
"G1301330","1910","Georgia","130","Greene","1330","Greene",18512,16542
"G1301350","1910","Georgia","130","Gwinnett","1350","Gwinnett",28824,25585
"G1301370","1910","Georgia","130","Habersham","1370","Habersham",10134,
"G1301390","1910","Georgia","130","Hall","1390","Hall",25730,20752
"G1301410","1910","Georgia","130","Hancock","1410","Hancock",19189,18277
"G1301430","1910","Georgia","130","Haralson","1430","Haralson",13514,11922
"G1301450","1910","Georgia","130","Harris","1450","Harris",17886,18009
"G1301470","1910","Georgia","130","Hart","1470","Hart",16216,14492
"G1301490","1910","Georgia","130","Heard","1490","Heard",11189,11177
"G1301510","1910","Georgia","130","Henry","1510","Henry",19927,18602
"G1301530","1910","Georgia","130","Houston","1530","Houston",23609,22641
"G1301550","1910","Georgia","130","Irwin","1550","Irwin",10461,
"G1301570","1910","Georgia","130","Jackson","1570","Jackson",30169,24039
"G1301590","1910","Georgia","130","Jasper","1590","Jasper",16552,15033
"G1301610","1910","Georgia","130","Jeff Davis","1610","Jeff Davis",6050,
"G1301630","1910","Georgia","130","Jefferson","1630","Jefferson",21379,18212
"G1301650","1910","Georgia","130","Jenkins","1650","Jenkins",11520,
"G1301670","1910","Georgia","130","Johnson","1670","Johnson",12897,11409
"G1301690","1910","Georgia","130","Jones","1690","Jones",13103,13358
"G1301750","1910","Georgia","130","Laurens","1750","Laurens",35501,25908
"G1301770","1910","Georgia","130","Lee","1770","Lee",11679,10344
"G1301790","1910","Georgia","130","Liberty","1790","Liberty",12924,13093
"G1301810","1910","Georgia","130","Lincoln","1810","Lincoln",8714,7156
"G1301850","1910","Georgia","130","Lowndes","1850","Lowndes",24436,20036
"G1301870","1910","Georgia","130","Lumpkin","1870","Lumpkin",5444,7433
"G1301890","1910","Georgia","130","McDuffie","1890","Mcduffie",10325,9804
"G1301910","1910","Georgia","130","McIntosh","1910","Mcintosh",6442,6537
"G1301930","1910","Georgia","130","Macon","1930","Macon",15016,14093
"G1301950","1910","Georgia","130","Madison","1950","Madison",16851,13224
"G1301970","1910","Georgia","130","Marion","1970","Marion",9147,10080
"G1301990","1910","Georgia","130","Meriwether","1990","Meriwether",25180,23339
"G1302010","1910","Georgia","130","Miller","2010","Miller",7986,6319
"G1302015","1910","Georgia","130","Milton","2015","Milton",7239,6763
"G1302050","1910","Georgia","130","Mitchell","2050","Mitchell",22114,14767
"G1302070","1910","Georgia","130","Monroe","2070","Monroe",20450,20682
"G1302090","1910","Georgia","130","Montgomery","2090","Montgomery",19638,
"G1302110","1910","Georgia","130","Morgan","2110","Morgan",19717,15813
"G1302130","1910","Georgia","130","Murray","2130","Murray",9763,8623
"G1302150","1910","Georgia","130","Muscogee","2150","Muscogee",36227,29836
"G1302170","1910","Georgia","130","Newton","2170","Newton",18449,16734
"G1302190","1910","Georgia","130","Oconee","2190","Oconee",11104,8602
"G1302210","1910","Georgia","130","Oglethorpe","2210","Oglethorpe",18680,17881
"G1302230","1910","Georgia","130","Paulding","2230","Paulding",14124,12969
"G1302270","1910","Georgia","130","Pickens","2270","Pickens",9041,8641
"G1302290","1910","Georgia","130","Pierce","2290","Pierce",10749,8100
"G1302310","1910","Georgia","130","Pike","2310","Pike",19495,18761
"G1302330","1910","Georgia","130","Polk","2330","Polk",20203,17856
"G1302350","1910","Georgia","130","Pulaski","2350","Pulaski",22835,18489
"G1302370","1910","Georgia","130","Putnam","2370","Putnam",13876,13436
"G1302390","1910","Georgia","130","Quitman","2390","Quitman",4594,4701
"G1302410","1910","Georgia","130","Rabun","2410","Rabun",5562,6285
"G1302430","1910","Georgia","130","Randolph","2430","Randolph",18841,16847
"G1302450","1910","Georgia","130","Richmond","2450","Richmond",58886,53735
"G1302470","1910","Georgia","130","Rockdale","2470","Rockdale",8916,7515
"G1302490","1910","Georgia","130","Schley","2490","Schley",5213,5499
"G1302510","1910","Georgia","130","Screven","2510","Screven",20202,
"G1302550","1910","Georgia","130","Spalding","2550","Spalding",19741,17619
"G1302570","1910","Georgia","130","Stephens","2570","Stephens",9728,
"G1302590","1910","Georgia","130","Stewart","2590","Stewart",13437,15856
"G1302610","1910","Georgia","130","Sumter","2610","Sumter",29092,26212
"G1302630","1910","Georgia","130","Talbot","2630","Talbot",11696,12197
"G1302650","1910","Georgia","130","Taliaferro","2650","Taliaferro",8766,7912
"G1302670","1910","Georgia","130","Tattnall","2670","Tattnall",18569,
"G1302690","1910","Georgia","130","Taylor","2690","Taylor",10839,9846
"G1302710","1910","Georgia","130","Telfair","2710","Telfair",13288,10083
"G1302730","1910","Georgia","130","Terrell","2730","Terrell",22003,19023
"G1302750","1910","Georgia","130","Thomas","2750","Thomas",29071,
"G1302770","1910","Georgia","130","Tift","2770","Tift",11487,
"G1302790","1910","Georgia","130","Toombs","2790","Toombs",11206,
"G1302810","1910","Georgia","130","Towns","2810","Towns",3932,4748
"G1302850","1910","Georgia","130","Troup","2850","Troup",26228,24002
"G1302870","1910","Georgia","130","Turner","2870","Turner",10075,
"G1302890","1910","Georgia","130","Twiggs","2890","Twiggs",10736,8716
"G1302910","1910","Georgia","130","Union","2910","Union",6918,8481
"G1302930","1910","Georgia","130","Upson","2930","Upson",12757,13670
"G1302950","1910","Georgia","130","Walker","2950","Walker",18692,15661
"G1302970","1910","Georgia","130","Walton","2970","Walton",25393,20942
"G1302990","1910","Georgia","130","Ware","2990","Ware",22957,13761
"G1303010","1910","Georgia","130","Warren","3010","Warren",11860,11463
"G1303030","1910","Georgia","130","Washington","3030","Washington",28174,28227
"G1303050","1910","Georgia","130","Wayne","3050","Wayne",13069,9449
"G1303070","1910","Georgia","130","Webster","3070","Webster",6151,6618
"G1303110","1910","Georgia","130","White","3110","White",5110,5912
"G1303130","1910","Georgia","130","Whitfield","3130","Whitfield",15934,14509
"G1303150","1910","Georgia","130","Wilcox","3150","Wilcox",13486,
"G1303170","1910","Georgia","130","Wilkes","3170","Wilkes",23441,20866
"G1303190","1910","Georgia","130","Wilkinson","3190","Wilkinson",10078,11440
"G1303210","1910","Georgia","130","Worth","3210","Worth",19147,
"G1550015","1910","Hawaii Territory","155","Hawaii","0015","Hawaii",55382,46843
"G1550035","1910","Hawaii Territory","155","Honolulu","0035","Honolulu",82028,58504
"G1550055","1910","Hawaii Territory","155","Kalawao","0055","Kalawao",785,1177
"G1550075","1910","Hawaii Territory","155","Kauai","0075","Kauai",23952,20734
"G1550095","1910","Hawaii Territory","155","Maui","0095","Maui",29762,26743
"G1600010","1910","Idaho","160","Ada","0010","Ada",29088,11559
"G1600050","1910","Idaho","160","Bannock","0050","Bannock",19242,11702
"G1600070","1910","Idaho","160","Bear Lake","0070","Bear Lake",7729,7051
"G1600110","1910","Idaho","160","Bingham","0110","Bingham",23306,10060
"G1600130","1910","Idaho","160","Blaine","0130","Blaine",8387,4900
"G1600150","1910","Idaho","160","Boise","0150","Boise",5250,4174
"G1600170","1910","Idaho","160","Bonner","0170","Bonner",13588,
"G1600270","1910","Idaho","160","Canyon","0270","Canyon",25323,7497
"G1600310","1910","Idaho","160","Cassia","0310","Cassia",7197,3683
"G1600370","1910","Idaho","160","Custer","0370","Custer",3001,2049
"G1600390","1910","Idaho","160","Elmore","0390","Elmore",4785,2286
"G1600430","1910","Idaho","160","Fremont","0430","Fremont",24606,13208
"G1600490","1910","Idaho","160","Idaho","0490","Idaho",12384,9121
"G1600550","1910","Idaho","160","Kootenai","0550","Kootenai",22747,6380
"G1600570","1910","Idaho","160","Latah","0570","Latah",18818,13451
"G1600590","1910","Idaho","160","Lemhi","0590","Lemhi",4786,3446
"G1600630","1910","Idaho","160","Lincoln","0630","Lincoln",12676,1784
"G1600690","1910","Idaho","160","Nez Perce","0690","Nez Perce",24860,15162
"G1600710","1910","Idaho","160","Oneida","0710","Oneida",15170,8933
"G1600730","1910","Idaho","160","Owyhee","0730","Owyhee",4044,3804
"G1600790","1910","Idaho","160","Shoshone","0790","Shoshone",13963,10536
"G1600830","1910","Idaho","160","Twin Falls","0830","Twin Falls",13543,268
"G1600870","1910","Idaho","160","Washington","0870","Washington",11101,6882
"G1700010","1910","Illinois","170","Adams","0010","Adams",64588,67058
"G1700030","1910","Illinois","170","Alexander","0030","Alexander",22741,19384
"G1700050","1910","Illinois","170","Bond","0050","Bond",17075,16078
"G1700070","1910","Illinois","170","Boone","0070","Boone",15481,15791
"G1700090","1910","Illinois","170","Brown","0090","Brown",10397,11557
"G1700110","1910","Illinois","170","Bureau","0110","Bureau",43975,41112
"G1700130","1910","Illinois","170","Calhoun","0130","Calhoun",8610,8917
"G1700150","1910","Illinois","170","Carroll","0150","Carroll",18035,18963
"G1700170","1910","Illinois","170","Cass","0170","Cass",17372,17222
"G1700190","1910","Illinois","170","Champaign","0190","Champaign",51829,47622
"G1700210","1910","Illinois","170","Christian","0210","Christian",34594,32790
"G1700230","1910","Illinois","170","Clark","0230","Clark",23517,24033
"G1700250","1910","Illinois","170","Clay","0250","Clay",18661,19553
"G1700270","1910","Illinois","170","Clinton","0270","Clinton",22832,19824
"G1700290","1910","Illinois","170","Coles","0290","Coles",34517,34146
"G1700310","1910","Illinois","170","Cook","0310","Cook",2405233,1838735
"G1700330","1910","Illinois","170","Crawford","0330","Crawford",26281,19240
"G1700350","1910","Illinois","170","Cumberland","0350","Cumberland",14281,16124
"G1700370","1910","Illinois","170","DeKalb","0370","De Kalb",33457,31756
"G1700390","1910","Illinois","170","De Witt","0390","De Witt",18906,18972
"G1700410","1910","Illinois","170","Douglas","0410","Douglas",19591,19097
"G1700430","1910","Illinois","170","Du Page","0430","Du Page",33432,28196
"G1700450","1910","Illinois","170","Edgar","0450","Edgar",27336,28273
"G1700470","1910","Illinois","170","Edwards","0470","Edwards",10049,10345
"G1700490","1910","Illinois","170","Effingham","0490","Effingham",20055,20465
"G1700510","1910","Illinois","170","Fayette","0510","Fayette",28075,28065
"G1700530","1910","Illinois","170","Ford","0530","Ford",17096,18359
"G1700550","1910","Illinois","170","Franklin","0550","Franklin",25943,19675
"G1700570","1910","Illinois","170","Fulton","0570","Fulton",49549,46201
"G1700590","1910","Illinois","170","Gallatin","0590","Gallatin",14628,15836
"G1700610","1910","Illinois","170","Greene","0610","Greene",22363,23402
"G1700630","1910","Illinois","170","Grundy","0630","Grundy",24162,24136
"G1700650","1910","Illinois","170","Hamilton","0650","Hamilton",18227,20197
"G1700670","1910","Illinois","170","Hancock","0670","Hancock",30638,32215
"G1700690","1910","Illinois","170","Hardin","0690","Hardin",7015,7448
"G1700710","1910","Illinois","170","Henderson","0710","Henderson",9724,10836
"G1700730","1910","Illinois","170","Henry","0730","Henry",41736,40049
"G1700750","1910","Illinois","170","Iroquois","0750","Iroquois",35543,38014
"G1700770","1910","Illinois","170","Jackson","0770","Jackson",35143,33871
"G1700790","1910","Illinois","170","Jasper","0790","Jasper",18157,20160
"G1700810","1910","Illinois","170","Jefferson","0810","Jefferson",29111,28133
"G1700830","1910","Illinois","170","Jersey","0830","Jersey",13954,14612
"G1700850","1910","Illinois","170","Jo Daviess","0850","Jo Daviess",22657,24533
"G1700870","1910","Illinois","170","Johnson","0870","Johnson",14331,15667
"G1700890","1910","Illinois","170","Kane","0890","Kane",91862,78792
"G1700910","1910","Illinois","170","Kankakee","0910","Kankakee",40752,37154
"G1700930","1910","Illinois","170","Kendall","0930","Kendall",10777,11467
"G1700950","1910","Illinois","170","Knox","0950","Knox",46159,43612
"G1700970","1910","Illinois","170","Lake","0970","Lake",55058,34504
"G1700990","1910","Illinois","170","La Salle","0990","La Salle",90132,87776
"G1701010","1910","Illinois","170","Lawrence","1010","Lawrence",22661,16523
"G1701030","1910","Illinois","170","Lee","1030","Lee",27750,29894
"G1701050","1910","Illinois","170","Livingston","1050","Livingston",40465,42035
"G1701070","1910","Illinois","170","Logan","1070","Logan",30216,28680
"G1701090","1910","Illinois","170","McDonough","1090","Mcdonough",26887,28412
"G1701110","1910","Illinois","170","McHenry","1110","Mchenry",32509,29759
"G1701130","1910","Illinois","170","McLean","1130","Mclean",68008,67843
"G1701150","1910","Illinois","170","Macon","1150","Macon",54186,44003
"G1701170","1910","Illinois","170","Macoupin","1170","Macoupin",50685,42256
"G1701190","1910","Illinois","170","Madison","1190","Madison",89847,64694
"G1701210","1910","Illinois","170","Marion","1210","Marion",35094,30446
"G1701230","1910","Illinois","170","Marshall","1230","Marshall",15679,16370
"G1701250","1910","Illinois","170","Mason","1250","Mason",17377,17491
"G1701270","1910","Illinois","170","Massac","1270","Massac",14200,13110
"G1701290","1910","Illinois","170","Menard","1290","Menard",12796,14336
"G1701310","1910","Illinois","170","Mercer","1310","Mercer",19723,20945
"G1701330","1910","Illinois","170","Monroe","1330","Monroe",13508,13847
"G1701350","1910","Illinois","170","Montgomery","1350","Montgomery",35311,30836
"G1701370","1910","Illinois","170","Morgan","1370","Morgan",34420,35006
"G1701390","1910","Illinois","170","Moultrie","1390","Moultrie",14630,15224
"G1701410","1910","Illinois","170","Ogle","1410","Ogle",27864,29129
"G1701430","1910","Illinois","170","Peoria","1430","Peoria",100255,88608
"G1701450","1910","Illinois","170","Perry","1450","Perry",22088,19830
"G1701470","1910","Illinois","170","Piatt","1470","Piatt",16376,17706
"G1701490","1910","Illinois","170","Pike","1490","Pike",28622,31595
"G1701510","1910","Illinois","170","Pope","1510","Pope",11215,13585
"G1701530","1910","Illinois","170","Pulaski","1530","Pulaski",15650,14554
"G1701550","1910","Illinois","170","Putnam","1550","Putnam",7561,4746
"G1701570","1910","Illinois","170","Randolph","1570","Randolph",29120,28001
"G1701590","1910","Illinois","170","Richland","1590","Richland",15970,16391
"G1701610","1910","Illinois","170","Rock Island","1610","Rock Island",70404,55249
"G1701630","1910","Illinois","170","St Clair","1630","St Clair",119870,86685
"G1701650","1910","Illinois","170","Saline","1650","Saline",30204,21685
"G1701670","1910","Illinois","170","Sangamon","1670","Sangamon",91024,71593
"G1701690","1910","Illinois","170","Schuyler","1690","Schuyler",14852,16129
"G1701710","1910","Illinois","170","Scott","1710","Scott",10067,10455
"G1701730","1910","Illinois","170","Shelby","1730","Shelby",31693,32126
"G1701750","1910","Illinois","170","Stark","1750","Stark",10098,10186
"G1701770","1910","Illinois","170","Stephenson","1770","Stephenson",36821,34933
"G1701790","1910","Illinois","170","Tazewell","1790","Tazewell",34027,33221
"G1701810","1910","Illinois","170","Union","1810","Union",21856,22610
"G1701830","1910","Illinois","170","Vermilion","1830","Vermilion",77996,65635
"G1701850","1910","Illinois","170","Wabash","1850","Wabash",14913,12583
"G1701870","1910","Illinois","170","Warren","1870","Warren",23313,23163
"G1701890","1910","Illinois","170","Washington","1890","Washington",18759,19526
"G1701910","1910","Illinois","170","Wayne","1910","Wayne",25697,27626
"G1701930","1910","Illinois","170","White","1930","White",23052,25386
"G1701950","1910","Illinois","170","Whiteside","1950","Whiteside",34507,34710
"G1701970","1910","Illinois","170","Will","1970","Will",84371,74764
"G1701990","1910","Illinois","170","Williamson","1990","Williamson",45098,27796
"G1702010","1910","Illinois","170","Winnebago","2010","Winnebago",63153,47845
"G1702030","1910","Illinois","170","Woodford","2030","Woodford",20506,21822
"G1800010","1910","Indiana","180","Adams","0010","Adams",21840,22232
"G1800030","1910","Indiana","180","Allen","0030","Allen",93386,77270
"G1800050","1910","Indiana","180","Bartholomew","0050","Bartholomew",24813,24594
"G1800070","1910","Indiana","180","Benton","0070","Benton",12688,13123
"G1800090","1910","Indiana","180","Blackford","0090","Blackford",15820,17213
"G1800110","1910","Indiana","180","Boone","0110","Boone",24673,26321
"G1800130","1910","Indiana","180","Brown","0130","Brown",7975,9727
"G1800150","1910","Indiana","180","Carroll","0150","Carroll",17970,19953
"G1800170","1910","Indiana","180","Cass","0170","Cass",36368,34545
"G1800190","1910","Indiana","180","Clark","0190","Clark",30260,31835
