GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A3Y001,A3Y002
"G4601113","1910","South Dakota","460","Schnasse","1113","Schnasse",292,
"G4601130","1910","South Dakota","460","Shannon","1130","Shannon",0,
"G4601150","1910","South Dakota","460","Spink","1150","Spink",15981,9487
"G4601170","1910","South Dakota","460","Stanley","1170","Stanley",14975,1341
"G4601175","1910","South Dakota","460","Sterling","1175","Sterling",252,
"G4601190","1910","South Dakota","460","Sully","1190","Sully",2462,1715
"G4601210","1910","South Dakota","460","Todd","1210","Todd",2164,
"G4601230","1910","South Dakota","460","Tripp","1230","Tripp",8323,
"G4601250","1910","South Dakota","460","Turner","1250","Turner",13840,13175
"G4601270","1910","South Dakota","460","Union","1270","Union",10676,1153
"G4601290","1910","South Dakota","460","Walworth","1290","Walworth",6488,3839
"G4601310","1910","South Dakota","460","Washabaugh","1310","Washabaugh",0,
"G4601330","1910","South Dakota","460","Washington","1330","Washington",0,0
"G4601350","1910","South Dakota","460","Yankton","1350","Yankton",13135,12649
"G4609075","1910","South Dakota","460","Pine Ridge Indian Reservation","9075","Pine Ridge Indian Reservation",6607,6827
"G4700010","1910","Tennessee","470","Anderson","0010","Anderson",17717,17634
"G4700030","1910","Tennessee","470","Bedford","0030","Bedford",22667,23845
"G4700050","1910","Tennessee","470","Benton","0050","Benton",12452,11888
"G4700070","1910","Tennessee","470","Bledsoe","0070","Bledsoe",6329,6626
"G4700090","1910","Tennessee","470","Blount","0090","Blount",20809,19206
"G4700110","1910","Tennessee","470","Bradley","0110","Bradley",16336,15759
"G4700130","1910","Tennessee","470","Campbell","0130","Campbell",27387,17317
"G4700150","1910","Tennessee","470","Cannon","0150","Cannon",10825,12121
"G4700170","1910","Tennessee","470","Carroll","0170","Carroll",23971,24250
"G4700190","1910","Tennessee","470","Carter","0190","Carter",19838,16688
"G4700210","1910","Tennessee","470","Cheatham","0210","Cheatham",10540,10112
"G4700230","1910","Tennessee","470","Chester","0230","Chester",9090,9896
"G4700250","1910","Tennessee","470","Claiborne","0250","Claiborne",23504,20696
"G4700270","1910","Tennessee","470","Clay","0270","Clay",9009,8421
"G4700290","1910","Tennessee","470","Cocke","0290","Cocke",19399,19153
"G4700310","1910","Tennessee","470","Coffee","0310","Coffee",15625,15574
"G4700330","1910","Tennessee","470","Crockett","0330","Crockett",16076,15867
"G4700350","1910","Tennessee","470","Cumberland","0350","Cumberland",9327,8311
"G4700370","1910","Tennessee","470","Davidson","0370","Davidson",149478,122815
"G4700390","1910","Tennessee","470","Decatur","0390","Decatur",10093,10439
"G4700410","1910","Tennessee","470","DeKalb","0410","De Kalb",15434,16460
"G4700430","1910","Tennessee","470","Dickson","0430","Dickson",19955,18635
"G4700450","1910","Tennessee","470","Dyer","0450","Dyer",27721,23776
"G4700470","1910","Tennessee","470","Fayette","0470","Fayette",30257,29701
"G4700490","1910","Tennessee","470","Fentress","0490","Fentress",7446,6106
"G4700510","1910","Tennessee","470","Franklin","0510","Franklin",20491,20392
"G4700530","1910","Tennessee","470","Gibson","0530","Gibson",41630,39408
"G4700550","1910","Tennessee","470","Giles","0550","Giles",32629,33035
"G4700570","1910","Tennessee","470","Grainger","0570","Grainger",13888,15512
"G4700590","1910","Tennessee","470","Greene","0590","Greene",31083,30596
"G4700610","1910","Tennessee","470","Grundy","0610","Grundy",8322,7802
"G4700630","1910","Tennessee","470","Hamblen","0630","Hamblen",13650,12728
"G4700650","1910","Tennessee","470","Hamilton","0650","Hamilton",89267,61695
"G4700670","1910","Tennessee","470","Hancock","0670","Hancock",10778,11147
"G4700690","1910","Tennessee","470","Hardeman","0690","Hardeman",23011,22976
"G4700710","1910","Tennessee","470","Hardin","0710","Hardin",17521,19246
"G4700730","1910","Tennessee","470","Hawkins","0730","Hawkins",23587,24267
"G4700750","1910","Tennessee","470","Haywood","0750","Haywood",25910,25189
"G4700770","1910","Tennessee","470","Henderson","0770","Henderson",17030,18117
"G4700790","1910","Tennessee","470","Henry","0790","Henry",25434,24208
"G4700810","1910","Tennessee","470","Hickman","0810","Hickman",16527,16367
"G4700830","1910","Tennessee","470","Houston","0830","Houston",6224,6476
"G4700850","1910","Tennessee","470","Humphreys","0850","Humphreys",13908,13398
"G4700870","1910","Tennessee","470","Jackson","0870","Jackson",15036,15039
"G4700875","1910","Tennessee","470","James","0875","James",5210,5407
"G4700890","1910","Tennessee","470","Jefferson","0890","Jefferson",17755,18590
"G4700910","1910","Tennessee","470","Johnson","0910","Johnson",13191,10589
"G4700930","1910","Tennessee","470","Knox","0930","Knox",94187,74302
"G4700950","1910","Tennessee","470","Lake","0950","Lake",8704,7368
"G4700970","1910","Tennessee","470","Lauderdale","0970","Lauderdale",21105,21856
"G4700990","1910","Tennessee","470","Lawrence","0990","Lawrence",17569,15402
"G4701010","1910","Tennessee","470","Lewis","1010","Lewis",6033,4455
"G4701030","1910","Tennessee","470","Lincoln","1030","Lincoln",25908,26304
"G4701050","1910","Tennessee","470","Loudon","1050","Loudon",13612,10838
"G4701070","1910","Tennessee","470","McMinn","1070","Mcminn",21046,19163
"G4701090","1910","Tennessee","470","McNairy","1090","Mcnairy",16356,17760
"G4701110","1910","Tennessee","470","Macon","1110","Macon",14559,12881
"G4701130","1910","Tennessee","470","Madison","1130","Madison",39357,36333
"G4701150","1910","Tennessee","470","Marion","1150","Marion",18820,17281
"G4701170","1910","Tennessee","470","Marshall","1170","Marshall",16872,18763
"G4701190","1910","Tennessee","470","Maury","1190","Maury",40456,42703
"G4701210","1910","Tennessee","470","Meigs","1210","Meigs",6131,7491
"G4701230","1910","Tennessee","470","Monroe","1230","Monroe",20716,18585
"G4701250","1910","Tennessee","470","Montgomery","1250","Montgomery",33672,36017
"G4701270","1910","Tennessee","470","Moore","1270","Moore",4800,5706
"G4701290","1910","Tennessee","470","Morgan","1290","Morgan",11458,9587
"G4701310","1910","Tennessee","470","Obion","1310","Obion",29946,28286
"G4701330","1910","Tennessee","470","Overton","1330","Overton",15854,13353
"G4701350","1910","Tennessee","470","Perry","1350","Perry",8815,8800
"G4701370","1910","Tennessee","470","Pickett","1370","Pickett",5087,5366
"G4701390","1910","Tennessee","470","Polk","1390","Polk",14116,11357
"G4701410","1910","Tennessee","470","Putnam","1410","Putnam",20023,16890
"G4701430","1910","Tennessee","470","Rhea","1430","Rhea",15410,14318
"G4701450","1910","Tennessee","470","Roane","1450","Roane",22860,22738
"G4701470","1910","Tennessee","470","Robertson","1470","Robertson",25466,25029
"G4701490","1910","Tennessee","470","Rutherford","1490","Rutherford",33199,33543
"G4701510","1910","Tennessee","470","Scott","1510","Scott",12947,11077
"G4701530","1910","Tennessee","470","Sequatchie","1530","Sequatchie",4202,3326
"G4701550","1910","Tennessee","470","Sevier","1550","Sevier",22296,22021
"G4701570","1910","Tennessee","470","Shelby","1570","Shelby",191439,153557
"G4701590","1910","Tennessee","470","Smith","1590","Smith",18548,19026
"G4701610","1910","Tennessee","470","Stewart","1610","Stewart",14860,15224
"G4701630","1910","Tennessee","470","Sullivan","1630","Sullivan",28120,24935
"G4701650","1910","Tennessee","470","Sumner","1650","Sumner",25621,26072
"G4701670","1910","Tennessee","470","Tipton","1670","Tipton",29459,29273
"G4701690","1910","Tennessee","470","Trousdale","1690","Trousdale",5874,6004
"G4701710","1910","Tennessee","470","Unicoi","1710","Unicoi",7201,5851
"G4701730","1910","Tennessee","470","Union","1730","Union",11414,12894
"G4701750","1910","Tennessee","470","Van Buren","1750","Van Buren",2784,3126
"G4701770","1910","Tennessee","470","Warren","1770","Warren",16534,16410
"G4701790","1910","Tennessee","470","Washington","1790","Washington",28968,22604
"G4701810","1910","Tennessee","470","Wayne","1810","Wayne",12062,12936
"G4701830","1910","Tennessee","470","Weakley","1830","Weakley",31929,32546
"G4701850","1910","Tennessee","470","White","1850","White",15420,14157
"G4701870","1910","Tennessee","470","Williamson","1870","Williamson",24213,26429
"G4701890","1910","Tennessee","470","Wilson","1890","Wilson",25394,27078
"G4800010","1910","Texas","480","Anderson","0010","Anderson",29650,28015
"G4800030","1910","Texas","480","Andrews","0030","Andrews",975,87
"G4800050","1910","Texas","480","Angelina","0050","Angelina",17705,13481
"G4800070","1910","Texas","480","Aransas","0070","Aransas",2106,1716
"G4800090","1910","Texas","480","Archer","0090","Archer",6525,2508
"G4800110","1910","Texas","480","Armstrong","0110","Armstrong",2682,1205
"G4800130","1910","Texas","480","Atascosa","0130","Atascosa",10004,7143
"G4800150","1910","Texas","480","Austin","0150","Austin",17699,20676
"G4800170","1910","Texas","480","Bailey","0170","Bailey",312,4
"G4800190","1910","Texas","480","Bandera","0190","Bandera",4921,5332
"G4800210","1910","Texas","480","Bastrop","0210","Bastrop",25344,26845
"G4800230","1910","Texas","480","Baylor","0230","Baylor",8411,3052
"G4800250","1910","Texas","480","Bee","0250","Bee",12090,7720
"G4800270","1910","Texas","480","Bell","0270","Bell",49186,45535
"G4800290","1910","Texas","480","Bexar","0290","Bexar",119676,69422
"G4800310","1910","Texas","480","Blanco","0310","Blanco",4311,4703
"G4800330","1910","Texas","480","Borden","0330","Borden",1386,776
"G4800350","1910","Texas","480","Bosque","0350","Bosque",19013,17390
"G4800370","1910","Texas","480","Bowie","0370","Bowie",34827,26676
"G4800390","1910","Texas","480","Brazoria","0390","Brazoria",13299,14861
"G4800410","1910","Texas","480","Brazos","0410","Brazos",18919,18859
"G4800430","1910","Texas","480","Brewster","0430","Brewster",5220,2356
"G4800450","1910","Texas","480","Briscoe","0450","Briscoe",2162,1253
"G4800490","1910","Texas","480","Brown","0490","Brown",22935,16019
"G4800510","1910","Texas","480","Burleson","0510","Burleson",18687,18367
"G4800530","1910","Texas","480","Burnet","0530","Burnet",10755,10528
"G4800550","1910","Texas","480","Caldwell","0550","Caldwell",24237,21765
"G4800570","1910","Texas","480","Calhoun","0570","Calhoun",3635,2395
"G4800590","1910","Texas","480","Callahan","0590","Callahan",12973,8768
"G4800610","1910","Texas","480","Cameron","0610","Cameron",27158,16095
"G4800630","1910","Texas","480","Camp","0630","Camp",9551,9146
"G4800650","1910","Texas","480","Carson","0650","Carson",2127,469
"G4800670","1910","Texas","480","Cass","0670","Cass",27587,22841
"G4800690","1910","Texas","480","Castro","0690","Castro",1850,400
"G4800710","1910","Texas","480","Chambers","0710","Chambers",4234,3046
"G4800730","1910","Texas","480","Cherokee","0730","Cherokee",29038,25154
"G4800750","1910","Texas","480","Childress","0750","Childress",9538,2138
"G4800770","1910","Texas","480","Clay","0770","Clay",17043,9231
"G4800790","1910","Texas","480","Cochran","0790","Cochran",65,25
"G4800810","1910","Texas","480","Coke","0810","Coke",6412,3430
"G4800830","1910","Texas","480","Coleman","0830","Coleman",22618,10077
"G4800850","1910","Texas","480","Collin","0850","Collin",49021,50087
"G4800870","1910","Texas","480","Collingsworth","0870","Collingsworth",5224,1233
"G4800890","1910","Texas","480","Colorado","0890","Colorado",18897,22203
"G4800910","1910","Texas","480","Comal","0910","Comal",8434,7008
"G4800930","1910","Texas","480","Comanche","0930","Comanche",27186,23009
"G4800950","1910","Texas","480","Concho","0950","Concho",6654,1427
"G4800970","1910","Texas","480","Cooke","0970","Cooke",26603,27494
"G4800990","1910","Texas","480","Coryell","0990","Coryell",21703,21308
"G4801010","1910","Texas","480","Cottle","1010","Cottle",4396,1002
"G4801030","1910","Texas","480","Crane","1030","Crane",331,51
"G4801050","1910","Texas","480","Crockett","1050","Crockett",1296,1591
"G4801070","1910","Texas","480","Crosby","1070","Crosby",1765,788
"G4801110","1910","Texas","480","Dallam","1110","Dallam",4001,146
"G4801130","1910","Texas","480","Dallas","1130","Dallas",135748,82726
"G4801150","1910","Texas","480","Dawson","1150","Dawson",2320,37
"G4801170","1910","Texas","480","Deaf Smith","1170","Deaf Smith",3942,843
"G4801190","1910","Texas","480","Delta","1190","Delta",14566,15249
"G4801210","1910","Texas","480","Denton","1210","Denton",31258,28318
"G4801230","1910","Texas","480","De Witt","1230","De Witt",23501,21311
"G4801250","1910","Texas","480","Dickens","1250","Dickens",3092,1151
"G4801270","1910","Texas","480","Dimmit","1270","Dimmit",3460,1106
"G4801290","1910","Texas","480","Donley","1290","Donley",5284,2756
"G4801310","1910","Texas","480","Duval","1310","Duval",8964,8483
"G4801330","1910","Texas","480","Eastland","1330","Eastland",23421,17971
"G4801350","1910","Texas","480","Ector","1350","Ector",1178,381
"G4801370","1910","Texas","480","Edwards","1370","Edwards",3768,3108
"G4801390","1910","Texas","480","Ellis","1390","Ellis",53629,50059
"G4801410","1910","Texas","480","El Paso","1410","El Paso",52599,24886
"G4801430","1910","Texas","480","Erath","1430","Erath",32095,29966
"G4801450","1910","Texas","480","Falls","1450","Falls",35649,33342
"G4801470","1910","Texas","480","Fannin","1470","Fannin",44801,51793
"G4801490","1910","Texas","480","Fayette","1490","Fayette",29796,36542
"G4801510","1910","Texas","480","Fisher","1510","Fisher",12596,3708
"G4801530","1910","Texas","480","Floyd","1530","Floyd",4638,2020
"G4801550","1910","Texas","480","Foard","1550","Foard",5726,1568
"G4801570","1910","Texas","480","Fort Bend","1570","Fort Bend",18168,16538
"G4801590","1910","Texas","480","Franklin","1590","Franklin",9331,8674
"G4801610","1910","Texas","480","Freestone","1610","Freestone",20557,18910
"G4801630","1910","Texas","480","Frio","1630","Frio",8895,4200
"G4801650","1910","Texas","480","Gaines","1650","Gaines",1255,55
"G4801670","1910","Texas","480","Galveston","1670","Galveston",44479,44116
"G4801690","1910","Texas","480","Garza","1690","Garza",1995,185
"G4801710","1910","Texas","480","Gillespie","1710","Gillespie",9447,8229
"G4801730","1910","Texas","480","Glasscock","1730","Glasscock",1143,286
"G4801750","1910","Texas","480","Goliad","1750","Goliad",9909,8310
"G4801770","1910","Texas","480","Gonzales","1770","Gonzales",28055,28882
"G4801790","1910","Texas","480","Gray","1790","Gray",3405,480
"G4801810","1910","Texas","480","Grayson","1810","Grayson",65996,63661
"G4801830","1910","Texas","480","Gregg","1830","Gregg",14140,12343
"G4801850","1910","Texas","480","Grimes","1850","Grimes",21205,26106
"G4801870","1910","Texas","480","Guadalupe","1870","Guadalupe",24913,21385
"G4801890","1910","Texas","480","Hale","1890","Hale",7566,1680
"G4801910","1910","Texas","480","Hall","1910","Hall",8279,1670
"G4801930","1910","Texas","480","Hamilton","1930","Hamilton",15315,13520
"G4801950","1910","Texas","480","Hansford","1950","Hansford",935,167
"G4801970","1910","Texas","480","Hardeman","1970","Hardeman",11213,3634
"G4801990","1910","Texas","480","Hardin","1990","Hardin",12947,5049
"G4802010","1910","Texas","480","Harris","2010","Harris",115693,63786
"G4802030","1910","Texas","480","Harrison","2030","Harrison",37243,31878
"G4802050","1910","Texas","480","Hartley","2050","Hartley",1298,377
"G4802070","1910","Texas","480","Haskell","2070","Haskell",16249,2637
"G4802090","1910","Texas","480","Hays","2090","Hays",15518,14142
"G4802110","1910","Texas","480","Hemphill","2110","Hemphill",3170,815
"G4802130","1910","Texas","480","Henderson","2130","Henderson",20131,19970
"G4802150","1910","Texas","480","Hidalgo","2150","Hidalgo",13728,6837
"G4802170","1910","Texas","480","Hill","2170","Hill",46760,41355
"G4802190","1910","Texas","480","Hockley","2190","Hockley",137,44
"G4802210","1910","Texas","480","Hood","2210","Hood",10008,9146
"G4802230","1910","Texas","480","Hopkins","2230","Hopkins",31038,27950
"G4802250","1910","Texas","480","Houston","2250","Houston",29564,25452
"G4802270","1910","Texas","480","Howard","2270","Howard",8881,2528
"G4802310","1910","Texas","480","Hunt","2310","Hunt",48116,47295
"G4802330","1910","Texas","480","Hutchinson","2330","Hutchinson",892,303
"G4802350","1910","Texas","480","Irion","2350","Irion",1283,848
"G4802370","1910","Texas","480","Jack","2370","Jack",11817,10224
"G4802390","1910","Texas","480","Jackson","2390","Jackson",6471,6094
"G4802410","1910","Texas","480","Jasper","2410","Jasper",14000,7138
"G4802430","1910","Texas","480","Jeff Davis","2430","Jeff Davis",1678,1150
"G4802450","1910","Texas","480","Jefferson","2450","Jefferson",38182,14239
"G4802510","1910","Texas","480","Johnson","2510","Johnson",34460,33819
"G4802530","1910","Texas","480","Jones","2530","Jones",24299,7053
"G4802550","1910","Texas","480","Karnes","2550","Karnes",14942,8681
"G4802570","1910","Texas","480","Kaufman","2570","Kaufman",35323,33376
"G4802590","1910","Texas","480","Kendall","2590","Kendall",4517,4103
"G4802630","1910","Texas","480","Kent","2630","Kent",2655,899
"G4802650","1910","Texas","480","Kerr","2650","Kerr",5505,4980
"G4802670","1910","Texas","480","Kimble","2670","Kimble",3261,2503
"G4802690","1910","Texas","480","King","2690","King",810,490
"G4802710","1910","Texas","480","Kinney","2710","Kinney",3401,2447
"G4802750","1910","Texas","480","Knox","2750","Knox",9625,2322
"G4802770","1910","Texas","480","Lamar","2770","Lamar",46544,48627
"G4802790","1910","Texas","480","Lamb","2790","Lamb",540,31
"G4802810","1910","Texas","480","Lampasas","2810","Lampasas",9532,8625
"G4802830","1910","Texas","480","La Salle","2830","La Salle",4747,2303
"G4802850","1910","Texas","480","Lavaca","2850","Lavaca",26418,28121
"G4802870","1910","Texas","480","Lee","2870","Lee",13132,14595
"G4802890","1910","Texas","480","Leon","2890","Leon",16583,18072
"G4802910","1910","Texas","480","Liberty","2910","Liberty",10686,8102
"G4802930","1910","Texas","480","Limestone","2930","Limestone",34621,32573
"G4802950","1910","Texas","480","Lipscomb","2950","Lipscomb",2634,790
"G4802970","1910","Texas","480","Live Oak","2970","Live Oak",3442,2268
"G4802990","1910","Texas","480","Llano","2990","Llano",6520,7301
"G4803010","1910","Texas","480","Loving","3010","Loving",249,33
"G4803030","1910","Texas","480","Lubbock","3030","Lubbock",3624,293
"G4803050","1910","Texas","480","Lynn","3050","Lynn",1713,17
"G4803070","1910","Texas","480","McCulloch","3070","Mcculloch",13405,3960
"G4803090","1910","Texas","480","McLennan","3090","Mclennan",73250,59772
"G4803110","1910","Texas","480","McMullen","3110","Mcmullen",1091,1024
"G4803130","1910","Texas","480","Madison","3130","Madison",10318,10432
"G4803150","1910","Texas","480","Marion","3150","Marion",10472,10754
"G4803170","1910","Texas","480","Martin","3170","Martin",1549,332
"G4803190","1910","Texas","480","Mason","3190","Mason",5683,5573
"G4803210","1910","Texas","480","Matagorda","3210","Matagorda",13594,6097
"G4803230","1910","Texas","480","Maverick","3230","Maverick",5151,4066
"G4803250","1910","Texas","480","Medina","3250","Medina",13415,7783
"G4803270","1910","Texas","480","Menard","3270","Menard",2707,2011
"G4803290","1910","Texas","480","Midland","3290","Midland",3464,1741
"G4803310","1910","Texas","480","Milam","3310","Milam",36780,39666
"G4803330","1910","Texas","480","Mills","3330","Mills",9694,7851
"G4803350","1910","Texas","480","Mitchell","3350","Mitchell",8956,2855
"G4803370","1910","Texas","480","Montague","3370","Montague",25123,24800
"G4803390","1910","Texas","480","Montgomery","3390","Montgomery",15679,17067
"G4803410","1910","Texas","480","Moore","3410","Moore",561,209
"G4803430","1910","Texas","480","Morris","3430","Morris",10439,8220
"G4803450","1910","Texas","480","Motley","3450","Motley",2396,1257
"G4803470","1910","Texas","480","Nacogdoches","3470","Nacogdoches",27406,24663
"G4803490","1910","Texas","480","Navarro","3490","Navarro",47070,43374
"G4803510","1910","Texas","480","Newton","3510","Newton",10850,7282
"G4803530","1910","Texas","480","Nolan","3530","Nolan",11999,2611
"G4803550","1910","Texas","480","Nueces","3550","Nueces",21955,10439
"G4803570","1910","Texas","480","Ochiltree","3570","Ochiltree",1602,267
"G4803590","1910","Texas","480","Oldham","3590","Oldham",812,349
"G4803610","1910","Texas","480","Orange","3610","Orange",9528,5905
"G4803630","1910","Texas","480","Palo Pinto","3630","Palo Pinto",19506,12291
"G4803650","1910","Texas","480","Panola","3650","Panola",20424,21404
"G4803670","1910","Texas","480","Parker","3670","Parker",26331,25823
"G4803690","1910","Texas","480","Parmer","3690","Parmer",1555,34
"G4803710","1910","Texas","480","Pecos","3710","Pecos",2071,
"G4803730","1910","Texas","480","Polk","3730","Polk",17459,14447
"G4803750","1910","Texas","480","Potter","3750","Potter",12424,1820
"G4803770","1910","Texas","480","Presidio","3770","Presidio",5218,3673
"G4803790","1910","Texas","480","Rains","3790","Rains",6787,6127
"G4803810","1910","Texas","480","Randall","3810","Randall",3312,963
"G4803830","1910","Texas","480","Reagan","3830","Reagan",392,
"G4803870","1910","Texas","480","Red River","3870","Red River",28564,29893
"G4803890","1910","Texas","480","Reeves","3890","Reeves",4392,1847
"G4803910","1910","Texas","480","Refugio","3910","Refugio",2814,1641
"G4803930","1910","Texas","480","Roberts","3930","Roberts",950,620
"G4803950","1910","Texas","480","Robertson","3950","Robertson",27454,31480
"G4803970","1910","Texas","480","Rockwall","3970","Rockwall",8072,8531
"G4803990","1910","Texas","480","Runnels","3990","Runnels",20858,5379
"G4804010","1910","Texas","480","Rusk","4010","Rusk",26946,26099
"G4804030","1910","Texas","480","Sabine","4030","Sabine",8582,6394
"G4804050","1910","Texas","480","San Augustine","4050","San Augustine",11264,8434
"G4804070","1910","Texas","480","San Jacinto","4070","San Jacinto",9542,10277
"G4804090","1910","Texas","480","San Patricio","4090","San Patricio",7307,2372
"G4804110","1910","Texas","480","San Saba","4110","San Saba",11245,7569
"G4804130","1910","Texas","480","Schleicher","4130","Schleicher",1893,515
"G4804150","1910","Texas","480","Scurry","4150","Scurry",10924,4158
"G4804170","1910","Texas","480","Shackelford","4170","Shackelford",4201,2461
"G4804190","1910","Texas","480","Shelby","4190","Shelby",26423,20452
"G4804210","1910","Texas","480","Sherman","4210","Sherman",1376,104
"G4804230","1910","Texas","480","Smith","4230","Smith",41746,37370
"G4804250","1910","Texas","480","Somervell","4250","Somervell",3931,3498
"G4804270","1910","Texas","480","Starr","4270","Starr",13151,11469
"G4804290","1910","Texas","480","Stephens","4290","Stephens",7980,6466
"G4804310","1910","Texas","480","Sterling","4310","Sterling",1493,1127
"G4804330","1910","Texas","480","Stonewall","4330","Stonewall",5320,2183
"G4804350","1910","Texas","480","Sutton","4350","Sutton",1569,1727
"G4804370","1910","Texas","480","Swisher","4370","Swisher",4012,1227
"G4804390","1910","Texas","480","Tarrant","4390","Tarrant",108572,52376
"G4804410","1910","Texas","480","Taylor","4410","Taylor",26293,10499
"G4804430","1910","Texas","480","Terrell","4430","Terrell",1430,
"G4804450","1910","Texas","480","Terry","4450","Terry",1474,48
"G4804470","1910","Texas","480","Throckmorton","4470","Throckmorton",4563,1750
"G4804490","1910","Texas","480","Titus","4490","Titus",16422,12292
"G4804510","1910","Texas","480","Tom Green","4510","Tom Green",17882,
"G4804530","1910","Texas","480","Travis","4530","Travis",55620,47386
"G4804550","1910","Texas","480","Trinity","4550","Trinity",12768,10976
"G4804570","1910","Texas","480","Tyler","4570","Tyler",10250,11899
"G4804590","1910","Texas","480","Upshur","4590","Upshur",19960,16266
"G4804610","1910","Texas","480","Upton","4610","Upton",501,48
"G4804630","1910","Texas","480","Uvalde","4630","Uvalde",11233,4647
"G4804650","1910","Texas","480","Val Verde","4650","Val Verde",8613,5263
"G4804670","1910","Texas","480","Van Zandt","4670","Van Zandt",25651,25481
"G4804690","1910","Texas","480","Victoria","4690","Victoria",14990,13678
"G4804710","1910","Texas","480","Walker","4710","Walker",16061,15813
"G4804730","1910","Texas","480","Waller","4730","Waller",12138,14246
"G4804750","1910","Texas","480","Ward","4750","Ward",2389,1451
"G4804770","1910","Texas","480","Washington","4770","Washington",25561,32931
"G4804790","1910","Texas","480","Webb","4790","Webb",22503,21851
"G4804810","1910","Texas","480","Wharton","4810","Wharton",21123,16942
"G4804830","1910","Texas","480","Wheeler","4830","Wheeler",5258,636
"G4804850","1910","Texas","480","Wichita","4850","Wichita",16094,5806
"G4804870","1910","Texas","480","Wilbarger","4870","Wilbarger",12000,5759
"G4804910","1910","Texas","480","Williamson","4910","Williamson",42228,38072
"G4804930","1910","Texas","480","Wilson","4930","Wilson",17066,13961
"G4804950","1910","Texas","480","Winkler","4950","Winkler",442,60
"G4804970","1910","Texas","480","Wise","4970","Wise",26450,27116
"G4804990","1910","Texas","480","Wood","4990","Wood",23417,21048
"G4805010","1910","Texas","480","Yoakum","5010","Yoakum",602,26
"G4805030","1910","Texas","480","Young","5030","Young",13657,6540
"G4805050","1910","Texas","480","Zapata","5050","Zapata",3809,4760
"G4805070","1910","Texas","480","Zavala","5070","Zavala",1889,792
"G4900010","1910","Utah","490","Beaver","0010","Beaver",4717,3613
"G4900030","1910","Utah","490","Box Elder","0030","Box Elder",13894,10009
"G4900050","1910","Utah","490","Cache","0050","Cache",23062,18139
"G4900070","1910","Utah","490","Carbon","0070","Carbon",8624,5004
"G4900110","1910","Utah","490","Davis","0110","Davis",10191,7996
"G4900150","1910","Utah","490","Emery","0150","Emery",6750,4657
"G4900170","1910","Utah","490","Garfield","0170","Garfield",3660,3400
"G4900190","1910","Utah","490","Grand","0190","Grand",1595,1149
"G4900210","1910","Utah","490","Iron","0210","Iron",3933,3546
"G4900230","1910","Utah","490","Juab","0230","Juab",10702,10082
"G4900250","1910","Utah","490","Kane","0250","Kane",1652,1811
"G4900270","1910","Utah","490","Millard","0270","Millard",6118,5678
"G4900290","1910","Utah","490","Morgan","0290","Morgan",2467,2045
"G4900310","1910","Utah","490","Piute","0310","Piute",1734,1554
"G4900330","1910","Utah","490","Rich","0330","Rich",1883,1946
"G4900350","1910","Utah","490","Salt Lake","0350","Salt Lake",131426,77725
"G4900370","1910","Utah","490","San Juan","0370","San Juan",2377,1023
"G4900390","1910","Utah","490","Sanpete","0390","Sanpete",16704,16313
"G4900410","1910","Utah","490","Sevier","0410","Sevier",9775,8851
"G4900430","1910","Utah","490","Summit","0430","Summit",8200,9439
"G4900450","1910","Utah","490","Tooele","0450","Tooele",7924,7361
"G4900470","1910","Utah","490","Uintah","0470","Uintah",7050,6458
"G4900490","1910","Utah","490","Utah","0490","Utah",37942,32456
"G4900510","1910","Utah","490","Wasatch","0510","Wasatch",8920,4736
"G4900530","1910","Utah","490","Washington","0530","Washington",5123,4612
"G4900550","1910","Utah","490","Wayne","0550","Wayne",1749,1907
"G4900570","1910","Utah","490","Weber","0570","Weber",35179,25239
"G5000010","1910","Vermont","500","Addison","0010","Addison",20010,21912
"G5000030","1910","Vermont","500","Bennington","0030","Bennington",21378,21705
"G5000050","1910","Vermont","500","Caledonia","0050","Caledonia",26031,24381
"G5000070","1910","Vermont","500","Chittenden","0070","Chittenden",42447,39600
"G5000090","1910","Vermont","500","Essex","0090","Essex",7384,8056
"G5000110","1910","Vermont","500","Franklin","0110","Franklin",29866,30198
"G5000130","1910","Vermont","500","Grand Isle","0130","Grand Isle",3761,4462
"G5000150","1910","Vermont","500","Lamoille","0150","Lamoille",12585,12289
"G5000170","1910","Vermont","500","Orange","0170","Orange",18703,19313
"G5000190","1910","Vermont","500","Orleans","0190","Orleans",23337,22024
"G5000210","1910","Vermont","500","Rutland","0210","Rutland",48139,44209
"G5000230","1910","Vermont","500","Washington","0230","Washington",41702,36607
"G5000250","1910","Vermont","500","Windham","0250","Windham",26932,26660
"G5000270","1910","Vermont","500","Windsor","0270","Windsor",33681,32225
"G5100010","1910","Virginia","510","Accomack","0010","Accomack",36650,32570
"G5100030","1910","Virginia","510","Albemarle","0030","Albemarle",29871,28473
"G5100035","1910","Virginia","510","Alexandria","0035","Alexandria",10231,6430
"G5100050","1910","Virginia","510","Alleghany","0050","Alleghany",14173,12751
"G5100070","1910","Virginia","510","Amelia","0070","Amelia",8720,9037
"G5100090","1910","Virginia","510","Amherst","0090","Amherst",18932,17864
"G5100110","1910","Virginia","510","Appomattox","0110","Appomattox",8904,9662
"G5100150","1910","Virginia","510","Augusta","0150","Augusta",32445,32370
"G5100170","1910","Virginia","510","Bath","0170","Bath",6538,5595
